,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,31,25,6,9.5,4.5,12.0,7.3,0.5,2.63,1.85,0.374,0.1,0.0,0.3,0.0,0.0,0.8
2,AJ Griffin,ATL,61,28,33,19.4,8.8,21.0,14.3,0.7,2.05,1.47,0.417,0.5,0.0,0.6,0.793,2.0,1.0
3,Aaron Gordon,DEN,57,39,18,30.1,16.8,42.3,23.5,2.1,2.94,2.11,0.398,1.8,2.1,6.9,0.505,0.754,1.18
4,Aaron Holiday,ATL,54,28,26,13.6,3.9,19.8,7.9,1.3,4.05,3.66,0.199,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,60,26,34,24.6,9.7,34.4,19.9,0.9,1.65,0.79,0.281,0.4,0.0,1.1,0.8,0.0,0.844
6,Aaron Wiggins,OKC,57,31,26,18.7,6.7,21.4,13.6,0.7,1.97,1.33,0.312,0.5,0.0,2.1,0.387,1.0,0.852
7,Admiral Schofield,ORL,31,12,19,11.9,4.2,18.1,8.5,0.5,1.7,0.8,0.23,0.5,0.0,1.0,0.571,0.0,0.767
8,Al Horford,BOS,55,38,17,31.0,9.8,46.5,25.9,1.2,1.52,0.46,0.211,1.2,1.0,2.8,0.288,0.407,0.526
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,56,24,32,24.2,5.7,44.7,18.4,2.0,2.63,1.88,0.127,0.8,0.0,1.3,0.267,0.0,0.6
12,Alex Len,SAC,17,11,6,3.1,0.8,5.5,2.9,0.1,1.5,0.42,0.138,1.1,0.0,0.7,0.333,0.0,0.75
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,63,13,50,28.3,14.7,54.4,37.8,2.2,2.46,1.28,0.27,5.2,4.4,7.0,0.547,0.514,0.765
16,Amir Coffey,LAC,45,23,22,13.2,3.6,14.3,10.5,0.6,2.52,1.7,0.255,0.1,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,55,24,31,12.9,6.1,17.9,11.2,0.4,1.43,0.48,0.344,1.7,0.4,4.6,0.632,0.522,0.94
18,Andre Iguodala,GSW,7,2,5,13.5,1.7,24.4,13.3,0.7,1.76,0.68,0.07,0.7,0.0,1.3,0.4,0.0,0.889
19,Andrew Nembhard,IND,62,28,34,26.9,8.3,44.2,22.5,2.6,3.47,3.13,0.187,0.4,0.0,0.6,0.519,0.0,0.59
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,60,27,33,35.0,21.2,67.8,32.5,5.4,4.78,4.18,0.313,0.3,0.0,0.6,1.118,0.0,0.857
22,Anthony Davis,LAL,44,22,22,33.5,26.1,68.0,37.3,2.4,2.12,0.87,0.383,5.0,5.0,10.9,0.745,0.752,1.196
23,Anthony Edwards,MIN,70,35,35,36.4,25.0,72.4,36.8,4.8,4.01,3.49,0.345,0.5,0.6,0.9,0.868,0.674,0.954
24,Anthony Gill,WAS,46,18,28,9.9,3.2,10.0,6.5,0.3,1.72,0.67,0.317,0.5,0.0,1.2,0.571,2.0,1.25
25,Anthony Lamb,GSW,49,27,22,20.0,6.9,34.0,18.3,1.0,1.79,0.93,0.203,0.7,0.4,1.8,0.333,0.0,0.54
26,Austin Reaves,LAL,52,26,26,27.6,11.5,38.3,20.4,2.1,3.36,2.85,0.301,0.5,0.0,1.0,0.444,0.0,0.667
27,Austin Rivers,MIN,50,24,26,20.1,5.1,23.5,13.8,1.2,3.0,2.37,0.217,0.1,0.0,0.1,1.0,0.0,0.571
28,Ayo Dosunmu,CHI,65,30,35,27.2,8.9,45.7,17.4,2.7,3.48,3.17,0.194,0.2,0.0,0.7,0.933,0.0,1.0
29,Bam Adebayo,MIA,66,35,31,35.1,21.0,63.2,37.0,3.0,2.85,1.59,0.333,7.1,2.7,7.8,0.687,0.629,0.888
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,67,30,37,27.8,16.6,41.0,28.0,1.7,2.48,1.69,0.406,1.2,0.1,1.8,0.873,0.286,0.992
32,Bismack Biyombo,PHX,50,26,24,13.4,3.6,22.2,13.0,0.6,1.58,0.49,0.162,2.4,0.9,4.4,0.352,0.386,0.641
33,Blake Griffin,BOS,32,20,12,14.2,4.5,20.8,12.6,0.6,1.64,0.62,0.217,1.2,0.4,2.2,0.632,0.571,0.786
34,Blake Wesley,SAS,23,5,18,16.8,5.3,32.7,11.4,2.6,4.84,4.46,0.161,0.3,0.0,0.7,0.429,0.0,0.588
35,Boban Marjanovic,HOU,24,3,21,4.8,3.3,6.5,4.4,0.2,2.16,0.93,0.513,0.7,1.5,1.5,0.882,1.0,1.429
36,Bobby Portis,MIL,58,39,19,25.9,13.7,49.9,25.1,1.5,1.77,0.73,0.276,1.5,3.1,4.4,0.632,0.635,0.905
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,14.1,41.6,25.5,1.9,2.75,1.97,0.339,0.7,0.1,0.5,0.5,0.5,0.609
38,Bojan Bogdanovic,DET,58,15,43,32.0,21.5,46.6,33.0,2.3,2.97,2.15,0.462,0.8,1.0,0.8,0.955,0.483,0.816
39,Bol Bol,ORL,64,25,39,22.0,9.3,23.2,12.9,0.9,2.32,1.57,0.401,0.4,0.2,2.0,1.148,0.6,1.44
40,Bones Hyland,LAC,47,30,17,19.0,11.6,45.4,19.3,3.6,4.8,4.11,0.255,0.2,0.0,0.4,0.6,0.0,0.556
41,Bradley Beal,WAS,47,24,23,33.5,23.4,67.8,39.0,5.1,4.52,4.07,0.346,1.9,0.6,1.6,0.652,0.414,0.973
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,56,32,24,19.5,10.0,28.5,17.8,0.7,1.52,0.65,0.35,4.3,0.2,5.4,0.554,0.444,1.095
44,Brandon Ingram,NOP,32,14,18,32.9,22.9,64.4,37.6,4.3,4.0,3.02,0.356,1.9,1.6,0.8,0.885,0.725,0.846
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,68,49,19,30.7,15.5,34.6,23.6,0.8,1.42,0.42,0.447,2.5,1.8,5.7,0.512,0.992,1.096
47,Bruce Brown,DEN,68,46,22,28.2,11.1,51.1,24.8,2.9,3.37,2.72,0.217,0.8,0.1,1.8,0.929,1.0,0.896
48,Bruno Fernando,ATL,34,10,24,10.9,3.8,19.5,11.5,0.5,1.4,0.49,0.196,1.4,0.2,3.6,0.347,0.667,0.828
49,Bryce McGowens,CHA,35,11,24,14.6,3.6,14.6,9.2,0.6,2.27,1.35,0.248,0.1,0.0,0.5,0.0,0.0,0.765
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
