,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,28,22,6,9.5,4.5,12.2,7.5,0.5,2.6,1.83,0.372,0.1,0.0,0.3,0.0,0.0,0.889
2,AJ Griffin,ATL,58,27,31,20.2,9.1,21.7,14.8,0.7,2.05,1.47,0.418,0.5,0.0,0.6,0.852,2.0,1.0
3,Aaron Gordon,DEN,51,37,14,30.1,17.0,42.5,23.5,2.1,2.94,2.12,0.399,1.8,2.3,6.8,0.479,0.75,1.19
4,Aaron Holiday,ATL,51,27,24,14.3,4.1,20.7,8.4,1.4,4.03,3.65,0.199,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,56,24,32,24.5,9.8,34.6,20.2,0.9,1.62,0.76,0.283,0.4,0.0,1.1,0.909,0.0,0.881
6,Aaron Wiggins,OKC,49,25,24,18.7,6.4,21.7,14.0,0.7,1.93,1.29,0.297,0.6,0.0,2.1,0.345,1.0,0.772
7,Admiral Schofield,ORL,28,11,17,12.6,4.4,19.4,9.0,0.6,1.7,0.79,0.227,0.5,0.0,1.0,0.615,0.0,0.821
8,Al Horford,BOS,48,34,14,30.7,9.4,46.4,25.6,1.2,1.54,0.47,0.203,1.2,1.1,2.9,0.328,0.353,0.551
9,Alec Burks,DET,48,12,36,22.1,13.0,34.6,21.2,1.8,3.07,2.39,0.374,0.3,0.3,0.4,0.533,0.533,0.529
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,51,21,30,24.3,5.6,45.9,18.8,2.0,2.68,1.94,0.121,0.8,0.0,1.3,0.186,0.0,0.547
12,Alex Len,SAC,14,9,5,3.4,0.9,6.1,3.4,0.2,1.51,0.41,0.151,1.3,0.0,0.9,0.333,0.0,0.75
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,56,10,46,28.1,14.8,53.9,37.6,2.2,2.43,1.25,0.275,5.3,4.4,7.2,0.561,0.502,0.76
16,Amir Coffey,LAC,41,21,20,13.9,3.9,15.2,11.0,0.6,2.53,1.71,0.259,0.1,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,49,21,28,13.1,6.4,18.4,11.6,0.4,1.42,0.47,0.35,1.8,0.4,4.8,0.64,0.5,0.953
18,Andre Iguodala,GSW,2,0,2,12.2,1.0,21.0,10.5,0.6,1.81,0.62,0.048,1.0,0.0,1.0,0.0,0.0,1.0
19,Andrew Nembhard,IND,56,25,31,27.0,8.0,43.6,22.8,2.4,3.36,3.03,0.184,0.5,0.1,0.6,0.462,0.0,0.543
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,56,27,29,35.5,21.4,69.2,33.2,5.5,4.77,4.17,0.309,0.3,0.0,0.6,1.188,0.0,0.938
22,Anthony Davis,LAL,38,18,20,33.3,25.8,67.5,36.8,2.3,2.06,0.83,0.382,4.9,5.3,11.2,0.727,0.731,1.192
