,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,29,23,6,9.8,12.5,0.3,0.1,0.1,75.0,0.1,0.1,100.0,0.3,80.0,0.1,30.0,0.0,10.0,0.0,10.0,0.0,10.0
2,AJ Griffin,ATL,59,28,31,19.9,21.4,0.6,0.3,0.4,75.0,0.0,0.0,50.0,0.6,97.4,0.2,28.9,0.1,7.9,0.0,5.3,0.0,2.6
3,Aaron Gordon,DEN,52,38,14,30.0,42.4,6.8,3.6,4.7,75.2,0.8,1.5,56.6,8.1,118.0,0.9,12.9,0.2,3.1,0.2,3.1,0.7,9.8
4,Aaron Holiday,ATL,52,28,24,14.0,20.4,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,57,24,33,24.4,34.2,1.1,0.4,0.6,59.5,0.1,0.1,100.0,0.9,85.2,0.2,18.0,0.0,3.3,0.1,9.8,0.1,4.9
6,Aaron Wiggins,OKC,51,26,25,19.0,22.0,2.1,0.8,1.2,67.2,0.2,0.2,81.8,1.8,85.2,0.6,29.6,0.2,8.3,0.1,6.5,0.1,4.6
7,Admiral Schofield,ORL,30,12,18,12.0,18.4,1.0,0.4,0.6,61.1,0.0,0.1,50.0,0.8,79.3,0.3,31.0,0.1,10.3,0.0,0.0,0.0,3.4
8,Al Horford,BOS,50,35,15,30.8,46.3,2.9,0.7,1.3,55.4,0.1,0.1,75.0,1.5,53.1,1.2,43.4,0.4,13.3,0.2,5.6,0.0,1.4
9,Alec Burks,DET,49,12,37,22.0,34.5,0.3,0.1,0.2,44.4,0.0,0.0,0.0,0.2,52.9,0.1,35.3,0.0,5.9,0.0,11.8,0.0,0.0
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,53,22,31,24.1,45.5,1.2,0.3,0.5,57.7,0.1,0.2,87.5,0.7,56.1,0.6,45.5,0.2,18.2,0.0,3.0,0.1,6.1
12,Alex Len,SAC,14,9,5,3.4,6.1,0.9,0.3,0.3,100.0,0.1,0.1,50.0,0.6,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
