,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,33,26,7,9.7,4.5,12.1,7.4,0.5,2.57,1.79,0.372,0.1,0.0,0.3,0.0,0.0,0.727
2,AJ Griffin,ATL,69,32,37,19.2,8.7,20.9,14.0,0.7,2.08,1.5,0.419,0.4,0.0,0.7,0.767,2.0,0.915
3,Aaron Gordon,DEN,66,45,21,30.2,16.4,42.5,23.8,2.1,2.96,2.11,0.385,1.8,2.1,6.7,0.487,0.721,1.185
4,Aaron Holiday,ATL,59,30,29,13.3,3.9,20.2,7.9,1.4,4.17,3.81,0.194,0.1,0.0,0.4,0.25,0.0,0.636
5,Aaron Nesmith,IND,70,29,41,25.0,10.0,35.9,20.7,1.0,1.67,0.8,0.279,0.4,0.0,1.1,0.759,0.0,0.773
6,Aaron Wiggins,OKC,67,35,32,18.4,6.7,20.6,12.9,0.7,1.92,1.28,0.323,0.5,0.0,2.1,0.412,1.0,0.879
7,Admiral Schofield,ORL,34,14,20,11.5,4.0,17.4,8.3,0.5,1.72,0.82,0.228,0.4,0.0,0.9,0.533,0.0,0.719
8,Al Horford,BOS,61,43,18,30.5,9.7,45.7,25.4,1.2,1.52,0.46,0.213,1.1,0.9,2.7,0.271,0.386,0.542
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,34,16,18,20.6,8.1,41.7,22.7,1.1,1.6,0.75,0.195,1.6,0.0,3.1,0.63,0.0,0.71
11,Alex Caruso,CHI,63,30,33,23.8,5.8,43.2,17.7,1.9,2.6,1.84,0.133,0.8,0.0,1.3,0.292,0.0,0.622
12,Alex Len,SAC,22,14,8,4.9,1.5,7.6,4.1,0.2,1.44,0.35,0.19,1.1,0.0,1.4,0.417,0.0,0.833
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,72,15,57,28.9,14.8,55.5,38.4,2.3,2.43,1.25,0.266,5.0,4.4,6.9,0.539,0.525,0.766
16,Amir Coffey,LAC,49,25,24,12.7,3.5,13.9,10.3,0.6,2.5,1.66,0.253,0.1,0.0,0.2,0.429,0.0,0.333
17,Andre Drummond,CHI,64,31,33,12.7,6.0,17.5,10.6,0.4,1.41,0.48,0.345,1.6,0.4,4.4,0.606,0.786,0.961
18,Andre Iguodala,GSW,7,2,5,13.5,1.7,24.4,13.3,0.7,1.76,0.68,0.07,0.7,0.0,1.3,0.4,0.0,0.889
19,Andrew Nembhard,IND,72,31,41,27.4,9.3,47.6,23.3,2.9,3.62,3.28,0.194,0.4,0.1,0.6,0.483,0.0,0.556
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,62,27,35,35.0,21.1,67.4,32.3,5.4,4.78,4.18,0.312,0.3,0.0,0.6,0.95,0.0,0.842
22,Anthony Davis,LAL,52,28,24,33.9,26.6,68.6,38.3,2.5,2.15,0.9,0.388,5.3,5.0,10.7,0.774,0.743,1.198
23,Anthony Edwards,MIN,76,37,39,36.1,24.5,71.5,37.1,4.7,3.99,3.44,0.343,0.5,0.6,0.9,0.875,0.689,0.957
24,Anthony Gill,WAS,55,20,35,9.9,3.1,10.0,6.6,0.3,1.75,0.7,0.312,0.4,0.0,1.3,0.545,2.0,1.257
25,Anthony Lamb,GSW,58,32,26,19.7,6.8,33.3,17.8,1.0,1.8,0.94,0.203,0.6,0.3,1.8,0.405,0.0,0.563
26,Austin Reaves,LAL,60,32,28,28.4,12.5,41.2,21.6,2.5,3.58,3.1,0.304,0.5,0.0,0.9,0.4,0.0,0.654
27,Austin Rivers,MIN,52,25,27,19.5,4.9,22.8,13.3,1.1,3.0,2.37,0.215,0.1,0.0,0.1,1.0,0.0,0.571
28,Ayo Dosunmu,CHI,75,37,38,26.3,8.6,43.3,16.7,2.5,3.46,3.15,0.199,0.2,0.0,0.7,0.875,0.0,0.98
29,Bam Adebayo,MIA,72,37,35,35.2,20.7,63.0,36.9,3.0,2.86,1.6,0.329,6.9,2.7,7.7,0.673,0.609,0.885
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,75,32,43,28.2,16.6,41.3,28.2,1.7,2.49,1.69,0.401,1.1,0.1,1.7,0.89,0.3,1.054
32,Bismack Biyombo,PHX,58,31,27,14.4,4.2,23.4,13.6,0.6,1.56,0.47,0.18,2.5,0.9,5.0,0.399,0.44,0.656
33,Blake Griffin,BOS,37,24,13,14.1,4.4,21.0,12.7,0.6,1.64,0.61,0.208,1.2,0.4,2.3,0.628,0.571,0.774
34,Blake Wesley,SAS,32,7,25,17.3,4.9,35.0,12.5,2.8,4.83,4.47,0.139,0.3,0.0,0.8,0.444,0.0,0.5
35,Boban Marjanovic,HOU,29,5,24,5.2,3.0,6.8,4.4,0.2,2.13,0.9,0.449,0.6,1.4,1.5,0.882,0.929,1.273
36,Bobby Portis,MIL,67,45,22,25.9,13.8,49.1,24.7,1.4,1.76,0.74,0.281,1.4,3.0,4.2,0.613,0.623,0.905
37,Bogdan Bogdanovic,ATL,52,26,26,28.0,13.9,40.5,25.1,1.8,2.68,1.89,0.343,0.6,0.1,0.5,0.533,0.8,0.72
38,Bojan Bogdanovic,DET,58,15,43,32.0,21.5,46.6,33.0,2.3,2.97,2.15,0.462,0.8,1.0,0.8,0.955,0.483,0.816
39,Bol Bol,ORL,67,26,41,21.4,9.0,22.6,12.5,0.9,2.32,1.56,0.4,0.4,0.1,1.9,1.148,0.6,1.44
40,Bones Hyland,LAC,53,33,20,19.3,11.8,45.8,19.6,3.6,4.75,4.08,0.258,0.2,0.0,0.4,0.727,0.0,0.7
41,Bradley Beal,WAS,50,24,26,33.5,23.2,67.9,39.2,5.1,4.52,4.07,0.342,1.9,0.6,1.6,0.638,0.438,0.938
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,56,32,24,19.5,10.0,28.5,17.8,0.7,1.52,0.65,0.35,4.3,0.2,5.4,0.554,0.444,1.095
44,Brandon Ingram,NOP,41,21,20,33.5,24.5,65.3,38.1,4.4,4.07,3.1,0.376,2.1,1.6,0.9,0.741,0.797,0.778
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,76,55,21,30.3,15.7,34.2,23.4,0.8,1.43,0.42,0.459,2.5,1.8,5.8,0.551,1.037,1.153
47,Bruce Brown,DEN,77,52,25,28.3,11.2,51.1,24.5,3.0,3.49,2.85,0.22,0.8,0.1,1.9,0.892,1.0,0.895
48,Bruno Fernando,ATL,36,11,25,10.5,3.7,18.7,11.0,0.4,1.41,0.49,0.196,1.4,0.2,3.4,0.347,0.667,0.821
49,Bryce McGowens,CHA,43,15,28,15.9,4.4,17.0,11.0,0.7,2.31,1.42,0.258,0.1,0.0,0.5,0.0,0.0,0.714
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,8,1,7,9.2,2.0,8.8,5.5,0.2,1.31,0.43,0.229,0.0,0.0,0.1,0.0,0.0,2.0
52,Buddy Hield,IND,77,34,43,31.4,16.8,59.1,34.3,2.0,2.03,1.34,0.284,0.4,0.0,0.9,0.788,0.0,0.941
53,CJ McCollum,NOP,71,36,35,35.1,20.8,74.3,32.6,5.4,4.36,3.89,0.28,0.8,0.0,0.6,0.61,0.0,0.619
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,48,20,28,15.0,3.4,12.7,7.5,0.3,1.35,0.39,0.264,0.1,0.0,0.6,0.0,0.0,0.71
56,Caleb Martin,MIA,67,35,32,29.6,9.8,38.8,21.8,1.6,2.47,1.58,0.253,0.7,0.1,2.3,0.864,0.0,0.643
