,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,33,26,7,9.7,12.1,0.3,0.1,0.2,60.0,0.1,0.1,100.0,0.2,72.7,0.1,27.3,0.0,9.1,0.0,9.1,0.0,9.1
2,AJ Griffin,ATL,70,33,37,19.3,20.9,0.7,0.3,0.4,71.4,0.0,0.1,75.0,0.6,89.6,0.2,29.2,0.1,8.3,0.0,6.3,0.0,4.2
3,Aaron Gordon,DEN,67,45,22,30.2,42.6,6.7,3.5,4.7,75.1,0.8,1.4,58.5,7.9,117.7,0.9,13.3,0.2,3.5,0.2,3.3,0.6,9.5
4,Aaron Holiday,ATL,60,31,29,13.1,20.0,0.4,0.1,0.2,46.2,0.0,0.0,100.0,0.2,63.6,0.1,31.8,0.0,0.0,0.0,0.0,0.0,4.5
5,Aaron Nesmith,IND,70,29,41,25.0,35.9,1.1,0.4,0.6,58.1,0.1,0.1,100.0,0.8,77.3,0.2,21.3,0.0,4.0,0.1,9.3,0.0,4.0
6,Aaron Wiggins,OKC,68,35,33,18.5,20.8,2.1,0.8,1.2,65.5,0.3,0.3,85.7,1.9,89.4,0.5,25.4,0.2,8.5,0.1,5.6,0.1,7.0
7,Admiral Schofield,ORL,34,14,20,11.5,17.4,0.9,0.3,0.5,61.1,0.0,0.1,50.0,0.7,71.9,0.4,37.5,0.1,12.5,0.0,0.0,0.0,3.1
8,Al Horford,BOS,62,43,19,30.5,45.9,2.7,0.7,1.3,54.3,0.0,0.1,75.0,1.5,54.4,1.1,41.4,0.3,11.8,0.1,5.3,0.0,1.2
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,34,16,18,20.6,41.7,3.1,1.1,1.9,54.5,0.1,0.2,66.7,2.2,71.0,0.8,24.3,0.1,1.9,0.2,7.5,0.1,2.8
11,Alex Caruso,CHI,64,30,34,23.7,42.9,1.3,0.3,0.6,59.5,0.1,0.1,87.5,0.8,61.4,0.6,43.4,0.2,14.5,0.0,2.4,0.1,4.8
12,Alex Len,SAC,23,15,8,5.2,8.2,1.5,0.5,0.7,80.0,0.1,0.3,50.0,1.2,79.4,0.6,38.2,0.1,5.9,0.1,5.9,0.1,8.8
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,73,16,57,29.0,55.9,6.9,2.3,4.0,58.6,0.5,0.6,73.3,5.3,76.2,1.8,26.7,0.5,7.7,0.4,6.3,0.2,3.6
16,Amir Coffey,LAC,49,25,24,12.7,13.9,0.2,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,65,31,34,12.7,17.4,4.4,1.8,2.9,61.6,0.6,1.1,50.0,4.2,95.8,0.5,12.2,0.1,3.1,0.3,5.9,0.5,12.2
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,72,31,41,27.4,47.6,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.3,55.6,0.3,46.7,0.1,8.9,0.0,6.7,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.6,0.3,0.4,64.0,0.0,0.0,0.0,0.5,84.2,0.2,28.9,0.0,2.6,0.0,5.3,0.0,0.0
22,Anthony Davis,LAL,53,29,24,34.0,68.8,10.6,5.0,7.0,71.2,2.4,2.9,80.8,12.7,119.5,1.2,11.5,0.2,2.3,0.5,4.4,1.4,12.8
23,Anthony Edwards,MIN,77,38,39,36.1,71.3,0.9,0.4,0.5,75.6,0.0,0.1,50.0,0.9,95.7,0.3,30.4,0.0,2.9,0.0,2.9,0.0,2.9
24,Anthony Gill,WAS,56,20,36,10.1,10.3,1.3,0.7,0.9,79.6,0.2,0.2,75.0,1.6,123.9,0.2,15.5,0.0,0.0,0.0,2.8,0.1,7.0
25,Anthony Lamb,GSW,59,33,26,19.6,33.1,1.8,0.5,0.7,62.8,0.1,0.1,75.0,1.0,55.8,0.8,47.1,0.2,9.6,0.1,6.7,0.0,1.9
26,Austin Reaves,LAL,61,33,28,28.6,41.6,0.9,0.2,0.4,62.5,0.1,0.1,100.0,0.6,72.2,0.4,44.4,0.1,11.1,0.0,1.9,0.0,5.6
27,Austin Rivers,MIN,52,25,27,19.5,22.8,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,76,37,39,26.2,42.9,0.6,0.3,0.4,65.6,0.1,0.1,100.0,0.6,98.0,0.1,20.4,0.0,4.1,0.1,8.2,0.0,4.1
29,Bam Adebayo,MIA,73,38,35,35.2,62.7,7.7,3.0,4.9,61.1,0.8,0.9,80.9,6.8,88.0,1.8,22.8,0.2,3.2,0.4,4.6,0.5,6.0
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,75,32,43,28.2,41.3,1.7,0.7,1.1,65.4,0.3,0.4,86.7,1.8,105.4,0.3,15.5,0.0,0.0,0.1,3.1,0.2,10.9
32,Bismack Biyombo,PHX,59,32,27,14.4,23.4,5.0,1.5,2.6,59.6,0.2,0.7,32.6,3.3,67.0,1.6,32.0,0.2,4.4,0.3,5.1,0.3,6.5
33,Blake Griffin,BOS,38,24,14,14.0,20.7,2.3,0.7,1.1,66.7,0.2,0.3,66.7,1.7,75.6,0.8,34.9,0.2,7.0,0.1,3.5,0.2,7.0
34,Blake Wesley,SAS,33,7,26,17.5,35.0,0.8,0.1,0.3,44.4,0.1,0.2,66.7,0.4,48.0,0.3,44.0,0.0,4.0,0.1,8.0,0.1,8.0
35,Boban Marjanovic,HOU,29,5,24,5.2,6.8,1.5,0.8,1.0,79.3,0.3,0.3,80.0,1.9,127.3,0.1,6.8,0.0,0.0,0.1,9.1,0.2,11.4
36,Bobby Portis,MIL,68,46,22,25.9,49.5,4.3,1.7,2.7,61.3,0.4,0.5,76.5,3.8,88.9,0.9,21.8,0.1,3.1,0.2,5.2,0.2,5.5
