,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,15,5,10,7.2,6.3,6.1,0.1,0.1,0.5,0.3,0.3,2.1,4.3,
1,AJ Green,MIL,35,27,8,9.9,7.8,8.6,0.6,0.1,1.3,1.7,0.7,8.1,9.5,
2,AJ Griffin,ATL,72,34,38,19.5,12.4,14.5,1.0,0.1,1.7,2.6,1.2,8.2,9.6,
3,Aaron Gordon,DEN,68,45,23,30.2,26.5,28.2,3.0,0.4,4.7,7.6,3.6,11.3,13.7,
4,Aaron Holiday,ATL,63,32,31,13.4,15.4,16.4,1.4,0.1,3.0,3.8,1.7,9.2,11.2,
5,Aaron Nesmith,IND,73,30,43,24.9,25.3,20.7,1.3,0.2,2.0,3.5,1.6,5.3,6.5,
6,Aaron Wiggins,OKC,70,37,33,18.5,14.1,13.6,1.1,0.2,2.0,3.0,1.4,8.1,10.1,
7,Admiral Schofield,ORL,37,14,23,12.2,15.2,10.5,0.8,0.0,1.4,2.3,0.9,5.5,5.9,
8,Al Horford,BOS,63,44,19,30.5,36.7,27.6,3.0,0.4,4.7,8.1,3.6,8.2,9.9,
9,Alec Burks,DET,50,12,38,22.0,21.6,24.7,2.2,0.2,3.6,5.3,2.5,10.3,11.5,
10,Aleksej Pokusevski,OKC,34,16,18,20.6,31.9,24.8,1.9,0.1,3.4,4.6,2.1,5.9,6.6,
11,Alex Caruso,CHI,66,32,34,23.5,35.1,26.9,2.9,0.3,4.5,7.5,3.6,8.2,10.2,
12,Alex Len,SAC,26,15,11,6.2,7.8,4.5,0.5,0.1,0.7,1.2,0.5,5.9,6.9,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,75,18,57,28.9,39.8,37.0,3.9,0.3,6.7,9.9,4.7,9.7,11.8,
16,Amir Coffey,LAC,50,26,24,12.5,9.3,10.4,1.1,0.2,1.9,2.7,1.4,11.4,14.6,
17,Andre Drummond,CHI,67,32,35,12.7,11.1,8.7,0.5,0.1,0.8,1.2,0.6,4.4,5.2,
18,Andre Iguodala,GSW,7,2,5,13.5,21.4,14.7,2.6,0.6,3.4,6.6,3.1,12.0,14.7,
19,Andrew Nembhard,IND,75,32,43,27.6,36.9,41.0,4.5,0.4,8.7,12.1,5.7,12.3,15.4,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,62,27,35,35.0,45.4,57.5,4.1,1.0,7.1,10.3,5.4,9.0,11.8,
22,Anthony Davis,LAL,56,31,25,34.0,44.9,38.6,2.6,0.4,4.4,6.6,3.1,5.9,6.9,
23,Anthony Edwards,MIN,78,39,39,36.1,44.8,53.6,4.4,0.8,7.9,11.5,5.4,9.9,12.2,
24,Anthony Gill,WAS,59,21,38,10.6,7.8,7.0,0.6,0.1,1.0,1.5,0.7,7.3,8.6,
25,Anthony Lamb,GSW,61,35,26,19.2,25.6,18.6,1.5,0.2,3.4,4.6,2.0,6.0,7.9,
26,Austin Reaves,LAL,64,35,29,28.8,29.7,30.0,3.4,0.4,6.2,8.5,4.0,11.3,13.4,
27,Austin Rivers,MIN,52,25,27,19.5,17.4,18.2,1.4,0.3,2.4,3.8,1.8,8.3,10.5,
28,Ayo Dosunmu,CHI,79,39,40,26.2,32.9,32.6,2.6,0.4,4.6,6.4,3.2,7.9,9.7,
29,Bam Adebayo,MIA,75,40,35,34.6,40.7,42.1,3.2,0.4,5.7,8.4,3.8,7.9,9.4,
30,Ben Simmons,BKN,42,24,18,26.3,52.2,42.3,6.1,0.6,9.5,15.5,7.0,11.7,13.4,
31,Bennedict Mathurin,IND,78,33,45,28.5,24.0,30.7,1.5,0.3,2.8,4.1,2.0,6.2,8.2,
32,Bismack Biyombo,PHX,61,33,28,14.3,18.2,12.5,0.9,0.1,1.4,2.1,1.0,5.0,5.6,
33,Blake Griffin,BOS,41,27,14,13.9,16.3,12.0,1.5,0.1,2.2,4.0,1.6,9.1,10.0,
34,Blake Wesley,SAS,34,8,26,18.0,27.4,29.2,2.8,0.8,5.6,7.3,3.7,10.1,13.6,
35,Boban Marjanovic,HOU,31,7,24,5.5,4.3,4.3,0.3,0.0,0.5,0.6,0.3,6.7,7.5,
36,Bobby Portis,MIL,70,47,23,26.0,35.4,23.5,1.5,0.2,2.9,4.1,1.8,4.2,5.2,
37,Bogdan Bogdanovic,ATL,54,27,27,27.9,26.4,28.8,2.8,0.4,4.8,7.0,3.4,10.5,13.0,
38,Bojan Bogdanovic,DET,58,15,43,32.0,26.0,34.4,2.6,0.4,5.6,6.9,3.3,9.9,12.5,
39,Bol Bol,ORL,70,26,44,21.5,13.7,13.4,1.0,0.1,1.7,2.5,1.1,7.2,8.1,
40,Bones Hyland,LAC,56,36,20,19.4,31.8,37.6,3.1,0.5,5.4,7.9,4.0,9.7,12.5,
41,Bradley Beal,WAS,50,24,26,33.5,42.9,56.1,5.4,0.8,10.8,14.5,7.0,12.6,16.3,
42,Brandon Boston Jr.,LAC,22,9,13,11.3,12.2,13.7,0.9,0.2,2.0,2.1,1.0,7.4,8.6,
43,Brandon Clarke,MEM,56,32,24,19.5,20.0,17.9,1.3,0.2,2.5,3.4,1.6,6.4,8.1,
44,Brandon Ingram,NOP,45,23,22,34.2,39.1,54.0,5.8,0.8,10.9,16.0,7.3,14.9,18.7,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,78,57,21,30.4,20.2,22.5,1.3,0.2,2.2,3.3,1.5,6.3,7.4,
47,Bruce Brown,DEN,80,53,27,28.5,38.8,38.4,3.4,0.5,5.5,8.3,4.1,8.6,10.4,
48,Bruno Fernando,ATL,39,13,26,10.4,14.3,9.8,0.8,0.1,1.4,2.2,0.9,5.6,6.5,
49,Bryce McGowens,CHA,46,16,30,17.1,12.3,13.5,1.2,0.1,2.0,2.8,1.3,9.5,10.9,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,10,2,8,9.0,5.8,5.0,0.4,0.0,0.7,1.1,0.4,6.9,6.9,
52,Buddy Hield,IND,80,35,45,31.0,42.2,38.6,2.8,0.6,4.9,7.4,3.7,6.7,8.7,
53,CJ McCollum,NOP,75,38,37,35.3,51.0,64.8,5.7,0.7,10.6,14.9,7.2,11.2,14.2,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,51,20,31,15.9,9.5,7.9,0.6,0.1,1.0,1.6,0.7,6.2,7.3,
56,Caleb Martin,MIA,71,38,33,29.3,28.5,25.6,1.6,0.3,3.5,4.7,2.2,5.8,7.8,
57,Cam Reddish,POR,40,14,26,24.7,17.9,21.0,1.4,0.2,2.9,3.6,1.7,8.0,9.2,
58,Cam Thomas,BKN,57,30,27,16.6,17.5,23.3,1.4,0.2,2.5,3.4,1.6,7.8,9.4,
59,Cameron Johnson,BKN,42,25,17,28.6,25.5,26.5,1.9,0.4,3.6,5.0,2.5,7.3,10.0,
60,Cameron Payne,PHX,48,27,21,20.2,37.1,40.0,4.5,0.8,8.5,11.2,5.8,12.0,15.5,
61,Caris LeVert,CLE,74,45,29,30.2,33.0,34.0,3.9,0.4,6.7,9.8,4.8,11.7,14.4,
62,Carlik Jones,CHI,6,3,3,9.1,10.7,10.7,1.0,0.0,2.3,2.5,1.2,9.4,10.9,
63,Cedi Osman,CLE,77,48,29,20.1,19.2,20.5,1.5,0.3,2.4,3.8,1.9,7.8,9.9,
64,Chance Comanche,POR,1,0,1,20.8,19.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
65,Charles Bassey,SAS,35,9,26,14.5,19.3,12.6,1.3,0.1,2.1,3.4,1.6,7.0,8.1,
66,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
67,Chimezie Metu,SAC,66,41,25,10.4,11.0,8.9,0.6,0.1,1.0,1.6,0.7,5.5,6.7,
68,Chris Boucher,TOR,76,39,37,20.0,14.7,11.3,0.4,0.1,0.9,0.9,0.5,2.6,3.4,
69,Chris Duarte,IND,46,19,27,19.5,19.5,20.3,1.4,0.1,2.5,3.4,1.6,7.1,8.0,
70,Chris Paul,PHX,59,33,26,32.0,57.6,61.4,8.9,1.0,16.5,22.8,10.9,15.4,19.0,
71,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,Christian Braun,DEN,76,49,27,15.5,13.3,10.9,0.8,0.1,1.3,1.9,0.9,5.8,7.0,
73,Christian Koloko,TOR,58,29,29,13.8,11.2,8.5,0.5,0.1,0.7,1.3,0.6,4.8,5.7,
74,Christian Wood,DAL,67,33,34,25.9,30.2,28.4,1.8,0.3,3.1,4.6,2.2,6.0,7.3,
75,Chuma Okeke,ORL,27,8,19,19.2,18.3,14.0,1.4,0.2,2.5,3.5,1.6,7.5,8.7,
76,Clint Capela,ATL,65,35,30,26.6,26.5,14.8,0.9,0.2,1.6,2.4,1.2,3.4,4.5,
77,Coby White,CHI,73,36,37,23.5,27.7,29.3,2.8,0.4,4.7,7.0,3.4,10.1,12.4,
78,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
