,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,32,25,7,9.4,4.3,11.9,7.3,0.5,2.61,1.84,0.364,0.1,0.0,0.3,0.0,0.0,0.8
2,AJ Griffin,ATL,67,31,36,19.3,8.8,21.0,14.1,0.7,2.08,1.5,0.418,0.4,0.0,0.7,0.767,2.0,0.956
3,Aaron Gordon,DEN,63,44,19,30.0,16.4,41.6,23.3,2.0,2.93,2.1,0.393,1.7,2.0,6.7,0.527,0.772,1.19
4,Aaron Holiday,ATL,58,30,28,13.5,3.9,20.4,7.9,1.4,4.18,3.83,0.193,0.1,0.0,0.4,0.25,0.0,0.571
5,Aaron Nesmith,IND,67,28,39,24.8,9.8,35.2,20.2,1.0,1.67,0.8,0.279,0.4,0.0,1.0,0.759,0.0,0.8
6,Aaron Wiggins,OKC,64,34,30,18.0,6.3,20.4,12.8,0.7,1.95,1.31,0.308,0.5,0.0,2.0,0.424,1.0,0.838
7,Admiral Schofield,ORL,33,13,20,11.7,4.1,17.7,8.4,0.5,1.72,0.81,0.231,0.5,0.0,0.9,0.533,0.0,0.742
8,Al Horford,BOS,60,42,18,30.6,9.7,45.9,25.5,1.2,1.53,0.46,0.211,1.2,1.0,2.8,0.271,0.386,0.533
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,32,15,17,21.5,8.5,43.6,23.8,1.2,1.6,0.75,0.196,1.6,0.0,3.3,0.608,0.0,0.724
11,Alex Caruso,CHI,60,28,32,24.0,5.7,43.9,18.2,1.9,2.62,1.86,0.13,0.8,0.0,1.3,0.292,0.0,0.613
12,Alex Len,SAC,19,12,7,3.4,0.9,5.9,3.3,0.1,1.51,0.42,0.15,1.1,0.0,0.8,0.3,0.0,0.8
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,69,14,55,28.6,14.6,55.0,38.0,2.2,2.43,1.25,0.266,5.1,4.3,6.8,0.544,0.508,0.767
16,Amir Coffey,LAC,48,25,23,12.7,3.4,13.8,10.1,0.6,2.51,1.68,0.248,0.1,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,62,29,33,12.8,6.1,17.6,10.8,0.4,1.42,0.48,0.347,1.6,0.4,4.5,0.624,0.741,0.953
18,Andre Iguodala,GSW,7,2,5,13.5,1.7,24.4,13.3,0.7,1.76,0.68,0.07,0.7,0.0,1.3,0.4,0.0,0.889
19,Andrew Nembhard,IND,69,30,39,27.3,9.0,46.0,22.8,2.8,3.59,3.25,0.195,0.4,0.0,0.6,0.5,0.0,0.581
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,62,27,35,35.0,21.1,67.4,32.3,5.4,4.78,4.18,0.312,0.3,0.0,0.6,0.95,0.0,0.842
22,Anthony Davis,LAL,49,25,24,33.8,25.9,68.3,37.9,2.4,2.14,0.89,0.379,5.2,5.1,10.7,0.743,0.747,1.185
23,Anthony Edwards,MIN,73,37,36,36.0,24.5,71.3,36.6,4.8,4.0,3.47,0.343,0.5,0.6,0.9,0.846,0.659,0.939
24,Anthony Gill,WAS,53,20,33,9.9,3.1,9.9,6.5,0.3,1.75,0.68,0.315,0.4,0.0,1.3,0.571,2.0,1.265
25,Anthony Lamb,GSW,56,31,25,19.7,6.8,33.3,17.9,1.0,1.8,0.94,0.205,0.6,0.3,1.7,0.429,0.0,0.568
26,Austin Reaves,LAL,57,29,28,28.3,12.3,41.0,21.5,2.4,3.56,3.07,0.299,0.5,0.0,0.9,0.414,0.0,0.667
27,Austin Rivers,MIN,52,25,27,19.5,4.9,22.8,13.3,1.1,3.0,2.37,0.215,0.1,0.0,0.1,1.0,0.0,0.571
28,Ayo Dosunmu,CHI,72,35,37,26.6,8.7,44.2,16.9,2.6,3.46,3.16,0.197,0.2,0.0,0.7,0.875,0.0,1.0
29,Bam Adebayo,MIA,71,37,34,35.2,20.9,63.1,37.0,3.0,2.86,1.6,0.331,6.9,2.7,7.7,0.673,0.615,0.889
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,72,31,41,27.9,16.4,40.9,27.9,1.7,2.49,1.69,0.401,1.1,0.1,1.7,0.877,0.375,1.024
32,Bismack Biyombo,PHX,55,28,27,14.2,4.1,23.2,13.6,0.6,1.57,0.47,0.178,2.5,0.9,4.8,0.37,0.388,0.669
33,Blake Griffin,BOS,35,22,13,14.1,4.3,20.6,12.4,0.6,1.63,0.61,0.211,1.1,0.4,2.2,0.641,0.571,0.766
34,Blake Wesley,SAS,29,6,23,17.1,4.9,34.1,12.0,2.7,4.84,4.48,0.144,0.3,0.0,0.7,0.444,0.0,0.571
35,Boban Marjanovic,HOU,27,4,23,5.2,3.1,6.8,4.4,0.2,2.09,0.9,0.459,0.6,1.4,1.6,0.882,0.897,1.286
36,Bobby Portis,MIL,64,43,21,26.0,13.8,49.4,24.8,1.5,1.77,0.74,0.279,1.4,3.0,4.3,0.626,0.632,0.909
37,Bogdan Bogdanovic,ATL,50,25,25,28.2,13.9,40.8,25.2,1.8,2.69,1.91,0.34,0.6,0.1,0.5,0.552,0.8,0.667
38,Bojan Bogdanovic,DET,58,15,43,32.0,21.5,46.6,33.0,2.3,2.97,2.15,0.462,0.8,1.0,0.8,0.955,0.483,0.816
39,Bol Bol,ORL,67,26,41,21.4,9.0,22.6,12.5,0.9,2.32,1.56,0.4,0.4,0.1,1.9,1.148,0.6,1.44
40,Bones Hyland,LAC,50,32,18,19.3,11.8,46.1,19.7,3.7,4.76,4.09,0.256,0.2,0.0,0.4,0.727,0.0,0.632
41,Bradley Beal,WAS,50,24,26,33.5,23.2,67.9,39.2,5.1,4.52,4.07,0.342,1.9,0.6,1.6,0.638,0.438,0.938
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,56,32,24,19.5,10.0,28.5,17.8,0.7,1.52,0.65,0.35,4.3,0.2,5.4,0.554,0.444,1.095
44,Brandon Ingram,NOP,39,19,20,33.3,24.1,64.8,38.1,4.3,4.01,3.03,0.372,2.0,1.6,0.9,0.772,0.778,0.824
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,73,53,20,30.5,15.7,34.5,23.5,0.8,1.43,0.43,0.454,2.5,1.8,5.7,0.546,1.023,1.133
47,Bruce Brown,DEN,74,51,23,28.2,11.0,51.0,24.4,2.9,3.46,2.83,0.216,0.8,0.1,1.8,0.903,1.0,0.887
48,Bruno Fernando,ATL,35,11,24,10.7,3.7,19.1,11.2,0.4,1.4,0.49,0.195,1.4,0.2,3.5,0.347,0.667,0.828
49,Bryce McGowens,CHA,41,15,26,15.4,4.1,16.1,10.3,0.6,2.27,1.37,0.256,0.1,0.0,0.5,0.0,0.0,0.75
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,7,1,6,9.8,2.0,9.6,6.1,0.2,1.25,0.36,0.209,0.0,0.0,0.1,0.0,0.0,2.0
52,Buddy Hield,IND,75,33,42,31.6,16.9,59.3,34.4,2.0,2.04,1.35,0.286,0.4,0.0,0.9,0.813,0.0,0.955
53,CJ McCollum,NOP,69,34,35,35.0,20.8,74.7,32.8,5.4,4.36,3.89,0.279,0.8,0.0,0.6,0.621,0.0,0.619
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,46,18,28,15.3,3.5,12.7,7.5,0.3,1.36,0.4,0.275,0.1,0.0,0.7,0.0,0.0,0.71
56,Caleb Martin,MIA,65,34,31,29.6,9.9,39.0,21.8,1.6,2.48,1.59,0.254,0.7,0.1,2.3,0.884,0.0,0.656
57,Cam Reddish,POR,40,14,26,24.7,9.7,28.5,17.8,1.5,3.1,2.17,0.34,0.6,0.0,0.7,0.783,0.0,1.138
58,Cam Thomas,BKN,53,28,25,16.8,10.5,29.4,13.7,2.4,4.83,4.28,0.357,0.4,0.0,0.2,0.947,0.0,1.231
59,Cameron Johnson,BKN,36,20,16,27.8,14.9,38.3,24.6,1.4,2.19,1.6,0.39,0.6,0.0,1.1,0.476,0.0,0.975
60,Cameron Payne,PHX,43,23,20,21.1,10.7,52.1,18.2,4.4,5.03,4.42,0.206,0.0,0.0,0.2,0.0,0.0,0.8
61,Caris LeVert,CLE,71,43,28,30.0,11.9,47.4,27.9,2.8,3.6,3.02,0.252,0.6,0.1,1.1,0.5,0.0,0.507
62,Carlik Jones,CHI,1,0,1,21.7,1.0,35.0,18.0,2.2,3.85,3.31,0.029,0.0,0.0,1.0,0.0,0.0,0.0
63,Cedi Osman,CLE,72,45,27,20.5,8.7,28.6,19.6,1.1,2.35,1.55,0.304,0.4,0.0,0.8,0.815,0.0,0.86
64,Charles Bassey,SAS,35,9,26,14.5,5.7,24.9,14.2,0.6,1.49,0.42,0.228,1.9,0.4,4.7,0.424,0.769,0.976
65,Chima Moneke,SAC,2,1,1,4.0,1.0,6.5,5.0,0.1,1.12,0.54,0.154,0.5,0.0,1.5,0.0,0.0,0.667
66,Chimezie Metu,SAC,61,38,23,10.6,4.8,15.5,9.0,0.4,1.7,0.74,0.311,1.3,0.3,2.8,0.455,0.667,1.064
67,Chris Boucher,TOR,70,36,34,20.2,9.4,23.7,12.5,0.7,1.66,0.58,0.396,0.5,0.1,4.1,0.8,0.0,1.07
68,Chris Duarte,IND,46,19,27,19.5,7.9,29.1,18.9,1.1,2.2,1.54,0.27,0.3,0.0,0.5,0.833,0.0,0.87
69,Chris Paul,PHX,54,28,26,31.8,13.6,74.3,26.9,7.0,5.63,4.84,0.183,0.3,0.2,0.3,0.067,0.333,0.438
70,Chris Silva,DAL,1,1,0,3.0,2.0,4.0,1.0,0.1,2.21,1.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0
71,Christian Braun,DEN,69,47,22,14.6,4.2,16.5,9.7,0.6,2.1,1.2,0.253,0.3,0.0,0.9,0.619,0.0,0.644
72,Christian Koloko,TOR,52,26,26,14.0,3.1,14.8,9.5,0.3,1.2,0.27,0.211,0.9,0.0,3.1,0.37,0.0,0.813
73,Christian Wood,DAL,63,32,31,26.3,16.9,46.7,26.5,1.8,2.27,1.04,0.362,2.2,2.0,4.3,0.679,0.734,1.033
74,Chuma Okeke,ORL,23,7,16,18.1,4.5,21.6,10.7,0.7,2.03,1.24,0.209,0.1,0.0,0.7,0.667,1.0,0.438
75,Clint Capela,ATL,60,32,28,26.7,12.1,37.2,18.2,0.8,1.31,0.27,0.325,2.4,0.5,10.4,0.497,0.645,1.032
76,Coby White,CHI,66,32,34,23.1,9.2,37.5,18.5,2.0,3.27,2.59,0.246,0.0,0.0,0.2,0.667,0.0,0.538
77,Cody Martin,CHA,7,2,5,19.1,5.0,21.4,13.3,0.9,2.56,1.66,0.233,0.1,0.0,1.1,0.0,0.0,0.5
78,Cody Zeller,MIA,11,4,7,12.9,4.8,19.3,12.2,0.6,1.74,0.66,0.25,2.0,0.0,3.2,0.545,0.0,0.629
79,Cole Anthony,ORL,56,26,30,25.7,12.8,53.2,18.9,4.2,4.69,4.08,0.241,0.4,0.0,1.0,0.714,0.0,0.778
80,Cole Swider,LAL,6,1,5,6.7,1.5,9.2,5.0,0.2,1.57,0.62,0.164,0.0,0.0,0.3,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,14.3,46.1,19.3,3.7,4.86,4.33,0.309,0.4,0.0,1.2,0.526,0.0,0.862
82,Corey Kispert,WAS,68,30,38,28.1,10.3,31.7,19.4,0.8,1.49,0.61,0.326,0.5,0.0,1.1,0.875,0.0,0.857
83,Cory Joseph,DET,55,11,44,18.6,6.3,38.4,13.8,3.2,5.06,5.2,0.165,0.1,0.0,0.2,0.333,0.0,0.667
84,D'Angelo Russell,LAL,65,34,31,32.5,18.0,80.8,34.9,5.5,4.08,3.43,0.223,0.5,0.2,0.8,0.829,0.8,0.76
85,Daishen Nix,HOU,52,12,40,16.7,4.2,37.4,15.2,2.8,4.53,4.37,0.113,0.1,0.0,0.3,1.2,0.0,0.692
86,Dalano Banton,TOR,27,14,13,9.3,4.4,20.8,9.6,1.3,3.81,2.89,0.214,0.1,0.0,0.7,1.0,0.0,1.3
87,Dalen Terry,CHI,30,14,16,5.7,1.8,7.9,4.2,0.3,2.56,1.94,0.232,0.1,0.0,0.4,0.0,0.0,0.364
88,Damian Jones,UTA,35,10,25,9.9,2.8,10.5,6.1,0.2,1.3,0.3,0.268,0.8,0.1,2.3,0.138,1.0,0.866
89,Damian Lillard,POR,58,27,31,36.3,32.2,88.1,37.4,7.6,5.16,4.57,0.365,0.4,0.1,0.6,0.625,1.0,0.556
90,Damion Lee,PHX,71,39,32,20.5,8.3,28.6,17.1,1.1,2.31,1.59,0.289,0.3,0.0,0.5,0.571,0.0,0.647
91,Daniel Gafford,WAS,73,31,42,20.2,8.5,28.3,15.7,0.7,1.49,0.34,0.301,1.9,0.4,5.3,0.613,0.621,1.163
92,Daniel Theis,IND,7,1,6,15.5,7.0,23.7,18.0,0.6,1.51,0.39,0.295,2.1,0.1,3.4,0.8,0.0,0.917
93,Danny Green,CLE,9,5,4,9.8,3.0,13.6,7.9,0.4,1.66,0.83,0.221,0.1,0.0,0.2,0.0,0.0,0.0
94,Danuel House Jr.,PHI,49,33,16,14.4,4.4,16.1,8.6,0.6,2.1,1.22,0.272,0.1,0.0,0.4,1.167,0.0,1.136
95,Dario Saric,OKC,54,25,29,13.9,6.2,23.2,13.8,0.7,1.74,0.86,0.267,1.0,0.6,1.9,0.577,0.667,0.848
96,Darius Bazley,PHX,41,19,22,14.2,5.0,22.2,10.6,0.7,2.02,1.15,0.224,0.8,0.2,1.9,0.71,0.429,0.724
97,Darius Days,HOU,4,0,4,6.2,3.8,10.8,5.5,0.2,1.19,0.14,0.349,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,66,38,28,35.3,21.7,76.5,29.3,7.3,5.71,5.38,0.284,0.6,0.0,0.6,0.703,0.667,0.757
99,David Duke Jr.,BKN,20,8,12,9.0,3.3,12.0,6.2,0.7,3.66,3.12,0.275,0.1,0.0,0.5,0.0,0.0,0.889
100,David Roddy,MEM,63,41,22,17.0,6.5,19.8,12.3,0.7,2.01,1.15,0.329,0.4,0.0,0.9,0.5,1.667,1.14
101,Davion Mitchell,SAC,74,44,30,18.1,5.7,34.8,12.6,2.6,4.54,4.43,0.163,0.1,0.0,0.4,0.6,0.0,0.724
102,Davis Bertans,DAL,42,20,22,10.6,4.2,12.8,7.8,0.3,1.19,0.41,0.328,0.2,0.0,0.3,0.5,0.0,0.462
103,Davon Reed,LAL,40,26,14,8.4,2.2,15.5,7.6,0.7,2.76,2.05,0.14,0.1,0.1,0.4,0.0,0.0,0.286
104,Day'Ron Sharpe,BKN,41,17,24,11.5,4.8,19.0,11.6,0.5,1.71,0.66,0.251,1.5,0.3,4.2,0.54,0.357,0.789
105,De'Aaron Fox,SAC,67,41,26,33.8,25.3,79.1,24.6,6.7,5.05,4.69,0.32,0.3,0.1,0.7,0.609,0.667,0.957
106,De'Andre Hunter,ATL,65,35,30,32.0,15.4,38.3,24.0,1.4,2.23,1.39,0.402,0.9,0.6,1.2,0.895,0.917,0.91
107,De'Anthony Melton,PHI,72,47,25,28.1,10.3,48.4,24.3,2.1,2.66,1.9,0.213,0.6,0.0,1.2,0.5,0.0,0.446
108,DeAndre Jordan,DEN,35,22,13,14.3,4.8,18.7,10.8,0.4,1.3,0.23,0.259,2.4,0.2,3.7,0.084,0.571,1.137
109,DeMar DeRozan,CHI,67,33,34,36.4,24.9,60.3,36.7,4.6,4.61,3.72,0.413,1.6,2.7,0.6,0.748,0.781,0.676
110,Dean Wade,CLE,39,27,12,19.9,4.5,22.3,12.8,0.6,1.68,0.51,0.203,0.3,0.0,0.6,0.364,0.0,0.913
111,Deandre Ayton,PHX,62,31,31,30.4,18.2,52.5,28.4,1.4,1.64,0.48,0.347,5.4,4.1,11.2,0.822,0.719,1.006
112,Dejounte Murray,ATL,69,35,34,36.4,20.5,72.8,28.7,5.9,4.88,4.41,0.281,0.5,0.1,1.1,0.324,0.3,0.718
113,Delon Wright,WAS,47,25,22,24.2,7.0,45.9,18.0,3.8,5.02,4.51,0.152,0.3,0.0,1.2,0.667,0.0,0.509
114,Deni Avdija,WAS,74,33,41,26.4,9.2,44.1,21.1,2.1,2.8,2.04,0.209,0.7,0.1,1.9,0.673,0.286,0.66
115,Dennis Schroder,LAL,62,33,29,30.1,12.7,55.5,23.7,4.4,4.72,4.13,0.23,0.2,0.0,0.3,0.462,0.0,0.444
116,Dennis Smith Jr.,CHA,54,19,35,25.7,8.8,53.9,22.8,3.8,4.23,3.85,0.163,0.3,0.1,0.9,0.722,0.5,0.843
117,Deonte Burton,SAC,2,1,1,3.3,0.0,2.0,1.5,0.0,1.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,0.8,2.8,1.6,0.2,3.24,2.57,0.286,0.0,0.0,0.2,0.0,0.0,2.0
119,Derrick Jones Jr.,CHI,57,25,32,14.0,4.9,18.1,9.7,0.4,1.28,0.38,0.272,0.6,0.1,2.2,0.838,0.667,0.898
120,Derrick Rose,NYK,27,12,15,12.5,5.6,26.9,10.7,1.9,4.25,3.86,0.21,0.2,0.0,0.4,0.667,0.0,1.0
121,Derrick White,BOS,76,52,24,28.3,12.3,47.3,20.1,3.2,4.02,3.39,0.26,0.6,0.0,1.1,0.545,0.0,0.671
122,Desmond Bane,MEM,53,35,18,31.3,21.4,62.9,33.8,3.1,2.96,2.15,0.34,0.7,0.0,0.9,1.077,0.0,1.042
123,Devin Booker,PHX,48,29,19,34.5,28.1,63.9,36.9,5.2,4.85,4.19,0.44,1.1,1.3,1.5,0.833,0.721,0.8
124,Devin Vassell,SAS,38,12,26,31.0,18.5,53.2,32.7,3.0,3.41,2.51,0.348,0.5,0.0,0.6,1.15,0.0,0.905
125,Devon Dotson,WAS,6,1,5,8.8,0.5,16.3,9.0,1.1,4.11,3.65,0.031,0.5,0.0,0.5,0.0,0.0,0.0
126,Devonte' Graham,SAS,69,30,39,18.0,7.3,34.3,16.3,2.0,3.54,2.88,0.213,0.2,0.0,0.2,0.364,0.0,0.545
127,Dewayne Dedmon,PHI,36,21,15,10.9,5.0,18.1,9.9,0.5,1.71,0.46,0.277,1.4,0.5,2.7,0.863,0.778,0.867
128,Dillon Brooks,MEM,68,44,24,30.2,14.0,40.8,26.5,1.8,2.7,1.81,0.345,0.4,0.2,0.8,0.643,0.667,0.885
129,Domantas Sabonis,SAC,73,44,29,34.9,19.2,83.8,48.4,3.4,2.44,1.4,0.229,8.7,4.5,9.7,0.603,0.465,0.852
130,Dominick Barlow,SAS,21,2,19,12.2,2.9,12.9,8.1,0.3,1.55,0.63,0.222,1.5,0.1,2.5,0.323,1.0,0.547
131,Donovan Mitchell,CLE,65,42,23,35.6,27.6,67.8,31.7,5.6,4.98,4.48,0.408,0.8,0.0,1.1,0.887,1.0,0.812
132,Donte DiVincenzo,GSW,66,37,29,26.3,9.0,48.0,23.0,2.2,2.7,2.14,0.187,0.7,0.0,1.5,0.391,0.0,0.61
133,Dorian Finney-Smith,BKN,61,27,34,30.7,8.2,38.0,22.4,1.0,1.56,0.67,0.215,0.6,0.0,2.0,0.417,0.0,0.758
134,Doug McDermott,SAS,61,18,43,20.6,10.0,28.2,20.4,0.8,1.66,0.79,0.354,0.3,0.0,0.9,1.063,2.0,1.036
135,Draymond Green,GSW,67,36,31,31.5,8.6,73.1,39.8,2.2,1.85,0.89,0.117,2.8,1.3,3.0,0.452,0.093,0.703
136,Drew Eubanks,POR,73,30,43,19.8,6.2,26.8,14.6,0.7,1.62,0.48,0.231,2.5,0.3,4.0,0.641,0.583,0.877
137,Dru Smith,BKN,12,5,7,10.9,3.5,19.8,7.1,1.5,4.41,4.4,0.176,0.3,0.0,0.3,1.333,0.0,0.5
138,Duane Washington Jr.,NYK,31,17,14,12.7,7.9,30.0,12.2,2.5,5.0,4.68,0.263,0.1,0.0,0.1,0.0,0.0,0.0
139,Duncan Robinson,MIA,37,16,21,16.0,6.1,22.4,15.8,0.6,1.72,0.8,0.273,0.2,0.0,0.4,1.0,0.0,1.133
