,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,14,6.1,5,9,0.1,0.0,0.8,0.4,0.4,100.0
1,AJ Green,MIL,35,9.9,27,8,0.2,0.0,1.1,0.8,1.0,79.4
2,AJ Griffin,ATL,71,19.3,34,37,0.6,0.2,1.6,1.5,2.0,75.4
3,Aaron Gordon,DEN,68,30.2,45,23,0.8,0.8,4.1,1.9,3.1,60.6
4,Aaron Holiday,ATL,62,13.1,32,30,0.6,0.2,0.8,0.8,1.0,80.0
5,Aaron Nesmith,IND,72,24.9,29,43,0.8,0.4,2.9,1.9,2.9,65.6
6,Aaron Wiggins,OKC,69,18.7,36,33,0.6,0.2,2.1,1.4,2.4,58.8
7,Admiral Schofield,ORL,36,11.9,14,22,0.2,0.1,1.1,1.0,1.4,74.0
8,Al Horford,BOS,63,30.5,44,19,0.5,1.0,5.0,2.8,4.7,59.1
9,Alec Burks,DET,50,22.0,12,38,0.8,0.2,2.8,1.8,2.5,71.5
10,Aleksej Pokusevski,OKC,34,20.6,16,18,0.6,1.3,3.4,3.3,5.4,61.2
11,Alex Caruso,CHI,65,23.7,31,34,1.4,0.6,2.3,1.2,2.0,62.3
12,Alex Len,SAC,25,6.0,15,10,0.1,0.4,1.3,0.6,1.1,51.9
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,74,29.0,17,57,0.9,0.9,5.8,4.0,6.2,63.7
16,Amir Coffey,LAC,50,12.5,26,24,0.1,0.1,0.7,0.6,0.8,70.0
17,Andre Drummond,CHI,66,12.7,31,35,0.7,0.4,4.6,1.4,2.3,60.5
18,Andre Iguodala,GSW,7,13.5,2,5,0.4,0.3,1.4,1.6,2.0,78.6
19,Andrew Nembhard,IND,74,27.5,31,43,0.9,0.2,2.2,1.4,2.1,67.7
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,62,35.0,27,35,0.7,0.2,2.3,2.3,3.1,74.5
22,Anthony Davis,LAL,55,34.0,30,25,1.0,2.0,9.0,3.9,6.9,57.3
23,Anthony Edwards,MIN,77,36.1,38,39,1.5,0.7,5.2,2.1,2.9,70.9
24,Anthony Gill,WAS,58,10.4,21,37,0.1,0.2,1.0,0.6,1.0,61.0
25,Anthony Lamb,GSW,60,19.3,34,26,0.5,0.3,2.6,2.3,3.4,67.5
26,Austin Reaves,LAL,63,28.7,34,29,0.5,0.3,2.5,1.8,2.4,77.3
27,Austin Rivers,MIN,52,19.5,25,27,0.5,0.1,1.5,0.8,1.0,76.9
28,Ayo Dosunmu,CHI,78,26.3,38,40,0.8,0.3,2.2,1.4,2.3,63.3
29,Bam Adebayo,MIA,74,35.0,39,35,1.2,0.8,6.8,2.7,4.2,65.1
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,77,28.4,32,45,0.6,0.2,3.0,1.9,2.7,69.2
32,Bismack Biyombo,PHX,61,14.3,33,28,0.3,1.4,2.8,1.7,3.6,47.7
33,Blake Griffin,BOS,40,14.1,26,14,0.4,0.2,2.7,1.3,2.0,67.1
34,Blake Wesley,SAS,33,17.5,7,26,0.7,0.1,1.7,0.7,1.0,71.9
35,Boban Marjanovic,HOU,30,5.3,6,24,0.1,0.0,1.2,0.5,0.6,73.7
36,Bobby Portis,MIL,69,26.1,47,22,0.4,0.2,7.4,2.3,3.4,67.2
37,Bogdan Bogdanovic,ATL,54,27.9,27,27,0.8,0.3,2.6,1.9,2.6,73.6
38,Bojan Bogdanovic,DET,58,32.0,15,43,0.6,0.1,3.2,1.9,2.6,76.4
39,Bol Bol,ORL,69,21.4,26,43,0.4,1.2,4.8,1.8,2.7,66.5
40,Bones Hyland,LAC,55,19.4,35,20,0.7,0.3,2.0,1.5,1.9,81.6
41,Bradley Beal,WAS,50,33.5,24,26,0.9,0.7,3.1,1.4,2.0,69.3
42,Brandon Boston Jr.,LAC,22,11.3,9,13,0.4,0.0,1.0,0.8,1.2,69.2
43,Brandon Clarke,MEM,56,19.5,32,24,0.6,0.7,3.9,1.8,3.1,57.0
44,Brandon Ingram,NOP,44,34.0,23,21,0.7,0.4,4.9,1.7,2.5,67.0
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,78,30.4,57,21,0.5,2.5,4.7,3.9,7.9,50.2
47,Bruce Brown,DEN,79,28.5,52,27,1.1,0.6,3.3,1.9,2.8,67.3
48,Bruno Fernando,ATL,38,10.1,13,25,0.2,0.9,2.0,1.3,2.2,56.5
49,Bryce McGowens,CHA,45,16.8,15,30,0.3,0.1,1.5,0.9,1.2,70.9
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,9,8.9,2,7,0.2,0.0,0.3,1.2,1.2,100.0
52,Buddy Hield,IND,79,31.1,34,45,1.2,0.3,4.2,2.6,3.7,70.2
53,CJ McCollum,NOP,74,35.3,38,36,0.9,0.5,3.6,2.3,2.8,80.3
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,50,15.6,20,30,0.2,0.1,1.3,0.9,1.3,69.2
56,Caleb Martin,MIA,70,29.5,37,33,1.0,0.4,3.6,2.4,3.5,68.2
57,Cam Reddish,POR,40,24.7,14,26,1.0,0.4,1.8,1.7,2.5,66.0
58,Cam Thomas,BKN,56,16.2,30,26,0.3,0.1,1.5,1.0,1.4,71.1
59,Cameron Johnson,BKN,42,28.6,25,17,1.2,0.3,3.6,1.8,2.5,70.5
60,Cameron Payne,PHX,48,20.2,27,21,0.7,0.2,2.0,0.8,1.1,76.9
61,Caris LeVert,CLE,74,30.2,45,29,1.0,0.3,3.1,1.6,2.2,69.7
62,Carlik Jones,CHI,5,8.6,2,3,0.2,0.0,0.6,0.6,0.6,100.0
63,Cedi Osman,CLE,76,20.2,48,28,0.4,0.1,2.0,0.8,1.1,70.7
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,65,10.4,41,24,0.3,0.3,2.3,1.3,2.3,56.7
67,Chris Boucher,TOR,75,20.1,38,37,0.6,0.8,3.5,1.4,2.2,63.1
68,Chris Duarte,IND,46,19.5,19,27,0.5,0.2,2.1,1.7,2.2,76.0
69,Chris Paul,PHX,59,32.0,33,26,1.5,0.4,3.8,1.7,2.2,76.9
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,75,15.4,48,27,0.5,0.2,1.8,0.8,1.2,67.4
72,Christian Koloko,TOR,57,13.6,28,29,0.3,1.0,1.5,1.7,3.1,55.4
73,Christian Wood,DAL,67,25.9,33,34,0.4,1.1,6.0,3.0,5.1,60.0
74,Chuma Okeke,ORL,26,18.7,8,18,0.6,0.4,2.6,1.9,2.8,69.4
75,Clint Capela,ATL,65,26.6,35,30,0.7,1.2,7.1,3.7,6.2,59.6
76,Coby White,CHI,72,23.6,35,37,0.7,0.1,2.7,1.4,1.9,71.4
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,14,14.6,5,9,0.2,0.3,2.6,1.8,2.8,64.1
79,Cole Anthony,ORL,60,25.9,28,32,0.6,0.5,4.0,1.2,1.7,72.7
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,48,23.9,24,24,0.6,0.1,1.4,0.9,1.3,64.1
82,Corey Kispert,WAS,73,28.5,31,42,0.4,0.1,2.4,1.7,2.8,62.6
83,Cory Joseph,DET,61,19.5,12,49,0.6,0.1,1.4,1.1,1.4,75.9
84,D'Angelo Russell,LAL,70,32.4,38,32,1.0,0.4,2.5,1.9,2.4,76.6
85,Daishen Nix,HOU,56,16.0,14,42,0.5,0.1,1.4,0.9,1.2,74.6
86,Dalano Banton,TOR,30,8.6,16,14,0.4,0.4,1.0,0.7,1.1,68.8
87,Dalen Terry,CHI,36,5.5,17,19,0.2,0.1,0.6,0.3,0.5,63.2
88,Damian Jones,UTA,40,11.4,12,28,0.2,0.5,1.9,0.9,1.8,50.7
89,Damian Lillard,POR,58,36.3,27,31,0.9,0.3,4.0,2.4,3.2,77.6
90,Damion Lee,PHX,73,20.2,40,33,0.4,0.1,2.5,1.7,2.1,80.8
91,Daniel Gafford,WAS,78,20.6,32,46,0.4,1.3,3.5,2.9,5.3,54.3
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,10,11.4,6,4,0.6,0.2,0.8,0.7,1.0,70.0
94,Danuel House Jr.,PHI,55,14.2,37,18,0.3,0.2,1.5,0.8,1.2,65.2
95,Dario Saric,OKC,57,14.1,26,31,0.4,0.1,2.7,1.3,1.9,69.2
96,Darius Bazley,PHX,42,14.0,19,23,0.5,0.8,2.4,1.5,2.6,60.2
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,69,35.5,40,29,1.2,0.1,2.3,1.0,1.3,73.1
99,David Duke Jr.,BKN,22,8.3,10,12,0.3,0.0,0.6,0.5,0.8,58.8
100,David Roddy,MEM,69,17.6,44,25,0.4,0.3,2.0,1.4,1.9,73.7
101,Davion Mitchell,SAC,80,18.1,47,33,0.6,0.2,1.1,0.9,1.3,70.3
102,Davis Bertans,DAL,44,10.5,20,24,0.3,0.1,0.9,0.8,1.3,58.9
103,Davon Reed,LAL,43,8.0,29,14,0.3,0.1,1.1,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,47,11.2,22,25,0.3,0.6,2.0,1.4,2.0,69.6
105,De'Aaron Fox,SAC,72,33.6,44,28,1.2,0.3,3.7,1.8,2.3,75.7
106,De'Andre Hunter,ATL,66,32.0,35,31,0.5,0.3,3.6,2.0,2.8,69.7
107,De'Anthony Melton,PHI,77,27.9,50,27,1.6,0.5,3.2,1.6,2.4,67.2
108,DeAndre Jordan,DEN,38,14.7,22,16,0.3,0.6,3.8,1.7,2.6,67.0
109,DeMar DeRozan,CHI,72,36.4,35,37,1.1,0.5,4.1,2.1,2.9,72.7
110,Dean Wade,CLE,43,20.2,30,13,0.6,0.5,3.0,2.0,2.9,67.2
111,Deandre Ayton,PHX,67,30.4,36,31,0.6,0.8,7.4,2.9,4.7,61.8
112,Dejounte Murray,ATL,74,36.4,38,36,1.5,0.3,4.5,2.9,3.7,76.7
113,Delon Wright,WAS,50,24.4,26,24,1.8,0.3,2.4,1.8,2.3,76.9
114,Deni Avdija,WAS,76,26.6,33,43,0.9,0.4,5.4,2.8,3.9,70.6
115,Dennis Schroder,LAL,67,29.6,37,30,0.7,0.1,2.1,1.2,1.6,78.1
116,Dennis Smith Jr.,CHA,54,25.7,19,35,1.4,0.5,2.6,1.4,2.2,64.7
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,62,14.0,27,35,0.5,0.5,1.4,1.2,1.7,71.3
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,81,28.6,56,25,0.7,0.9,3.0,2.1,3.3,64.2
122,Desmond Bane,MEM,58,31.7,38,20,1.0,0.4,4.3,1.5,2.1,69.7
123,Devin Booker,PHX,53,34.6,34,19,1.0,0.3,3.7,1.7,2.4,70.6
124,Devin Vassell,SAS,38,31.0,12,26,1.1,0.4,3.7,1.8,2.6,69.1
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,73,18.3,31,42,0.6,0.2,1.4,0.9,1.1,79.5
127,Dewayne Dedmon,PHI,37,11.0,22,15,0.2,0.5,2.5,1.4,2.2,60.2
128,Dillon Brooks,MEM,73,30.3,46,27,0.9,0.2,2.7,1.2,1.7,71.0
129,Domantas Sabonis,SAC,78,34.8,47,31,0.8,0.5,9.2,5.4,8.3,64.9
130,Dominick Barlow,SAS,25,13.2,3,22,0.3,0.7,1.6,1.4,2.8,50.7
131,Donovan Mitchell,CLE,68,35.8,44,24,1.5,0.4,3.3,1.6,2.0,78.8
132,Donovan Williams,ATL,1,1.7,1,0,0.0,0.0,1.0,0.0,0.0,0.0
133,Donte DiVincenzo,GSW,70,26.4,40,30,1.3,0.1,3.4,1.5,2.3,66.7
134,Dorian Finney-Smith,BKN,66,30.4,31,35,0.8,0.5,3.1,2.6,4.2,63.5
135,Doug McDermott,SAS,63,20.5,19,44,0.2,0.1,1.8,1.2,1.5,78.7
136,Draymond Green,GSW,71,31.7,39,32,1.0,0.8,6.3,2.5,5.0,50.8
137,Drew Eubanks,POR,77,20.2,31,46,0.5,1.3,3.6,3.1,5.4,58.5
138,Dru Smith,BKN,14,9.6,7,7,0.6,0.3,1.3,0.5,0.9,53.8
139,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
140,Duncan Robinson,MIA,41,16.0,18,23,0.3,0.0,1.4,1.1,1.4,78.6
141,Dwight Powell,DAL,76,19.2,37,39,0.6,0.3,2.2,2.6,4.0,65.0
142,Dylan Windler,CLE,3,3.5,3,0,0.3,0.0,0.0,0.3,0.3,100.0
143,Dyson Daniels,NOP,59,17.7,33,26,0.7,0.2,2.6,1.5,2.2,66.9
144,Edmond Sumner,BKN,53,13.9,33,20,0.6,0.2,1.2,0.8,1.1,71.4
145,Eric Gordon,LAC,68,28.6,24,44,0.6,0.4,1.7,0.8,1.0,86.2
146,Eugene Omoruyi,DET,40,16.1,10,30,0.7,0.1,1.7,0.7,1.3,51.0
147,Evan Fournier,NYK,26,17.2,15,11,0.6,0.1,1.7,0.8,0.9,87.0
148,Evan Mobley,CLE,78,34.7,48,30,0.8,1.5,6.7,4.3,7.1,59.7
149,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
150,Frank Jackson,UTA,1,5.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
151,Frank Kaminsky,HOU,35,6.2,12,23,0.2,0.1,1.2,1.0,1.6,65.5
152,Frank Ntilikina,DAL,46,12.3,20,26,0.3,0.1,1.2,0.6,0.9,65.9
153,Franz Wagner,ORL,79,32.8,33,46,0.9,0.2,3.2,1.7,2.4,73.3
154,Fred VanVleet,TOR,69,36.7,34,35,1.8,0.6,3.6,2.0,2.7,75.5
155,Furkan Korkmaz,PHI,36,9.0,23,13,0.2,0.1,0.9,0.5,0.6,73.9
156,Gabe Vincent,MIA,67,26.1,36,31,0.9,0.1,1.7,1.1,1.4,74.2
157,Gabe York,IND,2,21.7,0,2,0.5,0.0,3.0,0.5,1.0,50.0
158,Garrett Temple,NOP,25,6.5,16,9,0.4,0.1,0.5,0.8,1.0,73.1
