,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,31,25,6,9.5,12.0,0.3,0.1,0.1,75.0,0.1,0.1,100.0,0.3,80.0,0.1,30.0,0.0,10.0,0.0,10.0,0.0,10.0
2,AJ Griffin,ATL,61,28,33,19.4,21.0,0.6,0.3,0.4,75.0,0.0,0.1,75.0,0.6,100.0,0.2,28.2,0.0,7.7,0.0,5.1,0.0,5.1
3,Aaron Gordon,DEN,57,39,18,30.1,42.3,6.9,3.6,4.7,75.6,0.9,1.5,58.1,8.2,118.0,0.9,12.7,0.2,3.6,0.3,3.8,0.7,9.9
4,Aaron Holiday,ATL,54,28,26,13.6,19.8,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,60,26,34,24.6,34.4,1.1,0.4,0.6,60.5,0.1,0.1,100.0,0.9,84.4,0.2,18.8,0.0,3.1,0.1,10.9,0.1,4.7
6,Aaron Wiggins,OKC,57,31,26,18.7,21.4,2.1,0.8,1.2,64.3,0.2,0.3,86.7,1.8,85.2,0.6,27.0,0.2,8.2,0.1,6.6,0.1,5.7
7,Admiral Schofield,ORL,31,12,19,11.9,18.1,1.0,0.4,0.6,61.1,0.0,0.1,50.0,0.7,76.7,0.3,33.3,0.1,13.3,0.0,0.0,0.0,3.3
8,Al Horford,BOS,54,37,17,31.0,46.5,2.9,0.7,1.4,53.4,0.1,0.1,75.0,1.5,52.9,1.2,42.6,0.4,12.9,0.1,5.2,0.0,1.3
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,56,24,32,24.2,44.7,1.3,0.3,0.6,57.6,0.1,0.1,87.5,0.8,60.0,0.6,42.7,0.2,16.0,0.0,2.7,0.1,5.3
12,Alex Len,SAC,16,10,6,3.0,5.4,0.8,0.3,0.3,100.0,0.1,0.1,50.0,0.6,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,62,12,50,28.3,54.1,7.1,2.4,4.1,58.3,0.5,0.6,72.5,5.4,76.7,1.9,26.3,0.5,7.5,0.4,6.2,0.2,3.4
16,Amir Coffey,LAC,44,22,22,13.5,14.6,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,54,24,30,12.9,18.0,4.6,1.9,3.1,62.4,0.5,1.0,46.4,4.4,94.4,0.6,12.8,0.1,3.2,0.3,6.8,0.5,11.2
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
