,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,30,24,6,9.7,4.6,12.3,7.5,0.5,2.64,1.87,0.377,0.1,0.0,0.3,0.0,0.0,0.8
2,AJ Griffin,ATL,59,28,31,19.9,8.9,21.4,14.6,0.7,2.05,1.46,0.417,0.5,0.0,0.6,0.821,2.0,0.974
3,Aaron Gordon,DEN,54,39,15,30.0,16.9,42.4,23.6,2.1,2.93,2.11,0.399,1.8,2.2,7.0,0.49,0.739,1.178
4,Aaron Holiday,ATL,52,28,24,14.0,4.1,20.4,8.2,1.4,4.05,3.67,0.201,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,58,25,33,24.6,9.6,34.4,19.9,0.9,1.64,0.78,0.28,0.4,0.0,1.1,0.833,0.0,0.871
6,Aaron Wiggins,OKC,54,28,26,19.1,6.9,22.0,14.1,0.7,1.97,1.34,0.312,0.6,0.0,2.2,0.387,1.0,0.855
7,Admiral Schofield,ORL,31,12,19,11.9,4.2,18.1,8.5,0.5,1.7,0.8,0.23,0.5,0.0,1.0,0.571,0.0,0.767
8,Al Horford,BOS,52,36,16,31.0,10.0,46.8,26.0,1.2,1.53,0.46,0.213,1.2,1.0,3.0,0.302,0.377,0.519
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,55,23,32,24.1,5.7,44.9,18.5,2.0,2.64,1.89,0.127,0.8,0.0,1.3,0.227,0.0,0.597
12,Alex Len,SAC,16,10,6,3.0,0.8,5.4,3.0,0.1,1.51,0.41,0.151,1.1,0.0,0.8,0.333,0.0,0.75
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,61,12,49,28.2,14.8,54.3,37.8,2.2,2.45,1.26,0.273,5.3,4.4,7.1,0.542,0.52,0.771
