,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,33,9.7,3.2,1.1,2.3,46.7,1.1,2.3,46.7,70.0
2,AJ Griffin,ATL,68,19.3,3.1,1.1,2.9,37.4,1.0,2.7,36.0,54.6
3,Aaron Gordon,DEN,65,30.1,1.6,0.6,1.8,31.9,0.5,1.5,32.3,45.7
4,Aaron Holiday,ATL,59,13.3,1.3,0.4,1.0,42.6,0.4,1.0,42.6,63.9
5,Aaron Nesmith,IND,69,24.9,3.9,1.3,3.8,34.2,1.3,3.7,34.1,51.0
6,Aaron Wiggins,OKC,66,18.4,1.8,0.6,1.6,38.5,0.6,1.6,38.8,57.7
7,Admiral Schofield,ORL,33,11.7,2.0,0.7,1.8,37.9,0.7,1.8,37.9,56.9
8,Al Horford,BOS,61,30.5,6.8,2.3,5.2,44.1,2.2,4.9,45.0,65.6
9,Alec Burks,DET,51,22.0,3.2,1.1,2.5,43.7,1.0,2.4,43.4,64.7
10,Aleksej Pokusevski,OKC,34,20.6,3.4,1.2,3.1,37.7,1.1,2.9,37.4,55.2
11,Alex Caruso,CHI,63,23.8,2.4,0.8,2.2,38.0,0.8,2.1,37.4,55.8
12,Alex Len,SAC,21,4.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,71,28.7,0.8,0.3,0.9,37.1,0.2,0.6,35.0,48.4
16,Amir Coffey,LAC,49,12.7,0.7,0.2,0.7,33.3,0.2,0.7,30.3,47.2
17,Andre Drummond,CHI,63,12.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,8,14.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
19,Andrew Nembhard,IND,71,27.4,3.0,1.0,2.8,36.5,1.0,2.7,35.8,53.8
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,62,35.0,5.7,1.9,4.9,39.3,1.9,4.9,39.2,58.7
22,Anthony Davis,LAL,51,34.0,2.0,0.8,2.5,33.6,0.4,1.3,29.2,41.2
23,Anthony Edwards,MIN,75,36.1,3.3,1.1,2.7,42.2,1.1,2.5,42.1,62.3
24,Anthony Gill,WAS,54,10.0,0.2,0.1,0.4,20.0,0.1,0.4,15.8,27.5
25,Anthony Lamb,GSW,58,19.9,3.5,1.2,3.1,37.6,1.1,3.0,36.9,55.5
26,Austin Reaves,LAL,59,28.4,2.9,1.0,2.5,39.2,0.9,2.4,38.2,57.8
27,Austin Rivers,MIN,52,19.5,2.1,0.7,2.0,36.3,0.7,2.0,36.3,54.4
28,Ayo Dosunmu,CHI,75,26.4,2.3,0.8,2.3,32.4,0.7,2.3,32.0,48.0
29,Bam Adebayo,MIA,72,35.2,1.7,0.9,1.9,44.3,0.0,0.1,12.5,44.6
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,74,28.1,2.2,0.8,2.5,30.8,0.7,2.3,30.6,45.1
32,Bismack Biyombo,PHX,57,14.4,0.1,0.1,0.2,40.0,-,-,-,40.0
33,Blake Griffin,BOS,37,14.1,1.5,0.5,1.4,35.8,0.5,1.4,36.5,53.8
34,Blake Wesley,SAS,32,17.0,1.4,0.5,1.3,36.6,0.4,1.3,35.0,53.7
35,Boban Marjanovic,HOU,28,5.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,66,25.8,4.4,1.6,4.0,40.0,1.2,3.4,35.3,54.9
37,Bogdan Bogdanovic,ATL,51,28.1,6.2,2.2,5.2,41.9,1.8,4.7,39.2,59.6
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,67,21.4,0.9,0.3,1.0,30.4,0.3,0.9,28.6,43.5
40,Bones Hyland,LAC,52,19.4,3.1,1.0,2.8,37.1,1.0,2.7,37.9,55.6
41,Bradley Beal,WAS,50,33.5,3.1,1.1,2.7,41.8,0.9,2.2,40.0,58.2
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,40,33.3,4.1,1.5,3.5,42.8,1.2,2.8,42.7,59.8
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,75,30.3,5.4,1.9,4.9,39.0,1.6,4.3,37.8,55.4
47,Bruce Brown,DEN,76,28.3,3.2,1.1,2.9,37.3,1.1,2.8,37.9,55.7
48,Bruno Fernando,ATL,36,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,42,15.6,1.4,0.5,1.4,32.8,0.5,1.3,33.9,49.1
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,7,9.8,1.7,0.6,3.1,18.2,0.6,3.0,19.0,27.3
52,Buddy Hield,IND,76,31.5,7.5,2.5,6.1,41.2,2.5,6.1,41.3,61.6
53,CJ McCollum,NOP,70,35.1,5.4,1.8,4.6,39.6,1.7,4.3,40.9,58.6
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,47,15.2,2.4,0.8,2.5,32.5,0.8,2.3,32.7,47.9
56,Caleb Martin,MIA,66,29.5,3.2,1.1,3.1,35.4,0.9,2.8,34.1,50.5
57,Cam Reddish,POR,40,24.7,2.7,0.9,2.9,31.9,0.9,2.8,31.0,47.0
58,Cam Thomas,BKN,54,16.5,1.1,0.4,0.9,42.9,0.3,0.8,38.1,59.2
59,Cameron Johnson,BKN,38,28.2,7.0,2.4,5.7,41.3,2.3,5.5,41.0,61.0
60,Cameron Payne,PHX,45,20.8,2.4,0.8,2.3,34.3,0.8,2.3,34.3,51.4
61,Caris LeVert,CLE,72,30.1,3.2,1.1,2.8,38.3,1.1,2.8,38.0,57.2
62,Carlik Jones,CHI,4,7.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
63,Cedi Osman,CLE,73,20.5,3.8,1.3,3.5,36.9,1.2,3.4,36.5,55.0
64,Charles Bassey,SAS,35,14.5,0.4,0.2,0.5,36.8,0.0,0.1,20.0,39.5
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,63,10.4,0.5,0.2,0.6,30.8,0.1,0.5,26.5,42.3
67,Chris Boucher,TOR,71,20.2,2.5,0.9,2.5,33.9,0.8,2.4,33.1,49.4
68,Chris Duarte,IND,46,19.5,2.2,0.8,2.2,34.3,0.7,2.1,33.7,50.5
69,Chris Paul,PHX,56,31.9,2.2,0.8,1.5,51.2,0.7,1.4,49.4,74.4
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,71,14.9,1.2,0.4,1.0,37.8,0.4,1.0,39.1,56.1
72,Christian Koloko,TOR,53,13.9,0.2,0.1,0.4,19.0,0.0,0.2,11.1,21.4
73,Christian Wood,DAL,64,26.1,4.2,1.4,3.5,41.1,1.4,3.3,41.4,60.5
74,Chuma Okeke,ORL,23,18.1,2.3,0.8,2.5,31.0,0.8,2.5,31.0,46.6
75,Clint Capela,ATL,61,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,69,23.1,4.5,1.5,3.9,39.0,1.5,3.9,38.6,58.2
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,12,12.8,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
79,Cole Anthony,ORL,57,25.7,2.7,0.9,2.5,36.8,0.8,2.4,34.6,53.1
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
82,Corey Kispert,WAS,69,28.3,6.1,2.0,4.7,43.8,2.0,4.6,43.7,65.2
