,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,32,9.4,25,7,0.2,0.0,1.0,0.8,1.0,77.4
2,AJ Griffin,ATL,67,19.3,31,36,0.6,0.2,1.6,1.5,2.0,74.3
3,Aaron Gordon,DEN,62,30.1,43,19,0.8,0.7,4.2,1.9,3.0,62.4
4,Aaron Holiday,ATL,58,13.5,30,28,0.6,0.2,0.8,0.8,1.0,78.6
5,Aaron Nesmith,IND,66,24.6,28,38,0.7,0.4,3.0,1.8,2.8,63.4
6,Aaron Wiggins,OKC,63,18.1,34,29,0.5,0.2,2.0,1.3,2.3,57.5
7,Admiral Schofield,ORL,32,11.6,13,19,0.2,0.1,1.0,1.1,1.4,75.6
8,Al Horford,BOS,59,30.7,42,17,0.5,0.9,5.1,2.8,4.7,58.8
9,Alec Burks,DET,50,22.0,12,38,0.8,0.2,2.8,1.8,2.5,71.5
10,Aleksej Pokusevski,OKC,31,21.9,15,16,0.6,1.3,3.6,3.5,5.7,61.0
11,Alex Caruso,CHI,60,24.0,28,32,1.5,0.6,2.4,1.3,2.0,63.0
12,Alex Len,SAC,18,3.2,12,6,0.0,0.0,0.7,0.3,0.6,60.0
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,68,28.6,14,54,0.9,0.9,5.5,3.8,6.0,63.8
16,Amir Coffey,LAC,47,12.9,24,23,0.1,0.1,0.7,0.6,0.9,70.0
17,Andre Drummond,CHI,61,12.8,29,32,0.7,0.4,4.6,1.4,2.2,61.0
18,Andre Iguodala,GSW,7,13.5,2,5,0.4,0.3,1.4,1.6,2.0,78.6
19,Andrew Nembhard,IND,68,27.2,30,38,0.9,0.2,2.2,1.3,2.0,64.5
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,62,35.0,27,35,0.7,0.2,2.3,2.3,3.1,74.5
22,Anthony Davis,LAL,49,33.8,25,24,1.0,2.0,9.1,4.0,7.0,57.0
23,Anthony Edwards,MIN,72,36.0,36,36,1.6,0.7,5.3,2.2,3.0,70.8
24,Anthony Gill,WAS,52,9.9,19,33,0.1,0.2,1.0,0.7,1.1,60.3
25,Anthony Lamb,GSW,55,19.8,30,25,0.5,0.3,2.6,2.4,3.5,68.4
26,Austin Reaves,LAL,57,28.3,29,28,0.5,0.3,2.5,1.8,2.4,77.6
27,Austin Rivers,MIN,52,19.5,25,27,0.5,0.1,1.5,0.8,1.0,76.9
28,Ayo Dosunmu,CHI,71,26.7,35,36,0.8,0.4,2.2,1.4,2.2,65.0
29,Bam Adebayo,MIA,70,35.2,37,33,1.2,0.9,6.8,2.7,4.2,64.5
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,71,27.7,31,40,0.6,0.1,2.8,1.7,2.6,68.1
32,Bismack Biyombo,PHX,54,14.1,27,27,0.3,1.4,2.8,1.6,3.6,46.4
33,Blake Griffin,BOS,35,14.1,22,13,0.3,0.2,2.6,1.3,1.9,67.6
34,Blake Wesley,SAS,29,17.1,6,23,0.6,0.1,1.7,0.7,1.0,71.4
35,Boban Marjanovic,HOU,26,5.0,4,22,0.2,0.0,1.2,0.3,0.5,69.2
36,Bobby Portis,MIL,63,25.9,42,21,0.4,0.2,7.3,2.3,3.3,68.6
37,Bogdan Bogdanovic,ATL,49,28.3,24,25,0.8,0.4,2.7,1.9,2.6,73.6
38,Bojan Bogdanovic,DET,58,32.0,15,43,0.6,0.1,3.2,1.9,2.6,76.4
39,Bol Bol,ORL,67,21.4,26,41,0.4,1.2,4.8,1.9,2.8,67.0
40,Bones Hyland,LAC,49,19.2,31,18,0.7,0.3,1.9,1.6,1.9,83.0
41,Bradley Beal,WAS,50,33.5,24,26,0.9,0.7,3.1,1.4,2.0,69.3
