,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
0,A.J. Lawson,DAL,13,5,8,4.8,2070.5,0.39,0.2,0.19,4.49,4.76,4.23
1,AJ Green,MIL,30,24,6,9.7,3968.6,0.75,0.42,0.34,4.33,4.73,3.97
2,AJ Griffin,ATL,60,28,32,19.7,8459.2,1.6,0.86,0.74,4.55,4.94,4.17
3,Aaron Gordon,DEN,56,39,17,30.1,11301.8,2.14,1.12,1.02,4.01,4.24,3.78
4,Aaron Holiday,ATL,53,28,25,13.8,5588.1,1.06,0.54,0.52,4.28,4.37,4.19
5,Aaron Nesmith,IND,59,26,33,24.5,10118.8,1.92,0.99,0.93,4.39,4.66,4.13
6,Aaron Wiggins,OKC,56,30,26,18.9,8087.9,1.53,0.81,0.72,4.56,4.94,4.19
7,Admiral Schofield,ORL,31,12,19,11.9,4812.6,0.91,0.49,0.42,4.3,4.55,4.06
8,Al Horford,BOS,53,37,16,31.0,11472.1,2.17,1.15,1.02,3.94,4.21,3.68
9,Alec Burks,DET,50,12,38,22.0,8408.5,1.59,0.84,0.76,4.04,4.26,3.83
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8825.7,1.67,0.93,0.74,4.31,4.96,3.71
11,Alex Caruso,CHI,56,24,32,24.1,9991.2,1.89,0.99,0.9,4.37,4.73,4.03
12,Alex Len,SAC,16,10,6,3.0,1220.8,0.23,0.13,0.1,4.18,4.65,3.7
13,Alize Johnson,SAS,4,1,3,7.4,3226.5,0.61,0.34,0.27,4.52,5.03,4.03
14,Alondes Williams,BKN,1,1,0,5.3,2184.0,0.41,0.23,0.18,4.27,3.78,4.91
15,Alperen Sengun,HOU,62,12,50,28.3,10230.1,1.94,1.03,0.9,3.85,3.93,3.76
16,Amir Coffey,LAC,44,22,22,13.4,5147.3,0.97,0.51,0.47,4.03,4.11,3.95
17,Andre Drummond,CHI,54,24,30,12.9,4978.8,0.94,0.47,0.47,4.06,4.25,3.88
18,Andre Iguodala,GSW,6,1,5,13.1,5185.5,0.98,0.55,0.43,4.24,4.72,3.76
19,Andrew Nembhard,IND,61,28,33,26.8,10940.6,2.07,1.07,1.0,4.34,4.62,4.07
20,Andrew Wiggins,GSW,36,18,18,32.3,12314.7,2.33,1.22,1.12,4.07,4.38,3.77
21,Anfernee Simons,POR,59,27,32,35.0,13586.4,2.57,1.43,1.14,4.12,4.51,3.73
22,Anthony Davis,LAL,43,21,22,33.5,11837.8,2.24,1.2,1.05,3.78,4.05,3.5
23,Anthony Edwards,MIN,68,34,34,36.4,13650.7,2.59,1.37,1.21,3.98,4.32,3.65
24,Anthony Gill,WAS,45,17,28,10.1,4082.2,0.77,0.42,0.35,4.25,4.59,3.9
25,Anthony Lamb,GSW,49,27,22,20.0,8310.6,1.57,0.88,0.69,4.38,4.96,3.82
26,Austin Reaves,LAL,50,25,25,27.6,10800.1,2.05,1.11,0.94,4.16,4.49,3.83
27,Austin Rivers,MIN,50,24,26,20.1,7663.1,1.45,0.74,0.71,4.03,4.16,3.89
28,Ayo Dosunmu,CHI,64,30,34,27.2,11203.6,2.12,1.09,1.03,4.4,4.67,4.14
29,Bam Adebayo,MIA,64,33,31,35.1,13130.0,2.49,1.34,1.15,3.97,4.25,3.7
30,Ben Simmons,BKN,42,24,18,26.3,9716.2,1.84,0.97,0.87,3.93,4.32,3.58
31,Bennedict Mathurin,IND,67,30,37,27.8,11081.3,2.1,1.11,0.99,4.21,4.51,3.91
32,Bismack Biyombo,PHX,48,26,22,13.6,5241.1,0.99,0.53,0.47,4.08,4.25,3.91
33,Blake Griffin,BOS,30,19,11,14.4,5135.9,0.97,0.52,0.45,3.82,3.97,3.63
34,Blake Wesley,SAS,21,4,17,16.2,7024.8,1.33,0.73,0.6,4.57,5.05,4.09
35,Boban Marjanovic,HOU,24,3,21,4.8,1718.5,0.33,0.16,0.16,3.7,3.95,3.48
36,Bobby Portis,MIL,56,37,19,26.1,10515.0,1.99,1.09,0.91,4.29,4.6,3.97
37,Bogdan Bogdanovic,ATL,42,21,21,28.7,11403.2,2.16,1.19,0.97,4.21,4.71,3.71
38,Bojan Bogdanovic,DET,58,15,43,32.0,12375.1,2.34,1.29,1.06,4.1,4.47,3.74
39,Bol Bol,ORL,63,25,38,22.0,8615.9,1.63,0.84,0.79,4.15,4.31,3.99
40,Bones Hyland,LAC,47,30,17,19.0,7403.5,1.4,0.77,0.63,4.14,4.49,3.78
41,Bradley Beal,WAS,46,23,23,33.5,12922.8,2.45,1.39,1.05,4.09,4.46,3.69
42,Brandon Boston Jr.,LAC,21,8,13,11.8,4740.6,0.9,0.48,0.42,4.23,4.48,3.94
43,Brandon Clarke,MEM,56,32,24,19.5,8108.9,1.54,0.81,0.73,4.37,4.68,4.07
44,Brandon Ingram,NOP,31,14,17,32.7,11932.7,2.26,1.24,1.02,3.87,4.28,3.46
45,Braxton Key,DET,3,0,3,3.0,1299.0,0.25,0.11,0.13,4.19,4.91,3.77
46,Brook Lopez,MIL,66,47,19,30.6,11089.8,2.1,1.12,0.98,3.88,4.14,3.62
47,Bruce Brown,DEN,67,46,21,28.3,10783.0,2.04,1.11,0.94,4.04,4.38,3.71
48,Bruno Fernando,ATL,33,10,23,11.2,4293.8,0.81,0.45,0.36,4.05,4.39,3.7
49,Bryce McGowens,CHA,34,11,23,14.7,5920.9,1.12,0.59,0.53,4.24,4.55,3.97
50,Bryn Forbes,MIN,25,9,16,10.7,4362.0,0.83,0.44,0.39,4.31,4.75,3.87
51,Buddy Boeheim,DET,2,0,2,3.4,1323.0,0.25,0.13,0.12,4.08,5.25,3.05
52,Buddy Hield,IND,68,31,37,31.8,13427.1,2.54,1.39,1.16,4.48,5.01,3.98
53,CJ McCollum,NOP,61,29,32,35.0,13967.2,2.65,1.48,1.17,4.24,4.84,3.66
54,Cade Cunningham,DET,12,3,9,33.4,13146.8,2.49,1.39,1.1,4.18,4.67,3.67
55,Caleb Houstan,ORL,39,14,25,15.4,6348.1,1.2,0.65,0.55,4.36,4.66,4.06
56,Caleb Martin,MIA,58,30,28,29.8,12861.7,2.44,1.32,1.11,4.58,4.92,4.24
57,Cam Reddish,POR,33,13,20,25.3,10107.5,1.91,0.99,0.92,4.24,4.42,4.07
58,Cam Thomas,BKN,49,28,21,16.9,6649.6,1.26,0.7,0.56,4.19,4.57,3.8
59,Cameron Johnson,BKN,29,19,10,27.1,10742.1,2.03,1.1,0.93,4.21,4.59,3.84
60,Cameron Payne,PHX,35,20,15,21.9,8482.7,1.61,0.9,0.71,4.11,4.6,3.62
61,Caris LeVert,CLE,64,38,26,30.1,11629.0,2.2,1.2,1.0,4.09,4.34,3.82
62,Carlik Jones,CHI,1,0,1,21.7,8151.0,1.54,0.83,0.71,3.92,4.22,3.63
63,Cedi Osman,CLE,65,40,25,20.4,7918.5,1.5,0.8,0.7,4.1,4.26,3.93
64,Charles Bassey,SAS,34,8,26,14.7,5856.4,1.11,0.59,0.52,4.18,4.5,3.87
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,53,33,20,11.1,4501.9,0.85,0.44,0.42,4.25,4.57,3.96
67,Chris Boucher,TOR,62,30,32,20.1,8084.3,1.53,0.81,0.72,4.23,4.45,4.02
68,Chris Duarte,IND,44,19,25,19.7,8459.9,1.6,0.85,0.75,4.54,4.9,4.19
69,Chris Paul,PHX,46,25,21,32.1,10711.6,2.03,1.13,0.9,3.55,3.92,3.17
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,62,42,20,14.4,5927.1,1.12,0.6,0.53,4.35,4.54,4.15
72,Christian Koloko,TOR,46,21,25,14.4,5922.2,1.12,0.58,0.54,4.35,4.56,4.15
73,Christian Wood,DAL,56,29,27,26.6,9688.9,1.84,0.97,0.86,3.88,4.0,3.73
74,Chuma Okeke,ORL,22,6,16,18.8,7618.3,1.44,0.76,0.68,4.3,4.43,4.18
75,Clint Capela,ATL,52,28,24,26.8,10149.3,1.92,1.0,0.92,4.03,4.23,3.83
