,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,33,9.7,26,7,0.2,0.0,1.0,0.8,1.0,78.1
2,AJ Griffin,ATL,68,19.3,31,37,0.6,0.2,1.6,1.5,2.0,74.3
3,Aaron Gordon,DEN,65,30.1,44,21,0.8,0.7,4.1,1.8,2.9,61.8
4,Aaron Holiday,ATL,59,13.3,30,29,0.5,0.2,0.8,0.7,0.9,78.6
5,Aaron Nesmith,IND,69,24.9,29,40,0.8,0.4,2.9,1.9,2.9,64.6
6,Aaron Wiggins,OKC,66,18.4,35,31,0.5,0.2,2.0,1.4,2.4,58.2
7,Admiral Schofield,ORL,33,11.7,13,20,0.2,0.1,1.1,1.1,1.4,74.5
8,Al Horford,BOS,61,30.5,43,18,0.5,1.0,5.0,2.8,4.7,59.0
9,Alec Burks,DET,50,22.0,12,38,0.8,0.2,2.8,1.8,2.5,71.5
10,Aleksej Pokusevski,OKC,34,20.6,16,18,0.6,1.3,3.4,3.3,5.4,61.2
11,Alex Caruso,CHI,62,23.8,29,33,1.5,0.6,2.4,1.2,2.0,61.3
12,Alex Len,SAC,21,4.4,14,7,0.1,0.2,1.1,0.4,0.8,47.1
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,71,28.7,15,56,0.9,0.9,5.6,3.9,6.1,64.1
16,Amir Coffey,LAC,49,12.7,25,24,0.1,0.1,0.7,0.6,0.8,70.0
17,Andre Drummond,CHI,63,12.8,30,33,0.7,0.4,4.7,1.4,2.3,60.7
18,Andre Iguodala,GSW,7,13.5,2,5,0.4,0.3,1.4,1.6,2.0,78.6
19,Andrew Nembhard,IND,71,27.4,31,40,0.9,0.2,2.2,1.4,2.1,66.0
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,62,35.0,27,35,0.7,0.2,2.3,2.3,3.1,74.5
22,Anthony Davis,LAL,51,34.0,27,24,1.0,2.0,9.0,4.0,7.0,57.2
23,Anthony Edwards,MIN,75,36.1,37,38,1.6,0.7,5.2,2.1,3.0,71.1
24,Anthony Gill,WAS,54,10.0,20,34,0.1,0.2,1.0,0.6,1.1,60.3
25,Anthony Lamb,GSW,57,19.8,32,25,0.5,0.3,2.6,2.3,3.4,67.9
26,Austin Reaves,LAL,59,28.4,31,28,0.5,0.3,2.5,1.8,2.3,77.8
27,Austin Rivers,MIN,52,19.5,25,27,0.5,0.1,1.5,0.8,1.0,76.9
28,Ayo Dosunmu,CHI,74,26.5,36,38,0.8,0.4,2.2,1.4,2.2,63.9
29,Bam Adebayo,MIA,72,35.2,37,35,1.2,0.8,6.9,2.8,4.3,64.5
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,74,28.1,32,42,0.6,0.1,2.9,1.8,2.7,68.7
32,Bismack Biyombo,PHX,57,14.4,30,27,0.3,1.4,2.8,1.7,3.6,48.1
33,Blake Griffin,BOS,37,14.1,24,13,0.4,0.2,2.6,1.3,1.9,66.7
34,Blake Wesley,SAS,31,17.4,6,25,0.6,0.1,1.6,0.7,1.0,70.0
35,Boban Marjanovic,HOU,28,5.3,5,23,0.1,0.0,1.3,0.5,0.6,72.2
36,Bobby Portis,MIL,66,25.8,44,22,0.4,0.2,7.3,2.3,3.3,68.8
37,Bogdan Bogdanovic,ATL,51,28.1,25,26,0.8,0.4,2.6,2.0,2.6,74.6
38,Bojan Bogdanovic,DET,58,32.0,15,43,0.6,0.1,3.2,1.9,2.6,76.4
39,Bol Bol,ORL,67,21.4,26,41,0.4,1.2,4.8,1.9,2.8,67.0
40,Bones Hyland,LAC,53,19.3,33,20,0.7,0.3,1.9,1.5,1.9,81.2
41,Bradley Beal,WAS,50,33.5,24,26,0.9,0.7,3.1,1.4,2.0,69.3
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,56,19.5,32,24,0.6,0.7,3.9,1.8,3.1,57.0
44,Brandon Ingram,NOP,41,33.5,21,20,0.6,0.4,4.8,1.5,2.4,64.9
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,75,30.3,54,21,0.5,2.5,4.7,4.0,8.0,50.1
47,Bruce Brown,DEN,76,28.3,51,25,1.0,0.6,3.3,1.9,2.7,68.4
48,Bruno Fernando,ATL,36,10.5,11,25,0.2,0.9,2.1,1.3,2.3,57.8
49,Bryce McGowens,CHA,42,15.6,15,27,0.3,0.1,1.4,0.7,1.0,70.5
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,7,9.8,1,6,0.3,0.0,0.3,1.1,1.1,100.0
52,Buddy Hield,IND,76,31.5,34,42,1.2,0.3,4.2,2.6,3.8,70.5
53,CJ McCollum,NOP,71,35.1,36,35,0.9,0.5,3.5,2.3,2.8,80.2
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,47,15.2,19,28,0.2,0.1,1.4,0.9,1.3,68.3
56,Caleb Martin,MIA,67,29.6,35,32,1.0,0.5,3.6,2.4,3.6,67.8
57,Cam Reddish,POR,40,24.7,14,26,1.0,0.4,1.8,1.7,2.5,66.0
58,Cam Thomas,BKN,54,16.5,29,25,0.4,0.1,1.5,1.0,1.4,71.1
59,Cameron Johnson,BKN,38,28.2,22,16,1.2,0.3,3.6,1.7,2.5,68.8
60,Cameron Payne,PHX,45,20.8,25,20,0.7,0.2,2.0,0.9,1.1,78.0
61,Caris LeVert,CLE,72,30.1,43,29,1.0,0.3,3.1,1.5,2.1,70.4
62,Carlik Jones,CHI,3,9.0,1,2,0.0,0.0,0.7,0.0,0.0,0.0
63,Cedi Osman,CLE,73,20.5,45,28,0.5,0.2,2.0,0.8,1.1,70.4
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,63,10.4,40,23,0.3,0.3,2.3,1.3,2.3,57.1
67,Chris Boucher,TOR,71,20.2,36,35,0.6,0.9,3.5,1.4,2.3,62.1
68,Chris Duarte,IND,46,19.5,19,27,0.5,0.2,2.1,1.7,2.2,76.0
69,Chris Paul,PHX,56,31.9,30,26,1.6,0.4,3.8,1.6,2.1,76.7
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,71,14.9,47,24,0.5,0.2,1.7,0.8,1.1,70.0
72,Christian Koloko,TOR,53,13.9,26,27,0.4,1.0,1.5,1.7,3.1,55.4
73,Christian Wood,DAL,65,25.9,32,33,0.4,1.0,6.0,3.0,5.0,60.5
74,Chuma Okeke,ORL,23,18.1,7,16,0.5,0.4,2.5,1.9,2.7,72.1
75,Clint Capela,ATL,61,26.6,32,29,0.7,1.2,7.0,3.8,6.2,60.3
76,Coby White,CHI,68,23.2,33,35,0.8,0.1,2.5,1.4,2.0,70.9
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,13,14.1,5,8,0.2,0.3,2.5,1.7,2.8,61.1
79,Cole Anthony,ORL,57,25.7,27,30,0.6,0.5,4.0,1.2,1.7,72.2
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,69,28.3,30,39,0.4,0.1,2.3,1.7,2.8,62.5
83,Cory Joseph,DET,57,18.9,11,46,0.5,0.2,1.4,1.1,1.4,75.9
84,D'Angelo Russell,LAL,67,32.6,36,31,1.0,0.4,2.5,1.9,2.5,76.6
85,Daishen Nix,HOU,54,16.3,13,41,0.6,0.1,1.4,0.9,1.2,75.4
86,Dalano Banton,TOR,27,9.3,14,13,0.5,0.4,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,32,5.5,15,17,0.2,0.1,0.6,0.3,0.6,61.1
88,Damian Jones,UTA,37,10.4,11,26,0.2,0.5,1.8,0.9,1.8,49.2
89,Damian Lillard,POR,58,36.3,27,31,0.9,0.3,4.0,2.4,3.2,77.6
90,Damion Lee,PHX,71,20.5,39,32,0.4,0.1,2.5,1.7,2.1,81.1
91,Daniel Gafford,WAS,74,20.4,31,43,0.4,1.3,3.4,2.9,5.4,53.3
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,9,9.8,5,4,0.3,0.1,0.6,0.6,0.8,71.4
94,Danuel House Jr.,PHI,51,14.1,35,16,0.3,0.2,1.5,0.7,1.1,63.8
95,Dario Saric,OKC,54,13.9,25,29,0.3,0.1,2.6,1.2,1.8,69.8
96,Darius Bazley,PHX,41,14.2,19,22,0.5,0.8,2.4,1.5,2.6,60.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,67,35.4,38,29,1.2,0.1,2.3,1.0,1.3,72.2
99,David Duke Jr.,BKN,20,9.0,8,12,0.4,0.1,0.7,0.5,0.9,58.8
100,David Roddy,MEM,65,17.3,42,23,0.4,0.2,2.0,1.5,2.0,76.4
101,Davion Mitchell,SAC,76,18.1,46,30,0.5,0.2,1.2,0.9,1.2,69.9
102,Davis Bertans,DAL,42,10.6,20,22,0.2,0.1,0.8,0.8,1.3,58.9
103,Davon Reed,LAL,41,8.2,27,14,0.3,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,43,11.4,19,24,0.3,0.7,2.1,1.4,2.1,68.5
105,De'Aaron Fox,SAC,69,33.6,43,26,1.2,0.3,3.7,1.8,2.3,77.1
106,De'Andre Hunter,ATL,65,32.0,35,30,0.5,0.3,3.6,2.0,2.9,69.4
107,De'Anthony Melton,PHI,74,28.2,49,25,1.7,0.5,3.2,1.6,2.4,67.4
108,DeAndre Jordan,DEN,36,14.5,22,14,0.3,0.6,3.8,1.8,2.7,66.7
109,DeMar DeRozan,CHI,69,36.4,34,35,1.1,0.5,4.2,2.1,2.9,72.9
110,Dean Wade,CLE,40,19.7,27,13,0.6,0.5,2.9,2.0,2.9,68.4
111,Deandre Ayton,PHX,64,30.4,33,31,0.6,0.8,7.4,2.9,4.7,61.9
112,Dejounte Murray,ATL,70,36.4,35,35,1.5,0.3,4.6,2.8,3.7,76.2
113,Delon Wright,WAS,48,24.4,25,23,1.8,0.4,2.3,1.8,2.4,76.1
114,Deni Avdija,WAS,75,26.5,33,42,0.8,0.4,5.5,2.7,3.9,70.6
115,Dennis Schroder,LAL,64,29.9,35,29,0.8,0.1,2.2,1.3,1.6,78.4
116,Dennis Smith Jr.,CHA,54,25.7,19,35,1.4,0.5,2.6,1.4,2.2,64.7
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,58,14.0,25,33,0.4,0.6,1.4,1.2,1.8,69.6
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,78,28.3,54,24,0.7,0.9,2.9,2.2,3.4,64.5
122,Desmond Bane,MEM,54,31.4,36,18,1.0,0.4,4.2,1.5,2.1,69.3
123,Devin Booker,PHX,50,34.6,31,19,0.9,0.4,3.6,1.6,2.3,70.1
124,Devin Vassell,SAS,38,31.0,12,26,1.1,0.4,3.7,1.8,2.6,69.1
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,71,18.2,30,41,0.6,0.2,1.4,0.9,1.2,79.3
127,Dewayne Dedmon,PHI,36,10.9,21,15,0.2,0.5,2.5,1.3,2.1,58.4
128,Dillon Brooks,MEM,70,30.2,45,25,0.9,0.2,2.7,1.2,1.7,70.3
129,Domantas Sabonis,SAC,75,34.8,46,29,0.8,0.5,9.3,5.5,8.3,65.3
130,Dominick Barlow,SAS,23,12.2,2,21,0.3,0.6,1.4,1.1,2.4,47.3
131,Donovan Mitchell,CLE,66,35.6,42,24,1.5,0.4,3.3,1.6,2.0,78.9
132,Donte DiVincenzo,GSW,67,26.2,38,29,1.3,0.1,3.3,1.5,2.3,67.3
133,Dorian Finney-Smith,BKN,63,30.5,29,34,0.9,0.5,3.0,2.6,4.1,63.5
134,Doug McDermott,SAS,61,20.6,18,43,0.2,0.1,1.8,1.2,1.5,79.1
135,Draymond Green,GSW,68,31.5,37,31,1.0,0.8,6.3,2.5,5.0,50.7
136,Drew Eubanks,POR,75,19.9,30,45,0.5,1.2,3.6,3.1,5.3,58.6
137,Dru Smith,BKN,12,10.9,5,7,0.8,0.3,1.4,0.5,1.0,50.0
138,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,39,16.0,17,22,0.3,0.0,1.4,1.1,1.4,79.2
140,Dwight Powell,DAL,73,19.4,36,37,0.7,0.4,2.2,2.6,4.0,65.6
141,Dylan Windler,CLE,3,3.5,3,0,0.3,0.0,0.0,0.3,0.3,100.0
142,Dyson Daniels,NOP,56,18.1,31,25,0.8,0.2,2.6,1.5,2.3,66.9
143,Edmond Sumner,BKN,51,14.0,31,20,0.6,0.2,1.3,0.8,1.1,70.9
144,Eric Gordon,LAC,66,28.8,22,44,0.6,0.4,1.7,0.8,0.9,85.5
145,Eugene Omoruyi,DET,37,15.6,10,27,0.6,0.1,1.7,0.7,1.3,53.1
146,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
147,Evan Mobley,CLE,76,34.6,46,30,0.8,1.5,6.6,4.3,7.1,60.6
148,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
149,Frank Jackson,UTA,1,5.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
