,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,27,21,6,9.8,4.7,12.2,7.6,0.5,2.49,1.72,0.385,0.1,0.0,0.3,0.0,0.0,0.889
2,AJ Griffin,ATL,57,27,30,20.2,9.2,21.9,14.9,0.8,2.06,1.48,0.42,0.5,0.0,0.6,0.852,2.0,1.0
3,Aaron Gordon,DEN,50,36,14,30.2,17.1,42.7,23.7,2.1,2.95,2.13,0.4,1.9,2.2,6.9,0.479,0.75,1.183
4,Aaron Holiday,ATL,51,27,24,14.3,4.1,20.7,8.4,1.4,4.03,3.65,0.199,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,55,23,32,24.6,9.7,34.7,20.3,0.9,1.62,0.76,0.28,0.4,0.0,1.1,0.857,0.0,0.862
6,Aaron Wiggins,OKC,48,25,23,18.5,6.4,21.3,13.7,0.7,1.91,1.26,0.3,0.6,0.0,2.0,0.357,1.0,0.813
7,Admiral Schofield,ORL,28,11,17,12.6,4.4,19.4,9.0,0.6,1.7,0.79,0.227,0.5,0.0,1.0,0.615,0.0,0.821
8,Al Horford,BOS,48,34,14,30.7,9.4,46.4,25.6,1.2,1.54,0.47,0.203,1.2,1.1,2.9,0.328,0.353,0.551
9,Alec Burks,DET,48,12,36,22.1,13.0,34.6,21.2,1.8,3.07,2.39,0.374,0.3,0.3,0.4,0.533,0.533,0.529
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,50,21,29,24.3,5.6,45.8,18.7,2.1,2.69,1.95,0.121,0.8,0.0,1.3,0.195,0.0,0.556
12,Alex Len,SAC,14,9,5,3.4,0.9,6.1,3.4,0.2,1.51,0.41,0.151,1.3,0.0,0.9,0.333,0.0,0.75
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,55,10,45,28.1,15.0,53.7,37.4,2.2,2.43,1.25,0.279,5.3,4.4,7.3,0.566,0.513,0.761
16,Amir Coffey,LAC,41,21,20,13.9,3.9,15.2,11.0,0.6,2.53,1.71,0.259,0.1,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,48,21,27,13.0,6.5,18.3,11.6,0.4,1.42,0.47,0.353,1.8,0.5,4.8,0.624,0.5,0.961
18,Andre Iguodala,GSW,2,0,2,12.2,1.0,21.0,10.5,0.6,1.81,0.62,0.048,1.0,0.0,1.0,0.0,0.0,1.0
19,Andrew Nembhard,IND,55,24,31,27.0,8.1,43.6,22.7,2.4,3.36,3.03,0.186,0.5,0.0,0.6,0.462,0.0,0.543
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,56,27,29,35.5,21.4,69.2,33.2,5.5,4.77,4.17,0.309,0.3,0.0,0.6,1.188,0.0,0.938
22,Anthony Davis,LAL,37,18,19,33.3,25.7,67.5,36.9,2.3,2.05,0.81,0.381,5.0,5.4,11.2,0.739,0.732,1.189
23,Anthony Edwards,MIN,63,31,32,36.3,24.7,73.0,36.8,4.9,4.03,3.51,0.339,0.5,0.6,0.9,0.656,0.684,0.877
24,Anthony Gill,WAS,42,17,25,10.0,3.1,10.0,6.6,0.3,1.66,0.64,0.316,0.5,0.0,1.2,0.6,0.0,1.28
25,Anthony Lamb,GSW,45,24,21,19.6,6.9,33.5,17.9,1.0,1.79,0.94,0.207,0.7,0.4,1.8,0.355,0.0,0.556
26,Austin Reaves,LAL,43,21,22,27.7,10.6,35.6,20.0,1.7,2.92,2.33,0.298,0.6,0.0,1.1,0.444,0.0,0.617
27,Austin Rivers,MIN,48,23,25,20.7,5.3,24.2,14.1,1.2,3.0,2.37,0.22,0.1,0.0,0.1,1.0,0.0,0.571
28,Ayo Dosunmu,CHI,58,27,31,28.3,9.3,48.3,18.4,2.8,3.49,3.17,0.192,0.2,0.0,0.7,1.0,0.0,1.024
29,Bam Adebayo,MIA,57,30,27,35.0,21.2,64.2,37.4,3.0,2.84,1.59,0.331,7.2,2.6,8.0,0.699,0.629,0.905
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,62,27,35,28.3,17.3,42.1,28.7,1.7,2.48,1.69,0.411,1.2,0.1,1.9,0.945,0.333,0.974
32,Bismack Biyombo,PHX,46,25,21,13.9,3.8,23.1,13.6,0.6,1.59,0.49,0.164,2.5,0.9,4.5,0.35,0.325,0.662
33,Blake Griffin,BOS,27,17,10,14.1,4.7,20.6,12.6,0.6,1.68,0.68,0.231,1.1,0.5,2.1,0.581,0.571,0.825
34,Blake Wesley,SAS,16,2,14,14.4,4.6,27.7,8.9,2.3,4.92,4.53,0.167,0.4,0.0,0.6,0.5,0.0,0.444
35,Boban Marjanovic,HOU,20,1,19,4.5,3.3,6.1,4.1,0.2,2.16,0.91,0.545,0.6,1.4,1.3,1.364,1.148,1.538
36,Bobby Portis,MIL,49,32,17,26.5,14.4,52.2,26.6,1.6,1.78,0.74,0.276,1.6,3.2,4.6,0.592,0.647,0.894
37,Bogdan Bogdanovic,ATL,36,18,18,29.6,14.6,42.8,26.3,2.0,2.78,2.01,0.342,0.8,0.1,0.6,0.444,0.5,0.571
38,Bojan Bogdanovic,DET,57,15,42,31.9,21.3,46.4,32.8,2.3,2.96,2.14,0.459,0.8,1.0,0.8,0.955,0.509,0.851
39,Bol Bol,ORL,57,23,34,22.9,10.0,24.3,13.7,0.9,2.34,1.59,0.413,0.4,0.2,2.1,1.125,0.6,1.429
40,Bones Hyland,LAC,45,30,15,19.3,11.8,46.1,19.6,3.7,4.83,4.13,0.257,0.2,0.0,0.4,0.6,0.0,0.471
41,Bradley Beal,WAS,38,20,18,33.0,22.7,66.6,39.7,4.8,4.3,3.85,0.342,2.1,0.7,1.8,0.603,0.32,0.94
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,53,30,23,19.9,10.3,29.2,18.3,0.7,1.51,0.64,0.352,4.4,0.2,5.5,0.573,0.444,1.109
44,Brandon Ingram,NOP,27,12,15,32.7,22.9,65.3,38.2,4.3,3.94,2.95,0.351,1.6,1.6,0.9,0.786,0.738,0.833
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,59,42,17,30.4,14.7,34.0,23.0,0.8,1.42,0.41,0.432,2.4,1.9,5.4,0.446,0.982,1.078
47,Bruce Brown,DEN,61,43,18,28.6,11.1,52.5,25.4,3.0,3.38,2.72,0.211,0.9,0.1,1.8,0.906,1.0,0.869
48,Bruno Fernando,ATL,33,10,23,11.2,3.9,20.1,11.8,0.5,1.4,0.49,0.196,1.5,0.2,3.7,0.347,0.667,0.828
49,Bryce McGowens,CHA,27,9,18,14.3,3.9,14.9,9.2,0.6,2.31,1.4,0.263,0.0,0.0,0.5,0.0,0.0,0.714
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,62,27,35,32.1,17.4,60.4,35.5,2.0,2.04,1.35,0.288,0.4,0.0,0.9,0.522,0.0,0.774
53,CJ McCollum,NOP,55,26,29,35.0,21.0,75.0,32.6,5.4,4.36,3.9,0.28,0.8,0.1,0.6,0.674,0.0,0.581
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,13.6,7.9,0.3,1.36,0.42,0.311,0.1,0.0,0.8,0.0,0.0,0.769
56,Caleb Martin,MIA,52,27,25,30.1,10.1,39.2,22.3,1.6,2.47,1.58,0.257,0.6,0.1,2.3,0.774,0.0,0.656
57,Cam Reddish,POR,25,11,14,22.9,9.3,22.6,16.8,0.9,2.35,1.39,0.412,0.7,0.0,0.8,0.667,0.0,1.048
58,Cam Thomas,BKN,43,25,18,17.2,11.3,30.4,14.1,2.5,4.89,4.34,0.373,0.4,0.0,0.3,1.0,0.0,1.273
59,Cameron Johnson,BKN,22,14,8,26.1,14.4,35.7,22.4,1.2,2.01,1.34,0.404,0.6,0.0,1.0,0.769,0.0,1.13
60,Cameron Payne,PHX,30,16,14,23.2,11.9,56.0,19.4,4.7,5.08,4.49,0.212,0.1,0.0,0.3,0.0,0.0,0.889
61,Caris LeVert,CLE,58,34,24,30.0,11.6,48.5,28.6,2.9,3.65,3.05,0.239,0.6,0.1,1.1,0.485,0.0,0.516
