,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,32,9.4,3.0,1.0,2.2,46.4,1.0,2.2,46.4,69.6
2,AJ Griffin,ATL,65,19.4,3.1,1.0,2.9,36.6,1.0,2.7,35.4,53.5
3,Aaron Gordon,DEN,61,30.1,1.6,0.6,1.7,33.3,0.5,1.5,33.0,47.6
4,Aaron Holiday,ATL,56,13.7,1.3,0.4,1.1,42.4,0.4,1.1,42.4,63.6
5,Aaron Nesmith,IND,65,24.7,3.8,1.3,3.8,33.6,1.2,3.7,33.3,50.0
6,Aaron Wiggins,OKC,62,18.3,1.8,0.6,1.6,37.8,0.6,1.6,38.1,56.6
7,Admiral Schofield,ORL,31,11.9,1.9,0.6,1.7,37.7,0.6,1.7,37.7,56.6
8,Al Horford,BOS,58,30.8,6.8,2.3,5.1,44.7,2.2,4.9,45.4,66.4
9,Alec Burks,DET,51,22.0,3.2,1.1,2.5,43.7,1.0,2.4,43.4,64.7
10,Aleksej Pokusevski,OKC,31,21.9,3.8,1.3,3.3,38.8,1.2,3.1,38.5,56.8
11,Alex Caruso,CHI,60,23.9,2.3,0.8,2.1,37.6,0.8,2.0,37.5,55.6
12,Alex Len,SAC,18,3.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,67,28.5,0.8,0.3,0.9,34.5,0.2,0.6,33.3,45.7
16,Amir Coffey,LAC,46,13.0,0.7,0.2,0.7,32.4,0.2,0.7,29.0,45.6
17,Andre Drummond,CHI,60,12.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
18,Andre Iguodala,GSW,8,14.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
19,Andrew Nembhard,IND,67,27.2,2.9,1.0,2.7,35.9,0.9,2.6,35.0,52.7
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,62,35.0,5.7,1.9,4.9,39.3,1.9,4.9,39.2,58.7
22,Anthony Davis,LAL,48,33.8,2.0,0.8,2.5,31.9,0.4,1.3,29.0,39.5
23,Anthony Edwards,MIN,71,36.0,3.2,1.1,2.6,42.3,1.0,2.4,42.2,62.4
24,Anthony Gill,WAS,51,9.9,0.2,0.1,0.4,21.1,0.1,0.4,16.7,28.9
25,Anthony Lamb,GSW,55,19.9,3.5,1.2,3.2,37.7,1.1,3.1,37.1,55.7
26,Austin Reaves,LAL,56,28.1,2.9,1.0,2.5,38.7,0.9,2.5,37.7,57.0
27,Austin Rivers,MIN,52,19.5,2.1,0.7,2.0,36.3,0.7,2.0,36.3,54.4
28,Ayo Dosunmu,CHI,71,26.8,2.3,0.8,2.3,32.5,0.7,2.3,31.9,48.2
29,Bam Adebayo,MIA,69,35.2,1.8,0.9,2.0,44.6,0.0,0.1,12.5,45.0
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,70,27.8,2.2,0.8,2.5,30.3,0.7,2.3,30.5,44.6
32,Bismack Biyombo,PHX,53,13.9,0.2,0.1,0.2,40.0,-,-,-,40.0
33,Blake Griffin,BOS,34,14.3,1.7,0.6,1.5,37.3,0.6,1.5,38.0,55.9
34,Blake Wesley,SAS,29,17.2,1.5,0.5,1.3,39.5,0.5,1.3,37.8,57.9
35,Boban Marjanovic,HOU,26,5.0,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,62,25.9,4.3,1.5,3.9,39.7,1.2,3.3,35.0,54.5
37,Bogdan Bogdanovic,ATL,47,28.3,6.5,2.3,5.4,42.3,1.9,4.8,39.6,60.1
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,67,21.4,0.9,0.3,1.0,30.4,0.3,0.9,28.6,43.5
40,Bones Hyland,LAC,48,19.1,2.9,1.0,2.6,37.6,1.0,2.5,38.5,56.4
41,Bradley Beal,WAS,50,33.5,3.1,1.1,2.7,41.8,0.9,2.2,40.0,58.2
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,36,33.2,4.3,1.5,3.6,42.3,1.2,2.9,41.9,59.2
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,71,30.6,5.7,2.0,5.1,39.6,1.7,4.4,38.5,56.3
47,Bruce Brown,DEN,72,28.1,3.2,1.1,2.9,37.1,1.1,2.8,37.7,55.5
48,Bruno Fernando,ATL,35,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,39,15.0,1.1,0.4,1.2,29.8,0.4,1.2,31.1,44.7
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,7,9.8,1.7,0.6,3.1,18.2,0.6,3.0,19.0,27.3
52,Buddy Hield,IND,74,31.6,7.5,2.5,6.0,41.6,2.5,6.0,41.8,62.3
53,CJ McCollum,NOP,66,35.1,5.1,1.7,4.5,38.3,1.7,4.2,39.7,56.7
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,44,15.3,2.5,0.9,2.4,35.5,0.8,2.3,36.0,52.3
56,Caleb Martin,MIA,63,29.7,3.2,1.1,3.1,35.7,1.0,2.8,35.1,51.3
57,Cam Reddish,POR,38,24.9,2.9,1.0,3.0,32.2,0.9,2.9,31.3,47.4
58,Cam Thomas,BKN,52,16.6,1.1,0.4,0.9,44.4,0.3,0.8,40.0,62.2
59,Cameron Johnson,BKN,34,28.0,6.7,2.3,5.7,39.5,2.2,5.6,39.7,58.7
60,Cameron Payne,PHX,41,21.1,2.5,0.8,2.5,33.7,0.8,2.5,33.7,50.5
61,Caris LeVert,CLE,69,30.0,3.2,1.1,2.8,38.5,1.1,2.8,38.2,57.6
62,Carlik Jones,CHI,2,11.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
63,Cedi Osman,CLE,70,20.7,3.7,1.2,3.4,36.7,1.2,3.3,36.3,54.6
64,Charles Bassey,SAS,35,14.5,0.4,0.2,0.5,36.8,0.0,0.1,20.0,39.5
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,60,10.8,0.6,0.2,0.6,31.6,0.2,0.6,27.3,43.4
67,Chris Boucher,TOR,68,20.1,2.5,0.9,2.5,33.7,0.8,2.4,33.7,49.7
68,Chris Duarte,IND,45,19.8,2.3,0.8,2.2,34.7,0.7,2.2,34.0,51.0
69,Chris Paul,PHX,52,32.0,2.3,0.8,1.5,51.9,0.7,1.4,50.7,75.9
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,67,14.5,1.1,0.4,1.0,36.8,0.4,0.9,38.1,54.4
72,Christian Koloko,TOR,51,14.0,0.2,0.1,0.4,19.0,0.0,0.2,11.1,21.4
73,Christian Wood,DAL,61,26.7,4.4,1.5,3.6,41.4,1.4,3.4,41.5,60.9
74,Chuma Okeke,ORL,22,18.8,2.5,0.8,2.6,31.0,0.8,2.6,31.0,46.6
75,Clint Capela,ATL,57,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,65,22.9,4.5,1.5,3.8,39.2,1.5,3.8,38.7,58.4
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,10,13.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
79,Cole Anthony,ORL,54,25.6,2.6,0.9,2.5,36.3,0.8,2.4,34.6,53.0
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
