,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,13,5,8,4.8,2.7,3.3,0.1,0.1,0.3,0.2,0.2,2.9,5.7,
1,AJ Green,MIL,30,24,6,9.7,7.9,9.1,0.6,0.1,1.3,1.7,0.8,8.0,9.7,
2,AJ Griffin,ATL,61,28,33,19.4,12.5,14.5,1.0,0.1,1.7,2.5,1.1,7.9,9.2,
3,Aaron Gordon,DEN,56,39,17,30.0,26.4,27.8,2.9,0.4,4.4,7.2,3.5,11.0,13.1,
4,Aaron Holiday,ATL,54,28,26,13.6,14.7,15.7,1.2,0.1,2.8,3.3,1.6,8.3,10.6,
5,Aaron Nesmith,IND,60,26,34,24.6,23.7,19.8,1.3,0.2,2.0,3.4,1.5,5.3,6.5,
6,Aaron Wiggins,OKC,56,30,26,18.9,14.8,14.3,1.3,0.2,2.3,3.4,1.6,8.7,10.9,
7,Admiral Schofield,ORL,31,12,19,11.9,14.4,9.2,0.8,0.0,1.4,2.2,0.9,5.6,6.1,
8,Al Horford,BOS,54,37,17,31.0,37.5,27.9,2.8,0.3,4.7,7.7,3.4,7.4,9.0,
9,Alec Burks,DET,50,12,38,22.0,21.6,24.7,2.2,0.2,3.6,5.3,2.5,10.3,11.5,
10,Aleksej Pokusevski,OKC,31,15,16,21.9,33.9,26.4,2.0,0.2,3.7,5.0,2.3,5.9,6.7,
11,Alex Caruso,CHI,56,24,32,24.2,37.4,28.8,3.1,0.4,4.9,8.0,3.9,8.2,10.4,
12,Alex Len,SAC,16,10,6,3.0,4.3,2.7,0.3,0.0,0.5,0.8,0.3,7.4,7.4,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,62,12,50,28.3,38.1,36.1,3.8,0.3,6.7,9.8,4.7,10.0,12.3,
16,Amir Coffey,LAC,44,22,22,13.5,10.0,11.1,1.2,0.1,2.1,3.0,1.5,11.6,14.6,
17,Andre Drummond,CHI,54,24,30,12.9,11.8,9.4,0.6,0.0,0.9,1.2,0.6,4.7,4.9,
18,Andre Iguodala,GSW,7,2,5,13.5,21.4,14.7,2.6,0.6,3.4,6.6,3.1,12.0,14.7,
19,Andrew Nembhard,IND,62,28,34,26.9,33.0,36.1,4.0,0.3,7.9,10.6,4.9,12.2,14.8,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,59,27,32,35.0,45.8,57.9,4.1,1.0,7.2,10.4,5.4,9.0,11.8,
22,Anthony Davis,LAL,43,21,22,33.5,44.4,37.7,2.6,0.3,4.4,6.3,2.9,5.8,6.6,
23,Anthony Edwards,MIN,69,35,34,36.4,45.5,54.3,4.4,0.8,7.9,11.5,5.4,9.8,12.0,
24,Anthony Gill,WAS,45,17,28,10.1,7.2,6.2,0.5,0.0,0.9,1.4,0.6,6.8,8.0,
25,Anthony Lamb,GSW,49,27,22,20.0,26.6,19.8,1.7,0.2,3.6,5.1,2.2,6.5,8.4,
