,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,33,26,7,9.7,12.1,0.3,0.1,0.2,60.0,0.1,0.1,100.0,0.2,72.7,0.1,27.3,0.0,9.1,0.0,9.1,0.0,9.1
2,AJ Griffin,ATL,69,32,37,19.2,20.9,0.7,0.3,0.4,74.1,0.0,0.1,75.0,0.6,91.5,0.2,29.8,0.1,8.5,0.0,6.4,0.0,4.3
3,Aaron Gordon,DEN,66,45,21,30.2,42.5,6.7,3.5,4.7,75.3,0.8,1.4,58.5,8.0,118.5,0.9,13.1,0.2,3.4,0.2,3.4,0.7,9.7
4,Aaron Holiday,ATL,59,30,29,13.3,20.2,0.4,0.1,0.2,46.2,0.0,0.0,100.0,0.2,63.6,0.1,31.8,0.0,0.0,0.0,0.0,0.0,4.5
5,Aaron Nesmith,IND,70,29,41,25.0,35.9,1.1,0.4,0.6,58.1,0.1,0.1,100.0,0.8,77.3,0.2,21.3,0.0,4.0,0.1,9.3,0.0,4.0
6,Aaron Wiggins,OKC,67,35,32,18.4,20.6,2.1,0.8,1.2,65.1,0.2,0.3,84.2,1.8,87.9,0.5,25.7,0.2,8.6,0.1,5.7,0.1,6.4
7,Admiral Schofield,ORL,34,14,20,11.5,17.4,0.9,0.3,0.5,61.1,0.0,0.1,50.0,0.7,71.9,0.4,37.5,0.1,12.5,0.0,0.0,0.0,3.1
8,Al Horford,BOS,61,43,18,30.5,45.7,2.7,0.7,1.3,53.8,0.0,0.1,75.0,1.5,54.2,1.1,41.0,0.3,12.0,0.1,5.4,0.0,1.2
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,34,16,18,20.6,41.7,3.1,1.1,1.9,54.5,0.1,0.2,66.7,2.2,71.0,0.8,24.3,0.1,1.9,0.2,7.5,0.1,2.8
11,Alex Caruso,CHI,63,30,33,23.8,43.2,1.3,0.3,0.6,59.5,0.1,0.1,87.5,0.8,62.2,0.6,42.7,0.2,14.6,0.0,2.4,0.1,4.9
12,Alex Len,SAC,22,14,8,4.9,7.6,1.4,0.5,0.6,78.6,0.1,0.3,50.0,1.1,83.3,0.5,33.3,0.1,6.7,0.1,6.7,0.1,10.0
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,72,15,57,28.9,55.5,6.9,2.3,4.0,58.9,0.4,0.6,72.1,5.3,76.6,1.8,26.7,0.5,7.5,0.4,6.3,0.2,3.4
16,Amir Coffey,LAC,49,25,24,12.7,13.9,0.2,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,64,31,33,12.7,17.5,4.4,1.8,3.0,61.6,0.5,1.1,50.0,4.3,96.1,0.5,12.0,0.1,3.2,0.3,6.0,0.5,11.7
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,72,31,41,27.4,47.6,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.3,55.6,0.3,46.7,0.1,8.9,0.0,6.7,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.6,0.3,0.4,64.0,0.0,0.0,0.0,0.5,84.2,0.2,28.9,0.0,2.6,0.0,5.3,0.0,0.0
22,Anthony Davis,LAL,52,28,24,33.9,68.6,10.7,5.0,7.1,71.4,2.4,2.9,81.6,12.8,119.8,1.2,11.5,0.3,2.3,0.5,4.5,1.3,12.6
23,Anthony Edwards,MIN,76,37,39,36.1,71.5,0.9,0.4,0.5,75.6,0.0,0.1,50.0,0.9,95.7,0.3,30.4,0.0,2.9,0.0,2.9,0.0,2.9
24,Anthony Gill,WAS,55,20,35,9.9,10.0,1.3,0.7,0.9,81.3,0.2,0.2,75.0,1.6,125.7,0.2,15.7,0.0,0.0,0.0,2.9,0.1,7.1
25,Anthony Lamb,GSW,58,32,26,19.7,33.3,1.8,0.5,0.7,64.3,0.1,0.1,75.0,1.0,56.3,0.8,47.6,0.2,9.7,0.1,6.8,0.0,1.9
26,Austin Reaves,LAL,60,32,28,28.4,41.2,0.9,0.2,0.4,59.1,0.1,0.1,100.0,0.6,65.4,0.4,46.2,0.1,11.5,0.0,1.9,0.1,5.8
27,Austin Rivers,MIN,52,25,27,19.5,22.8,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,75,37,38,26.3,43.3,0.7,0.3,0.4,65.6,0.1,0.1,100.0,0.6,98.0,0.1,20.4,0.0,4.1,0.1,8.2,0.0,4.1
29,Bam Adebayo,MIA,72,37,35,35.2,63.0,7.7,3.0,4.9,61.1,0.8,0.9,80.9,6.8,88.5,1.7,22.3,0.2,3.1,0.4,4.7,0.5,6.1
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,75,32,43,28.2,41.3,1.7,0.7,1.1,65.4,0.3,0.4,86.7,1.8,105.4,0.3,15.5,0.0,0.0,0.1,3.1,0.2,10.9
32,Bismack Biyombo,PHX,58,31,27,14.4,23.4,5.0,1.5,2.5,58.9,0.2,0.7,32.6,3.3,65.6,1.6,32.3,0.2,4.5,0.3,5.2,0.3,6.6
33,Blake Griffin,BOS,37,24,13,14.1,21.0,2.3,0.8,1.1,66.7,0.2,0.3,66.7,1.8,77.4,0.8,33.3,0.2,7.1,0.1,3.6,0.2,7.1
34,Blake Wesley,SAS,32,7,25,17.3,35.0,0.8,0.1,0.3,50.0,0.1,0.2,66.7,0.4,50.0,0.3,45.8,0.0,4.2,0.1,8.3,0.1,8.3
35,Boban Marjanovic,HOU,29,5,24,5.2,6.8,1.5,0.8,1.0,79.3,0.3,0.3,80.0,1.9,127.3,0.1,6.8,0.0,0.0,0.1,9.1,0.2,11.4
36,Bobby Portis,MIL,67,45,22,25.9,49.1,4.2,1.7,2.7,62.0,0.4,0.5,78.1,3.8,90.5,0.9,21.6,0.1,3.2,0.2,4.9,0.2,5.3
