,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,14,5,9,6.1,4.4,5.1,0.1,0.1,0.4,0.2,0.1,1.6,3.2,
1,AJ Green,MIL,35,27,8,9.9,7.8,8.6,0.6,0.1,1.3,1.7,0.7,8.1,9.5,
2,AJ Griffin,ATL,71,34,37,19.3,12.3,14.4,1.0,0.1,1.6,2.5,1.2,8.1,9.5,
3,Aaron Gordon,DEN,68,45,23,30.2,26.5,28.2,3.0,0.4,4.7,7.6,3.6,11.3,13.7,
4,Aaron Holiday,ATL,62,32,30,13.1,14.9,15.7,1.3,0.1,2.9,3.5,1.6,9.0,11.0,
5,Aaron Nesmith,IND,72,29,43,24.9,25.2,20.7,1.3,0.2,2.0,3.5,1.6,5.4,6.5,
6,Aaron Wiggins,OKC,69,36,33,18.7,14.1,13.7,1.2,0.2,2.1,3.1,1.4,8.2,10.2,
7,Admiral Schofield,ORL,36,14,22,11.9,14.6,9.7,0.8,0.0,1.3,2.0,0.8,5.1,5.5,
8,Al Horford,BOS,63,44,19,30.5,36.7,27.6,3.0,0.4,4.7,8.1,3.6,8.2,9.9,
9,Alec Burks,DET,50,12,38,22.0,21.6,24.7,2.2,0.2,3.6,5.3,2.5,10.3,11.5,
10,Aleksej Pokusevski,OKC,34,16,18,20.6,31.9,24.8,1.9,0.1,3.4,4.6,2.1,5.9,6.6,
11,Alex Caruso,CHI,65,31,34,23.7,35.5,27.2,2.9,0.4,4.5,7.5,3.6,8.2,10.2,
12,Alex Len,SAC,25,15,10,6.0,7.1,4.2,0.4,0.0,0.7,1.2,0.5,6.2,6.7,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,74,17,57,29.0,39.8,37.1,3.9,0.3,6.6,9.8,4.7,9.7,11.7,
16,Amir Coffey,LAC,50,26,24,12.5,9.3,10.4,1.1,0.2,1.9,2.7,1.4,11.4,14.6,
17,Andre Drummond,CHI,66,31,35,12.7,11.2,8.7,0.5,0.1,0.8,1.2,0.6,4.5,5.3,
18,Andre Iguodala,GSW,7,2,5,13.5,21.4,14.7,2.6,0.6,3.4,6.6,3.1,12.0,14.7,
19,Andrew Nembhard,IND,74,31,43,27.5,36.3,40.3,4.5,0.4,8.6,11.9,5.6,12.3,15.5,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,62,27,35,35.0,45.4,57.5,4.1,1.0,7.1,10.3,5.4,9.0,11.8,
22,Anthony Davis,LAL,55,30,25,34.0,44.9,38.6,2.6,0.4,4.4,6.6,3.1,5.9,6.9,
23,Anthony Edwards,MIN,77,38,39,36.1,44.8,53.7,4.5,0.8,7.9,11.5,5.5,9.9,12.2,
24,Anthony Gill,WAS,58,21,37,10.4,7.6,6.7,0.6,0.0,1.0,1.5,0.6,7.2,8.4,
25,Anthony Lamb,GSW,60,34,26,19.3,25.7,18.7,1.5,0.2,3.4,4.6,2.0,5.9,7.9,
26,Austin Reaves,LAL,63,34,29,28.7,29.5,30.0,3.3,0.4,6.1,8.4,3.9,11.2,13.3,
27,Austin Rivers,MIN,52,25,27,19.5,17.4,18.2,1.4,0.3,2.4,3.8,1.8,8.3,10.5,
28,Ayo Dosunmu,CHI,78,38,40,26.3,33.1,32.7,2.6,0.4,4.7,6.4,3.2,7.9,9.7,
29,Bam Adebayo,MIA,74,39,35,35.0,41.1,42.6,3.2,0.4,5.7,8.5,3.9,7.9,9.4,
30,Ben Simmons,BKN,42,24,18,26.3,52.2,42.3,6.1,0.6,9.5,15.5,7.0,11.7,13.4,
31,Bennedict Mathurin,IND,77,32,45,28.4,23.9,30.5,1.4,0.3,2.7,3.9,1.9,6.0,8.0,
32,Bismack Biyombo,PHX,61,33,28,14.3,18.2,12.5,0.9,0.1,1.4,2.1,1.0,5.0,5.6,
33,Blake Griffin,BOS,40,26,14,14.1,16.6,12.1,1.5,0.1,2.1,4.0,1.6,9.0,9.8,
34,Blake Wesley,SAS,33,7,26,17.5,26.4,28.2,2.6,0.7,5.4,6.8,3.5,9.8,13.2,
35,Boban Marjanovic,HOU,30,6,24,5.3,4.1,4.0,0.3,0.0,0.4,0.6,0.3,6.6,7.4,
36,Bobby Portis,MIL,69,47,22,26.1,35.5,23.4,1.5,0.2,2.9,4.2,1.8,4.3,5.2,
37,Bogdan Bogdanovic,ATL,54,27,27,27.9,26.4,28.8,2.8,0.4,4.8,7.0,3.4,10.5,13.0,
38,Bojan Bogdanovic,DET,58,15,43,32.0,26.0,34.4,2.6,0.4,5.6,6.9,3.3,9.9,12.5,
39,Bol Bol,ORL,69,26,43,21.4,13.4,13.1,0.9,0.1,1.6,2.3,1.1,6.9,7.9,
40,Bones Hyland,LAC,55,35,20,19.4,32.0,37.9,3.1,0.5,5.5,7.9,4.0,9.7,12.5,
41,Bradley Beal,WAS,50,24,26,33.5,42.9,56.1,5.4,0.8,10.8,14.5,7.0,12.6,16.3,
42,Brandon Boston Jr.,LAC,22,9,13,11.3,12.2,13.7,0.9,0.2,2.0,2.1,1.0,7.4,8.6,
43,Brandon Clarke,MEM,56,32,24,19.5,20.0,17.9,1.3,0.2,2.5,3.4,1.6,6.4,8.1,
44,Brandon Ingram,NOP,44,23,21,34.0,39.0,53.9,5.8,0.8,11.0,15.9,7.3,14.9,18.7,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,78,57,21,30.4,20.2,22.5,1.3,0.2,2.2,3.3,1.5,6.3,7.4,
47,Bruce Brown,DEN,79,52,27,28.5,38.7,38.2,3.3,0.5,5.4,8.2,4.0,8.6,10.4,
48,Bruno Fernando,ATL,38,13,25,10.1,14.0,9.7,0.8,0.1,1.4,2.2,0.9,5.8,6.8,
49,Bryce McGowens,CHA,45,15,30,16.8,11.9,12.8,1.1,0.1,1.8,2.6,1.2,9.3,10.4,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,9,2,7,8.9,5.3,4.7,0.3,0.0,0.8,1.0,0.3,6.3,6.3,
52,Buddy Hield,IND,79,34,45,31.1,42.1,38.6,2.8,0.6,4.9,7.3,3.7,6.6,8.7,
53,CJ McCollum,NOP,74,38,36,35.3,50.8,64.5,5.8,0.7,10.6,15.0,7.3,11.3,14.3,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,50,20,30,15.6,9.2,7.6,0.6,0.1,1.0,1.5,0.7,6.3,7.4,
56,Caleb Martin,MIA,70,37,33,29.5,28.7,25.8,1.7,0.3,3.6,4.7,2.2,5.8,7.8,
57,Cam Reddish,POR,40,14,26,24.7,17.9,21.0,1.4,0.2,2.9,3.6,1.7,8.0,9.2,
58,Cam Thomas,BKN,56,30,26,16.2,17.3,22.7,1.4,0.2,2.5,3.4,1.7,7.9,9.6,
