,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,32,9.4,3.0,1.0,2.2,46.4,1.0,2.2,46.4,69.6
2,AJ Griffin,ATL,67,19.3,3.1,1.1,2.9,37.0,1.0,2.7,35.5,53.9
3,Aaron Gordon,DEN,62,30.1,1.7,0.6,1.7,33.3,0.5,1.5,33.0,47.7
4,Aaron Holiday,ATL,58,13.5,1.3,0.4,1.1,42.6,0.4,1.1,42.6,63.9
5,Aaron Nesmith,IND,66,24.6,3.7,1.3,3.8,33.2,1.2,3.7,33.1,49.4
6,Aaron Wiggins,OKC,63,18.1,1.8,0.6,1.6,37.4,0.6,1.6,37.8,56.1
7,Admiral Schofield,ORL,32,11.6,1.9,0.6,1.7,37.7,0.6,1.7,37.7,56.6
8,Al Horford,BOS,59,30.7,6.7,2.3,5.1,44.7,2.2,4.9,45.3,66.3
9,Alec Burks,DET,51,22.0,3.2,1.1,2.5,43.7,1.0,2.4,43.4,64.7
10,Aleksej Pokusevski,OKC,31,21.9,3.8,1.3,3.3,38.8,1.2,3.1,38.5,56.8
11,Alex Caruso,CHI,61,23.9,2.4,0.8,2.1,38.0,0.8,2.0,37.4,55.8
12,Alex Len,SAC,18,3.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,68,28.6,0.8,0.3,0.9,35.6,0.2,0.6,33.3,46.6
16,Amir Coffey,LAC,47,12.9,0.7,0.2,0.7,32.4,0.2,0.7,29.0,45.6
17,Andre Drummond,CHI,61,12.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,8,14.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
19,Andrew Nembhard,IND,68,27.2,2.9,1.0,2.8,35.8,0.9,2.6,35.0,52.7
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,62,35.0,5.7,1.9,4.9,39.3,1.9,4.9,39.2,58.7
22,Anthony Davis,LAL,49,33.8,1.9,0.8,2.4,31.9,0.4,1.3,29.0,39.5
23,Anthony Edwards,MIN,72,36.0,3.2,1.1,2.6,42.0,1.0,2.5,41.9,62.0
24,Anthony Gill,WAS,52,9.9,0.2,0.1,0.4,21.1,0.1,0.3,16.7,28.9
25,Anthony Lamb,GSW,56,19.9,3.5,1.2,3.2,37.9,1.1,3.1,37.2,55.9
26,Austin Reaves,LAL,57,28.3,2.8,1.0,2.5,38.5,0.9,2.4,37.4,56.6
27,Austin Rivers,MIN,52,19.5,2.1,0.7,2.0,36.3,0.7,2.0,36.3,54.4
28,Ayo Dosunmu,CHI,72,26.7,2.3,0.8,2.3,33.1,0.8,2.3,32.5,49.1
29,Bam Adebayo,MIA,70,35.2,1.8,0.9,2.0,44.3,0.0,0.1,12.5,44.6
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,71,27.7,2.2,0.7,2.5,30.3,0.7,2.3,30.5,44.6
32,Bismack Biyombo,PHX,54,14.1,0.1,0.1,0.2,40.0,-,-,-,40.0
33,Blake Griffin,BOS,35,14.1,1.6,0.5,1.5,37.3,0.5,1.4,38.0,55.9
34,Blake Wesley,SAS,30,16.8,1.5,0.5,1.3,39.5,0.5,1.2,37.8,57.9
35,Boban Marjanovic,HOU,26,5.0,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,63,25.9,4.3,1.6,4.0,39.8,1.2,3.3,34.8,54.4
37,Bogdan Bogdanovic,ATL,49,28.3,6.3,2.2,5.3,41.9,1.9,4.7,39.2,59.5
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,67,21.4,0.9,0.3,1.0,30.4,0.3,0.9,28.6,43.5
40,Bones Hyland,LAC,49,19.2,3.1,1.0,2.7,37.9,1.0,2.6,38.8,56.8
41,Bradley Beal,WAS,50,33.5,3.1,1.1,2.7,41.8,0.9,2.2,40.0,58.2
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,37,33.2,4.3,1.5,3.6,42.5,1.2,2.9,42.2,59.7
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,72,30.4,5.7,2.0,5.0,39.4,1.7,4.4,38.3,56.1
47,Bruce Brown,DEN,73,28.1,3.3,1.1,2.9,37.7,1.1,2.8,38.3,56.4
48,Bruno Fernando,ATL,35,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,40,15.1,1.2,0.4,1.3,32.0,0.4,1.2,33.3,48.0
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,7,9.8,1.7,0.6,3.1,18.2,0.6,3.0,19.0,27.3
52,Buddy Hield,IND,75,31.6,7.5,2.5,6.1,41.1,2.5,6.0,41.3,61.6
53,CJ McCollum,NOP,67,35.1,5.1,1.7,4.5,38.5,1.7,4.2,40.0,57.1
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,45,15.4,2.5,0.8,2.5,33.9,0.8,2.3,34.3,50.0
56,Caleb Martin,MIA,64,29.6,3.1,1.1,3.1,35.4,1.0,2.8,34.7,50.8
57,Cam Reddish,POR,39,24.7,2.8,0.9,2.9,32.2,0.9,2.9,31.3,47.4
58,Cam Thomas,BKN,53,16.8,1.1,0.4,0.9,42.9,0.3,0.8,38.1,59.2
59,Cameron Johnson,BKN,36,27.8,6.8,2.3,5.7,40.3,2.2,5.5,40.2,59.7
60,Cameron Payne,PHX,42,21.1,2.6,0.9,2.5,35.0,0.9,2.5,35.0,52.4
61,Caris LeVert,CLE,70,30.0,3.2,1.1,2.8,38.3,1.1,2.8,37.9,57.1
62,Carlik Jones,CHI,2,11.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
63,Cedi Osman,CLE,71,20.6,3.7,1.2,3.4,36.4,1.2,3.4,36.0,54.1
64,Charles Bassey,SAS,35,14.5,0.4,0.2,0.5,36.8,0.0,0.1,20.0,39.5
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,61,10.6,0.5,0.2,0.6,30.8,0.1,0.6,26.5,42.3
67,Chris Boucher,TOR,69,20.1,2.5,0.8,2.5,33.5,0.8,2.4,33.5,49.4
68,Chris Duarte,IND,46,19.5,2.2,0.8,2.2,34.3,0.7,2.1,33.7,50.5
69,Chris Paul,PHX,53,31.9,2.3,0.8,1.5,51.3,0.7,1.4,50.0,75.0
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,68,14.5,1.1,0.4,1.0,36.8,0.4,0.9,38.1,54.4
72,Christian Koloko,TOR,52,14.0,0.2,0.1,0.4,19.0,0.0,0.2,11.1,21.4
73,Christian Wood,DAL,62,26.6,4.3,1.5,3.6,41.2,1.4,3.4,41.3,60.6
74,Chuma Okeke,ORL,23,18.1,2.3,0.8,2.5,31.0,0.8,2.5,31.0,46.6
75,Clint Capela,ATL,59,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,66,23.0,4.5,1.5,3.9,39.1,1.5,3.8,38.6,58.2
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,10,13.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
79,Cole Anthony,ORL,55,25.7,2.7,0.9,2.5,36.5,0.8,2.4,35.1,53.3
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
