,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,30,24,6,9.7,12.3,0.3,0.1,0.1,75.0,0.1,0.1,100.0,0.3,80.0,0.1,30.0,0.0,10.0,0.0,10.0,0.0,10.0
2,AJ Griffin,ATL,59,28,31,19.9,21.4,0.6,0.3,0.4,75.0,0.0,0.0,50.0,0.6,97.4,0.2,28.9,0.1,7.9,0.0,5.3,0.0,2.6
3,Aaron Gordon,DEN,54,39,15,30.0,42.4,7.0,3.6,4.8,75.2,0.9,1.6,57.1,8.2,117.8,0.9,13.0,0.2,3.5,0.2,3.2,0.7,10.4
4,Aaron Holiday,ATL,52,28,24,14.0,20.4,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,58,25,33,24.6,34.4,1.1,0.4,0.7,60.5,0.1,0.1,100.0,0.9,87.1,0.2,17.7,0.0,3.2,0.1,9.7,0.1,4.8
6,Aaron Wiggins,OKC,54,28,26,19.1,22.0,2.2,0.8,1.3,64.7,0.2,0.2,84.6,1.9,85.5,0.6,27.4,0.2,7.7,0.1,6.8,0.1,5.1
7,Admiral Schofield,ORL,31,12,19,11.9,18.1,1.0,0.4,0.6,61.1,0.0,0.1,50.0,0.7,76.7,0.3,33.3,0.1,13.3,0.0,0.0,0.0,3.3
8,Al Horford,BOS,52,36,16,31.0,46.8,3.0,0.7,1.4,52.8,0.1,0.1,75.0,1.5,51.9,1.3,42.9,0.4,13.0,0.2,5.2,0.0,1.3
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,31,15,16,21.9,44.4,3.4,1.2,2.1,54.5,0.1,0.2,66.7,2.5,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,55,23,32,24.1,44.9,1.3,0.3,0.6,58.1,0.1,0.1,87.5,0.8,59.7,0.6,43.1,0.2,16.7,0.0,2.8,0.1,5.6
12,Alex Len,SAC,16,10,6,3.0,5.4,0.8,0.3,0.3,100.0,0.1,0.1,50.0,0.6,75.0,0.4,50.0,0.1,8.3,0.0,0.0,0.1,8.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,61,12,49,28.2,54.3,7.1,2.4,4.1,58.8,0.5,0.7,72.5,5.5,77.1,1.9,26.4,0.5,7.6,0.4,6.2,0.2,3.4
16,Amir Coffey,LAC,43,21,22,13.7,14.9,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,53,23,30,12.9,18.0,4.6,1.9,3.1,62.2,0.4,1.0,44.2,4.4,94.3,0.6,12.7,0.2,3.3,0.3,6.9,0.5,10.6
18,Andre Iguodala,GSW,5,0,5,13.6,25.2,1.2,0.4,0.4,100.0,0.0,0.0,0.0,0.8,66.7,0.6,50.0,0.2,16.7,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,60,27,33,26.7,43.0,0.6,0.2,0.3,58.8,0.0,0.0,0.0,0.4,56.8,0.3,48.6,0.1,10.8,0.0,5.4,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,57,27,30,35.3,68.4,0.6,0.3,0.4,68.2,0.0,0.0,0.0,0.5,90.9,0.2,30.3,0.0,3.0,0.0,3.0,0.0,0.0
22,Anthony Davis,LAL,41,20,21,33.5,68.3,11.1,5.2,7.3,70.8,2.5,3.0,83.9,13.3,119.8,1.2,11.2,0.2,1.8,0.5,4.6,1.4,12.6
23,Anthony Edwards,MIN,67,34,33,36.3,72.5,0.9,0.4,0.5,73.5,0.0,0.1,50.0,0.8,88.5,0.3,32.8,0.0,3.3,0.0,3.3,0.0,3.3
24,Anthony Gill,WAS,44,17,27,10.1,10.0,1.2,0.7,0.8,83.8,0.1,0.2,62.5,1.5,125.9,0.2,16.7,0.0,0.0,0.0,1.9,0.1,5.6
25,Anthony Lamb,GSW,49,27,22,20.0,34.0,1.8,0.4,0.7,61.1,0.1,0.1,75.0,1.0,54.0,0.9,48.3,0.2,11.5,0.1,4.6,0.0,2.3
26,Austin Reaves,LAL,48,24,24,27.6,37.7,1.0,0.3,0.4,60.0,0.1,0.1,100.0,0.6,63.3,0.5,49.0,0.1,12.2,0.0,2.0,0.1,6.1
27,Austin Rivers,MIN,50,24,26,20.1,23.5,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,63,29,34,27.4,46.5,0.7,0.3,0.5,64.5,0.1,0.1,100.0,0.7,102.2,0.1,20.0,0.0,2.2,0.0,4.4,0.0,4.4
29,Bam Adebayo,MIA,62,32,30,34.9,63.3,7.8,3.0,5.0,61.4,0.9,1.1,80.3,7.0,89.7,1.8,22.4,0.2,2.9,0.4,4.5,0.5,6.8
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,67,30,37,27.8,41.0,1.8,0.7,1.1,63.0,0.3,0.4,84.6,1.8,99.2,0.3,16.8,0.0,0.0,0.1,3.4,0.2,10.9
32,Bismack Biyombo,PHX,47,26,21,13.8,22.7,4.4,1.3,2.2,60.6,0.2,0.7,32.3,2.9,66.2,1.4,32.9,0.2,4.3,0.2,5.3,0.3,6.3
33,Blake Griffin,BOS,29,18,11,14.4,20.8,2.0,0.7,1.0,72.4,0.1,0.3,50.0,1.6,79.7,0.7,35.6,0.2,8.5,0.1,3.4,0.1,6.8
34,Blake Wesley,SAS,20,4,16,15.5,29.6,0.6,0.1,0.3,20.0,0.1,0.2,50.0,0.2,33.3,0.3,41.7,0.0,0.0,0.0,0.0,0.1,8.3
35,Boban Marjanovic,HOU,24,3,21,4.8,6.5,1.5,0.9,1.0,87.5,0.3,0.3,75.0,2.1,142.9,0.1,8.6,0.0,0.0,0.1,5.7,0.2,11.4
36,Bobby Portis,MIL,55,37,18,26.0,50.7,4.4,1.8,2.9,62.7,0.4,0.4,83.3,4.0,90.2,1.0,22.5,0.2,3.7,0.2,4.5,0.2,4.9
37,Bogdan Bogdanovic,ATL,41,20,21,28.9,41.8,0.6,0.1,0.3,54.5,0.0,0.0,100.0,0.3,60.9,0.2,43.5,0.1,13.0,0.0,4.3,0.0,4.3
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.6,47.1,0.1,0.1,87.5,0.7,81.6,0.1,14.3,0.0,2.0,0.1,6.1,0.1,6.1
39,Bol Bol,ORL,62,24,38,22.1,23.5,2.0,1.3,1.6,83.7,0.1,0.2,64.3,2.8,143.1,0.1,7.3,0.0,2.4,0.1,4.9,0.1,4.9
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.4,0.1,0.1,50.0,0.1,0.1,100.0,0.2,55.6,0.1,38.9,0.0,0.0,0.0,11.1,0.0,5.6
41,Bradley Beal,WAS,44,23,21,33.6,67.7,1.6,0.7,0.9,70.7,0.2,0.2,80.0,1.6,97.2,0.5,28.2,0.1,5.6,0.1,5.6,0.1,7.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.5,0.1,0.3,28.6,0.0,0.1,50.0,0.2,50.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,5.4,2.5,3.5,70.4,0.8,1.1,73.4,6.0,109.5,1.0,18.7,0.2,3.6,0.2,3.0,0.6,10.2
44,Brandon Ingram,NOP,31,14,17,32.7,64.6,0.8,0.3,0.5,62.5,0.1,0.1,100.0,0.7,84.6,0.2,23.1,0.0,0.0,0.0,3.8,0.0,3.8
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,65,47,18,30.4,34.4,5.6,2.5,3.7,68.6,0.9,1.1,78.4,6.1,108.2,0.9,15.8,0.1,2.5,0.3,5.2,0.6,9.8
47,Bruce Brown,DEN,65,46,19,28.3,51.7,1.8,0.7,1.0,69.2,0.2,0.3,78.9,1.6,89.1,0.6,32.8,0.1,7.6,0.1,3.4,0.1,7.6
48,Bruno Fernando,ATL,33,10,23,11.2,20.1,3.7,1.2,2.1,58.6,0.5,0.7,75.0,3.1,82.8,0.9,24.6,0.3,7.4,0.2,4.9,0.4,9.8
49,Bryce McGowens,CHA,32,11,21,14.8,14.9,0.5,0.2,0.3,66.7,0.0,0.1,50.0,0.4,81.3,0.2,31.3,0.0,0.0,0.0,0.0,0.0,6.3
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0
51,Buddy Boeheim,DET,2,0,2,3.4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,67,30,37,31.9,59.8,0.9,0.3,0.4,70.4,0.0,0.0,66.7,0.6,74.1,0.4,44.8,0.1,8.6,0.0,1.7,0.0,1.7
53,CJ McCollum,NOP,59,28,31,35.1,75.0,0.6,0.2,0.3,57.9,0.0,0.0,0.0,0.4,64.7,0.2,29.4,0.1,14.7,0.1,8.8,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.9,0.3,0.4,60.0,0.3,0.3,100.0,0.8,90.9,0.3,27.3,0.1,9.1,0.1,9.1,0.2,18.2
55,Caleb Houstan,ORL,38,13,25,15.8,13.3,0.7,0.2,0.5,50.0,0.1,0.1,100.0,0.5,74.1,0.2,22.2,0.0,3.7,0.0,3.7,0.0,3.7
56,Caleb Martin,MIA,57,29,28,29.8,38.7,2.3,0.7,1.1,60.9,0.2,0.3,75.0,1.6,67.7,1.0,41.4,0.2,6.8,0.1,2.3,0.1,6.0
57,Cam Reddish,POR,31,13,18,24.9,28.0,0.8,0.4,0.6,72.2,0.0,0.1,50.0,0.9,103.8,0.2,19.2,0.0,3.8,0.1,7.7,0.0,3.8
58,Cam Thomas,BKN,48,27,21,17.2,30.2,0.3,0.1,0.1,85.7,0.1,0.1,100.0,0.3,133.3,0.1,25.0,0.0,16.7,0.0,0.0,0.0,8.3
59,Cameron Johnson,BKN,27,17,10,26.7,36.7,1.1,0.4,0.7,60.0,0.3,0.4,70.0,1.1,103.3,0.1,13.3,0.0,3.3,0.0,0.0,0.2,16.7
60,Cameron Payne,PHX,34,20,14,22.3,54.6,0.3,0.1,0.1,80.0,0.0,0.0,0.0,0.2,88.9,0.1,44.4,0.1,22.2,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,62,37,25,29.8,47.8,1.1,0.2,0.5,46.4,0.1,0.2,70.0,0.5,50.0,0.5,44.1,0.0,4.4,0.0,4.4,0.1,7.4
62,Carlik Jones,CHI,1,0,1,21.7,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0
63,Cedi Osman,CLE,63,39,24,20.7,29.4,0.8,0.3,0.5,66.7,0.0,0.1,25.0,0.7,83.7,0.2,26.5,0.0,4.1,0.0,2.0,0.0,4.1
64,Charles Bassey,SAS,32,7,25,14.7,25.1,4.8,2.0,2.9,68.1,0.6,0.8,73.1,4.7,96.8,1.1,22.1,0.1,2.6,0.3,6.5,0.3,7.1
65,Chima Moneke,SAC,2,1,1,4.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,1.0,66.7,0.5,33.3,0.5,33.3,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,52,32,20,11.1,16.2,3.0,1.5,2.1,71.3,0.3,0.5,70.8,3.3,110.2,0.4,14.6,0.1,3.2,0.1,4.5,0.2,7.0
67,Chris Boucher,TOR,61,30,31,20.3,23.9,4.1,1.8,2.8,61.8,0.7,1.0,75.9,4.3,104.4,0.3,7.9,0.1,1.6,0.3,6.3,0.5,11.5
68,Chris Duarte,IND,43,18,25,19.4,29.2,0.5,0.2,0.3,69.2,0.0,0.0,100.0,0.5,90.9,0.1,13.6,0.0,0.0,0.1,18.2,0.0,4.5
69,Chris Paul,PHX,45,25,20,32.0,74.7,0.3,0.0,0.1,50.0,0.1,0.1,60.0,0.1,41.7,0.1,50.0,0.0,8.3,0.0,8.3,0.0,8.3
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,60,42,18,14.6,16.5,0.9,0.3,0.4,65.2,0.1,0.1,62.5,0.6,63.6,0.4,41.8,0.1,7.3,0.1,5.5,0.1,7.3
72,Christian Koloko,TOR,46,21,25,14.4,15.2,3.3,1.1,1.9,56.2,0.6,0.8,73.0,2.8,84.2,0.8,23.7,0.1,2.0,0.1,3.9,0.4,11.2
73,Christian Wood,DAL,55,29,26,26.8,47.0,4.3,1.8,2.7,67.1,0.6,0.7,77.5,4.3,102.1,0.8,17.9,0.0,0.9,0.3,6.8,0.3,7.3
74,Chuma Okeke,ORL,21,5,16,19.5,23.1,0.8,0.1,0.2,75.0,0.0,0.1,50.0,0.3,43.8,0.5,68.8,0.1,12.5,0.0,0.0,0.0,6.3
75,Clint Capela,ATL,50,27,23,26.8,37.0,10.3,4.9,7.5,65.2,0.8,1.4,59.4,10.7,103.5,1.5,14.9,0.1,1.0,0.4,3.5,0.7,6.4
76,Coby White,CHI,57,26,31,22.5,35.3,0.2,0.1,0.1,75.0,0.0,0.0,50.0,0.1,70.0,0.1,30.0,0.0,0.0,0.0,20.0,0.0,10.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,50.0,0.7,62.5,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,8,3,5,14.5,21.4,3.3,1.1,1.6,69.2,0.3,0.3,100.0,2.5,76.9,1.4,42.3,0.1,3.8,0.1,3.8,0.1,3.8
79,Cole Anthony,ORL,47,21,26,25.1,53.2,0.9,0.3,0.4,73.7,0.1,0.2,87.5,0.8,87.8,0.3,36.6,0.1,7.3,0.0,2.4,0.1,9.8
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,1.2,0.4,0.7,56.3,0.3,0.3,100.0,1.1,86.2,0.3,20.7,0.1,5.2,0.1,5.2,0.1,10.3
82,Corey Kispert,WAS,58,27,31,27.4,30.1,1.0,0.4,0.6,63.6,0.1,0.1,100.0,0.8,84.2,0.3,28.1,0.1,5.3,0.1,5.3,0.1,5.3
83,Cory Joseph,DET,48,10,38,17.1,35.9,0.2,0.1,0.2,50.0,0.0,0.0,0.0,0.2,80.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,58,30,28,32.4,81.6,0.8,0.2,0.4,56.0,0.1,0.1,100.0,0.6,71.7,0.3,37.0,0.1,8.7,0.0,2.2,0.0,4.3
85,Daishen Nix,HOU,47,12,35,16.7,37.8,0.3,0.1,0.1,60.0,0.1,0.1,75.0,0.2,69.2,0.1,38.5,0.0,7.7,0.0,7.7,0.0,15.4
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.7,0.5,0.6,76.5,0.0,0.0,0.0,1.0,130.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
87,Dalen Terry,CHI,26,13,13,5.0,7.4,0.4,0.1,0.2,50.0,0.0,0.0,0.0,0.2,40.0,0.2,50.0,0.0,0.0,0.0,10.0,0.0,0.0
88,Damian Jones,UTA,28,8,20,9.4,10.5,2.5,0.9,1.4,66.7,0.6,0.7,80.0,2.5,100.0,0.4,17.4,0.0,0.0,0.1,5.8,0.4,14.5
89,Damian Lillard,POR,53,26,27,36.2,88.0,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.3,48.5,0.3,42.4,0.0,3.0,0.1,9.1,0.0,0.0
90,Damion Lee,PHX,66,37,29,21.3,29.6,0.5,0.1,0.2,64.3,0.0,0.0,100.0,0.3,64.5,0.2,48.4,0.0,3.2,0.0,0.0,0.0,3.2
91,Daniel Gafford,WAS,64,29,35,19.6,27.8,5.3,2.6,3.3,79.7,0.7,1.0,62.7,6.2,117.2,0.9,16.6,0.1,2.1,0.3,6.5,0.5,9.8
92,Daniel Theis,IND,7,1,6,15.5,23.7,3.4,1.3,2.6,50.0,0.6,1.1,50.0,3.1,91.7,0.3,8.3,0.0,0.0,0.0,0.0,0.6,16.7
93,Danny Green,CLE,7,3,4,11.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,41,27,14,14.5,16.5,0.4,0.2,0.2,90.0,0.1,0.1,50.0,0.5,123.5,0.1,17.6,0.0,5.9,0.0,5.9,0.1,17.6
95,Dario Saric,OKC,47,21,26,14.3,23.3,1.9,0.6,1.0,62.5,0.3,0.4,88.9,1.8,92.2,0.4,23.3,0.0,1.1,0.1,6.7,0.2,8.9
96,Darius Bazley,PHX,38,18,20,15.1,23.3,2.0,0.6,1.1,55.0,0.3,0.4,62.5,1.4,73.3,0.6,28.0,0.1,5.3,0.1,6.7,0.2,9.3
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,58,32,26,35.2,77.2,0.5,0.1,0.2,77.8,0.0,0.0,100.0,0.3,55.2,0.3,62.1,0.1,17.2,0.0,3.4,0.0,3.4
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.5,0.2,0.3,60.0,0.1,0.1,100.0,0.4,88.9,0.2,33.3,0.0,0.0,0.0,0.0,0.1,11.1
100,David Roddy,MEM,53,32,21,16.6,18.9,0.8,0.4,0.6,73.3,0.1,0.2,75.0,0.9,116.3,0.2,18.6,0.0,2.3,0.0,0.0,0.1,9.3
101,Davion Mitchell,SAC,64,38,26,18.1,34.5,0.4,0.2,0.2,71.4,0.0,0.0,0.0,0.3,77.8,0.2,44.4,0.1,18.5,0.0,3.7,0.0,0.0
102,Davis Bertans,DAL,35,17,18,10.7,12.7,0.3,0.1,0.1,66.7,0.0,0.0,0.0,0.1,40.0,0.2,70.0,0.0,10.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,39,25,14,8.6,15.8,0.4,0.1,0.1,50.0,0.0,0.0,0.0,0.1,28.6,0.2,42.9,0.0,0.0,0.1,21.4,0.0,0.0
104,Day'Ron Sharpe,BKN,36,16,20,11.2,18.0,3.5,1.2,2.1,56.6,0.3,0.4,78.6,2.7,77.0,0.9,24.6,0.1,4.0,0.2,6.3,0.2,5.6
105,De'Aaron Fox,SAC,58,36,22,34.1,79.9,0.7,0.3,0.3,84.2,0.1,0.1,83.3,0.6,94.9,0.2,23.1,0.1,12.8,0.1,7.7,0.1,7.7
106,De'Andre Hunter,ATL,56,31,25,31.8,38.2,1.2,0.4,0.7,58.5,0.2,0.3,78.6,1.1,90.9,0.2,18.2,0.1,6.1,0.1,4.5,0.1,10.6
107,De'Anthony Melton,PHI,62,41,21,28.2,49.7,1.2,0.2,0.4,52.0,0.1,0.1,83.3,0.5,41.3,0.6,49.3,0.1,9.3,0.1,6.7,0.0,4.0
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,3.7,1.9,2.4,80.7,0.4,0.8,50.0,4.3,113.7,0.5,12.2,0.1,3.1,0.3,6.9,0.4,9.9
