,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
0,A.J. Lawson,DAL,13,5,8,4.8,4.8,0.2,0.2,0.2,100.0,0.0,0.0,0.0,0.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AJ Green,MIL,33,26,7,9.7,12.1,0.3,0.1,0.2,60.0,0.1,0.1,100.0,0.2,72.7,0.1,27.3,0.0,9.1,0.0,9.1,0.0,9.1
2,AJ Griffin,ATL,67,31,36,19.3,21.0,0.7,0.3,0.4,74.1,0.0,0.1,75.0,0.6,95.6,0.2,26.7,0.1,8.9,0.0,6.7,0.0,4.4
3,Aaron Gordon,DEN,63,44,19,30.0,41.6,6.7,3.5,4.6,75.9,0.8,1.4,57.8,8.0,119.0,0.9,12.8,0.2,3.6,0.2,3.6,0.7,9.7
4,Aaron Holiday,ATL,58,30,28,13.5,20.4,0.4,0.1,0.2,41.7,0.0,0.0,100.0,0.2,57.1,0.1,33.3,0.0,0.0,0.0,0.0,0.0,4.8
5,Aaron Nesmith,IND,68,28,40,24.9,35.4,1.0,0.4,0.6,61.0,0.1,0.1,100.0,0.9,81.7,0.2,22.5,0.0,4.2,0.1,9.9,0.0,4.2
6,Aaron Wiggins,OKC,65,35,30,18.2,20.6,2.1,0.8,1.2,64.1,0.2,0.3,84.2,1.8,85.8,0.5,26.1,0.2,8.2,0.1,6.0,0.1,6.7
7,Admiral Schofield,ORL,33,13,20,11.7,17.7,0.9,0.3,0.5,61.1,0.0,0.1,50.0,0.7,74.2,0.3,35.5,0.1,12.9,0.0,0.0,0.0,3.2
8,Al Horford,BOS,60,42,18,30.6,45.9,2.8,0.7,1.3,53.2,0.1,0.1,75.0,1.5,53.3,1.1,41.2,0.3,12.1,0.2,5.5,0.0,1.2
9,Alec Burks,DET,50,12,38,22.0,34.6,0.4,0.1,0.2,44.4,0.0,0.0,100.0,0.2,61.1,0.1,33.3,0.0,5.6,0.0,11.1,0.0,5.6
10,Aleksej Pokusevski,OKC,33,16,17,20.9,42.5,3.2,1.1,2.0,54.5,0.1,0.2,66.7,2.3,72.4,0.8,23.8,0.1,1.9,0.2,6.7,0.1,2.9
11,Alex Caruso,CHI,61,28,33,23.9,43.7,1.3,0.4,0.6,59.5,0.1,0.1,87.5,0.8,62.2,0.6,42.7,0.2,14.6,0.0,2.4,0.1,4.9
12,Alex Len,SAC,20,13,7,4.0,6.6,1.1,0.4,0.5,77.8,0.2,0.3,50.0,0.9,77.3,0.4,36.4,0.1,4.5,0.1,4.5,0.2,13.6
13,Alize Johnson,SAS,4,1,3,7.4,11.5,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.0,0.0,0.3,25.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,70,14,56,28.6,55.2,6.9,2.3,4.0,59.0,0.4,0.6,70.7,5.3,76.2,1.9,26.9,0.5,7.6,0.4,6.4,0.2,3.3
16,Amir Coffey,LAC,48,25,23,12.7,13.8,0.3,0.0,0.1,50.0,0.0,0.0,0.0,0.1,33.3,0.1,50.0,0.0,8.3,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,62,29,33,12.8,17.6,4.5,1.8,3.0,61.3,0.5,1.1,50.0,4.3,95.3,0.5,12.2,0.1,3.2,0.3,6.1,0.5,11.8
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,1.3,0.6,0.6,100.0,0.0,0.0,0.0,1.1,88.9,0.6,44.4,0.1,11.1,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,70,30,40,27.3,46.5,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.4,58.1,0.3,46.5,0.1,9.3,0.0,4.7,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,3.3,1.5,2.4,63.5,0.2,0.3,50.0,3.3,99.2,0.6,18.6,0.1,3.4,0.0,0.8,0.1,4.2
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.6,0.3,0.4,64.0,0.0,0.0,0.0,0.5,84.2,0.2,28.9,0.0,2.6,0.0,5.3,0.0,0.0
22,Anthony Davis,LAL,50,26,24,33.9,68.5,10.7,5.0,7.0,71.4,2.4,2.9,82.2,12.7,119.1,1.3,11.8,0.3,2.4,0.5,4.7,1.3,12.5
23,Anthony Edwards,MIN,74,37,37,36.1,71.3,0.9,0.4,0.5,76.3,0.0,0.1,50.0,0.8,93.9,0.3,31.8,0.0,3.0,0.0,3.0,0.0,3.0
24,Anthony Gill,WAS,53,20,33,9.9,9.9,1.3,0.7,0.9,80.9,0.2,0.2,75.0,1.6,126.5,0.2,16.2,0.0,0.0,0.0,1.5,0.1,7.4
25,Anthony Lamb,GSW,56,31,25,19.7,33.3,1.7,0.4,0.7,62.5,0.1,0.1,75.0,1.0,56.8,0.8,48.4,0.2,10.5,0.1,4.2,0.0,2.1
26,Austin Reaves,LAL,58,30,28,28.3,40.9,0.9,0.2,0.4,61.9,0.1,0.1,100.0,0.6,66.7,0.4,47.1,0.1,11.8,0.0,2.0,0.1,5.9
27,Austin Rivers,MIN,52,25,27,19.5,22.8,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,57.1,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,73,35,38,26.5,43.9,0.7,0.3,0.4,65.6,0.1,0.1,100.0,0.7,100.0,0.1,18.8,0.0,2.1,0.1,8.3,0.0,4.2
29,Bam Adebayo,MIA,72,37,35,35.2,63.0,7.7,3.0,4.9,61.1,0.8,0.9,80.9,6.8,88.5,1.7,22.3,0.2,3.1,0.4,4.7,0.5,6.1
30,Ben Simmons,BKN,42,24,18,26.3,61.4,4.0,1.6,2.3,71.1,0.1,0.2,30.0,3.4,84.6,1.4,33.7,0.3,8.3,0.2,4.1,0.1,3.0
31,Bennedict Mathurin,IND,73,31,42,28.0,41.2,1.7,0.7,1.1,65.4,0.4,0.4,86.7,1.8,104.8,0.3,15.9,0.0,0.0,0.1,3.2,0.2,11.1
32,Bismack Biyombo,PHX,56,29,27,14.3,23.3,4.9,1.5,2.5,60.1,0.2,0.7,28.2,3.2,66.2,1.6,32.7,0.2,4.4,0.3,5.1,0.3,6.3
33,Blake Griffin,BOS,35,22,13,14.1,20.6,2.2,0.8,1.1,67.5,0.1,0.2,50.0,1.7,76.6,0.7,33.8,0.1,6.5,0.1,2.6,0.1,5.2
34,Blake Wesley,SAS,30,6,24,17.2,34.5,0.7,0.1,0.3,50.0,0.1,0.2,66.7,0.4,57.1,0.3,38.1,0.0,4.8,0.1,9.5,0.1,9.5
35,Boban Marjanovic,HOU,27,4,23,5.2,6.8,1.6,0.9,1.1,79.3,0.2,0.3,75.0,2.0,128.6,0.1,7.1,0.0,0.0,0.1,9.5,0.1,9.5
36,Bobby Portis,MIL,65,44,21,25.9,49.3,4.3,1.7,2.8,62.2,0.4,0.5,78.1,3.9,90.6,0.9,21.9,0.1,3.2,0.2,4.7,0.2,5.4
