,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,33,9.7,26,7,0.2,0.0,1.0,0.8,1.0,78.1
2,AJ Griffin,ATL,70,19.3,33,37,0.6,0.2,1.6,1.5,2.0,75.2
3,Aaron Gordon,DEN,67,30.2,45,22,0.8,0.8,4.2,1.9,3.1,60.2
4,Aaron Holiday,ATL,60,13.1,31,29,0.5,0.2,0.8,0.7,0.9,78.6
5,Aaron Nesmith,IND,70,25.0,29,41,0.8,0.4,2.9,1.9,2.9,65.7
6,Aaron Wiggins,OKC,68,18.5,35,33,0.5,0.2,2.0,1.4,2.4,58.6
7,Admiral Schofield,ORL,34,11.5,14,20,0.2,0.1,1.1,1.0,1.4,74.5
8,Al Horford,BOS,62,30.5,43,19,0.5,0.9,5.0,2.8,4.7,59.1
9,Alec Burks,DET,50,22.0,12,38,0.8,0.2,2.8,1.8,2.5,71.5
10,Aleksej Pokusevski,OKC,34,20.6,16,18,0.6,1.3,3.4,3.3,5.4,61.2
11,Alex Caruso,CHI,64,23.7,30,34,1.5,0.6,2.4,1.3,2.0,62.8
12,Alex Len,SAC,23,5.2,15,8,0.1,0.3,1.3,0.4,0.9,45.0
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,73,29.0,16,57,0.9,0.9,5.6,4.0,6.2,63.7
16,Amir Coffey,LAC,49,12.7,25,24,0.1,0.1,0.7,0.6,0.8,70.0
17,Andre Drummond,CHI,65,12.7,31,34,0.7,0.4,4.6,1.4,2.3,60.7
18,Andre Iguodala,GSW,7,13.5,2,5,0.4,0.3,1.4,1.6,2.0,78.6
19,Andrew Nembhard,IND,72,27.4,31,41,0.9,0.2,2.2,1.4,2.1,66.4
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,62,35.0,27,35,0.7,0.2,2.3,2.3,3.1,74.5
22,Anthony Davis,LAL,53,34.0,29,24,1.0,2.0,8.9,4.0,7.0,57.1
23,Anthony Edwards,MIN,77,36.1,38,39,1.5,0.7,5.2,2.1,2.9,70.9
24,Anthony Gill,WAS,56,10.1,20,36,0.1,0.2,1.0,0.6,1.1,61.0
25,Anthony Lamb,GSW,59,19.6,33,26,0.5,0.3,2.6,2.3,3.5,67.3
26,Austin Reaves,LAL,61,28.6,33,28,0.5,0.3,2.5,1.8,2.3,77.5
27,Austin Rivers,MIN,52,19.5,25,27,0.5,0.1,1.5,0.8,1.0,76.9
28,Ayo Dosunmu,CHI,76,26.2,37,39,0.8,0.3,2.1,1.4,2.3,62.8
29,Bam Adebayo,MIA,73,35.2,38,35,1.2,0.8,6.8,2.7,4.2,64.7
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,75,28.2,32,43,0.6,0.2,2.9,1.8,2.7,68.3
32,Bismack Biyombo,PHX,59,14.4,32,27,0.3,1.4,2.8,1.7,3.6,47.2
33,Blake Griffin,BOS,38,14.0,24,14,0.3,0.2,2.7,1.3,1.9,66.7
34,Blake Wesley,SAS,33,17.5,7,26,0.7,0.1,1.7,0.7,1.0,71.9
35,Boban Marjanovic,HOU,29,5.2,5,24,0.1,0.0,1.2,0.4,0.6,72.2
36,Bobby Portis,MIL,68,25.9,46,22,0.4,0.2,7.4,2.3,3.4,67.7
37,Bogdan Bogdanovic,ATL,53,28.1,27,26,0.8,0.3,2.6,1.9,2.6,73.9
38,Bojan Bogdanovic,DET,58,32.0,15,43,0.6,0.1,3.2,1.9,2.6,76.4
39,Bol Bol,ORL,67,21.4,26,41,0.4,1.2,4.8,1.9,2.8,67.0
40,Bones Hyland,LAC,53,19.3,33,20,0.7,0.3,1.9,1.5,1.9,81.2
41,Bradley Beal,WAS,50,33.5,24,26,0.9,0.7,3.1,1.4,2.0,69.3
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,56,19.5,32,24,0.6,0.7,3.9,1.8,3.1,57.0
44,Brandon Ingram,NOP,42,33.6,21,21,0.6,0.4,4.8,1.5,2.3,65.3
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,77,30.3,56,21,0.5,2.5,4.7,4.0,7.9,50.1
47,Bruce Brown,DEN,78,28.3,52,26,1.1,0.7,3.3,1.9,2.8,67.6
48,Bruno Fernando,ATL,37,10.3,12,25,0.2,0.9,2.1,1.3,2.3,57.1
49,Bryce McGowens,CHA,44,16.4,15,29,0.3,0.1,1.5,0.8,1.2,70.6
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,8,9.2,1,7,0.3,0.0,0.4,1.1,1.1,100.0
52,Buddy Hield,IND,77,31.4,34,43,1.2,0.3,4.2,2.6,3.7,70.7
53,CJ McCollum,NOP,72,35.1,36,36,0.9,0.5,3.5,2.3,2.8,80.4
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,48,15.0,20,28,0.2,0.1,1.3,0.9,1.3,68.3
56,Caleb Martin,MIA,68,29.6,36,32,1.0,0.5,3.6,2.4,3.6,67.9
57,Cam Reddish,POR,40,24.7,14,26,1.0,0.4,1.8,1.7,2.5,66.0
58,Cam Thomas,BKN,56,16.2,30,26,0.3,0.1,1.5,1.0,1.4,71.1
59,Cameron Johnson,BKN,40,28.5,23,17,1.1,0.4,3.6,1.8,2.5,69.3
60,Cameron Payne,PHX,46,20.6,26,20,0.7,0.2,2.0,0.8,1.1,76.5
61,Caris LeVert,CLE,74,30.2,45,29,1.0,0.3,3.1,1.6,2.2,69.7
62,Carlik Jones,CHI,3,9.0,1,2,0.0,0.0,0.7,0.0,0.0,0.0
63,Cedi Osman,CLE,75,20.1,47,28,0.5,0.1,1.9,0.8,1.1,70.7
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,64,10.3,41,23,0.3,0.3,2.2,1.3,2.3,57.4
67,Chris Boucher,TOR,73,20.2,38,35,0.6,0.8,3.5,1.4,2.2,62.8
68,Chris Duarte,IND,46,19.5,19,27,0.5,0.2,2.1,1.7,2.2,76.0
69,Chris Paul,PHX,58,31.9,32,26,1.6,0.4,3.8,1.6,2.1,76.4
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,73,15.1,48,25,0.5,0.2,1.7,0.8,1.2,66.7
72,Christian Koloko,TOR,55,13.9,28,27,0.3,1.0,1.5,1.7,3.1,54.9
73,Christian Wood,DAL,66,26.0,32,34,0.4,1.0,6.1,3.0,5.0,60.6
74,Chuma Okeke,ORL,24,17.8,8,16,0.5,0.4,2.5,1.8,2.5,72.1
75,Clint Capela,ATL,63,26.7,34,29,0.7,1.2,7.2,3.7,6.1,60.6
76,Coby White,CHI,70,23.3,34,36,0.8,0.1,2.6,1.4,1.9,71.1
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,13,14.1,5,8,0.2,0.3,2.5,1.7,2.8,61.1
79,Cole Anthony,ORL,59,25.8,28,31,0.6,0.5,4.0,1.2,1.7,72.4
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,48,23.9,24,24,0.6,0.1,1.4,0.9,1.3,64.1
82,Corey Kispert,WAS,71,28.4,30,41,0.4,0.1,2.4,1.7,2.8,62.4
83,Cory Joseph,DET,59,19.1,11,48,0.5,0.2,1.3,1.1,1.4,75.6
84,D'Angelo Russell,LAL,68,32.3,37,31,1.0,0.4,2.5,1.9,2.5,76.8
85,Daishen Nix,HOU,56,16.0,14,42,0.5,0.1,1.4,0.9,1.2,74.6
86,Dalano Banton,TOR,29,8.8,16,13,0.4,0.4,1.0,0.8,1.1,68.8
87,Dalen Terry,CHI,34,5.3,16,18,0.2,0.1,0.6,0.3,0.5,61.1
88,Damian Jones,UTA,38,11.0,11,27,0.2,0.5,1.9,0.9,1.8,50.7
89,Damian Lillard,POR,58,36.3,27,31,0.9,0.3,4.0,2.4,3.2,77.6
90,Damion Lee,PHX,72,20.2,40,32,0.4,0.1,2.5,1.7,2.1,81.1
91,Daniel Gafford,WAS,76,20.5,31,45,0.4,1.3,3.4,2.9,5.3,53.8
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,9,9.8,5,4,0.3,0.1,0.6,0.6,0.8,71.4
94,Danuel House Jr.,PHI,53,13.7,36,17,0.2,0.2,1.4,0.7,1.1,63.3
95,Dario Saric,OKC,56,14.0,25,31,0.3,0.1,2.6,1.3,1.8,68.9
96,Darius Bazley,PHX,41,14.2,19,22,0.5,0.8,2.4,1.5,2.6,60.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,69,35.5,40,29,1.2,0.1,2.3,1.0,1.3,73.1
99,David Duke Jr.,BKN,20,9.0,8,12,0.4,0.1,0.7,0.5,0.9,58.8
100,David Roddy,MEM,67,17.3,43,24,0.4,0.3,2.0,1.4,1.9,76.4
101,Davion Mitchell,SAC,78,18.0,47,31,0.5,0.2,1.1,0.8,1.2,68.8
102,Davis Bertans,DAL,43,10.4,20,23,0.2,0.1,0.8,0.8,1.3,58.9
103,Davon Reed,LAL,42,8.1,28,14,0.4,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,45,11.2,20,25,0.3,0.6,2.0,1.4,2.0,68.9
105,De'Aaron Fox,SAC,71,33.6,44,27,1.2,0.3,3.7,1.8,2.3,76.5
106,De'Andre Hunter,ATL,65,32.0,35,30,0.5,0.3,3.6,2.0,2.9,69.4
107,De'Anthony Melton,PHI,76,28.0,50,26,1.7,0.5,3.1,1.6,2.4,67.9
108,DeAndre Jordan,DEN,37,14.3,22,15,0.3,0.6,3.7,1.7,2.6,66.7
109,DeMar DeRozan,CHI,71,36.4,35,36,1.1,0.5,4.2,2.1,2.9,72.9
110,Dean Wade,CLE,42,20.1,29,13,0.6,0.5,2.9,2.0,3.0,66.9
111,Deandre Ayton,PHX,66,30.4,35,31,0.6,0.8,7.5,2.9,4.7,61.6
112,Dejounte Murray,ATL,72,36.4,37,35,1.5,0.3,4.6,2.8,3.7,76.9
113,Delon Wright,WAS,49,24.5,25,24,1.9,0.3,2.3,1.8,2.3,76.5
114,Deni Avdija,WAS,76,26.6,33,43,0.9,0.4,5.4,2.8,3.9,70.6
115,Dennis Schroder,LAL,66,29.9,37,29,0.8,0.2,2.2,1.2,1.6,78.1
116,Dennis Smith Jr.,CHA,54,25.7,19,35,1.4,0.5,2.6,1.4,2.2,64.7
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,60,13.8,26,34,0.4,0.5,1.4,1.3,1.8,70.8
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,79,28.4,54,25,0.6,0.9,2.9,2.1,3.3,64.5
122,Desmond Bane,MEM,56,31.6,37,19,1.0,0.4,4.3,1.5,2.1,69.5
123,Devin Booker,PHX,52,34.6,33,19,1.0,0.3,3.7,1.7,2.4,70.2
124,Devin Vassell,SAS,38,31.0,12,26,1.1,0.4,3.7,1.8,2.6,69.1
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,73,18.3,31,42,0.6,0.2,1.4,0.9,1.1,79.5
127,Dewayne Dedmon,PHI,36,10.9,21,15,0.2,0.5,2.5,1.3,2.1,58.4
128,Dillon Brooks,MEM,71,30.2,45,26,0.9,0.2,2.7,1.2,1.7,71.1
129,Domantas Sabonis,SAC,77,34.8,47,30,0.8,0.5,9.2,5.4,8.3,65.1
130,Dominick Barlow,SAS,25,13.2,3,22,0.3,0.7,1.6,1.4,2.8,50.7
131,Donovan Mitchell,CLE,68,35.8,44,24,1.5,0.4,3.3,1.6,2.0,78.8
132,Donovan Williams,ATL,1,1.7,1,0,0.0,0.0,1.0,0.0,0.0,0.0
133,Donte DiVincenzo,GSW,69,26.4,39,30,1.3,0.1,3.3,1.5,2.3,66.2
134,Dorian Finney-Smith,BKN,65,30.6,30,35,0.8,0.5,3.1,2.6,4.2,63.2
135,Doug McDermott,SAS,63,20.5,19,44,0.2,0.1,1.8,1.2,1.5,78.7
136,Draymond Green,GSW,70,31.7,38,32,1.0,0.8,6.3,2.5,5.0,50.7
137,Drew Eubanks,POR,77,20.2,31,46,0.5,1.3,3.6,3.1,5.4,58.5
138,Dru Smith,BKN,12,10.9,5,7,0.8,0.3,1.4,0.5,1.0,50.0
139,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
140,Duncan Robinson,MIA,39,16.0,17,22,0.3,0.0,1.4,1.1,1.4,79.2
141,Dwight Powell,DAL,74,19.4,36,38,0.6,0.4,2.2,2.6,4.1,65.1
142,Dylan Windler,CLE,3,3.5,3,0,0.3,0.0,0.0,0.3,0.3,100.0
143,Dyson Daniels,NOP,57,18.0,31,26,0.7,0.2,2.6,1.5,2.2,66.4
144,Edmond Sumner,BKN,51,14.0,31,20,0.6,0.2,1.3,0.8,1.1,70.9
145,Eric Gordon,LAC,66,28.8,22,44,0.6,0.4,1.7,0.8,0.9,85.5
146,Eugene Omoruyi,DET,39,16.2,10,29,0.7,0.1,1.7,0.7,1.3,51.0
147,Evan Fournier,NYK,24,17.5,14,10,0.6,0.1,1.8,0.7,0.8,85.0
148,Evan Mobley,CLE,78,34.7,48,30,0.8,1.5,6.7,4.3,7.1,59.7
149,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
