,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,32,9.4,3.0,1.0,2.2,46.4,1.0,2.2,46.4,69.6
2,AJ Griffin,ATL,67,19.3,3.1,1.1,2.9,37.0,1.0,2.7,35.5,53.9
3,Aaron Gordon,DEN,63,30.0,1.6,0.6,1.8,32.1,0.5,1.5,32.0,46.0
4,Aaron Holiday,ATL,58,13.5,1.3,0.4,1.1,42.6,0.4,1.1,42.6,63.9
5,Aaron Nesmith,IND,67,24.8,3.7,1.3,3.8,33.1,1.2,3.7,32.9,49.2
6,Aaron Wiggins,OKC,64,18.0,1.7,0.6,1.6,37.0,0.6,1.5,37.4,55.5
7,Admiral Schofield,ORL,33,11.7,2.0,0.7,1.8,37.9,0.7,1.8,37.9,56.9
8,Al Horford,BOS,60,30.6,6.7,2.3,5.1,43.8,2.2,4.9,44.6,65.1
9,Alec Burks,DET,51,22.0,3.2,1.1,2.5,43.7,1.0,2.4,43.4,64.7
10,Aleksej Pokusevski,OKC,32,21.5,3.7,1.3,3.3,38.5,1.2,3.0,38.1,56.3
11,Alex Caruso,CHI,61,23.9,2.4,0.8,2.1,38.0,0.8,2.0,37.4,55.8
12,Alex Len,SAC,19,3.4,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,69,28.6,0.9,0.3,0.9,37.7,0.2,0.6,35.0,49.2
16,Amir Coffey,LAC,48,12.7,0.6,0.2,0.7,32.4,0.2,0.6,29.0,45.6
17,Andre Drummond,CHI,62,12.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,8,14.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
19,Andrew Nembhard,IND,69,27.3,2.9,1.0,2.8,35.8,0.9,2.7,35.0,52.6
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,62,35.0,5.7,1.9,4.9,39.3,1.9,4.9,39.2,58.7
22,Anthony Davis,LAL,49,33.8,1.9,0.8,2.4,31.9,0.4,1.3,29.0,39.5
23,Anthony Edwards,MIN,73,36.0,3.2,1.1,2.6,41.9,1.0,2.5,41.8,61.8
24,Anthony Gill,WAS,53,9.9,0.2,0.1,0.4,21.1,0.1,0.3,16.7,28.9
25,Anthony Lamb,GSW,57,19.8,3.5,1.2,3.1,38.0,1.1,3.1,37.4,56.1
26,Austin Reaves,LAL,57,28.3,2.8,1.0,2.5,38.5,0.9,2.4,37.4,56.6
27,Austin Rivers,MIN,52,19.5,2.1,0.7,2.0,36.3,0.7,2.0,36.3,54.4
28,Ayo Dosunmu,CHI,73,26.6,2.3,0.8,2.3,32.9,0.7,2.3,32.3,48.8
29,Bam Adebayo,MIA,71,35.2,1.8,0.9,2.0,44.3,0.0,0.1,12.5,44.6
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,72,27.9,2.2,0.8,2.5,30.9,0.7,2.3,30.7,45.2
32,Bismack Biyombo,PHX,55,14.2,0.1,0.1,0.2,40.0,-,-,-,40.0
33,Blake Griffin,BOS,35,14.1,1.6,0.5,1.5,37.3,0.5,1.4,38.0,55.9
34,Blake Wesley,SAS,30,16.8,1.5,0.5,1.3,39.5,0.5,1.2,37.8,57.9
35,Boban Marjanovic,HOU,27,5.2,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,64,26.0,4.4,1.6,4.0,39.8,1.2,3.4,35.0,54.7
37,Bogdan Bogdanovic,ATL,50,28.2,6.3,2.2,5.2,42.0,1.9,4.7,39.4,59.7
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,67,21.4,0.9,0.3,1.0,30.4,0.3,0.9,28.6,43.5
40,Bones Hyland,LAC,50,19.3,3.1,1.0,2.7,37.8,1.0,2.6,38.6,56.7
41,Bradley Beal,WAS,50,33.5,3.1,1.1,2.7,41.8,0.9,2.2,40.0,58.2
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,39,33.3,4.2,1.5,3.5,42.8,1.2,2.8,42.7,59.8
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,73,30.5,5.6,2.0,5.0,39.3,1.7,4.3,38.2,55.9
47,Bruce Brown,DEN,74,28.2,3.3,1.1,2.9,37.8,1.1,2.9,38.4,56.5
48,Bruno Fernando,ATL,35,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,41,15.4,1.3,0.4,1.3,32.7,0.4,1.3,34.0,49.1
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,7,9.8,1.7,0.6,3.1,18.2,0.6,3.0,19.0,27.3
52,Buddy Hield,IND,75,31.6,7.5,2.5,6.1,41.1,2.5,6.0,41.3,61.6
53,CJ McCollum,NOP,69,35.0,5.2,1.8,4.5,38.7,1.7,4.2,40.0,57.2
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,46,15.3,2.4,0.8,2.5,33.0,0.8,2.3,33.3,48.7
56,Caleb Martin,MIA,65,29.6,3.1,1.1,3.1,35.1,0.9,2.8,34.1,50.2
57,Cam Reddish,POR,40,24.7,2.7,0.9,2.9,31.9,0.9,2.8,31.0,47.0
58,Cam Thomas,BKN,53,16.8,1.1,0.4,0.9,42.9,0.3,0.8,38.1,59.2
59,Cameron Johnson,BKN,36,27.8,6.8,2.3,5.7,40.3,2.2,5.5,40.2,59.7
60,Cameron Payne,PHX,43,21.1,2.5,0.8,2.4,35.0,0.8,2.4,35.0,52.4
61,Caris LeVert,CLE,71,30.0,3.2,1.1,2.8,38.3,1.0,2.7,37.9,57.1
62,Carlik Jones,CHI,2,11.4,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
63,Cedi Osman,CLE,72,20.5,3.7,1.2,3.4,36.5,1.2,3.3,36.1,54.3
64,Charles Bassey,SAS,35,14.5,0.4,0.2,0.5,36.8,0.0,0.1,20.0,39.5
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,61,10.6,0.5,0.2,0.6,30.8,0.1,0.6,26.5,42.3
67,Chris Boucher,TOR,70,20.2,2.5,0.9,2.5,33.7,0.8,2.4,32.9,49.2
68,Chris Duarte,IND,46,19.5,2.2,0.8,2.2,34.3,0.7,2.1,33.7,50.5
69,Chris Paul,PHX,54,31.8,2.3,0.8,1.5,51.9,0.7,1.4,50.0,75.3
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,69,14.6,1.2,0.4,1.0,38.0,0.4,1.0,39.4,56.3
72,Christian Koloko,TOR,52,14.0,0.2,0.1,0.4,19.0,0.0,0.2,11.1,21.4
73,Christian Wood,DAL,63,26.3,4.3,1.4,3.5,40.8,1.4,3.3,41.1,60.1
74,Chuma Okeke,ORL,23,18.1,2.3,0.8,2.5,31.0,0.8,2.5,31.0,46.6
75,Clint Capela,ATL,60,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,67,23.0,4.4,1.5,3.9,38.6,1.5,3.8,38.1,57.5
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,11,12.9,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
79,Cole Anthony,ORL,56,25.7,2.7,0.9,2.5,36.6,0.8,2.4,34.3,52.8
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
