,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,13,5,8,4.8,2.7,3.3,0.1,0.1,0.3,0.2,0.2,2.9,5.7,
1,AJ Green,MIL,33,26,7,9.7,7.8,8.7,0.6,0.1,1.3,1.6,0.7,7.8,9.3,
2,AJ Griffin,ATL,70,33,37,19.3,12.4,14.4,1.0,0.1,1.7,2.6,1.2,8.1,9.5,
3,Aaron Gordon,DEN,67,45,22,30.2,26.5,28.2,3.0,0.4,4.7,7.6,3.6,11.3,13.6,
4,Aaron Holiday,ATL,60,31,29,13.1,15.0,15.8,1.3,0.1,2.9,3.5,1.6,8.8,10.9,
5,Aaron Nesmith,IND,70,29,41,25.0,25.0,20.6,1.4,0.2,2.1,3.6,1.6,5.5,6.5,
6,Aaron Wiggins,OKC,68,35,33,18.5,14.0,13.5,1.1,0.2,2.0,3.0,1.4,8.1,10.1,
7,Admiral Schofield,ORL,34,14,20,11.5,13.8,9.0,0.8,0.0,1.3,2.1,0.8,5.5,6.0,
8,Al Horford,BOS,62,43,19,30.5,36.9,27.7,3.0,0.4,4.7,8.1,3.6,8.1,9.8,
9,Alec Burks,DET,50,12,38,22.0,21.6,24.7,2.2,0.2,3.6,5.3,2.5,10.3,11.5,
10,Aleksej Pokusevski,OKC,34,16,18,20.6,31.9,24.8,1.9,0.1,3.4,4.6,2.1,5.9,6.6,
11,Alex Caruso,CHI,64,30,34,23.7,35.9,27.4,2.9,0.4,4.5,7.6,3.7,8.1,10.2,
12,Alex Len,SAC,23,15,8,5.2,6.3,3.9,0.4,0.0,0.5,1.0,0.4,6.2,6.8,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,73,16,57,29.0,39.7,37.2,3.9,0.3,6.7,9.9,4.7,9.7,11.8,
16,Amir Coffey,LAC,49,25,24,12.7,9.5,10.7,1.1,0.2,2.0,2.8,1.4,11.4,14.6,
17,Andre Drummond,CHI,65,31,34,12.7,11.3,8.8,0.5,0.1,0.8,1.2,0.6,4.5,5.2,
18,Andre Iguodala,GSW,7,2,5,13.5,21.4,14.7,2.6,0.6,3.4,6.6,3.1,12.0,14.7,
