,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
0,A.J. Lawson,DAL,13,5,8,4.8,0.8,0.4,50.0,1.3,58.8,0.2,71.4,5.6
1,AJ Green,MIL,30,24,6,9.7,1.2,0.4,37.1,2.4,47.9,0.2,52.2,8.4
2,AJ Griffin,ATL,60,28,32,19.7,2.0,0.6,27.0,3.7,55.5,0.2,58.9,8.6
3,Aaron Gordon,DEN,56,39,17,30.0,6.8,3.1,45.1,10.8,63.0,0.5,66.1,5.8
4,Aaron Holiday,ATL,53,28,25,13.8,1.2,0.3,21.2,2.6,48.2,0.2,52.0,10.0
5,Aaron Nesmith,IND,59,26,33,24.5,3.7,1.2,30.8,8.0,47.0,0.7,51.6,6.8
6,Aaron Wiggins,OKC,56,30,26,18.9,3.1,1.3,41.4,5.9,52.4,0.5,57.4,7.4
7,Admiral Schofield,ORL,31,12,19,11.9,1.7,0.7,40.4,4.3,39.4,0.3,42.3,6.5
8,Al Horford,BOS,53,37,16,31.0,6.3,2.1,33.6,10.3,60.8,0.9,66.3,6.4
9,Alec Burks,DET,50,12,38,22.0,3.1,0.8,24.5,5.1,60.5,0.2,63.3,7.7
10,Aleksej Pokusevski,OKC,31,15,16,21.9,5.1,2.3,45.9,9.8,51.5,1.1,57.9,5.0
11,Alex Caruso,CHI,56,24,32,24.2,3.1,0.6,19.5,5.7,54.7,0.4,59.4,9.4
12,Alex Len,SAC,16,10,6,3.0,0.9,0.4,40.0,1.7,55.6,0.0,55.6,6.4
13,Alize Johnson,SAS,4,1,3,7.4,2.5,0.8,30.0,4.5,55.6,0.3,58.8,3.8
14,Alondes Williams,BKN,1,1,0,5.3,1.0,0.0,0.0,1.0,100.0,0.0,100.0,7.0
15,Alperen Sengun,HOU,62,12,50,28.3,8.7,4.1,46.7,15.6,55.9,1.2,60.5,5.1
16,Amir Coffey,LAC,44,22,22,13.5,1.2,0.3,21.2,2.4,49.1,0.2,52.5,10.5
17,Andre Drummond,CHI,54,24,30,12.9,6.7,3.7,55.3,9.8,68.3,0.4,71.6,4.2
18,Andre Iguodala,GSW,6,1,5,13.1,1.8,0.5,27.3,3.7,50.0,0.7,61.1,8.2
19,Andrew Nembhard,IND,61,28,33,26.8,2.7,0.5,18.4,4.9,54.9,0.4,59.9,10.1
20,Andrew Wiggins,GSW,36,18,18,32.3,5.0,1.6,32.6,9.8,51.4,0.8,55.9,7.1
21,Anfernee Simons,POR,59,27,32,35.0,2.6,0.6,21.2,4.8,54.7,0.4,60.2,9.4
22,Anthony Davis,LAL,43,21,22,33.5,12.5,7.1,57.0,20.2,61.8,1.5,66.6,4.4
23,Anthony Edwards,MIN,68,34,34,36.4,5.9,1.3,21.3,10.2,57.7,0.8,62.3,6.9
24,Anthony Gill,WAS,45,17,28,10.1,1.5,0.6,43.3,3.0,50.0,0.2,54.5,5.9
25,Anthony Lamb,GSW,49,27,22,20.0,3.4,1.2,36.7,7.3,46.6,0.7,51.9,6.5
26,Austin Reaves,LAL,50,25,25,27.6,2.8,0.4,14.9,5.6,50.2,0.7,56.9,8.9
27,Austin Rivers,MIN,50,24,26,20.1,1.6,0.2,13.4,3.1,53.6,0.2,57.7,9.6
28,Ayo Dosunmu,CHI,64,30,34,27.2,3.0,0.6,20.4,5.5,53.8,0.6,60.1,10.7
29,Bam Adebayo,MIA,64,33,31,35.1,9.4,4.0,42.2,16.0,59.0,1.0,63.1,5.7
30,Ben Simmons,BKN,42,24,18,26.3,6.3,1.9,30.0,9.9,63.1,0.7,67.8,6.3
31,Bennedict Mathurin,IND,67,30,37,27.8,4.0,1.2,29.0,7.9,50.9,0.6,54.8,8.3
32,Bismack Biyombo,PHX,48,26,22,13.6,3.9,1.7,42.9,7.6,51.8,0.6,55.9,5.0
33,Blake Griffin,BOS,30,19,11,14.4,3.5,1.6,46.7,6.3,55.9,0.5,61.0,5.1
34,Blake Wesley,SAS,21,4,17,16.2,2.0,0.3,17.1,3.8,51.3,0.1,53.2,7.2
35,Boban Marjanovic,HOU,24,3,21,4.8,1.7,0.8,43.9,3.1,55.4,0.3,60.3,3.8
