,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,5,8,4.8,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
1,AJ Green,MIL,30,24,6,9.7,1.1,0.4,1.1,38.2,0.2,0.7,33.3,48.5
2,AJ Griffin,ATL,59,28,31,19.9,2.9,1.3,2.5,51.0,0.4,0.8,47.8,58.4
3,Aaron Gordon,DEN,54,39,15,30.0,1.7,0.6,1.7,38.9,0.4,1.0,42.3,51.1
4,Aaron Holiday,ATL,52,28,24,14.0,0.9,0.4,1.0,39.6,0.1,0.3,37.5,45.3
5,Aaron Nesmith,IND,57,24,33,24.4,0.9,0.4,1.0,36.2,0.2,0.5,37.9,45.7
6,Aaron Wiggins,OKC,54,28,26,19.1,0.2,0.1,0.3,33.3,0.1,0.1,50.0,43.3
7,Admiral Schofield,ORL,31,12,19,11.9,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
8,Al Horford,BOS,52,36,16,31.0,0.4,0.2,0.3,50.0,0.1,0.1,75.0,59.4
9,Alec Burks,DET,51,12,39,22.0,4.8,2.0,4.6,42.6,0.9,2.2,39.6,51.9
10,Aleksej Pokusevski,OKC,31,15,16,21.9,0.4,0.2,0.6,27.8,0.0,0.2,20.0,30.6
11,Alex Caruso,CHI,56,24,32,24.0,0.2,0.1,0.4,16.0,0.0,0.2,18.2,20.0
12,Alex Len,SAC,16,10,6,3.0,0.1,0.1,0.1,100,0.0,0.0,-,100
13,Alize Johnson,SAS,4,1,3,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,60,12,48,28.3,0.4,0.2,0.5,40.0,0.0,0.1,0.0,40.0
16,Amir Coffey,LAC,43,21,22,13.7,0.5,0.2,0.8,28.6,0.0,0.1,16.7,30.0
17,Andre Drummond,CHI,53,23,30,12.9,0.0,0.0,0.0,100,0.0,0.0,-,100
18,Andre Iguodala,GSW,5,1,4,13.7,0.0,0.0,0.0,-,0.0,0.0,-,-
19,Andrew Nembhard,IND,59,26,33,26.7,1.9,0.8,2.5,34.0,0.3,0.8,31.9,39.1
