,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,13,4.8,1.6,0.5,1.2,46.7,0.5,1.2,46.7,70.0
1,AJ Green,MIL,33,9.7,3.2,1.1,2.3,46.7,1.1,2.3,46.7,70.0
2,AJ Griffin,ATL,67,19.3,3.1,1.1,2.9,37.0,1.0,2.7,35.5,53.9
3,Aaron Gordon,DEN,64,30.0,1.6,0.6,1.8,32.1,0.5,1.5,32.0,46.0
4,Aaron Holiday,ATL,58,13.5,1.3,0.4,1.1,42.6,0.4,1.1,42.6,63.9
5,Aaron Nesmith,IND,68,24.9,3.9,1.3,3.8,34.4,1.3,3.7,34.3,51.2
6,Aaron Wiggins,OKC,65,18.2,1.8,0.6,1.6,38.2,0.6,1.6,38.6,57.4
7,Admiral Schofield,ORL,33,11.7,2.0,0.7,1.8,37.9,0.7,1.8,37.9,56.9
8,Al Horford,BOS,61,30.5,6.8,2.3,5.2,44.1,2.2,4.9,45.0,65.6
9,Alec Burks,DET,51,22.0,3.2,1.1,2.5,43.7,1.0,2.4,43.4,64.7
10,Aleksej Pokusevski,OKC,33,20.9,3.5,1.2,3.2,38.5,1.1,2.9,38.1,56.3
11,Alex Caruso,CHI,62,23.8,2.4,0.8,2.1,37.9,0.8,2.0,37.3,55.7
12,Alex Len,SAC,20,4.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,70,28.6,0.9,0.3,0.9,37.1,0.2,0.6,35.0,48.4
16,Amir Coffey,LAC,48,12.7,0.6,0.2,0.7,32.4,0.2,0.6,29.0,45.6
17,Andre Drummond,CHI,62,12.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,8,14.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
19,Andrew Nembhard,IND,70,27.3,2.9,1.0,2.7,35.9,0.9,2.6,35.1,52.9
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,62,35.0,5.7,1.9,4.9,39.3,1.9,4.9,39.2,58.7
22,Anthony Davis,LAL,50,33.9,2.0,0.8,2.4,33.1,0.4,1.3,30.2,40.9
23,Anthony Edwards,MIN,74,36.1,3.3,1.1,2.6,41.8,1.1,2.5,41.7,61.7
24,Anthony Gill,WAS,53,9.9,0.2,0.1,0.4,21.1,0.1,0.3,16.7,28.9
25,Anthony Lamb,GSW,57,19.8,3.5,1.2,3.1,38.0,1.1,3.1,37.4,56.1
26,Austin Reaves,LAL,58,28.3,2.8,1.0,2.5,38.6,0.9,2.4,37.6,56.9
27,Austin Rivers,MIN,52,19.5,2.1,0.7,2.0,36.3,0.7,2.0,36.3,54.4
28,Ayo Dosunmu,CHI,74,26.5,2.3,0.8,2.4,32.8,0.7,2.3,32.4,48.6
29,Bam Adebayo,MIA,72,35.2,1.7,0.9,1.9,44.3,0.0,0.1,12.5,44.6
30,Ben Simmons,BKN,42,26.3,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,73,28.0,2.2,0.8,2.5,30.7,0.7,2.3,30.5,45.0
32,Bismack Biyombo,PHX,56,14.3,0.1,0.1,0.2,40.0,-,-,-,40.0
33,Blake Griffin,BOS,36,13.9,1.6,0.5,1.4,37.3,0.5,1.4,38.0,55.9
34,Blake Wesley,SAS,31,16.9,1.4,0.5,1.3,38.5,0.5,1.2,36.8,56.4
35,Boban Marjanovic,HOU,27,5.2,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
36,Bobby Portis,MIL,66,25.8,4.4,1.6,4.0,40.0,1.2,3.4,35.3,54.9
37,Bogdan Bogdanovic,ATL,50,28.2,6.3,2.2,5.2,42.0,1.9,4.7,39.4,59.7
38,Bojan Bogdanovic,DET,59,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.5,69.0
39,Bol Bol,ORL,67,21.4,0.9,0.3,1.0,30.4,0.3,0.9,28.6,43.5
40,Bones Hyland,LAC,51,19.3,3.1,1.0,2.7,37.7,1.0,2.6,38.5,56.5
41,Bradley Beal,WAS,50,33.5,3.1,1.1,2.7,41.8,0.9,2.2,40.0,58.2
42,Brandon Boston Jr.,LAC,21,11.7,0.7,0.2,0.8,31.3,0.2,0.7,35.7,46.9
43,Brandon Clarke,MEM,56,19.5,0.9,0.4,0.9,49.0,0.0,0.1,16.7,50.0
44,Brandon Ingram,NOP,40,33.3,4.1,1.5,3.5,42.8,1.2,2.8,42.7,59.8
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,75,30.3,5.4,1.9,4.9,39.0,1.6,4.3,37.8,55.4
47,Bruce Brown,DEN,75,28.1,3.3,1.1,2.9,37.6,1.1,2.8,38.2,56.2
48,Bruno Fernando,ATL,35,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,41,15.4,1.3,0.4,1.3,32.7,0.4,1.3,34.0,49.1
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,7,9.8,1.7,0.6,3.1,18.2,0.6,3.0,19.0,27.3
52,Buddy Hield,IND,75,31.6,7.5,2.5,6.1,41.1,2.5,6.0,41.3,61.6
53,CJ McCollum,NOP,70,35.1,5.4,1.8,4.6,39.6,1.7,4.3,40.9,58.6
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,46,15.3,2.4,0.8,2.5,33.0,0.8,2.3,33.3,48.7
56,Caleb Martin,MIA,66,29.5,3.2,1.1,3.1,35.4,0.9,2.8,34.1,50.5
57,Cam Reddish,POR,40,24.7,2.7,0.9,2.9,31.9,0.9,2.8,31.0,47.0
58,Cam Thomas,BKN,53,16.8,1.1,0.4,0.9,42.9,0.3,0.8,38.1,59.2
59,Cameron Johnson,BKN,37,28.0,7.1,2.4,5.8,41.1,2.3,5.6,41.1,61.0
60,Cameron Payne,PHX,44,21.0,2.5,0.8,2.4,34.6,0.8,2.4,34.6,51.9
61,Caris LeVert,CLE,71,30.0,3.2,1.1,2.8,38.3,1.0,2.7,37.9,57.1
62,Carlik Jones,CHI,3,8.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
63,Cedi Osman,CLE,72,20.5,3.7,1.2,3.4,36.5,1.2,3.3,36.1,54.3
64,Charles Bassey,SAS,35,14.5,0.4,0.2,0.5,36.8,0.0,0.1,20.0,39.5
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,62,10.6,0.5,0.2,0.6,30.8,0.1,0.5,26.5,42.3
67,Chris Boucher,TOR,70,20.2,2.5,0.9,2.5,33.7,0.8,2.4,32.9,49.2
68,Chris Duarte,IND,46,19.5,2.2,0.8,2.2,34.3,0.7,2.1,33.7,50.5
69,Chris Paul,PHX,55,31.9,2.2,0.8,1.5,51.2,0.7,1.4,49.4,74.4
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,70,14.7,1.1,0.4,1.0,37.5,0.4,1.0,38.8,55.6
72,Christian Koloko,TOR,52,14.0,0.2,0.1,0.4,19.0,0.0,0.2,11.1,21.4
73,Christian Wood,DAL,64,26.1,4.2,1.4,3.5,41.1,1.4,3.3,41.4,60.5
74,Chuma Okeke,ORL,23,18.1,2.3,0.8,2.5,31.0,0.8,2.5,31.0,46.6
75,Clint Capela,ATL,60,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,68,23.1,4.5,1.5,3.9,38.5,1.5,3.9,38.0,57.4
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cody Zeller,MIA,12,12.8,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
79,Cole Anthony,ORL,56,25.7,2.7,0.9,2.5,36.6,0.8,2.4,34.3,52.8
80,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
81,Collin Sexton,UTA,47,24.0,1.8,0.6,1.6,38.2,0.6,1.6,37.0,55.9
82,Corey Kispert,WAS,68,28.1,5.9,2.0,4.6,42.9,1.9,4.5,42.8,63.9
