,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,13,5,8,4.8,2.7,3.3,0.1,0.1,0.3,0.2,0.2,2.9,5.7,
1,AJ Green,MIL,29,23,6,9.8,8.1,9.3,0.7,0.1,1.4,1.8,0.8,8.1,9.8,
2,AJ Griffin,ATL,58,27,31,20.2,12.9,15.0,1.0,0.1,1.8,2.6,1.2,7.9,9.1,
3,Aaron Gordon,DEN,51,37,14,30.1,26.5,27.8,3.0,0.4,4.3,7.3,3.5,11.2,13.2,
4,Aaron Holiday,ATL,51,27,24,14.3,15.4,16.4,1.3,0.1,2.9,3.4,1.6,8.3,10.6,
5,Aaron Nesmith,IND,57,24,33,24.4,23.6,19.7,1.2,0.2,2.0,3.2,1.5,5.0,6.2,
6,Aaron Wiggins,OKC,50,25,25,18.8,15.2,14.3,1.4,0.2,2.4,3.7,1.7,9.1,11.2,
7,Admiral Schofield,ORL,29,11,18,12.3,15.0,9.6,0.8,0.0,1.4,2.2,0.9,5.3,5.7,
8,Al Horford,BOS,49,35,14,30.8,37.5,27.8,2.7,0.4,4.6,7.4,3.3,7.1,8.9,
9,Alec Burks,DET,49,12,37,22.0,21.5,24.7,2.2,0.2,3.6,5.2,2.4,10.2,11.3,
10,Aleksej Pokusevski,OKC,31,15,16,21.9,33.9,26.4,2.0,0.2,3.7,5.0,2.3,5.9,6.7,
11,Alex Caruso,CHI,52,22,30,24.2,38.3,29.7,3.2,0.4,5.1,8.4,4.1,8.4,10.6,
12,Alex Len,SAC,14,9,5,3.4,4.9,3.1,0.4,0.0,0.6,0.9,0.4,7.4,7.4,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,57,10,47,28.2,38.1,36.2,3.9,0.4,6.8,9.9,4.7,10.1,12.4,
16,Amir Coffey,LAC,42,21,21,13.8,10.3,11.4,1.2,0.1,2.2,3.0,1.5,11.6,14.4,
17,Andre Drummond,CHI,50,22,28,13.0,11.8,9.5,0.6,0.0,0.8,1.3,0.6,4.7,4.9,
18,Andre Iguodala,GSW,2,0,2,12.3,19.5,11.5,2.0,0.5,3.0,5.0,2.5,10.3,12.8,
19,Andrew Nembhard,IND,57,25,32,26.9,32.6,35.6,4.1,0.3,7.9,10.6,4.9,12.4,15.1,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,57,27,30,35.3,46.3,58.2,4.1,1.0,7.4,10.5,5.5,8.9,11.8,
22,Anthony Davis,LAL,38,18,20,33.3,44.0,37.1,2.4,0.2,4.2,5.9,2.7,5.6,6.2,
23,Anthony Edwards,MIN,64,32,32,36.4,46.0,54.6,4.5,0.8,8.0,11.7,5.6,9.8,12.1,
24,Anthony Gill,WAS,42,17,25,10.0,7.2,6.2,0.5,0.0,0.9,1.4,0.6,6.6,8.0,
25,Anthony Lamb,GSW,47,26,21,19.9,26.5,19.6,1.7,0.2,3.7,5.1,2.2,6.6,8.4,
26,Austin Reaves,LAL,45,22,23,27.6,25.8,24.3,2.4,0.2,4.8,5.9,2.8,9.2,10.9,
27,Austin Rivers,MIN,49,24,25,20.4,18.3,19.0,1.5,0.3,2.4,3.9,1.9,8.3,10.5,
28,Ayo Dosunmu,CHI,60,28,32,27.9,37.1,36.7,2.8,0.5,5.1,6.8,3.5,7.5,9.4,
29,Bam Adebayo,MIA,58,30,28,35.0,41.7,43.2,3.2,0.3,5.9,8.3,3.8,7.7,9.1,
30,Ben Simmons,BKN,42,24,18,26.3,52.2,42.3,6.1,0.6,9.5,15.5,7.0,11.7,13.4,
31,Bennedict Mathurin,IND,64,28,36,28.0,23.5,30.6,1.4,0.3,2.7,4.0,1.9,6.1,8.1,
32,Bismack Biyombo,PHX,46,25,21,14.0,18.6,13.0,0.9,0.1,1.5,2.2,1.0,5.0,5.5,
33,Blake Griffin,BOS,27,17,10,14.1,16.0,12.4,1.3,0.1,2.0,3.4,1.4,7.9,8.6,
34,Blake Wesley,SAS,18,4,14,14.9,21.5,22.6,1.6,0.7,3.7,4.5,2.6,7.5,11.9,
35,Boban Marjanovic,HOU,22,1,21,4.4,3.2,3.6,0.2,0.0,0.2,0.4,0.2,5.6,5.6,
36,Bobby Portis,MIL,51,34,17,26.1,37.1,24.4,1.7,0.2,3.1,4.6,2.1,4.7,5.6,
37,Bogdan Bogdanovic,ATL,37,18,19,29.3,27.4,30.0,3.0,0.2,5.1,7.3,3.5,10.9,12.7,
38,Bojan Bogdanovic,DET,58,15,43,32.0,26.0,34.4,2.6,0.4,5.6,6.9,3.3,9.9,12.5,
39,Bol Bol,ORL,58,23,35,22.7,13.9,13.5,0.8,0.1,1.6,2.1,1.0,6.0,7.1,
40,Bones Hyland,LAC,46,30,16,19.1,31.7,37.8,2.8,0.5,5.2,7.2,3.7,9.0,11.7,
41,Bradley Beal,WAS,40,22,18,33.1,42.3,55.7,5.4,0.7,11.2,14.6,6.9,12.7,16.4,
42,Brandon Boston Jr.,LAC,21,8,13,11.7,12.8,14.3,0.9,0.2,2.1,2.1,1.0,7.1,8.2,
43,Brandon Clarke,MEM,55,32,23,19.8,20.2,18.1,1.3,0.2,2.5,3.5,1.7,6.5,8.2,
44,Brandon Ingram,NOP,28,13,15,32.9,38.9,53.6,4.8,0.6,10.3,13.0,6.0,12.2,15.4,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,61,44,17,30.3,20.3,21.9,1.2,0.2,2.2,3.2,1.5,6.0,7.3,
47,Bruce Brown,DEN,62,44,18,28.6,39.9,39.0,3.5,0.6,5.4,8.6,4.2,8.8,10.5,
48,Bruno Fernando,ATL,33,10,23,11.2,15.8,10.8,0.9,0.1,1.6,2.5,1.1,6.0,6.9,
49,Bryce McGowens,CHA,28,9,19,14.4,10.3,10.0,1.0,0.1,1.5,2.2,1.1,9.4,11.1,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,Buddy Hield,IND,64,28,36,32.0,43.0,40.0,2.7,0.6,5.1,7.1,3.6,6.4,8.5,
53,CJ McCollum,NOP,56,27,29,35.0,50.4,64.9,5.9,0.7,10.8,15.4,7.5,11.7,14.9,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,35,12,23,15.8,9.1,7.1,0.5,0.1,0.9,1.5,0.6,5.9,6.6,
56,Caleb Martin,MIA,53,27,26,30.0,28.1,25.8,1.6,0.3,3.5,4.6,2.1,5.7,7.6,
57,Cam Reddish,POR,27,11,16,23.2,13.9,17.2,1.3,0.1,2.2,3.2,1.5,9.6,10.7,
58,Cam Thomas,BKN,45,25,20,17.4,19.0,24.7,1.6,0.3,2.7,3.9,1.9,8.4,10.0,
59,Cameron Johnson,BKN,24,14,10,26.3,22.9,23.9,1.5,0.3,2.8,4.1,2.1,6.4,9.1,
60,Cameron Payne,PHX,31,17,14,22.9,41.4,44.7,4.8,0.8,9.3,11.8,6.1,11.7,14.7,
61,Caris LeVert,CLE,59,34,25,30.0,34.0,35.4,4.0,0.4,6.9,10.0,4.8,11.7,14.3,
62,Carlik Jones,CHI,1,0,1,21.7,28.0,25.0,2.0,0.0,4.0,4.0,2.0,7.1,7.1,
63,Cedi Osman,CLE,61,37,24,20.8,20.5,21.8,1.5,0.4,2.5,3.9,2.0,7.5,9.9,
64,Charles Bassey,SAS,30,7,23,14.2,18.9,12.0,1.3,0.1,2.1,3.0,1.4,6.7,7.6,
65,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
66,Chimezie Metu,SAC,48,29,19,11.1,11.8,9.1,0.7,0.1,1.1,1.9,0.9,6.2,7.4,
67,Chris Boucher,TOR,58,29,29,20.5,15.2,11.7,0.4,0.0,0.9,1.1,0.5,2.9,3.5,
68,Chris Duarte,IND,40,16,24,19.1,18.7,20.0,1.4,0.1,2.4,3.5,1.6,7.6,8.5,
69,Chris Paul,PHX,42,22,20,32.2,58.1,62.4,9.0,1.1,17.0,22.9,11.1,15.5,19.1,
70,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Christian Braun,DEN,58,41,17,15.0,12.4,10.3,0.8,0.1,1.2,1.9,0.9,6.1,7.0,
72,Christian Koloko,TOR,46,21,25,14.4,11.5,8.8,0.5,0.1,0.7,1.2,0.6,4.2,5.1,
73,Christian Wood,DAL,52,28,24,27.0,31.4,29.4,1.7,0.3,3.2,4.5,2.2,5.4,6.9,
74,Chuma Okeke,ORL,20,5,15,20.4,18.3,13.1,1.3,0.2,2.2,3.4,1.6,7.1,8.5,
75,Clint Capela,ATL,46,25,21,26.8,26.3,14.9,0.9,0.2,1.5,2.2,1.1,3.3,4.3,
76,Coby White,CHI,54,25,29,22.5,25.1,26.5,2.2,0.4,3.9,5.5,2.8,8.7,11.0,
77,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
78,Cody Zeller,MIA,4,1,3,15.6,18.0,15.0,1.0,0.3,2.0,3.0,1.5,5.6,8.3,
79,Cole Anthony,ORL,43,20,23,24.9,39.4,39.8,4.1,0.3,7.2,10.7,4.9,10.3,12.5,
80,Cole Swider,LAL,6,1,5,6.7,7.5,5.3,0.7,0.0,1.0,1.7,0.7,8.9,8.9,
81,Collin Sexton,UTA,47,24,23,24.0,31.2,38.5,2.9,0.3,5.9,7.5,3.4,9.2,10.8,
82,Corey Kispert,WAS,54,26,28,26.9,21.5,19.6,1.2,0.1,2.3,3.1,1.5,5.6,7.1,
83,Cory Joseph,DET,44,10,34,16.2,27.5,30.2,3.2,0.2,5.2,8.6,3.8,11.7,13.6,
84,D'Angelo Russell,LAL,58,30,28,32.4,62.3,67.7,6.1,0.7,10.3,15.6,7.5,9.8,12.0,
85,Daishen Nix,HOU,45,11,34,16.2,30.1,29.1,2.6,0.3,4.9,6.3,3.0,8.5,10.1,
86,Dalano Banton,TOR,27,14,13,9.3,14.9,15.3,1.1,0.1,1.8,2.7,1.3,7.2,8.4,
87,Dalen Terry,CHI,24,12,12,5.2,5.5,5.0,0.6,0.0,0.9,1.4,0.5,11.3,9.8,
88,Damian Jones,UTA,24,7,17,8.2,7.0,4.7,0.2,0.1,0.5,0.7,0.4,3.0,5.4,
89,Damian Lillard,POR,49,24,25,36.3,56.4,74.7,7.1,1.0,12.7,18.6,8.9,12.6,15.8,
90,Damion Lee,PHX,63,34,29,21.7,21.4,20.5,1.5,0.2,3.0,3.9,1.9,7.0,8.7,
91,Daniel Gafford,WAS,60,28,32,19.3,20.4,13.5,1.0,0.1,1.3,2.4,1.1,4.7,5.2,
92,Daniel Theis,IND,7,1,6,15.5,16.3,17.6,1.3,0.1,1.6,3.4,1.4,7.9,8.8,
93,Danny Green,CLE,6,2,4,11.9,12.2,10.0,0.3,0.2,1.5,1.0,0.5,2.7,4.1,
94,Danuel House Jr.,PHI,39,25,14,14.5,12.1,10.9,0.7,0.2,1.3,1.8,0.9,5.5,7.2,
