,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,33,26,7,9.7,4.5,12.1,7.4,0.5,2.57,1.79,0.372,0.1,0.0,0.3,0.0,0.0,0.727
2,AJ Griffin,ATL,67,31,36,19.3,8.8,21.0,14.1,0.7,2.08,1.5,0.418,0.4,0.0,0.7,0.767,2.0,0.956
3,Aaron Gordon,DEN,63,44,19,30.0,16.4,41.6,23.3,2.0,2.93,2.1,0.393,1.7,2.0,6.7,0.527,0.772,1.19
4,Aaron Holiday,ATL,58,30,28,13.5,3.9,20.4,7.9,1.4,4.18,3.83,0.193,0.1,0.0,0.4,0.25,0.0,0.571
5,Aaron Nesmith,IND,68,28,40,24.9,10.0,35.4,20.3,1.0,1.67,0.8,0.282,0.4,0.0,1.0,0.759,0.0,0.817
6,Aaron Wiggins,OKC,65,35,30,18.2,6.5,20.6,13.0,0.7,1.94,1.3,0.314,0.5,0.0,2.1,0.412,1.0,0.858
7,Admiral Schofield,ORL,33,13,20,11.7,4.1,17.7,8.4,0.5,1.72,0.81,0.231,0.5,0.0,0.9,0.533,0.0,0.742
8,Al Horford,BOS,60,42,18,30.6,9.7,45.9,25.5,1.2,1.53,0.46,0.211,1.2,1.0,2.8,0.271,0.386,0.533
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,33,16,17,20.9,8.3,42.5,23.2,1.1,1.6,0.75,0.195,1.6,0.0,3.2,0.615,0.0,0.724
11,Alex Caruso,CHI,61,28,33,23.9,5.7,43.7,18.0,1.9,2.62,1.86,0.131,0.8,0.0,1.3,0.292,0.0,0.622
12,Alex Len,SAC,20,13,7,4.0,1.1,6.6,3.6,0.2,1.45,0.39,0.167,1.1,0.0,1.1,0.286,0.0,0.773
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,70,14,56,28.6,14.7,55.2,38.2,2.2,2.43,1.25,0.267,5.0,4.4,6.9,0.544,0.521,0.762
16,Amir Coffey,LAC,48,25,23,12.7,3.4,13.8,10.1,0.6,2.51,1.68,0.248,0.1,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,62,29,33,12.8,6.1,17.6,10.8,0.4,1.42,0.48,0.347,1.6,0.4,4.5,0.624,0.741,0.953
18,Andre Iguodala,GSW,7,2,5,13.5,1.7,24.4,13.3,0.7,1.76,0.68,0.07,0.7,0.0,1.3,0.4,0.0,0.889
19,Andrew Nembhard,IND,70,30,40,27.3,9.1,46.5,22.9,2.8,3.61,3.27,0.195,0.4,0.1,0.6,0.5,0.0,0.581
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,62,27,35,35.0,21.1,67.4,32.3,5.4,4.78,4.18,0.312,0.3,0.0,0.6,0.95,0.0,0.842
22,Anthony Davis,LAL,50,26,24,33.9,26.1,68.5,38.1,2.5,2.15,0.9,0.381,5.3,5.0,10.7,0.753,0.741,1.191
23,Anthony Edwards,MIN,74,37,37,36.1,24.5,71.3,36.7,4.7,3.99,3.46,0.344,0.5,0.6,0.9,0.846,0.659,0.939
24,Anthony Gill,WAS,53,20,33,9.9,3.1,9.9,6.5,0.3,1.75,0.68,0.315,0.4,0.0,1.3,0.571,2.0,1.265
25,Anthony Lamb,GSW,56,31,25,19.7,6.8,33.3,17.9,1.0,1.8,0.94,0.205,0.6,0.3,1.7,0.429,0.0,0.568
26,Austin Reaves,LAL,58,30,28,28.3,12.4,40.9,21.6,2.4,3.56,3.07,0.302,0.5,0.0,0.9,0.414,0.0,0.667
27,Austin Rivers,MIN,52,25,27,19.5,4.9,22.8,13.3,1.1,3.0,2.37,0.215,0.1,0.0,0.1,1.0,0.0,0.571
28,Ayo Dosunmu,CHI,73,35,38,26.5,8.8,43.9,16.9,2.5,3.46,3.15,0.2,0.2,0.0,0.7,0.875,0.0,1.0
29,Bam Adebayo,MIA,72,37,35,35.2,20.7,63.0,36.9,3.0,2.86,1.6,0.329,6.9,2.7,7.7,0.673,0.609,0.885
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,73,31,42,28.0,16.6,41.2,28.1,1.7,2.49,1.69,0.402,1.1,0.1,1.7,0.877,0.333,1.048
32,Bismack Biyombo,PHX,56,29,27,14.3,4.2,23.3,13.6,0.6,1.56,0.47,0.178,2.5,0.9,4.9,0.367,0.388,0.662
33,Blake Griffin,BOS,35,22,13,14.1,4.3,20.6,12.4,0.6,1.63,0.61,0.211,1.1,0.4,2.2,0.641,0.571,0.766
34,Blake Wesley,SAS,30,6,24,17.2,4.8,34.5,12.3,2.8,4.81,4.44,0.14,0.3,0.0,0.7,0.444,0.0,0.571
35,Boban Marjanovic,HOU,27,4,23,5.2,3.1,6.8,4.4,0.2,2.09,0.9,0.459,0.6,1.4,1.6,0.882,0.897,1.286
36,Bobby Portis,MIL,65,44,21,25.9,13.8,49.3,24.7,1.5,1.77,0.74,0.28,1.4,3.0,4.3,0.62,0.632,0.906
37,Bogdan Bogdanovic,ATL,50,25,25,28.2,13.9,40.8,25.2,1.8,2.69,1.91,0.34,0.6,0.1,0.5,0.552,0.8,0.667
38,Bojan Bogdanovic,DET,58,15,43,32.0,21.5,46.6,33.0,2.3,2.97,2.15,0.462,0.8,1.0,0.8,0.955,0.483,0.816
39,Bol Bol,ORL,67,26,41,21.4,9.0,22.6,12.5,0.9,2.32,1.56,0.4,0.4,0.1,1.9,1.148,0.6,1.44
40,Bones Hyland,LAC,51,33,18,19.3,12.0,46.1,19.7,3.7,4.77,4.11,0.26,0.2,0.0,0.4,0.727,0.0,0.7
41,Bradley Beal,WAS,50,24,26,33.5,23.2,67.9,39.2,5.1,4.52,4.07,0.342,1.9,0.6,1.6,0.638,0.438,0.938
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,56,32,24,19.5,10.0,28.5,17.8,0.7,1.52,0.65,0.35,4.3,0.2,5.4,0.554,0.444,1.095
44,Brandon Ingram,NOP,39,19,20,33.3,24.1,64.8,38.1,4.3,4.01,3.03,0.372,2.0,1.6,0.9,0.772,0.778,0.824
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,74,54,20,30.5,15.7,34.4,23.5,0.8,1.43,0.42,0.457,2.5,1.8,5.8,0.557,1.038,1.146
47,Bruce Brown,DEN,74,51,23,28.2,11.0,51.0,24.4,2.9,3.46,2.83,0.216,0.8,0.1,1.8,0.903,1.0,0.887
48,Bruno Fernando,ATL,35,11,24,10.7,3.7,19.1,11.2,0.4,1.4,0.49,0.195,1.4,0.2,3.5,0.347,0.667,0.828
49,Bryce McGowens,CHA,41,15,26,15.4,4.1,16.1,10.3,0.6,2.27,1.37,0.256,0.1,0.0,0.5,0.0,0.0,0.75
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,7,1,6,9.8,2.0,9.6,6.1,0.2,1.25,0.36,0.209,0.0,0.0,0.1,0.0,0.0,2.0
52,Buddy Hield,IND,75,33,42,31.6,16.9,59.3,34.4,2.0,2.04,1.35,0.286,0.4,0.0,0.9,0.813,0.0,0.955
53,CJ McCollum,NOP,69,34,35,35.0,20.8,74.7,32.8,5.4,4.36,3.89,0.279,0.8,0.0,0.6,0.621,0.0,0.619
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,46,18,28,15.3,3.5,12.7,7.5,0.3,1.36,0.4,0.275,0.1,0.0,0.7,0.0,0.0,0.71
56,Caleb Martin,MIA,66,34,32,29.5,9.8,38.8,21.8,1.6,2.47,1.59,0.254,0.7,0.1,2.3,0.864,0.0,0.651
