,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,29,9.8,23,6,0.2,0.0,1.0,0.8,1.1,77.4
2,AJ Griffin,ATL,59,19.9,28,31,0.7,0.1,1.6,1.6,2.0,76.7
3,Aaron Gordon,DEN,52,30.0,38,14,0.8,0.8,4.4,2.0,3.2,61.8
4,Aaron Holiday,ATL,52,14.0,28,24,0.5,0.2,0.9,0.8,1.0,76.5
5,Aaron Nesmith,IND,57,24.4,24,33,0.8,0.4,2.9,1.6,2.6,62.0
6,Aaron Wiggins,OKC,51,19.0,26,25,0.5,0.2,2.1,1.3,2.2,57.0
7,Admiral Schofield,ORL,30,12.0,12,18,0.2,0.1,1.1,1.1,1.4,76.2
8,Al Horford,BOS,50,30.8,35,15,0.5,0.9,5.0,2.6,4.6,57.4
9,Alec Burks,DET,49,22.0,12,37,0.8,0.1,2.7,1.8,2.5,71.9
10,Aleksej Pokusevski,OKC,31,21.9,15,16,0.6,1.3,3.6,3.5,5.7,61.0
11,Alex Caruso,CHI,53,24.1,22,31,1.5,0.6,2.6,1.3,2.0,63.6
12,Alex Len,SAC,14,3.4,9,5,0.0,0.0,0.8,0.4,0.6,55.6
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,57,28.2,10,47,0.8,0.9,5.5,3.9,6.0,64.3
16,Amir Coffey,LAC,43,13.7,21,22,0.2,0.1,0.8,0.7,0.9,70.0
17,Andre Drummond,CHI,51,13.1,22,29,0.7,0.3,4.6,1.5,2.3,64.3
18,Andre Iguodala,GSW,2,12.3,0,2,0.0,0.0,1.0,1.0,1.5,66.7
19,Andrew Nembhard,IND,57,26.9,25,32,1.0,0.2,2.2,1.3,2.0,64.3
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,57,35.3,27,30,0.7,0.2,2.4,2.3,3.2,73.9
22,Anthony Davis,LAL,39,33.3,18,21,1.1,2.1,9.1,4.1,7.2,57.5
23,Anthony Edwards,MIN,65,36.3,33,32,1.7,0.7,5.3,2.2,3.1,72.0
24,Anthony Gill,WAS,42,10.0,17,25,0.1,0.2,0.8,0.7,1.1,63.8
25,Anthony Lamb,GSW,48,19.9,27,21,0.5,0.3,2.5,2.4,3.5,69.5
26,Austin Reaves,LAL,46,27.5,22,24,0.5,0.3,2.3,1.8,2.3,75.9
27,Austin Rivers,MIN,49,20.4,24,25,0.6,0.1,1.6,0.8,1.1,76.9
28,Ayo Dosunmu,CHI,61,27.8,28,33,0.7,0.3,2.4,1.5,2.3,65.2
29,Bam Adebayo,MIA,59,35.0,30,29,1.2,0.8,7.1,2.7,4.2,64.1
