,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
0,A.J. Lawson,DAL,13,5,8,4.8,2070.5,0.39,0.2,0.19,4.49,4.76,4.23
1,AJ Green,MIL,30,24,6,9.7,3968.6,0.75,0.42,0.34,4.33,4.73,3.97
2,AJ Griffin,ATL,59,28,31,19.9,8533.8,1.62,0.87,0.75,4.55,4.94,4.17
3,Aaron Gordon,DEN,54,39,15,30.0,11283.0,2.14,1.12,1.02,4.01,4.24,3.78
4,Aaron Holiday,ATL,52,28,24,14.0,5686.6,1.08,0.55,0.53,4.28,4.36,4.2
5,Aaron Nesmith,IND,58,25,33,24.6,10152.9,1.92,0.99,0.93,4.39,4.67,4.12
6,Aaron Wiggins,OKC,54,28,26,19.1,8208.6,1.55,0.83,0.73,4.56,4.95,4.19
7,Admiral Schofield,ORL,31,12,19,11.9,4812.6,0.91,0.49,0.42,4.3,4.55,4.06
8,Al Horford,BOS,52,36,16,31.0,11456.3,2.17,1.15,1.02,3.94,4.21,3.67
9,Alec Burks,DET,50,12,38,22.0,8408.5,1.59,0.84,0.76,4.04,4.26,3.83
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8825.7,1.67,0.93,0.74,4.31,4.96,3.71
11,Alex Caruso,CHI,55,23,32,24.1,9949.6,1.88,0.99,0.9,4.36,4.74,4.02
12,Alex Len,SAC,16,10,6,3.0,1220.8,0.23,0.13,0.1,4.18,4.65,3.7
13,Alize Johnson,SAS,4,1,3,7.4,3226.5,0.61,0.34,0.27,4.52,5.03,4.03
14,Alondes Williams,BKN,1,1,0,5.3,2184.0,0.41,0.23,0.18,4.27,3.78,4.91
15,Alperen Sengun,HOU,61,12,49,28.2,10201.7,1.93,1.03,0.9,3.86,3.93,3.76
16,Amir Coffey,LAC,43,21,22,13.8,5263.2,1.0,0.52,0.48,4.03,4.11,3.95
17,Andre Drummond,CHI,53,23,30,12.9,4975.8,0.94,0.47,0.47,4.06,4.25,3.89
18,Andre Iguodala,GSW,5,0,5,13.6,5359.4,1.02,0.56,0.45,4.23,4.71,3.76
19,Andrew Nembhard,IND,60,27,33,26.6,10906.6,2.07,1.07,1.0,4.34,4.61,4.08
20,Andrew Wiggins,GSW,36,18,18,32.3,12314.7,2.33,1.22,1.12,4.07,4.38,3.77
21,Anfernee Simons,POR,57,27,30,35.3,13706.1,2.6,1.45,1.15,4.13,4.51,3.73
22,Anthony Davis,LAL,41,20,21,33.5,11824.4,2.24,1.19,1.05,3.78,4.05,3.52
23,Anthony Edwards,MIN,67,34,33,36.3,13604.3,2.58,1.37,1.21,3.97,4.31,3.65
24,Anthony Gill,WAS,44,17,27,10.1,4086.4,0.77,0.42,0.35,4.25,4.6,3.89
25,Anthony Lamb,GSW,49,27,22,20.0,8310.6,1.57,0.88,0.69,4.38,4.96,3.82
26,Austin Reaves,LAL,48,24,24,27.6,10798.9,2.05,1.11,0.94,4.17,4.5,3.84
27,Austin Rivers,MIN,50,24,26,20.1,7663.1,1.45,0.74,0.71,4.03,4.16,3.89
28,Ayo Dosunmu,CHI,63,29,34,27.4,11321.1,2.14,1.11,1.04,4.4,4.68,4.14
29,Bam Adebayo,MIA,62,32,30,34.9,13088.4,2.48,1.33,1.15,3.98,4.25,3.7
30,Ben Simmons,BKN,42,24,18,26.3,9716.2,1.84,0.97,0.87,3.93,4.32,3.58
31,Bennedict Mathurin,IND,67,30,37,27.8,11081.3,2.1,1.11,0.99,4.21,4.51,3.91
32,Bismack Biyombo,PHX,47,26,21,13.8,5309.3,1.01,0.53,0.47,4.09,4.26,3.9
33,Blake Griffin,BOS,29,18,11,14.4,5130.1,0.97,0.53,0.45,3.83,4.01,3.64
34,Blake Wesley,SAS,20,4,16,15.5,6729.9,1.27,0.71,0.57,4.58,5.07,4.09
35,Boban Marjanovic,HOU,24,3,21,4.8,1718.5,0.33,0.16,0.16,3.7,3.95,3.48
36,Bobby Portis,MIL,55,37,18,26.0,10480.2,1.98,1.08,0.9,4.29,4.6,3.97
37,Bogdan Bogdanovic,ATL,41,20,21,28.9,11464.4,2.17,1.2,0.98,4.21,4.7,3.72
38,Bojan Bogdanovic,DET,58,15,43,32.0,12375.1,2.34,1.29,1.06,4.1,4.47,3.74
39,Bol Bol,ORL,62,24,38,22.2,8681.5,1.64,0.85,0.79,4.15,4.32,3.98
40,Bones Hyland,LAC,47,30,17,19.0,7403.5,1.4,0.77,0.63,4.14,4.49,3.78
41,Bradley Beal,WAS,44,23,21,33.6,12915.6,2.45,1.39,1.06,4.08,4.45,3.69
42,Brandon Boston Jr.,LAC,21,8,13,11.8,4740.6,0.9,0.48,0.42,4.23,4.48,3.94
43,Brandon Clarke,MEM,56,32,24,19.5,8108.9,1.54,0.81,0.73,4.37,4.68,4.07
44,Brandon Ingram,NOP,31,14,17,32.7,11932.7,2.26,1.24,1.02,3.87,4.28,3.46
45,Braxton Key,DET,3,0,3,3.0,1299.0,0.25,0.11,0.13,4.19,4.91,3.77
46,Brook Lopez,MIL,65,47,18,30.4,11050.5,2.09,1.11,0.98,3.88,4.14,3.63
47,Bruce Brown,DEN,65,46,19,28.3,10787.3,2.04,1.11,0.93,4.04,4.38,3.71
48,Bruno Fernando,ATL,33,10,23,11.2,4293.8,0.81,0.45,0.36,4.05,4.39,3.7
49,Bryce McGowens,CHA,32,11,21,14.8,5957.8,1.13,0.59,0.54,4.24,4.56,3.94
50,Bryn Forbes,MIN,25,9,16,10.7,4362.0,0.83,0.44,0.39,4.31,4.75,3.87
51,Buddy Boeheim,DET,2,0,2,3.4,1323.0,0.25,0.13,0.12,4.08,5.25,3.05
52,Buddy Hield,IND,67,30,37,31.9,13456.7,2.55,1.39,1.16,4.48,5.01,3.98
53,CJ McCollum,NOP,59,28,31,35.0,13973.0,2.65,1.48,1.17,4.24,4.85,3.66
54,Cade Cunningham,DET,12,3,9,33.4,13146.8,2.49,1.39,1.1,4.18,4.67,3.67
55,Caleb Houstan,ORL,38,13,25,15.8,6508.6,1.23,0.67,0.57,4.36,4.66,4.06
56,Caleb Martin,MIA,57,29,28,29.8,12884.4,2.44,1.32,1.12,4.58,4.93,4.24
57,Cam Reddish,POR,31,13,18,24.9,9972.4,1.89,0.97,0.92,4.24,4.42,4.09
58,Cam Thomas,BKN,48,27,21,17.2,6741.1,1.28,0.71,0.57,4.2,4.58,3.8
59,Cameron Johnson,BKN,27,17,10,26.7,10650.0,2.02,1.09,0.92,4.23,4.61,3.85
60,Cameron Payne,PHX,34,20,14,22.3,8652.9,1.64,0.92,0.72,4.11,4.6,3.62
61,Caris LeVert,CLE,62,37,25,29.8,11541.9,2.19,1.2,0.99,4.09,4.34,3.82
62,Carlik Jones,CHI,1,0,1,21.7,8151.0,1.54,0.83,0.71,3.92,4.22,3.63
63,Cedi Osman,CLE,63,39,24,20.7,8041.5,1.52,0.81,0.71,4.1,4.26,3.93
64,Charles Bassey,SAS,32,7,25,14.7,5840.0,1.11,0.59,0.52,4.18,4.52,3.85
65,Chima Moneke,SAC,2,1,1,4.0,1658.0,0.31,0.16,0.15,4.23,4.64,3.88
66,Chimezie Metu,SAC,52,32,20,11.1,4494.4,0.85,0.44,0.42,4.25,4.58,3.96
67,Chris Boucher,TOR,61,30,31,20.3,8149.1,1.54,0.82,0.73,4.23,4.45,4.03
68,Chris Duarte,IND,43,18,25,19.4,8327.1,1.58,0.84,0.74,4.53,4.91,4.19
69,Chris Paul,PHX,45,25,20,31.9,10658.0,2.02,1.13,0.89,3.55,3.91,3.17
70,Chris Silva,DAL,1,1,0,3.0,1536.0,0.29,0.15,0.14,5.07,3.47,3.29
71,Christian Braun,DEN,60,42,18,14.6,5990.4,1.13,0.6,0.53,4.35,4.54,4.15
72,Christian Koloko,TOR,46,21,25,14.4,5922.2,1.12,0.58,0.54,4.35,4.56,4.15
73,Christian Wood,DAL,55,29,26,26.8,9765.6,1.85,0.98,0.87,3.88,4.01,3.73
74,Chuma Okeke,ORL,21,5,16,19.5,7923.5,1.5,0.79,0.71,4.3,4.43,4.16
75,Clint Capela,ATL,50,27,23,26.8,10178.0,1.93,1.0,0.92,4.03,4.23,3.83
