,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,33,9.7,26,7,0.2,0.0,1.0,0.8,1.0,78.1
2,AJ Griffin,ATL,67,19.3,31,36,0.6,0.2,1.6,1.5,2.0,74.3
3,Aaron Gordon,DEN,63,30.0,44,19,0.8,0.7,4.1,1.8,3.0,61.7
4,Aaron Holiday,ATL,58,13.5,30,28,0.6,0.2,0.8,0.8,1.0,78.6
5,Aaron Nesmith,IND,68,24.9,28,40,0.8,0.5,2.9,1.8,2.8,64.0
6,Aaron Wiggins,OKC,65,18.2,35,30,0.5,0.2,2.0,1.4,2.4,58.2
7,Admiral Schofield,ORL,33,11.7,13,20,0.2,0.1,1.1,1.1,1.4,74.5
8,Al Horford,BOS,60,30.6,42,18,0.5,1.0,5.1,2.8,4.7,59.2
9,Alec Burks,DET,50,22.0,12,38,0.8,0.2,2.8,1.8,2.5,71.5
10,Aleksej Pokusevski,OKC,33,20.9,16,17,0.6,1.3,3.4,3.4,5.5,61.3
11,Alex Caruso,CHI,61,23.9,28,33,1.5,0.6,2.3,1.2,2.0,61.5
12,Alex Len,SAC,20,4.0,13,7,0.1,0.2,1.1,0.4,0.8,46.7
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,70,28.6,14,56,0.9,0.9,5.5,3.9,6.0,64.1
16,Amir Coffey,LAC,48,12.7,25,23,0.1,0.1,0.7,0.6,0.8,70.0
17,Andre Drummond,CHI,62,12.8,29,33,0.7,0.4,4.6,1.4,2.3,61.4
18,Andre Iguodala,GSW,7,13.5,2,5,0.4,0.3,1.4,1.6,2.0,78.6
19,Andrew Nembhard,IND,70,27.3,30,40,0.9,0.2,2.2,1.3,2.0,65.5
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,62,35.0,27,35,0.7,0.2,2.3,2.3,3.1,74.5
22,Anthony Davis,LAL,50,33.9,26,24,1.0,2.0,9.0,4.0,6.9,57.1
23,Anthony Edwards,MIN,74,36.1,37,37,1.6,0.7,5.2,2.1,3.0,70.9
24,Anthony Gill,WAS,53,9.9,20,33,0.1,0.2,0.9,0.7,1.1,60.3
25,Anthony Lamb,GSW,56,19.7,31,25,0.5,0.3,2.5,2.3,3.4,68.4
26,Austin Reaves,LAL,58,28.3,30,28,0.6,0.3,2.5,1.8,2.3,77.8
27,Austin Rivers,MIN,52,19.5,25,27,0.5,0.1,1.5,0.8,1.0,76.9
28,Ayo Dosunmu,CHI,73,26.5,35,38,0.8,0.3,2.2,1.4,2.2,64.8
29,Bam Adebayo,MIA,72,35.2,37,35,1.2,0.8,6.9,2.8,4.3,64.5
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,73,28.0,31,42,0.6,0.1,2.9,1.8,2.7,68.4
32,Bismack Biyombo,PHX,56,14.3,29,27,0.3,1.4,2.8,1.7,3.5,47.0
33,Blake Griffin,BOS,35,14.1,22,13,0.3,0.2,2.6,1.3,1.9,67.6
34,Blake Wesley,SAS,30,17.2,6,24,0.6,0.1,1.7,0.7,0.9,71.4
35,Boban Marjanovic,HOU,27,5.2,4,23,0.1,0.0,1.3,0.4,0.5,71.4
36,Bobby Portis,MIL,65,25.9,44,21,0.4,0.2,7.3,2.3,3.3,68.5
37,Bogdan Bogdanovic,ATL,50,28.2,25,25,0.8,0.4,2.7,2.0,2.6,74.2
38,Bojan Bogdanovic,DET,58,32.0,15,43,0.6,0.1,3.2,1.9,2.6,76.4
39,Bol Bol,ORL,67,21.4,26,41,0.4,1.2,4.8,1.9,2.8,67.0
40,Bones Hyland,LAC,51,19.3,33,18,0.7,0.3,1.9,1.5,1.9,81.4
41,Bradley Beal,WAS,50,33.5,24,26,0.9,0.7,3.1,1.4,2.0,69.3
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,56,19.5,32,24,0.6,0.7,3.9,1.8,3.1,57.0
44,Brandon Ingram,NOP,39,33.3,19,20,0.6,0.4,4.7,1.5,2.3,67.4
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,74,30.5,54,20,0.5,2.5,4.8,4.0,8.0,50.0
47,Bruce Brown,DEN,74,28.2,51,23,1.0,0.6,3.3,1.9,2.7,68.7
48,Bruno Fernando,ATL,35,10.7,11,24,0.2,0.9,2.1,1.4,2.3,58.5
49,Bryce McGowens,CHA,41,15.4,15,26,0.3,0.1,1.3,0.7,1.0,71.4
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,7,9.8,1,6,0.3,0.0,0.3,1.1,1.1,100.0
52,Buddy Hield,IND,75,31.6,33,42,1.2,0.3,4.2,2.6,3.7,70.6
53,CJ McCollum,NOP,69,35.0,34,35,0.9,0.5,3.6,2.2,2.8,80.3
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,46,15.3,18,28,0.2,0.1,1.4,0.9,1.4,68.3
56,Caleb Martin,MIA,66,29.5,34,32,1.0,0.5,3.7,2.4,3.6,67.6
57,Cam Reddish,POR,40,24.7,14,26,1.0,0.4,1.8,1.7,2.5,66.0
58,Cam Thomas,BKN,53,16.8,28,25,0.4,0.1,1.6,1.0,1.4,71.1
59,Cameron Johnson,BKN,37,28.0,21,16,1.1,0.4,3.5,1.7,2.5,67.4
60,Cameron Payne,PHX,44,21.0,24,20,0.7,0.2,2.0,0.9,1.1,78.0
61,Caris LeVert,CLE,71,30.0,43,28,1.0,0.3,3.1,1.5,2.1,70.7
62,Carlik Jones,CHI,2,11.5,0,2,0.0,0.0,1.0,0.0,0.0,0.0
63,Cedi Osman,CLE,72,20.5,45,27,0.5,0.1,2.0,0.8,1.1,70.9
64,Charles Bassey,SAS,35,14.5,9,26,0.5,0.9,3.4,2.1,3.4,61.9
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,62,10.6,39,23,0.3,0.3,2.3,1.4,2.4,57.1
67,Chris Boucher,TOR,70,20.2,36,34,0.6,0.9,3.6,1.4,2.3,61.9
68,Chris Duarte,IND,46,19.5,19,27,0.5,0.2,2.1,1.7,2.2,76.0
69,Chris Paul,PHX,55,31.9,29,26,1.6,0.4,3.8,1.6,2.1,76.7
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,69,14.6,47,22,0.4,0.2,1.7,0.8,1.1,69.6
72,Christian Koloko,TOR,52,14.1,26,26,0.4,1.1,1.6,1.8,3.1,55.8
73,Christian Wood,DAL,64,26.1,32,32,0.5,1.0,6.1,3.1,5.1,60.5
74,Chuma Okeke,ORL,23,18.1,7,16,0.5,0.4,2.5,1.9,2.7,72.1
75,Clint Capela,ATL,60,26.7,32,28,0.7,1.2,7.1,3.7,6.3,59.7
76,Coby White,CHI,67,23.2,32,35,0.7,0.1,2.5,1.4,2.0,70.7
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,12,12.8,4,8,0.2,0.3,2.3,1.7,2.8,60.6
79,Cole Anthony,ORL,56,25.7,26,30,0.6,0.5,3.9,1.3,1.7,72.9
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,68,28.1,30,38,0.5,0.1,2.3,1.7,2.8,62.2
83,Cory Joseph,DET,56,18.8,11,45,0.5,0.1,1.3,1.1,1.4,77.9
84,D'Angelo Russell,LAL,66,32.6,35,31,1.0,0.4,2.6,1.9,2.5,76.5
85,Daishen Nix,HOU,53,16.5,12,41,0.6,0.1,1.5,0.9,1.2,75.4
86,Dalano Banton,TOR,27,9.3,14,13,0.5,0.4,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,31,5.6,14,17,0.1,0.1,0.6,0.3,0.5,58.8
88,Damian Jones,UTA,36,10.3,11,25,0.2,0.6,1.8,0.8,1.8,47.6
89,Damian Lillard,POR,58,36.3,27,31,0.9,0.3,4.0,2.4,3.2,77.6
90,Damion Lee,PHX,71,20.5,39,32,0.4,0.1,2.5,1.7,2.1,81.1
91,Daniel Gafford,WAS,73,20.2,31,42,0.4,1.3,3.3,2.8,5.3,53.8
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,9,9.8,5,4,0.3,0.1,0.6,0.6,0.8,71.4
94,Danuel House Jr.,PHI,50,14.1,34,16,0.3,0.2,1.5,0.7,1.2,63.8
95,Dario Saric,OKC,54,13.9,25,29,0.3,0.1,2.6,1.2,1.8,69.8
96,Darius Bazley,PHX,41,14.2,19,22,0.5,0.8,2.4,1.5,2.6,60.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,66,35.3,38,28,1.3,0.1,2.3,1.0,1.3,71.9
99,David Duke Jr.,BKN,20,9.0,8,12,0.4,0.1,0.7,0.5,0.9,58.8
100,David Roddy,MEM,64,17.2,41,23,0.5,0.3,2.0,1.5,1.9,76.6
101,Davion Mitchell,SAC,75,18.0,45,30,0.5,0.2,1.1,0.9,1.2,70.7
102,Davis Bertans,DAL,42,10.6,20,22,0.2,0.1,0.8,0.8,1.3,58.9
103,Davon Reed,LAL,41,8.2,27,14,0.3,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,42,11.4,18,24,0.3,0.7,2.1,1.4,2.1,68.2
105,De'Aaron Fox,SAC,68,33.7,42,26,1.2,0.3,3.6,1.8,2.3,76.9
106,De'Andre Hunter,ATL,65,32.0,35,30,0.5,0.3,3.6,2.0,2.9,69.4
107,De'Anthony Melton,PHI,73,28.2,48,25,1.7,0.5,3.2,1.6,2.4,66.7
108,DeAndre Jordan,DEN,35,14.3,22,13,0.2,0.6,3.6,1.8,2.7,67.4
109,DeMar DeRozan,CHI,68,36.5,33,35,1.1,0.5,4.2,2.1,3.0,72.6
110,Dean Wade,CLE,39,19.9,27,12,0.6,0.5,2.9,2.0,3.0,68.1
111,Deandre Ayton,PHX,63,30.4,32,31,0.6,0.8,7.4,2.9,4.7,61.6
112,Dejounte Murray,ATL,69,36.4,35,34,1.5,0.3,4.6,2.8,3.7,76.2
113,Delon Wright,WAS,47,24.2,25,22,1.9,0.4,2.2,1.7,2.3,76.4
114,Deni Avdija,WAS,74,26.4,33,41,0.8,0.4,5.5,2.7,3.9,70.3
115,Dennis Schroder,LAL,63,30.0,34,29,0.7,0.1,2.2,1.3,1.6,78.2
116,Dennis Smith Jr.,CHA,54,25.7,19,35,1.4,0.5,2.6,1.4,2.2,64.7
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,58,14.0,25,33,0.4,0.6,1.4,1.2,1.8,69.6
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,76,28.3,52,24,0.7,0.9,2.9,2.2,3.4,64.9
122,Desmond Bane,MEM,53,31.3,35,18,1.0,0.4,4.2,1.5,2.1,70.3
123,Devin Booker,PHX,49,34.6,30,19,0.9,0.4,3.7,1.6,2.3,69.0
124,Devin Vassell,SAS,38,31.0,12,26,1.1,0.4,3.7,1.8,2.6,69.1
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,70,18.1,30,40,0.6,0.2,1.4,0.9,1.1,78.2
127,Dewayne Dedmon,PHI,36,10.9,21,15,0.2,0.5,2.5,1.3,2.1,58.4
128,Dillon Brooks,MEM,69,30.3,44,25,0.9,0.2,2.7,1.2,1.7,70.2
129,Domantas Sabonis,SAC,74,34.8,45,29,0.8,0.5,9.3,5.5,8.4,65.3
130,Dominick Barlow,SAS,22,12.2,2,20,0.3,0.5,1.5,1.2,2.4,50.0
131,Donovan Mitchell,CLE,65,35.6,42,23,1.5,0.4,3.2,1.6,2.0,80.6
132,Donte DiVincenzo,GSW,66,26.3,37,29,1.3,0.2,3.3,1.5,2.2,68.0
133,Dorian Finney-Smith,BKN,62,30.6,28,34,0.9,0.5,3.0,2.6,4.1,63.1
134,Doug McDermott,SAS,61,20.6,18,43,0.2,0.1,1.8,1.2,1.5,79.1
135,Draymond Green,GSW,67,31.6,36,31,1.0,0.8,6.3,2.5,4.9,50.2
136,Drew Eubanks,POR,74,19.8,30,44,0.5,1.2,3.6,3.1,5.3,58.3
137,Dru Smith,BKN,12,10.9,5,7,0.8,0.3,1.4,0.5,1.0,50.0
138,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,38,16.3,16,22,0.3,0.0,1.4,1.1,1.4,79.2
140,Dwight Powell,DAL,72,19.4,36,36,0.7,0.3,2.2,2.6,4.0,65.3
141,Dylan Windler,CLE,3,3.5,3,0,0.3,0.0,0.0,0.3,0.3,100.0
142,Dyson Daniels,NOP,54,18.3,29,25,0.8,0.2,2.6,1.6,2.3,66.7
143,Edmond Sumner,BKN,50,14.2,30,20,0.6,0.2,1.3,0.8,1.1,70.4
144,Eric Gordon,LAC,65,29.0,22,43,0.6,0.4,1.7,0.8,1.0,85.5
145,Eugene Omoruyi,DET,36,15.6,10,26,0.6,0.1,1.7,0.7,1.3,54.3
146,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
147,Evan Mobley,CLE,75,34.5,46,29,0.8,1.5,6.6,4.2,7.0,60.2
148,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
149,Frank Jackson,UTA,1,5.1,0,1,0.0,0.0,1.0,0.0,0.0,0.0
