,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
0,A.J. Lawson,DAL,13,4.8,5,8,0.1,0.0,0.6,0.4,0.4,100.0
1,AJ Green,MIL,28,9.5,22,6,0.2,0.0,0.9,0.8,1.1,76.7
2,AJ Griffin,ATL,58,20.2,27,31,0.7,0.1,1.6,1.6,2.1,76.7
3,Aaron Gordon,DEN,51,30.1,37,14,0.8,0.8,4.5,1.9,3.2,61.1
4,Aaron Holiday,ATL,51,14.3,27,24,0.5,0.2,0.9,0.8,1.0,76.5
5,Aaron Nesmith,IND,56,24.5,24,32,0.8,0.4,2.9,1.6,2.6,61.5
6,Aaron Wiggins,OKC,49,18.7,25,24,0.5,0.2,2.1,1.3,2.2,58.5
7,Admiral Schofield,ORL,28,12.6,11,17,0.2,0.1,1.2,1.1,1.5,76.2
8,Al Horford,BOS,48,30.7,34,14,0.5,0.9,4.9,2.5,4.5,56.2
9,Alec Burks,DET,48,22.1,12,36,0.8,0.1,2.7,1.8,2.5,71.9
10,Aleksej Pokusevski,OKC,31,21.9,15,16,0.6,1.3,3.6,3.5,5.7,61.0
11,Alex Caruso,CHI,51,24.3,21,30,1.6,0.6,2.5,1.3,2.1,63.2
12,Alex Len,SAC,14,3.4,9,5,0.0,0.0,0.8,0.4,0.6,55.6
13,Alize Johnson,SAS,4,7.4,1,3,0.3,0.0,2.0,0.0,1.8,0.0
14,Alondes Williams,BKN,1,5.3,1,0,0.0,0.0,1.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,56,28.1,10,46,0.8,0.9,5.5,3.9,6.0,64.8
16,Amir Coffey,LAC,41,13.9,21,20,0.2,0.1,0.9,0.7,1.0,69.2
17,Andre Drummond,CHI,49,13.1,21,28,0.7,0.3,4.6,1.5,2.3,64.9
18,Andre Iguodala,GSW,2,12.3,0,2,0.0,0.0,1.0,1.0,1.5,66.7
19,Andrew Nembhard,IND,56,27.0,25,31,1.0,0.2,2.2,1.3,2.1,64.3
20,Andrew Wiggins,GSW,36,32.3,18,18,1.2,0.7,3.4,2.2,3.1,69.6
21,Anfernee Simons,POR,56,35.5,27,29,0.7,0.2,2.4,2.4,3.2,73.9
22,Anthony Davis,LAL,38,33.3,18,20,1.1,2.1,9.2,4.1,7.1,57.4
23,Anthony Edwards,MIN,64,36.4,32,32,1.7,0.7,5.3,2.2,3.1,71.9
24,Anthony Gill,WAS,42,10.0,17,25,0.1,0.2,0.8,0.7,1.1,63.8
25,Anthony Lamb,GSW,46,19.8,25,21,0.5,0.3,2.5,2.4,3.5,68.7
26,Austin Reaves,LAL,44,27.7,21,23,0.5,0.4,2.4,1.8,2.4,76.2
27,Austin Rivers,MIN,49,20.4,24,25,0.6,0.1,1.6,0.8,1.1,76.9
28,Ayo Dosunmu,CHI,59,28.2,27,32,0.7,0.4,2.5,1.5,2.4,65.5
29,Bam Adebayo,MIA,57,35.0,30,27,1.2,0.8,7.2,2.7,4.2,64.0
30,Ben Simmons,BKN,42,26.3,24,18,1.3,0.6,5.3,1.7,3.0,57.5
31,Bennedict Mathurin,IND,63,28.2,28,35,0.6,0.1,3.0,1.8,2.6,68.5
32,Bismack Biyombo,PHX,46,14.0,25,21,0.3,1.3,3.0,1.6,3.6,44.0
33,Blake Griffin,BOS,27,14.1,17,10,0.3,0.2,2.4,1.2,1.7,71.1
34,Blake Wesley,SAS,17,14.8,3,14,0.6,0.1,1.6,0.8,1.0,82.4
35,Boban Marjanovic,HOU,21,4.5,1,20,0.0,0.0,1.0,0.3,0.5,63.6
36,Bobby Portis,MIL,50,26.3,33,17,0.5,0.2,7.4,2.3,3.3,69.3
37,Bogdan Bogdanovic,ATL,37,29.3,18,19,0.9,0.3,3.0,1.8,2.5,72.8
38,Bojan Bogdanovic,DET,57,31.9,15,42,0.6,0.1,3.2,1.9,2.5,76.6
39,Bol Bol,ORL,57,22.9,23,34,0.4,1.3,4.9,2.0,3.0,66.7
40,Bones Hyland,LAC,45,19.3,30,15,0.7,0.3,1.8,1.6,1.9,84.7
41,Bradley Beal,WAS,39,33.1,21,18,0.9,0.6,2.8,1.4,2.1,68.8
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,54,19.8,31,23,0.6,0.7,4.0,1.8,3.1,56.5
44,Brandon Ingram,NOP,27,32.7,12,15,0.7,0.4,4.6,1.5,2.4,62.5
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,60,30.3,43,17,0.5,2.4,4.7,3.9,7.6,51.3
47,Bruce Brown,DEN,62,28.6,44,18,1.0,0.6,3.2,1.9,2.7,69.6
48,Bruno Fernando,ATL,33,11.2,10,23,0.2,0.9,2.3,1.4,2.5,58.0
49,Bryce McGowens,CHA,27,14.3,9,18,0.3,0.1,1.3,0.7,1.0,69.2
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,1,1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,63,32.0,28,35,1.2,0.3,4.1,2.5,3.6,70.0
53,CJ McCollum,NOP,55,35.0,26,29,0.9,0.6,3.5,2.3,2.9,79.5
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,34,16.1,12,22,0.2,0.1,1.5,1.1,1.6,71.7
56,Caleb Martin,MIA,52,30.1,27,25,1.0,0.4,3.8,2.5,3.7,67.5
57,Cam Reddish,POR,26,23.2,11,15,0.9,0.3,1.3,1.3,2.2,61.4
58,Cam Thomas,BKN,44,17.3,25,19,0.4,0.1,1.6,1.1,1.6,68.1
59,Cameron Johnson,BKN,23,26.3,14,9,1.1,0.3,3.1,1.6,2.5,63.2
60,Cameron Payne,PHX,30,23.2,16,14,0.9,0.2,2.0,1.2,1.5,77.8
61,Caris LeVert,CLE,58,30.0,34,24,0.8,0.2,3.2,1.4,1.9,73.2
62,Carlik Jones,CHI,1,21.7,0,1,0.0,0.0,2.0,0.0,0.0,0.0
63,Cedi Osman,CLE,60,21.0,37,23,0.5,0.1,2.0,0.8,1.1,73.4
64,Charles Bassey,SAS,29,14.1,6,23,0.4,0.9,3.5,1.8,3.0,59.3
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,48,11.1,29,19,0.4,0.3,2.4,1.6,2.6,59.5
67,Chris Boucher,TOR,57,20.6,29,28,0.7,0.8,3.6,1.4,2.3,61.7
68,Chris Duarte,IND,39,18.7,16,23,0.5,0.2,2.0,1.6,2.2,75.0
69,Chris Paul,PHX,41,32.2,21,20,1.5,0.4,3.8,1.7,2.1,78.4
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,58,15.0,41,17,0.4,0.2,1.7,0.8,1.1,72.7
72,Christian Koloko,TOR,46,14.4,21,25,0.3,1.0,1.7,1.8,3.2,56.6
73,Christian Wood,DAL,51,27.2,27,24,0.4,1.2,6.6,3.3,5.5,59.9
74,Chuma Okeke,ORL,19,21.3,5,14,0.6,0.5,3.0,2.3,3.2,73.3
75,Clint Capela,ATL,46,26.8,25,21,0.7,1.3,7.0,3.4,5.9,58.1
76,Coby White,CHI,53,22.5,24,29,0.7,0.1,2.5,1.3,2.0,67.6
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,3,15.6,1,2,0.3,1.0,1.0,1.0,2.3,42.9
79,Cole Anthony,ORL,42,24.7,20,22,0.6,0.6,3.9,1.3,1.8,68.8
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,53,26.9,25,28,0.6,0.1,2.3,1.6,2.7,61.7
83,Cory Joseph,DET,43,16.0,10,33,0.4,0.1,1.1,1.0,1.2,81.1
84,D'Angelo Russell,LAL,58,32.4,30,28,1.1,0.4,2.6,1.9,2.5,75.5
85,Daishen Nix,HOU,44,16.3,11,33,0.6,0.1,1.4,0.9,1.2,73.6
86,Dalano Banton,TOR,27,9.3,14,13,0.5,0.4,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,24,5.2,12,12,0.2,0.2,0.5,0.2,0.4,40.0
88,Damian Jones,UTA,24,8.2,7,17,0.1,0.6,1.8,1.0,1.9,55.6
89,Damian Lillard,POR,48,36.2,24,24,0.9,0.3,3.6,2.4,3.1,77.7
90,Damion Lee,PHX,62,21.8,33,29,0.5,0.1,2.7,1.8,2.2,80.1
91,Daniel Gafford,WAS,59,19.1,27,32,0.4,1.3,3.4,2.6,5.1,51.7
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,6,11.9,2,4,0.3,0.2,0.7,0.7,1.0,66.7
94,Danuel House Jr.,PHI,37,14.8,24,13,0.2,0.2,1.5,0.9,1.2,71.1
95,Dario Saric,OKC,42,14.4,18,24,0.3,0.1,2.8,1.2,1.7,69.9
96,Darius Bazley,PHX,36,15.4,16,20,0.5,0.8,2.6,1.6,2.8,58.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,54,35.1,29,25,1.3,0.1,2.2,1.0,1.3,72.2
99,David Duke Jr.,BKN,17,8.6,7,10,0.4,0.1,0.5,0.5,0.8,61.5
100,David Roddy,MEM,49,17.1,31,18,0.5,0.2,1.9,1.5,1.9,77.9
101,Davion Mitchell,SAC,60,18.0,35,25,0.5,0.2,1.1,1.0,1.3,73.1
102,Davis Bertans,DAL,34,10.6,17,17,0.2,0.1,0.8,0.9,1.3,65.9
103,Davon Reed,LAL,39,8.6,25,14,0.4,0.1,1.2,0.6,0.8,72.7
104,Day'Ron Sharpe,BKN,34,10.3,16,18,0.2,0.6,2.1,1.3,1.8,69.4
105,De'Aaron Fox,SAC,55,34.1,34,21,1.1,0.3,3.8,1.9,2.3,81.0
106,De'Andre Hunter,ATL,52,31.8,29,23,0.5,0.2,3.7,2.0,2.8,69.6
107,De'Anthony Melton,PHI,57,28.2,37,20,1.6,0.5,3.1,1.6,2.4,68.4
108,DeAndre Jordan,DEN,34,14.6,21,13,0.2,0.6,3.7,1.9,2.8,67.4
109,DeMar DeRozan,CHI,55,36.1,26,29,1.0,0.5,4.0,2.3,3.1,72.7
110,Dean Wade,CLE,34,21.0,23,11,0.7,0.5,3.2,2.0,3.0,65.7
111,Deandre Ayton,PHX,53,30.3,25,28,0.6,0.8,7.3,2.9,4.6,63.1
112,Dejounte Murray,ATL,57,36.4,29,28,1.5,0.3,4.7,2.7,3.6,74.8
113,Delon Wright,WAS,32,22.9,20,12,1.9,0.3,2.1,1.4,2.0,73.0
114,Deni Avdija,WAS,59,26.4,28,31,0.9,0.5,5.3,2.7,3.9,68.0
115,Dennis Schroder,LAL,49,30.1,25,24,0.7,0.1,2.2,1.3,1.7,76.5
116,Dennis Smith Jr.,CHA,41,25.3,14,27,1.4,0.4,2.3,1.5,2.1,70.1
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,47,14.7,19,28,0.5,0.6,1.6,1.3,1.9,69.0
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,62,27.7,44,18,0.7,0.9,2.8,2.1,3.2,63.7
122,Desmond Bane,MEM,38,31.0,24,14,1.1,0.4,4.3,1.4,2.1,69.6
123,Devin Booker,PHX,35,34.1,22,13,0.8,0.3,3.8,1.5,2.2,67.5
124,Devin Vassell,SAS,29,31.3,8,21,1.2,0.4,3.8,1.7,2.3,70.6
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,60,16.7,28,32,0.6,0.2,1.2,0.8,1.0,77.0
127,Dewayne Dedmon,PHI,30,11.7,17,13,0.2,0.5,2.7,1.2,2.1,58.7
128,Dillon Brooks,MEM,55,30.3,34,21,0.9,0.2,2.6,1.2,1.6,71.1
129,Domantas Sabonis,SAC,59,34.5,35,24,0.8,0.5,9.4,5.5,8.5,64.3
130,Dominick Barlow,SAS,11,10.1,0,11,0.2,0.2,1.3,1.4,2.3,60.0
131,Donovan Mitchell,CLE,53,35.4,34,19,1.5,0.4,3.1,1.7,2.0,84.3
132,Donte DiVincenzo,GSW,51,25.8,29,22,1.3,0.1,3.2,1.6,2.3,69.8
133,Dorian Finney-Smith,BKN,47,31.8,21,26,0.9,0.4,3.2,2.6,4.1,63.7
134,Doug McDermott,SAS,53,20.6,15,38,0.2,0.1,1.9,1.2,1.6,77.4
135,Draymond Green,GSW,53,31.6,28,25,0.9,0.8,6.5,2.4,5.0,47.4
136,Drew Eubanks,POR,59,19.7,27,32,0.5,1.2,3.4,3.0,5.1,58.8
137,Dru Smith,BKN,9,11.2,4,5,1.0,0.3,1.6,0.6,1.0,55.6
138,Duane Washington Jr.,NYK,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,31,17.7,14,17,0.4,0.0,1.6,1.2,1.5,80.4
140,Dwight Powell,DAL,58,19.8,31,27,0.7,0.4,2.3,2.7,4.2,63.5
141,Dyson Daniels,NOP,40,19.5,21,19,0.9,0.3,2.8,1.6,2.2,69.7
142,Edmond Sumner,BKN,46,14.5,28,18,0.7,0.2,1.3,0.8,1.1,71.2
143,Eric Gordon,LAC,52,29.2,14,38,0.6,0.4,1.8,0.8,0.9,84.8
144,Eugene Omoruyi,OKC,23,11.8,9,14,0.6,0.0,1.3,0.4,0.8,52.6
145,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
146,Evan Mobley,CLE,62,34.1,37,25,0.8,1.3,6.5,4.1,6.8,61.0
147,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
