,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,14,5,9,6.1,3.3,7.4,5.1,0.2,1.39,0.66,0.447,0.1,0.0,0.5,2.0,0.0,1.429
1,AJ Green,MIL,35,27,8,9.9,4.4,12.1,7.4,0.5,2.53,1.74,0.364,0.1,0.0,0.3,0.0,0.0,0.667
2,AJ Griffin,ATL,71,34,37,19.3,8.8,20.9,14.1,0.7,2.08,1.5,0.422,0.4,0.0,0.7,0.806,2.0,0.918
3,Aaron Gordon,DEN,68,45,23,30.2,16.3,42.5,23.9,2.1,2.95,2.1,0.384,1.8,2.2,6.7,0.479,0.707,1.179
4,Aaron Holiday,ATL,62,32,30,13.1,3.9,19.8,7.8,1.4,4.15,3.77,0.195,0.1,0.0,0.4,0.25,0.0,0.636
5,Aaron Nesmith,IND,72,29,43,24.9,10.1,36.0,20.8,1.0,1.67,0.81,0.279,0.4,0.0,1.1,0.759,0.0,0.763
6,Aaron Wiggins,OKC,69,36,33,18.7,6.9,21.0,13.1,0.7,1.9,1.26,0.327,0.5,0.0,2.1,0.432,1.0,0.897
7,Admiral Schofield,ORL,36,14,22,11.9,4.1,18.4,8.9,0.5,1.79,0.89,0.222,0.5,0.0,1.0,0.588,0.0,0.743
8,Al Horford,BOS,63,44,19,30.5,9.8,45.7,25.4,1.2,1.53,0.48,0.214,1.1,0.9,2.7,0.268,0.386,0.553
9,Alec Burks,DET,50,12,38,22.0,12.9,34.6,21.2,1.7,3.03,2.34,0.374,0.3,0.3,0.4,0.625,0.533,0.611
10,Aleksej Pokusevski,OKC,34,16,18,20.6,8.1,41.7,22.7,1.1,1.6,0.75,0.195,1.6,0.0,3.1,0.63,0.0,0.71
11,Alex Caruso,CHI,65,31,34,23.7,5.7,42.5,17.5,1.8,2.6,1.84,0.134,0.8,0.0,1.3,0.286,0.0,0.607
