,PLAYER,TEAM,GP,W,L,MIN,Touches,Elbow Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
12,Alex Len,SAC,18,12,6,3.2,5.8,1.1,0.1,0.3,40.0,0.1,0.1,100.0,0.3,31.6,0.6,57.9,0.1,9.1,0.1,10.5,0.1,5.3
13,Alize Johnson,SAS,4,1,3,7.4,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,66,14,52,28.6,55.1,5.1,1.1,2.1,53.6,0.5,0.7,68.8,2.8,54.6,2.1,41.8,0.4,20.6,0.4,7.1,0.3,6.5
16,Amir Coffey,LAC,46,24,22,13.0,14.1,0.1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,16.7,0.1,66.7,0.0,0.0,0.0,0.0,0.0,16.7
17,Andre Drummond,CHI,59,27,32,12.7,17.5,1.7,0.4,0.7,53.5,0.2,0.4,54.2,1.0,61.2,0.6,33.7,0.1,15.2,0.1,8.2,0.2,12.2
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,0.7,0.1,0.1,100.0,0.0,0.0,0.0,0.3,40.0,0.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,66,30,36,27.2,46.1,0.4,0.1,0.2,63.6,0.0,0.0,0.0,0.2,51.9,0.2,51.9,0.0,14.3,0.0,7.4,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,0.7,0.3,0.4,56.3,0.1,0.1,75.0,0.6,80.8,0.2,26.9,0.0,14.3,0.0,0.0,0.1,7.7
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.3,0.1,0.2,64.3,0.0,0.0,0.0,0.3,95.0,0.1,20.0,0.0,25.0,0.0,10.0,0.0,0.0
22,Anthony Davis,LAL,47,24,23,33.7,67.8,5.2,1.6,2.8,56.5,0.6,0.7,88.2,3.9,74.6,1.7,32.0,0.3,20.5,0.2,4.5,0.3,6.1
23,Anthony Edwards,MIN,71,35,36,36.0,71.5,0.5,0.2,0.3,78.9,0.0,0.0,100.0,0.5,86.8,0.2,31.6,0.0,25.0,0.1,13.2,0.0,2.6
24,Anthony Gill,WAS,50,18,32,9.8,9.9,0.4,0.1,0.2,75.0,0.0,0.0,0.0,0.2,57.1,0.2,52.4,0.0,18.2,0.0,0.0,0.0,0.0
25,Anthony Lamb,GSW,53,29,24,20.0,34.1,0.7,0.1,0.2,70.0,0.0,0.0,50.0,0.3,42.9,0.4,60.0,0.1,19.0,0.0,5.7,0.0,2.9
26,Austin Reaves,LAL,55,28,27,28.0,39.7,0.5,0.1,0.2,55.6,0.1,0.1,80.0,0.2,44.4,0.3,55.6,0.1,26.7,0.0,0.0,0.1,11.1
27,Austin Rivers,MIN,52,25,27,19.5,22.8,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,69,33,36,26.9,44.8,0.2,0.1,0.1,85.7,0.0,0.0,100.0,0.2,87.5,0.1,37.5,0.0,0.0,0.0,12.5,0.0,6.3
29,Bam Adebayo,MIA,69,37,32,35.2,63.0,7.0,2.0,3.5,58.1,0.7,0.9,74.2,4.8,68.3,2.5,36.2,0.4,16.0,0.4,5.6,0.4,6.4
30,Ben Simmons,BKN,42,24,18,26.3,61.4,2.3,0.4,0.7,51.6,0.0,0.1,25.0,0.8,34.4,1.4,59.4,0.3,21.1,0.0,2.1,0.0,2.1
31,Bennedict Mathurin,IND,69,31,38,27.8,40.8,1.1,0.3,0.5,64.7,0.3,0.3,79.2,1.0,87.3,0.4,34.2,0.0,11.1,0.0,3.8,0.2,15.2
32,Bismack Biyombo,PHX,52,26,26,13.8,22.7,2.5,0.4,0.8,51.2,0.1,0.2,37.5,0.9,36.7,1.4,56.3,0.3,18.1,0.1,3.9,0.1,3.1
33,Blake Griffin,BOS,34,21,13,14.3,20.8,1.1,0.3,0.4,78.6,0.1,0.2,50.0,0.7,64.1,0.6,51.3,0.1,25.0,0.0,0.0,0.1,7.7
34,Blake Wesley,SAS,27,6,21,17.5,34.4,0.3,0.0,0.1,50.0,0.1,0.1,50.0,0.1,50.0,0.1,50.0,0.0,0.0,0.0,0.0,0.1,25.0
35,Boban Marjanovic,HOU,25,4,21,4.7,6.4,0.7,0.2,0.3,75.0,0.0,0.1,50.0,0.6,88.2,0.2,35.3,0.0,16.7,0.1,11.8,0.0,5.9
36,Bobby Portis,MIL,61,41,20,26.0,49.3,1.4,0.4,0.6,68.4,0.0,0.1,75.0,0.9,62.5,0.7,47.7,0.1,16.7,0.1,5.7,0.0,2.3
37,Bogdan Bogdanovic,ATL,47,23,24,28.3,41.4,0.6,0.2,0.3,57.1,0.0,0.0,0.0,0.3,55.2,0.3,48.3,0.1,21.4,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,0.8,0.3,0.5,58.1,0.1,0.1,100.0,0.7,95.5,0.2,20.5,0.0,22.2,0.0,2.3,0.0,4.5
39,Bol Bol,ORL,67,26,41,21.4,22.6,0.4,0.2,0.2,87.5,0.0,0.0,100.0,0.5,114.8,0.1,33.3,0.0,22.2,0.0,3.7,0.0,3.7
40,Bones Hyland,LAC,48,31,17,19.1,45.7,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.1,60.0,0.1,50.0,0.0,20.0,0.0,10.0,0.0,0.0
41,Bradley Beal,WAS,50,24,26,33.5,67.9,1.9,0.5,1.0,50.0,0.2,0.2,100.0,1.2,63.8,0.7,37.2,0.1,17.1,0.1,6.4,0.1,4.3
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,50.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,4.3,1.1,1.6,65.2,0.1,0.3,57.1,2.4,55.4,2.3,53.8,0.4,15.5,0.1,2.9,0.1,2.9
44,Brandon Ingram,NOP,36,17,19,33.2,65.0,2.0,0.6,1.1,57.9,0.3,0.3,100.0,1.6,77.8,0.7,34.7,0.3,36.0,0.1,2.8,0.1,5.6
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,70,51,19,30.6,34.4,2.5,0.5,1.0,55.1,0.2,0.3,77.8,1.4,54.0,1.2,47.2,0.2,18.1,0.2,6.8,0.1,5.1
47,Bruce Brown,DEN,72,49,23,28.1,50.7,0.8,0.3,0.5,69.4,0.0,0.1,50.0,0.8,91.5,0.3,30.5,0.1,22.2,0.0,5.1,0.0,3.4
48,Bruno Fernando,ATL,35,11,24,10.7,19.1,1.4,0.2,0.5,41.2,0.1,0.1,50.0,0.5,34.7,0.7,49.0,0.0,4.2,0.1,4.1,0.1,4.1
49,Bryce McGowens,CHA,38,12,26,14.8,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,7,1,6,9.8,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,73,33,40,31.7,59.5,0.4,0.1,0.2,83.3,0.0,0.0,0.0,0.3,74.2,0.2,51.6,0.0,6.3,0.0,9.7,0.0,0.0
53,CJ McCollum,NOP,66,32,34,35.1,74.9,0.8,0.2,0.4,53.6,0.0,0.0,100.0,0.5,64.3,0.3,41.1,0.0,13.0,0.1,7.1,0.0,1.8
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.3,0.2,0.3,66.7,0.0,0.0,0.0,0.3,100.0,0.1,25.0,0.1,100.0,0.0,0.0,0.0,0.0
55,Caleb Houstan,ORL,44,17,27,15.3,12.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,25.0,0.0,0.0
56,Caleb Martin,MIA,63,34,29,29.7,38.8,0.7,0.2,0.3,71.4,0.0,0.0,100.0,0.5,82.9,0.3,39.0,0.0,12.5,0.0,4.9,0.0,0.0
57,Cam Reddish,POR,37,14,23,24.9,28.6,0.6,0.2,0.4,61.5,0.1,0.1,100.0,0.5,81.8,0.2,27.3,0.1,33.3,0.1,9.1,0.0,4.5
58,Cam Thomas,BKN,52,28,24,16.6,28.9,0.3,0.1,0.2,60.0,0.1,0.1,100.0,0.3,100.0,0.1,27.8,0.0,40.0,0.0,5.6,0.0,5.6
59,Cameron Johnson,BKN,34,19,15,28.0,38.0,0.6,0.1,0.3,45.5,0.0,0.0,0.0,0.3,52.6,0.2,36.8,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,40,21,19,21.2,52.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,69,42,27,30.0,47.8,0.6,0.1,0.3,42.1,0.1,0.1,75.0,0.3,52.4,0.2,40.5,0.0,11.8,0.0,2.4,0.1,9.5
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,70,44,26,20.7,29.0,0.4,0.2,0.2,84.6,0.0,0.0,0.0,0.3,81.5,0.2,44.4,0.0,25.0,0.0,3.7,0.0,3.7
64,Charles Bassey,SAS,35,9,26,14.5,24.9,1.9,0.3,0.7,47.8,0.1,0.2,83.3,0.8,42.4,0.9,47.0,0.2,22.6,0.2,9.1,0.1,3.0
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,59,36,23,10.8,15.7,1.3,0.2,0.4,59.1,0.1,0.2,80.0,0.6,45.5,0.7,55.8,0.2,20.9,0.1,5.2,0.1,5.2
67,Chris Boucher,TOR,67,33,34,20.0,23.4,0.5,0.1,0.3,55.6,0.1,0.1,75.0,0.4,84.8,0.1,21.2,0.0,14.3,0.0,9.1,0.1,12.1
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.3,0.1,0.2,42.9,0.1,0.1,100.0,0.2,83.3,0.0,16.7,0.0,0.0,0.0,8.3,0.0,16.7
69,Chris Paul,PHX,51,26,25,32.0,74.4,0.3,0.0,0.1,0.0,0.1,0.1,60.0,0.0,6.7,0.2,60.0,0.0,11.1,0.0,6.7,0.0,6.7
70,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,67,45,22,14.5,16.5,0.3,0.1,0.1,80.0,0.1,0.1,62.5,0.2,65.0,0.1,50.0,0.0,20.0,0.0,5.0,0.1,20.0
72,Christian Koloko,TOR,50,24,26,13.9,14.7,0.9,0.1,0.4,31.6,0.1,0.1,85.7,0.3,39.5,0.4,46.5,0.1,15.0,0.0,2.3,0.1,7.0
73,Christian Wood,DAL,60,31,29,26.7,47.6,2.2,0.5,0.8,60.0,0.4,0.4,92.3,1.5,66.4,0.9,42.7,0.2,21.4,0.1,5.3,0.2,9.9
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,66.7,0.1,66.7,0.0,50.0,0.0,0.0,0.0,0.0
75,Clint Capela,ATL,57,30,27,26.6,36.6,2.4,0.5,0.8,68.9,0.1,0.1,62.5,1.2,49.6,1.4,56.9,0.2,15.4,0.1,5.1,0.1,2.9
76,Coby White,CHI,63,30,33,22.9,36.6,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,1.9,0.5,0.8,62.5,0.0,0.0,0.0,1.0,52.6,1.1,57.9,0.1,9.1,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,54,25,29,25.6,53.1,0.4,0.1,0.1,100.0,0.1,0.1,87.5,0.3,71.4,0.2,57.1,0.0,8.3,0.0,4.8,0.1,19.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,0.4,0.0,0.1,40.0,0.1,0.1,100.0,0.2,52.6,0.2,42.1,0.1,37.5,0.0,5.3,0.1,15.8
82,Corey Kispert,WAS,65,28,37,27.7,30.9,0.5,0.2,0.3,61.1,0.0,0.0,100.0,0.4,83.9,0.1,29.0,0.1,44.4,0.0,9.7,0.0,3.2
83,Cory Joseph,DET,54,11,43,18.5,38.4,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.0,33.3,0.0,33.3,0.0,50.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,65,34,31,32.5,80.8,0.5,0.2,0.3,68.4,0.0,0.0,0.0,0.4,82.9,0.2,37.1,0.0,0.0,0.0,5.7,0.0,0.0
85,Daishen Nix,HOU,49,12,37,16.6,37.6,0.1,0.1,0.1,100.0,0.0,0.0,0.0,0.1,120.0,0.0,20.0,0.0,100.0,0.0,20.0,0.0,0.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.1,0.1,0.1,66.7,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,28,13,15,5.3,7.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,32,10,22,9.5,9.9,0.8,0.0,0.1,25.0,0.1,0.1,100.0,0.1,15.4,0.5,61.5,0.0,6.3,0.1,11.5,0.0,3.8
89,Damian Lillard,POR,58,27,31,36.3,88.1,0.4,0.1,0.1,71.4,0.1,0.1,100.0,0.3,62.5,0.2,45.8,0.0,9.1,0.1,16.7,0.0,4.2
90,Damion Lee,PHX,70,38,32,20.7,28.9,0.3,0.1,0.1,75.0,0.0,0.0,0.0,0.2,57.1,0.2,57.1,0.0,0.0,0.0,4.8,0.0,0.0
91,Daniel Gafford,WAS,71,30,41,19.9,28.0,2.0,0.5,0.8,70.9,0.1,0.2,50.0,1.2,62.6,1.0,48.9,0.1,13.2,0.1,5.8,0.1,4.3
92,Daniel Theis,IND,7,1,6,15.5,23.7,2.1,0.7,1.3,55.6,0.1,0.3,50.0,1.7,80.0,0.7,33.3,0.1,20.0,0.0,0.0,0.1,6.7
93,Danny Green,CLE,9,5,4,9.8,13.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,48,33,15,14.3,16.0,0.1,0.1,0.1,75.0,0.0,0.0,0.0,0.1,116.7,0.0,16.7,0.0,100.0,0.0,16.7,0.0,0.0
95,Dario Saric,OKC,53,25,28,14.1,23.6,1.0,0.3,0.4,73.7,0.0,0.0,0.0,0.6,58.8,0.5,52.9,0.1,11.1,0.1,5.9,0.0,0.0
96,Darius Bazley,PHX,40,18,22,14.5,22.6,0.8,0.2,0.4,50.0,0.2,0.3,60.0,0.6,71.0,0.2,22.6,0.0,0.0,0.1,6.5,0.1,16.1
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,64,37,27,35.2,76.6,0.6,0.2,0.2,66.7,0.1,0.1,100.0,0.4,66.7,0.3,44.4,0.1,25.0,0.0,2.8,0.0,5.6
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,60,38,22,17.1,19.9,0.4,0.1,0.2,38.5,0.0,0.0,50.0,0.2,50.0,0.1,29.2,0.0,28.6,0.0,8.3,0.0,4.2
101,Davion Mitchell,SAC,71,42,29,17.9,34.3,0.1,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.1,40.0,0.0,75.0,0.0,0.0,0.0,10.0
102,Davis Bertans,DAL,41,19,22,10.6,12.9,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,50.0,0.1,75.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.0,0.0,33.3,0.1,40.0,0.0,0.0
104,Day'Ron Sharpe,BKN,39,16,23,11.4,18.6,1.5,0.3,0.5,60.0,0.2,0.3,66.7,0.8,54.2,0.7,44.1,0.1,11.5,0.2,10.2,0.2,10.2
105,De'Aaron Fox,SAC,65,40,25,34.0,79.5,0.4,0.1,0.2,63.6,0.0,0.0,0.0,0.2,60.9,0.1,39.1,0.0,11.1,0.0,13.0,0.0,0.0
106,De'Andre Hunter,ATL,63,34,29,31.9,38.1,0.9,0.3,0.6,59.5,0.1,0.1,87.5,0.8,94.4,0.1,16.7,0.0,22.2,0.0,5.6,0.1,7.4
107,De'Anthony Melton,PHI,69,47,22,28.1,48.7,0.6,0.1,0.1,80.0,0.0,0.0,50.0,0.3,47.4,0.4,71.1,0.1,22.2,0.0,0.0,0.0,2.6
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,2.4,0.1,0.2,37.5,0.0,0.1,25.0,0.2,8.4,1.9,80.7,0.3,17.9,0.1,4.8,0.1,2.4
109,DeMar DeRozan,CHI,65,32,33,36.5,60.6,1.6,0.4,0.8,50.9,0.2,0.3,88.9,1.2,74.5,0.5,32.4,0.1,21.2,0.0,2.0,0.1,6.9
110,Dean Wade,CLE,39,27,12,19.9,22.3,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.1,36.4,0.2,63.6,0.0,0.0,0.1,18.2,0.0,0.0
111,Deandre Ayton,PHX,61,30,31,30.4,52.7,5.5,2.0,3.6,56.6,0.4,0.5,76.7,4.5,81.5,1.2,22.4,0.3,22.7,0.3,6.3,0.2,4.2
112,Dejounte Murray,ATL,66,33,33,36.4,72.5,0.5,0.1,0.3,33.3,0.0,0.0,0.0,0.2,33.3,0.2,41.7,0.1,26.7,0.0,5.6,0.0,0.0
113,Delon Wright,WAS,44,23,21,23.7,45.1,0.3,0.1,0.1,100.0,0.0,0.0,0.0,0.2,71.4,0.2,57.1,0.0,12.5,0.0,7.1,0.0,0.0
114,Deni Avdija,WAS,71,31,40,26.1,42.9,0.7,0.2,0.4,60.0,0.0,0.0,50.0,0.5,64.7,0.3,45.1,0.1,21.7,0.0,2.0,0.0,2.0
115,Dennis Schroder,LAL,60,32,28,30.0,54.8,0.2,0.1,0.1,50.0,0.0,0.0,0.0,0.1,46.2,0.1,46.2,0.0,0.0,0.0,7.7,0.0,0.0
116,Dennis Smith Jr.,CHA,52,17,35,25.6,52.7,0.3,0.1,0.2,66.7,0.0,0.0,0.0,0.3,76.5,0.1,35.3,0.0,0.0,0.0,11.8,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,54,23,31,13.7,17.9,0.7,0.2,0.4,57.9,0.1,0.1,62.5,0.5,80.6,0.2,25.0,0.0,22.2,0.1,11.1,0.1,11.1
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.2,0.1,0.2,40.0,0.0,0.0,0.0,0.1,66.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,73,50,23,28.2,47.2,0.6,0.1,0.2,53.3,0.1,0.1,100.0,0.3,55.8,0.3,51.2,0.1,40.9,0.0,4.7,0.0,7.0
122,Desmond Bane,MEM,50,32,18,31.4,63.0,0.7,0.3,0.5,65.2,0.1,0.2,87.5,0.8,105.6,0.1,19.4,0.1,42.9,0.0,5.6,0.1,8.3
123,Devin Booker,PHX,45,27,18,34.6,64.0,1.1,0.4,0.6,64.0,0.1,0.1,100.0,0.9,83.7,0.4,36.7,0.2,38.9,0.1,6.1,0.1,6.1
124,Devin Vassell,SAS,37,12,25,31.1,53.4,0.5,0.2,0.4,64.3,0.1,0.1,100.0,0.6,121.1,0.1,15.8,0.0,0.0,0.0,0.0,0.1,10.5
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.2,33.3,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,67,30,37,17.9,34.2,0.2,0.0,0.0,100.0,0.0,0.0,0.0,0.1,36.4,0.1,63.6,0.0,42.9,0.0,9.1,0.0,0.0
127,Dewayne Dedmon,PHI,34,21,13,11.0,18.5,1.4,0.5,0.8,63.0,0.2,0.3,80.0,1.3,89.8,0.4,30.6,0.1,13.3,0.1,4.1,0.1,8.2
128,Dillon Brooks,MEM,65,41,24,30.5,41.1,0.4,0.1,0.2,53.3,0.0,0.0,100.0,0.3,64.3,0.1,25.0,0.0,28.6,0.0,10.7,0.0,0.0
129,Domantas Sabonis,SAC,70,42,28,34.8,83.7,8.8,2.1,3.1,67.4,0.9,1.1,76.3,5.3,60.0,4.3,49.3,1.0,23.8,0.5,5.7,0.5,5.9
130,Dominick Barlow,SAS,19,2,17,12.1,13.2,1.6,0.3,0.7,38.5,0.0,0.0,0.0,0.5,33.3,0.7,46.7,0.3,35.7,0.1,6.7,0.0,0.0
131,Donovan Mitchell,CLE,63,41,22,35.5,67.9,0.8,0.3,0.4,72.0,0.1,0.1,100.0,0.7,92.2,0.3,41.2,0.0,14.3,0.0,2.0,0.0,5.9
132,Donte DiVincenzo,GSW,63,35,28,26.5,48.8,0.7,0.1,0.1,66.7,0.0,0.0,100.0,0.2,33.3,0.5,71.1,0.1,12.5,0.0,4.4,0.0,2.2
133,Dorian Finney-Smith,BKN,59,26,33,30.9,38.0,0.6,0.1,0.1,100.0,0.0,0.0,100.0,0.2,39.4,0.4,75.8,0.1,20.0,0.0,0.0,0.0,3.0
134,Doug McDermott,SAS,59,18,41,20.7,28.0,0.3,0.1,0.2,58.3,0.0,0.0,0.0,0.3,100.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,6.7
135,Draymond Green,GSW,64,34,30,31.4,72.6,2.8,0.5,0.8,66.0,0.1,0.2,66.7,1.2,44.1,1.7,59.9,0.4,21.7,0.1,5.1,0.1,3.4
136,Drew Eubanks,POR,70,30,40,19.5,26.1,2.3,0.6,1.0,65.2,0.2,0.3,63.6,1.5,64.0,1.1,45.1,0.1,13.5,0.1,4.9,0.2,6.7
137,Dru Smith,BKN,10,4,6,12.4,22.7,0.3,0.2,0.2,100.0,0.0,0.0,0.0,0.4,133.3,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duncan Robinson,MIA,35,16,19,16.5,23.1,0.2,0.1,0.1,75.0,0.0,0.0,0.0,0.2,100.0,0.1,42.9,0.0,0.0,0.0,0.0,0.0,0.0
140,Dwight Powell,DAL,68,35,33,19.9,26.1,2.1,0.3,0.5,61.8,0.2,0.3,61.1,0.8,39.2,1.3,61.5,0.2,12.5,0.1,4.2,0.1,6.3
141,Dylan Windler,CLE,2,2,0,4.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,51,27,24,18.5,29.4,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.1,83.3,0.1,80.0,0.0,0.0,0.0,0.0
