,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
0,A.J. Lawson,DAL,13,5,8,4.8,0.8,0.4,50.0,1.3,58.8,0.2,71.4,5.6
1,AJ Green,MIL,34,27,7,9.7,1.3,0.5,37.2,2.5,50.0,0.2,55.1,8.2
2,AJ Griffin,ATL,71,34,37,19.3,2.1,0.5,26.0,3.7,57.0,0.2,60.2,8.7
3,Aaron Gordon,DEN,67,45,22,30.2,6.6,3.0,45.0,10.6,62.0,0.5,65.2,5.9
4,Aaron Holiday,ATL,61,32,29,13.3,1.2,0.2,20.8,2.4,48.3,0.2,51.8,10.1
5,Aaron Nesmith,IND,71,29,42,25.0,3.8,1.2,31.9,8.0,47.4,0.8,52.3,6.9
6,Aaron Wiggins,OKC,68,35,33,18.5,3.0,1.3,41.7,5.8,51.6,0.5,56.8,7.2
7,Admiral Schofield,ORL,34,14,20,11.5,1.6,0.6,39.3,4.1,40.3,0.3,43.4,6.9
8,Al Horford,BOS,62,43,19,30.5,6.2,2.1,34.0,10.2,60.6,1.0,66.8,6.4
9,Alec Burks,DET,50,12,38,22.0,3.1,0.8,24.5,5.1,60.5,0.2,63.3,7.7
10,Aleksej Pokusevski,OKC,34,16,18,20.6,4.7,2.1,45.9,9.3,50.3,1.1,57.0,5.0
11,Alex Caruso,CHI,64,30,34,23.7,3.0,0.5,18.3,5.5,53.8,0.5,58.6,9.3
12,Alex Len,SAC,24,15,9,5.5,2.0,0.8,40.8,3.6,57.0,0.3,61.3,5.2
13,Alize Johnson,SAS,4,1,3,7.4,2.5,0.8,30.0,4.5,55.6,0.3,58.8,3.8
14,Alondes Williams,BKN,1,1,0,5.3,1.0,0.0,0.0,1.0,100.0,0.0,100.0,7.0
15,Alperen Sengun,HOU,73,16,57,29.0,8.8,4.2,47.1,15.9,55.7,1.2,60.4,5.1
16,Amir Coffey,LAC,49,25,24,12.7,1.1,0.2,20.8,2.2,48.6,0.1,52.0,10.5
17,Andre Drummond,CHI,66,31,35,12.7,6.6,3.5,53.2,9.5,69.0,0.4,72.0,4.1
18,Andre Iguodala,GSW,7,2,5,13.5,1.9,0.4,23.1,3.9,48.1,0.6,56.5,7.3
19,Andrew Nembhard,IND,73,31,42,27.5,2.6,0.5,17.7,4.9,54.1,0.4,58.7,10.0
20,Andrew Wiggins,GSW,36,18,18,32.3,5.0,1.6,32.6,9.8,51.4,0.8,55.9,7.1
21,Anfernee Simons,POR,62,27,35,35.0,2.6,0.5,21.1,4.8,54.0,0.4,59.2,9.5
22,Anthony Davis,LAL,54,29,25,34.0,12.4,6.9,56.0,20.1,61.6,1.5,66.5,4.3
23,Anthony Edwards,MIN,77,38,39,36.1,5.7,1.2,20.9,9.9,58.0,0.8,62.8,7.1
24,Anthony Gill,WAS,57,20,37,10.3,1.6,0.6,37.2,3.2,51.4,0.3,56.3,6.0
25,Anthony Lamb,GSW,59,33,26,19.6,3.5,1.4,39.1,7.3,48.4,0.7,53.4,6.5
26,Austin Reaves,LAL,62,33,29,28.7,3.0,0.4,13.2,5.9,52.1,0.6,58.0,9.1
27,Austin Rivers,MIN,52,25,27,19.5,1.6,0.2,13.3,3.0,53.2,0.2,57.6,9.6
28,Ayo Dosunmu,CHI,77,37,40,26.1,2.7,0.5,19.4,5.3,50.9,0.6,57.1,10.4
29,Bam Adebayo,MIA,73,38,35,35.2,9.3,4.0,43.3,15.8,58.8,1.1,63.1,5.8
30,Ben Simmons,BKN,42,24,18,26.3,6.3,1.9,30.0,9.9,63.1,0.7,67.8,6.3
31,Bennedict Mathurin,IND,76,32,44,28.2,4.1,1.2,28.3,7.9,51.5,0.6,55.4,8.3
32,Bismack Biyombo,PHX,59,32,27,14.4,4.3,1.8,42.9,8.4,50.8,0.7,55.5,5.0
33,Blake Griffin,BOS,39,25,14,14.0,3.8,1.8,48.0,6.8,56.4,0.6,61.5,5.3
34,Blake Wesley,SAS,33,7,26,17.5,2.0,0.4,19.4,4.3,47.2,0.2,49.6,8.0
35,Boban Marjanovic,HOU,29,5,24,5.2,1.8,0.8,42.3,3.2,56.5,0.3,62.7,4.3
36,Bobby Portis,MIL,69,47,22,26.1,9.7,3.4,34.9,15.7,61.5,1.0,65.9,5.0
37,Bogdan Bogdanovic,ATL,53,27,26,28.1,3.1,0.7,22.7,5.3,58.0,0.5,64.2,7.9
38,Bojan Bogdanovic,DET,58,15,43,32.0,3.8,0.7,18.3,7.1,53.0,0.4,56.6,8.9
39,Bol Bol,ORL,67,26,41,21.4,5.8,1.5,26.1,8.3,69.5,0.5,73.9,5.4
40,Bones Hyland,LAC,54,34,20,19.4,2.3,0.5,22.6,4.3,53.4,0.3,57.1,8.4
41,Bradley Beal,WAS,50,24,26,33.5,3.9,1.0,26.0,6.8,57.6,0.4,61.4,8.3
42,Brandon Boston Jr.,LAC,21,8,13,11.7,1.4,0.4,31.0,2.8,49.2,0.1,51.8,7.7
43,Brandon Clarke,MEM,56,32,24,19.5,5.5,2.6,47.1,10.9,50.9,0.7,54.5,5.2
44,Brandon Ingram,NOP,43,22,21,33.9,5.3,1.3,23.8,8.6,61.7,0.5,65.8,7.1
45,Braxton Key,DET,3,0,3,3.0,0.3,0.3,100.0,1.0,33.3,0.3,50.0,2.8
46,Brook Lopez,MIL,78,57,21,30.4,6.7,3.3,49.8,12.2,54.5,1.1,59.8,6.2
47,Bruce Brown,DEN,78,52,26,28.3,4.1,1.1,26.9,7.5,54.1,0.5,58.0,7.1
48,Bruno Fernando,ATL,38,13,25,10.1,3.3,1.4,40.9,7.0,47.7,0.6,51.8,5.0
49,Bryce McGowens,CHA,44,15,29,16.3,1.9,0.5,26.2,3.4,55.6,0.3,60.0,9.5
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,8,1,7,9.2,0.6,0.1,20.0,1.1,55.6,0.1,62.5,11.3
52,Buddy Hield,IND,78,34,44,31.2,5.0,0.9,17.5,9.1,54.6,0.8,59.8,8.0
53,CJ McCollum,NOP,73,37,36,35.2,4.4,0.7,15.7,7.4,59.1,0.4,62.5,10.0
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,48,20,28,15.0,2.0,0.6,30.5,4.0,50.0,0.3,54.3,8.7
56,Caleb Martin,MIA,68,36,32,29.6,4.9,1.2,25.3,9.0,54.0,0.9,60.1,8.0
57,Cam Reddish,POR,40,14,26,24.7,2.2,0.6,26.1,4.1,53.7,0.4,58.7,10.2
58,Cam Thomas,BKN,56,30,26,16.2,1.7,0.3,20.4,3.6,46.0,0.4,51.4,7.8
59,Cameron Johnson,BKN,41,24,17,28.5,4.4,1.0,22.2,7.7,57.3,0.6,62.1,7.3
60,Cameron Payne,PHX,46,26,20,20.6,2.3,0.2,10.6,4.4,51.5,0.3,55.9,9.0
61,Caris LeVert,CLE,74,45,29,30.2,3.8,0.9,24.5,6.3,60.1,0.5,65.1,8.4
62,Carlik Jones,CHI,4,1,3,6.9,0.8,0.5,66.7,1.3,60.0,0.0,60.0,9.0
63,Cedi Osman,CLE,75,47,28,20.1,2.3,0.5,20.7,4.0,56.0,0.3,61.2,8.4
64,Charles Bassey,SAS,35,9,26,14.5,5.5,2.0,36.8,9.3,59.0,0.7,64.1,4.9
65,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
66,Chimezie Metu,SAC,64,41,23,10.3,3.0,1.1,38.1,4.9,59.8,0.3,63.0,4.5
67,Chris Boucher,TOR,74,38,36,20.1,5.6,2.6,45.9,9.8,56.6,0.7,61.0,4.6
68,Chris Duarte,IND,46,19,27,19.5,2.5,0.5,20.0,5.1,48.9,0.5,53.7,8.1
69,Chris Paul,PHX,58,32,26,31.9,4.2,0.7,17.6,7.0,60.6,0.4,64.8,9.2
