trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Devin Booker,0.24,0.11,0.2,0.22,0.11,0.32,0.23,0.69,0.31,0.57,0.63,0.3,0.98,0.77,0.91,0.95,0.73,0.98,0.99,0.98,0.37,0.82,0.89,0.31
Jaylen Brown,0.23,0.15,0.13,0.23,0.17,0.24,0.23,0.64,0.41,0.37,0.63,0.47,0.98,0.89,0.81,0.96,0.94,0.95,0.99,0.97,0.59,0.61,0.89,0.7
Kyrie Irving,0.23,0.13,0.22,0.18,0.16,0.22,0.24,0.63,0.35,0.58,0.49,0.44,0.98,0.85,0.93,0.91,0.92,0.93,0.99,0.96,0.48,0.82,0.73,0.65
Ja Morant,0.23,0.12,0.31,0.26,0.15,0.34,0.22,0.71,0.39,0.98,0.8,0.45,0.98,0.81,0.98,0.99,0.9,0.98,0.98,0.98,0.56,0.98,0.97,0.67
Trae Young,0.22,0.07,0.4,0.33,0.16,0.38,0.21,0.64,0.2,1.16,0.95,0.48,0.97,0.51,1.0,1.0,0.92,0.99,0.96,0.97,0.08,1.0,0.98,0.72
Lauri Markkanen,0.22,0.19,0.07,0.13,0.1,0.24,0.19,0.63,0.54,0.22,0.38,0.27,0.97,0.94,0.61,0.82,0.66,0.95,0.93,0.96,0.77,0.31,0.51,0.25
Anthony Davis,0.22,0.27,0.1,0.16,0.16,0.28,0.19,0.65,0.79,0.33,0.47,0.46,0.97,0.99,0.73,0.88,0.92,0.97,0.93,0.97,0.93,0.55,0.7,0.69
Zion Williamson,0.22,0.15,0.18,0.22,0.13,0.33,0.18,0.67,0.45,0.54,0.66,0.41,0.97,0.89,0.89,0.95,0.83,0.98,0.91,0.97,0.67,0.8,0.91,0.58
DeMar DeRozan,0.22,0.11,0.21,0.15,0.15,0.32,0.2,0.59,0.31,0.59,0.42,0.4,0.97,0.77,0.92,0.85,0.9,0.98,0.94,0.93,0.37,0.83,0.59,0.55
Pascal Siakam,0.22,0.18,0.25,0.23,0.09,0.29,0.21,0.58,0.5,0.68,0.6,0.23,0.97,0.93,0.96,0.96,0.59,0.97,0.96,0.93,0.73,0.9,0.86,0.19
Zach LaVine,0.22,0.11,0.17,0.2,0.12,0.26,0.21,0.62,0.3,0.47,0.54,0.34,0.97,0.77,0.87,0.93,0.78,0.96,0.96,0.95,0.33,0.73,0.79,0.4
Julius Randle,0.22,0.21,0.18,0.24,0.11,0.27,0.21,0.62,0.6,0.51,0.66,0.31,0.97,0.96,0.89,0.98,0.73,0.97,0.96,0.95,0.82,0.77,0.91,0.33
Brandon Ingram,0.21,0.12,0.2,0.24,0.07,0.26,0.21,0.64,0.35,0.6,0.72,0.23,0.95,0.81,0.91,0.98,0.46,0.96,0.96,0.97,0.48,0.84,0.95,0.19
Anthony Edwards,0.21,0.14,0.17,0.22,0.19,0.22,0.22,0.59,0.39,0.49,0.61,0.52,0.95,0.87,0.87,0.95,0.96,0.93,0.98,0.93,0.56,0.75,0.87,0.79
De'Aaron Fox,0.21,0.1,0.22,0.2,0.15,0.24,0.21,0.61,0.29,0.65,0.62,0.44,0.95,0.72,0.93,0.93,0.9,0.95,0.96,0.95,0.3,0.89,0.88,0.65
Nikola Jokic,0.21,0.28,0.33,0.26,0.17,0.27,0.17,0.63,0.81,0.98,0.75,0.51,0.95,1.0,0.99,0.99,0.94,0.97,0.89,0.96,0.95,0.98,0.96,0.78
Paul George,0.21,0.14,0.22,0.23,0.22,0.22,0.21,0.6,0.41,0.63,0.64,0.64,0.95,0.87,0.93,0.96,1.0,0.93,0.96,0.94,0.59,0.86,0.9,0.9
Jimmy Butler,0.21,0.15,0.22,0.13,0.21,0.35,0.16,0.62,0.45,0.64,0.38,0.63,0.95,0.89,0.93,0.82,0.99,0.99,0.88,0.95,0.67,0.88,0.51,0.89
LaMelo Ball,0.2,0.14,0.33,0.27,0.15,0.13,0.22,0.57,0.4,0.93,0.79,0.41,0.94,0.87,0.99,0.99,0.9,0.83,0.98,0.92,0.58,0.98,0.97,0.58
Kawhi Leonard,0.2,0.15,0.16,0.13,0.2,0.22,0.19,0.59,0.44,0.5,0.39,0.6,0.94,0.89,0.86,0.82,0.98,0.93,0.93,0.93,0.65,0.76,0.53,0.87
Jalen Green,0.2,0.08,0.16,0.17,0.1,0.23,0.2,0.58,0.24,0.47,0.48,0.29,0.94,0.58,0.86,0.89,0.66,0.94,0.94,0.93,0.17,0.73,0.72,0.3
Bradley Beal,0.2,0.09,0.21,0.23,0.14,0.21,0.2,0.6,0.28,0.63,0.68,0.41,0.94,0.65,0.92,0.96,0.86,0.92,0.94,0.94,0.28,0.86,0.92,0.58
Kristaps Porzingis,0.2,0.19,0.1,0.16,0.12,0.29,0.18,0.63,0.59,0.31,0.5,0.37,0.94,0.94,0.73,0.88,0.78,0.97,0.91,0.96,0.81,0.52,0.75,0.48
Jalen Brunson,0.2,0.08,0.28,0.17,0.14,0.22,0.19,0.59,0.22,0.79,0.49,0.42,0.94,0.58,0.97,0.89,0.86,0.93,0.93,0.93,0.12,0.95,0.73,0.6
Kelly Oubre Jr.,0.19,0.12,0.04,0.1,0.17,0.19,0.19,0.57,0.36,0.14,0.31,0.55,0.93,0.81,0.38,0.72,0.94,0.9,0.93,0.92,0.5,0.12,0.34,0.81
James Harden,0.19,0.16,0.43,0.28,0.18,0.26,0.18,0.5,0.43,1.16,0.77,0.48,0.93,0.91,1.0,1.0,0.95,0.96,0.91,0.85,0.63,1.0,0.96,0.72
Bam Adebayo,0.19,0.23,0.14,0.21,0.15,0.24,0.18,0.55,0.65,0.4,0.6,0.42,0.93,0.98,0.83,0.94,0.9,0.95,0.91,0.91,0.86,0.65,0.86,0.6
Bojan Bogdanovic,0.19,0.09,0.11,0.16,0.07,0.19,0.17,0.59,0.27,0.33,0.5,0.23,0.93,0.65,0.76,0.88,0.46,0.9,0.89,0.93,0.25,0.55,0.75,0.19
Keldon Johnson,0.19,0.12,0.11,0.15,0.09,0.26,0.19,0.59,0.36,0.32,0.46,0.28,0.93,0.81,0.76,0.85,0.59,0.96,0.93,0.93,0.5,0.53,0.67,0.27
Darius Garland,0.19,0.07,0.32,0.24,0.18,0.21,0.19,0.55,0.19,0.91,0.7,0.5,0.93,0.51,0.99,0.98,0.95,0.92,0.93,0.91,0.06,0.98,0.94,0.76
Kyle Kuzma,0.19,0.17,0.15,0.22,0.08,0.16,0.21,0.54,0.48,0.45,0.62,0.23,0.93,0.92,0.84,0.95,0.53,0.88,0.96,0.89,0.71,0.7,0.88,0.19
Terry Rozier,0.19,0.09,0.21,0.15,0.14,0.14,0.21,0.54,0.27,0.6,0.44,0.41,0.93,0.65,0.92,0.85,0.86,0.85,0.96,0.89,0.25,0.84,0.63,0.58
Tyler Herro,0.19,0.13,0.18,0.19,0.09,0.12,0.2,0.53,0.38,0.52,0.53,0.28,0.93,0.85,0.89,0.92,0.59,0.8,0.94,0.88,0.54,0.78,0.78,0.27
Desmond Bane,0.18,0.11,0.17,0.19,0.11,0.16,0.18,0.59,0.36,0.53,0.6,0.36,0.91,0.77,0.87,0.92,0.73,0.88,0.91,0.93,0.5,0.79,0.86,0.45
Cade Cunningham,0.18,0.14,0.29,0.24,0.16,0.13,0.21,0.54,0.41,0.86,0.72,0.48,0.91,0.87,0.98,0.98,0.92,0.83,0.96,0.89,0.59,0.96,0.95,0.72
Karl-Anthony Towns,0.18,0.18,0.19,0.2,0.1,0.2,0.17,0.54,0.55,0.58,0.6,0.31,0.91,0.93,0.9,0.93,0.66,0.91,0.89,0.89,0.79,0.82,0.86,0.33
Tyrese Maxey,0.18,0.07,0.15,0.11,0.11,0.15,0.19,0.53,0.22,0.43,0.33,0.32,0.91,0.51,0.84,0.76,0.73,0.87,0.93,0.88,0.12,0.68,0.4,0.35
Jerami Grant,0.18,0.11,0.1,0.13,0.13,0.21,0.17,0.5,0.31,0.28,0.36,0.36,0.91,0.77,0.73,0.82,0.83,0.92,0.89,0.85,0.37,0.45,0.46,0.45
CJ McCollum,0.18,0.1,0.23,0.17,0.12,0.13,0.2,0.52,0.29,0.65,0.49,0.36,0.91,0.72,0.94,0.89,0.78,0.83,0.94,0.87,0.3,0.89,0.73,0.45
Anfernee Simons,0.18,0.06,0.17,0.15,0.11,0.12,0.2,0.52,0.18,0.47,0.41,0.29,0.91,0.42,0.87,0.85,0.73,0.8,0.94,0.87,0.05,0.73,0.57,0.3
Jordan Clarkson,0.18,0.09,0.17,0.2,0.09,0.16,0.19,0.54,0.27,0.52,0.62,0.28,0.91,0.65,0.87,0.93,0.59,0.88,0.93,0.89,0.25,0.78,0.88,0.27
Klay Thompson,0.18,0.09,0.08,0.11,0.1,0.1,0.2,0.54,0.27,0.24,0.34,0.29,0.91,0.65,0.66,0.76,0.66,0.74,0.94,0.89,0.25,0.37,0.42,0.3
Paolo Banchero,0.18,0.15,0.16,0.19,0.12,0.29,0.18,0.52,0.46,0.47,0.58,0.36,0.91,0.89,0.86,0.92,0.78,0.97,0.91,0.87,0.69,0.73,0.83,0.45
Fred VanVleet,0.17,0.1,0.29,0.19,0.19,0.16,0.18,0.46,0.27,0.79,0.52,0.52,0.89,0.72,0.98,0.92,0.96,0.88,0.91,0.8,0.25,0.95,0.77,0.79
Tyrese Haliburton,0.17,0.09,0.38,0.18,0.21,0.15,0.17,0.52,0.26,1.15,0.56,0.64,0.89,0.65,1.0,0.91,0.99,0.87,0.89,0.87,0.22,0.99,0.81,0.9
Jamal Murray,0.17,0.1,0.21,0.16,0.13,0.15,0.19,0.51,0.29,0.63,0.48,0.39,0.89,0.72,0.92,0.88,0.83,0.87,0.93,0.86,0.3,0.86,0.72,0.53
Franz Wagner,0.17,0.09,0.16,0.15,0.12,0.16,0.16,0.52,0.28,0.47,0.45,0.36,0.89,0.65,0.86,0.85,0.78,0.88,0.88,0.87,0.28,0.73,0.65,0.45
Jordan Poole,0.17,0.06,0.15,0.2,0.11,0.24,0.17,0.56,0.2,0.51,0.67,0.36,0.89,0.42,0.84,0.93,0.73,0.95,0.89,0.92,0.08,0.77,0.91,0.45
Dejounte Murray,0.17,0.12,0.25,0.18,0.21,0.12,0.19,0.47,0.33,0.67,0.47,0.57,0.89,0.81,0.96,0.91,0.99,0.8,0.93,0.81,0.44,0.9,0.7,0.83
Mikal Bridges,0.17,0.1,0.12,0.11,0.15,0.17,0.17,0.48,0.29,0.34,0.32,0.44,0.89,0.72,0.79,0.76,0.9,0.89,0.89,0.83,0.3,0.57,0.37,0.65
Kevin Porter Jr.,0.17,0.12,0.26,0.21,0.19,0.18,0.17,0.49,0.35,0.78,0.6,0.58,0.89,0.81,0.96,0.94,0.96,0.9,0.89,0.84,0.48,0.94,0.86,0.85
RJ Barrett,0.17,0.11,0.12,0.19,0.08,0.22,0.18,0.49,0.31,0.38,0.56,0.22,0.89,0.77,0.79,0.92,0.53,0.93,0.91,0.84,0.37,0.62,0.81,0.17
Devin Vassell,0.17,0.09,0.13,0.1,0.14,0.12,0.17,0.54,0.29,0.43,0.31,0.48,0.89,0.65,0.81,0.72,0.86,0.8,0.89,0.89,0.3,0.68,0.34,0.72
Jrue Holiday,0.16,0.1,0.29,0.21,0.2,0.13,0.17,0.49,0.31,0.9,0.65,0.59,0.88,0.72,0.98,0.94,0.98,0.83,0.89,0.84,0.37,0.97,0.9,0.86
Deandre Ayton,0.16,0.23,0.07,0.15,0.08,0.14,0.15,0.53,0.74,0.21,0.48,0.25,0.88,0.98,0.61,0.85,0.53,0.85,0.86,0.88,0.91,0.28,0.72,0.22
Gary Trent Jr.,0.16,0.06,0.07,0.07,0.18,0.13,0.16,0.47,0.19,0.21,0.22,0.56,0.88,0.42,0.61,0.55,0.95,0.83,0.88,0.81,0.06,0.28,0.18,0.82
Spencer Dinwiddie,0.16,0.08,0.27,0.17,0.13,0.17,0.16,0.45,0.24,0.79,0.49,0.38,0.88,0.58,0.97,0.89,0.83,0.89,0.88,0.78,0.17,0.95,0.73,0.5
Domantas Sabonis,0.16,0.3,0.27,0.23,0.14,0.21,0.14,0.46,0.85,0.77,0.64,0.38,0.88,1.0,0.97,0.96,0.86,0.92,0.84,0.8,0.96,0.93,0.9,0.5
Myles Turner,0.15,0.19,0.05,0.11,0.07,0.19,0.13,0.52,0.63,0.18,0.41,0.24,0.86,0.94,0.48,0.76,0.46,0.9,0.82,0.87,0.84,0.2,0.57,0.2
Christian Wood,0.15,0.19,0.08,0.16,0.07,0.16,0.14,0.56,0.72,0.29,0.58,0.25,0.86,0.94,0.66,0.88,0.46,0.88,0.84,0.92,0.9,0.47,0.83,0.22
Jaren Jackson Jr.,0.15,0.15,0.03,0.13,0.12,0.2,0.14,0.54,0.53,0.12,0.46,0.44,0.86,0.89,0.27,0.82,0.78,0.91,0.84,0.89,0.76,0.09,0.67,0.65
O.G. Anunoby,0.15,0.12,0.08,0.17,0.2,0.11,0.14,0.42,0.32,0.23,0.47,0.57,0.86,0.81,0.66,0.89,0.98,0.78,0.84,0.73,0.41,0.34,0.7,0.83
Evan Mobley,0.15,0.22,0.11,0.16,0.11,0.17,0.14,0.42,0.64,0.33,0.46,0.33,0.86,0.97,0.76,0.88,0.73,0.89,0.84,0.73,0.85,0.55,0.67,0.38
Buddy Hield,0.15,0.12,0.1,0.12,0.15,0.07,0.15,0.46,0.39,0.33,0.4,0.44,0.86,0.81,0.73,0.8,0.9,0.6,0.86,0.8,0.56,0.55,0.55,0.65
Michael Porter Jr.,0.15,0.13,0.04,0.07,0.08,0.09,0.15,0.51,0.44,0.13,0.25,0.28,0.86,0.85,0.38,0.55,0.53,0.7,0.86,0.86,0.65,0.1,0.23,0.27
Nikola Vucevic,0.15,0.26,0.13,0.14,0.1,0.08,0.16,0.46,0.77,0.4,0.41,0.29,0.86,0.99,0.81,0.84,0.66,0.65,0.88,0.8,0.92,0.65,0.57,0.3
D'Angelo Russell,0.15,0.07,0.25,0.18,0.13,0.12,0.15,0.47,0.23,0.76,0.55,0.39,0.86,0.51,0.96,0.91,0.83,0.8,0.86,0.81,0.14,0.93,0.79,0.53
Bennedict Mathurin,0.14,0.1,0.05,0.13,0.08,0.24,0.14,0.5,0.34,0.18,0.48,0.29,0.84,0.72,0.48,0.82,0.53,0.95,0.84,0.85,0.46,0.2,0.72,0.3
Norman Powell,0.14,0.07,0.07,0.13,0.11,0.19,0.14,0.56,0.27,0.28,0.5,0.44,0.84,0.51,0.61,0.82,0.73,0.9,0.84,0.92,0.25,0.45,0.75,0.65
Andrew Wiggins,0.14,0.12,0.08,0.08,0.15,0.11,0.16,0.44,0.36,0.24,0.27,0.47,0.84,0.81,0.66,0.62,0.9,0.78,0.88,0.76,0.5,0.37,0.27,0.7
Wendell Carter Jr.,0.14,0.2,0.1,0.14,0.06,0.15,0.13,0.47,0.67,0.33,0.46,0.2,0.84,0.95,0.73,0.84,0.38,0.87,0.82,0.81,0.88,0.55,0.67,0.14
Aaron Gordon,0.14,0.15,0.09,0.11,0.11,0.2,0.13,0.46,0.5,0.3,0.37,0.37,0.84,0.89,0.69,0.76,0.73,0.91,0.82,0.8,0.73,0.5,0.48,0.48
Brook Lopez,0.14,0.14,0.05,0.1,0.08,0.11,0.13,0.44,0.44,0.17,0.33,0.27,0.84,0.87,0.48,0.72,0.53,0.78,0.82,0.76,0.65,0.18,0.4,0.25
Jaden Ivey,0.14,0.09,0.21,0.21,0.11,0.19,0.15,0.47,0.3,0.69,0.67,0.37,0.84,0.65,0.92,0.94,0.73,0.9,0.86,0.81,0.33,0.91,0.91,0.48
Scottie Barnes,0.14,0.16,0.2,0.18,0.11,0.14,0.15,0.39,0.45,0.58,0.5,0.33,0.84,0.91,0.91,0.91,0.73,0.85,0.86,0.67,0.67,0.82,0.75,0.38
P.J. Washington,0.14,0.11,0.1,0.12,0.11,0.1,0.15,0.43,0.34,0.29,0.37,0.34,0.84,0.77,0.73,0.8,0.73,0.74,0.86,0.75,0.46,0.47,0.48,0.4
Josh Giddey,0.14,0.18,0.25,0.23,0.09,0.07,0.16,0.45,0.58,0.79,0.74,0.28,0.84,0.93,0.96,0.96,0.59,0.6,0.88,0.78,0.8,0.95,0.95,0.27
Kevin Huerter,0.13,0.08,0.11,0.1,0.15,0.07,0.13,0.42,0.27,0.35,0.33,0.49,0.82,0.58,0.76,0.72,0.9,0.6,0.82,0.73,0.25,0.59,0.4,0.75
Jonas Valanciunas,0.13,0.23,0.07,0.15,0.03,0.12,0.12,0.49,0.91,0.27,0.68,0.1,0.82,0.98,0.61,0.85,0.17,0.8,0.79,0.84,0.98,0.43,0.92,0.08
Cameron Johnson,0.13,0.1,0.07,0.05,0.14,0.11,0.13,0.48,0.33,0.25,0.19,0.5,0.82,0.72,0.61,0.39,0.86,0.78,0.82,0.83,0.44,0.39,0.14,0.76
Gordon Hayward,0.13,0.1,0.16,0.15,0.11,0.14,0.13,0.42,0.3,0.51,0.47,0.35,0.82,0.72,0.86,0.85,0.73,0.85,0.82,0.73,0.33,0.77,0.7,0.42
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.14,0.13,0.42,0.3,0.18,0.31,0.23,0.82,0.72,0.56,0.72,0.46,0.85,0.82,0.73,0.33,0.2,0.34,0.19
Jarrett Allen,0.13,0.24,0.07,0.11,0.1,0.14,0.11,0.38,0.72,0.22,0.33,0.32,0.82,0.99,0.61,0.76,0.66,0.85,0.76,0.65,0.9,0.31,0.4,0.35
Tobias Harris,0.13,0.14,0.1,0.1,0.11,0.07,0.14,0.39,0.43,0.3,0.29,0.34,0.82,0.87,0.73,0.72,0.73,0.6,0.84,0.67,0.63,0.5,0.31,0.4
Khris Middleton,0.13,0.09,0.19,0.17,0.11,0.13,0.14,0.49,0.37,0.77,0.72,0.47,0.82,0.65,0.9,0.89,0.73,0.83,0.84,0.84,0.52,0.93,0.95,0.7
Russell Westbrook,0.13,0.13,0.28,0.27,0.14,0.17,0.15,0.45,0.46,0.98,0.93,0.5,0.82,0.85,0.97,0.99,0.86,0.89,0.86,0.78,0.69,0.98,0.98,0.76
Alperen Sengun,0.13,0.19,0.16,0.16,0.13,0.15,0.12,0.47,0.67,0.56,0.58,0.44,0.82,0.94,0.86,0.88,0.83,0.87,0.79,0.81,0.88,0.81,0.83,0.65
Harrison Barnes,0.12,0.11,0.06,0.08,0.08,0.2,0.11,0.38,0.35,0.18,0.25,0.26,0.8,0.77,0.56,0.62,0.53,0.91,0.76,0.65,0.48,0.2,0.23,0.24
Malcolm Brogdon,0.12,0.09,0.14,0.12,0.1,0.13,0.12,0.47,0.38,0.54,0.49,0.38,0.8,0.65,0.83,0.8,0.66,0.83,0.79,0.81,0.54,0.8,0.73,0.5
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.37,0.8,0.34,0.76,0.8,0.59,0.9,0.76,0.85,0.08,0.7,0.78,0.48
Jalen Williams,0.12,0.1,0.13,0.13,0.16,0.11,0.11,0.38,0.34,0.43,0.45,0.51,0.8,0.72,0.81,0.82,0.92,0.78,0.76,0.65,0.46,0.68,0.65,0.78
Trey Murphy III,0.12,0.08,0.05,0.06,0.14,0.09,0.11,0.39,0.28,0.18,0.2,0.47,0.8,0.58,0.48,0.47,0.86,0.7,0.76,0.67,0.28,0.2,0.15,0.7
Kenyon Martin Jr.,0.12,0.12,0.07,0.08,0.06,0.11,0.1,0.4,0.44,0.24,0.28,0.21,0.8,0.81,0.61,0.62,0.38,0.78,0.72,0.69,0.65,0.37,0.29,0.16
Cole Anthony,0.12,0.11,0.17,0.11,0.09,0.11,0.12,0.44,0.42,0.66,0.44,0.37,0.8,0.77,0.87,0.76,0.59,0.78,0.79,0.76,0.61,0.89,0.63,0.48
Rudy Gobert,0.12,0.28,0.04,0.11,0.1,0.21,0.09,0.39,0.9,0.14,0.36,0.32,0.8,1.0,0.38,0.76,0.66,0.92,0.68,0.67,0.98,0.12,0.46,0.35
Jusuf Nurkic,0.12,0.21,0.12,0.16,0.11,0.15,0.11,0.42,0.79,0.47,0.69,0.43,0.8,0.96,0.79,0.88,0.73,0.87,0.76,0.73,0.93,0.73,0.93,0.62
Chris Paul,0.12,0.1,0.33,0.15,0.22,0.13,0.12,0.37,0.31,1.01,0.46,0.71,0.8,0.72,0.99,0.85,1.0,0.83,0.79,0.62,0.37,0.99,0.67,0.93
Dillon Brooks,0.12,0.07,0.1,0.11,0.1,0.09,0.15,0.41,0.23,0.33,0.38,0.33,0.8,0.51,0.73,0.76,0.66,0.7,0.86,0.71,0.14,0.55,0.51,0.38
Markelle Fultz,0.12,0.1,0.24,0.18,0.19,0.1,0.13,0.41,0.32,0.79,0.59,0.64,0.8,0.72,0.95,0.91,0.96,0.74,0.82,0.71,0.41,0.95,0.85,0.9
Immanuel Quickley,0.12,0.09,0.14,0.09,0.15,0.1,0.12,0.41,0.32,0.49,0.33,0.56,0.8,0.65,0.83,0.68,0.9,0.74,0.79,0.71,0.41,0.75,0.4,0.82
Saddiq Bey,0.12,0.11,0.06,0.07,0.11,0.13,0.12,0.42,0.4,0.22,0.24,0.4,0.8,0.77,0.56,0.55,0.73,0.83,0.79,0.73,0.58,0.31,0.21,0.55
Jabari Smith Jr.,0.12,0.16,0.06,0.09,0.07,0.1,0.13,0.37,0.51,0.19,0.32,0.23,0.8,0.91,0.56,0.68,0.46,0.74,0.82,0.62,0.75,0.23,0.37,0.19
Tim Hardaway Jr.,0.12,0.09,0.08,0.07,0.12,0.09,0.14,0.41,0.3,0.28,0.25,0.4,0.8,0.65,0.66,0.55,0.78,0.7,0.84,0.71,0.33,0.45,0.23,0.55
Luguentz Dort,0.12,0.1,0.09,0.1,0.12,0.14,0.13,0.38,0.33,0.31,0.32,0.39,0.8,0.72,0.69,0.72,0.78,0.85,0.82,0.65,0.44,0.52,0.37,0.53
Bobby Portis,0.12,0.2,0.06,0.08,0.06,0.09,0.13,0.46,0.77,0.23,0.32,0.22,0.8,0.95,0.56,0.62,0.38,0.7,0.82,0.8,0.92,0.34,0.37,0.17
Malik Beasley,0.11,0.08,0.06,0.08,0.12,0.03,0.14,0.41,0.31,0.23,0.3,0.48,0.77,0.58,0.56,0.62,0.78,0.3,0.84,0.71,0.37,0.34,0.33,0.72
Nic Claxton,0.11,0.23,0.07,0.1,0.11,0.15,0.09,0.38,0.79,0.24,0.33,0.36,0.77,0.98,0.61,0.72,0.73,0.87,0.68,0.65,0.93,0.37,0.4,0.45
Jakob Poeltl,0.11,0.22,0.1,0.12,0.12,0.12,0.1,0.42,0.82,0.38,0.46,0.45,0.77,0.97,0.73,0.8,0.78,0.8,0.72,0.73,0.95,0.62,0.67,0.67
Alec Burks,0.11,0.07,0.09,0.08,0.1,0.15,0.1,0.51,0.31,0.43,0.38,0.5,0.77,0.51,0.69,0.62,0.66,0.87,0.72,0.86,0.37,0.68,0.51,0.76
John Collins,0.11,0.15,0.05,0.1,0.08,0.1,0.11,0.36,0.49,0.16,0.32,0.28,0.77,0.89,0.48,0.72,0.53,0.74,0.76,0.59,0.72,0.16,0.37,0.27
Kyle Lowry,0.11,0.1,0.21,0.15,0.14,0.12,0.11,0.33,0.33,0.66,0.46,0.42,0.77,0.72,0.92,0.85,0.86,0.8,0.76,0.48,0.44,0.89,0.67,0.6
Max Strus,0.11,0.08,0.09,0.07,0.07,0.06,0.12,0.36,0.28,0.31,0.23,0.25,0.77,0.58,0.69,0.55,0.46,0.55,0.79,0.59,0.28,0.52,0.19,0.22
Kelly Olynyk,0.11,0.13,0.14,0.15,0.14,0.13,0.09,0.37,0.45,0.48,0.55,0.5,0.77,0.85,0.83,0.85,0.86,0.83,0.68,0.62,0.67,0.74,0.79,0.76
Eric Gordon,0.11,0.04,0.12,0.1,0.09,0.1,0.11,0.38,0.15,0.39,0.32,0.28,0.77,0.25,0.79,0.72,0.59,0.74,0.76,0.65,0.03,0.64,0.37,0.27
Lonnie Walker IV,0.11,0.04,0.05,0.05,0.09,0.08,0.11,0.42,0.17,0.21,0.21,0.31,0.77,0.25,0.48,0.39,0.59,0.65,0.76,0.73,0.04,0.28,0.17,0.33
Dennis Schroder,0.11,0.05,0.18,0.13,0.12,0.14,0.11,0.36,0.18,0.57,0.43,0.38,0.77,0.34,0.89,0.82,0.78,0.85,0.76,0.59,0.05,0.82,0.61,0.5
