,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Julius Randle,NYK,68,5.9,24.5,1.04,6.2,2.1,5.3,40.1,53.8,5.5,6.5,5.7,1.2,39.7,56.4
1,Jerami Grant,POR,61,5.8,30.7,1.09,6.3,2.0,5.2,39.4,54.9,6.8,5.9,6.5,2.0,39.9,64.0
2,Tim Hardaway Jr.,DAL,61,5.8,42.0,1.08,6.2,2.1,5.5,38.4,54.5,4.0,2.6,4.0,1.4,38.7,63.4
3,Buddy Hield,IND,67,4.5,28.8,1.23,5.5,1.9,4.2,45.7,64.3,1.7,5.3,1.7,0.3,44.0,87.4
4,Kyle Kuzma,WAS,60,6.1,26.9,0.99,6.0,2.1,5.5,37.8,51.2,3.6,6.6,3.6,0.5,37.2,42.5
5,Lauri Markkanen,UTA,60,4.6,21.7,1.28,5.9,2.0,4.2,47.0,65.3,5.1,4.7,4.4,0.4,47.3,93.3
6,P.J. Washington,CHA,63,5.9,37.9,0.92,5.4,2.0,5.3,37.0,47.9,4.6,6.5,4.9,1.4,36.0,28.8
7,Gary Trent Jr.,TOR,58,5.1,30.1,1.15,5.8,2.0,4.8,42.8,57.6,4.4,3.1,4.1,1.7,43.0,77.8
8,Michael Porter Jr.,DEN,49,5.3,35.5,1.26,6.7,2.4,5.0,48.6,65.4,3.1,3.8,3.1,0.8,47.7,91.5
9,Trey Murphy III,NOP,63,4.8,44.6,1.09,5.2,1.8,4.4,39.8,54.8,4.3,3.0,4.0,0.3,41.0,64.7
10,RJ Barrett,NYK,61,5.9,28.3,0.91,5.4,1.8,5.2,34.4,45.3,8.3,5.6,7.8,1.9,36.7,26.3
11,Keldon Johnson,SAS,56,5.9,27.4,0.99,5.8,1.9,5.1,37.8,48.6,10.0,6.1,10.0,3.3,39.4,43.4
12,Max Strus,MIA,65,4.4,37.2,1.13,5.0,1.6,4.0,40.2,57.7,3.5,5.3,3.5,0.4,40.0,74.5
13,Harrison Barnes,SAC,65,4.5,34.1,1.11,5.0,1.4,3.6,39.8,52.1,15.9,4.1,15.9,1.7,46.2,69.9
14,Marcus Morris Sr.,LAC,58,4.8,41.4,1.14,5.5,1.9,4.6,42.0,56.3,4.6,2.1,4.3,0.7,43.4,74.8
15,Luguentz Dort,OKC,59,5.6,38.0,0.96,5.4,1.8,4.8,37.2,49.8,7.6,8.2,6.9,0.9,38.4,37.5
16,Jaylen Brown,BOS,55,5.5,21.6,1.0,5.5,2.0,4.7,42.0,51.6,10.5,8.9,9.9,3.9,41.4,46.2
17,Patrick Williams,CHI,66,4.5,44.4,1.02,4.6,1.6,4.0,40.6,54.9,2.0,8.1,2.0,0.0,38.5,52.4
18,Jaden McDaniels,MIN,64,5.0,45.9,0.95,4.7,1.7,4.2,41.2,52.8,4.7,12.6,4.7,1.6,37.5,33.7
19,Zach LaVine,CHI,62,3.9,16.9,1.25,4.8,1.7,3.2,51.2,66.2,8.8,8.8,8.8,1.7,50.2,89.9
20,Jayson Tatum,BOS,62,4.0,14.2,1.22,4.8,1.5,3.3,45.6,61.4,9.4,6.9,9.4,0.8,46.9,85.8
21,Damion Lee,PHX,66,3.9,48.5,1.16,4.5,1.5,3.5,44.0,60.3,3.9,6.2,3.9,0.4,43.2,78.2
22,Kristaps Porzingis,WAS,56,4.8,23.6,1.1,5.3,1.8,4.2,41.5,53.8,9.6,5.9,8.5,2.6,43.2,66.3
23,Anthony Edwards,MIN,67,3.7,14.8,1.2,4.4,1.6,3.3,49.1,62.6,4.9,6.9,4.9,1.6,47.4,83.1
24,Derrick White,BOS,67,4.0,35.7,1.1,4.4,1.5,3.8,39.9,54.5,4.1,2.2,4.5,1.5,40.4,68.1
25,Mikal Bridges,PHX,56,4.8,29.3,1.1,5.2,1.8,4.4,41.6,54.3,6.7,4.1,6.4,2.6,42.3,66.7
26,Tobias Harris,PHI,60,4.4,32.3,1.1,4.8,1.7,4.1,42.0,56.7,2.6,5.7,2.6,0.8,40.8,67.0
27,Quentin Grimes,NYK,57,4.8,50.2,1.06,5.1,1.7,4.2,41.3,57.1,2.9,8.5,3.3,0.0,39.3,59.0
28,Royce O'Neale,BKN,62,4.5,46.6,1.02,4.6,1.5,4.2,36.8,52.7,3.2,5.0,2.9,0.4,36.8,50.1
29,Georges Niang,PHI,62,3.7,50.2,1.22,4.5,1.6,3.6,44.4,62.1,1.7,3.0,1.7,1.3,43.3,86.7
30,Reggie Bullock,DAL,64,4.2,64.4,1.03,4.4,1.5,4.1,36.0,52.9,0.7,3.3,0.7,0.4,35.1,53.3
31,O.G. Anunoby,TOR,53,5.1,30.6,1.02,5.2,1.8,4.5,40.0,54.0,4.1,8.1,4.1,1.1,38.5,51.5
32,Bojan Bogdanovic,DET,59,3.7,19.1,1.26,4.6,1.7,3.3,50.8,65.0,7.8,6.5,7.4,3.2,49.8,90.6
33,Jabari Smith Jr.,HOU,63,4.9,36.8,0.88,4.3,1.5,4.4,33.7,44.8,5.5,4.9,5.2,0.6,35.0,21.8
34,Keegan Murray,SAC,63,3.8,34.8,1.12,4.2,1.5,3.5,41.7,58.5,1.7,5.5,1.7,0.8,39.9,72.1
35,Al Horford,BOS,52,3.8,45.9,1.33,5.1,1.8,3.8,46.7,66.8,1.5,0.0,1.5,0.0,47.5,96.0
36,Grant Williams,BOS,65,3.6,45.9,1.11,4.1,1.4,3.2,43.3,58.8,5.5,7.2,4.6,1.3,42.2,70.6
37,Grayson Allen,MIL,62,3.2,33.6,1.32,4.2,1.5,3.0,48.9,66.8,4.0,3.0,3.5,0.0,49.5,95.3
38,Anfernee Simons,POR,57,3.9,19.6,1.15,4.5,1.5,3.7,41.5,58.5,2.2,3.6,2.2,0.4,41.1,77.1
39,Norman Powell,LAC,54,4.0,26.2,1.18,4.7,1.6,3.3,46.7,60.3,12.4,7.4,12.0,2.8,47.9,81.3
40,Coby White,CHI,58,3.9,43.9,1.13,4.4,1.5,3.6,41.3,57.9,4.0,4.4,3.6,0.9,40.9,74.5
41,Tyrese Maxey,PHI,46,5.0,26.9,1.11,5.5,2.0,4.5,43.7,56.6,6.6,5.2,6.6,1.7,43.7,70.3
42,Corey Kispert,WAS,58,3.5,43.9,1.26,4.4,1.5,3.2,47.3,66.3,2.0,6.0,2.5,0.0,45.3,90.8
43,Immanuel Quickley,NYK,67,3.3,26.4,1.12,3.7,1.3,3.1,42.7,56.3,4.9,4.0,4.5,0.9,43.3,71.7
44,De'Anthony Melton,PHI,62,3.6,34.5,1.11,4.0,1.4,3.4,39.8,56.2,3.1,3.1,3.1,0.4,40.2,70.1
45,Aaron Nesmith,IND,58,4.2,44.0,1.01,4.3,1.4,3.7,37.1,50.7,7.3,6.5,6.9,0.8,38.4,49.2
46,Kentavious Caldwell-Pope,DEN,64,3.4,33.6,1.14,3.9,1.3,3.2,42.6,59.7,1.9,5.6,1.9,0.9,40.7,76.9
47,Saddiq Bey,DET,52,4.6,31.6,1.04,4.7,1.5,3.8,38.5,52.8,9.7,8.0,9.7,2.1,39.7,55.5
48,D'Angelo Russell,MIN,54,3.7,21.4,1.21,4.5,1.6,3.5,45.0,62.3,2.0,4.0,2.0,0.5,44.1,85.2
49,Malcolm Brogdon,BOS,56,3.5,26.5,1.22,4.3,1.5,3.1,48.6,62.3,7.1,5.6,6.6,1.0,48.5,87.0
50,Naji Marshall,NOP,61,3.8,38.0,1.04,3.9,1.3,3.3,40.1,51.7,10.0,4.8,10.0,2.6,41.7,57.1
51,Nicolas Batum,LAC,64,3.3,56.1,1.12,3.7,1.2,3.2,38.6,57.4,1.9,2.8,1.4,0.0,38.7,72.4
52,Santi Aldama,MEM,62,3.5,41.3,1.09,3.8,1.3,3.2,41.3,56.1,4.6,6.0,3.2,0.5,40.4,63.6
