,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.7,1.0,66.7,0.1,0.1,100,0.0,0.0,0.0,0.1,1.0,14.3,0.2,0.7,25.0,0.2,1.2,18.2,0.5,0.8,63.6
1,AJ Green,MIL,23,0.1,0.2,50.0,0.1,0.1,66.7,0.1,0.3,36.4,0.0,0.4,12.5,0.3,0.6,57.1,0.3,0.8,40.9,1.0,2.4,42.2
2,AJ Griffin,ATL,19,0.6,0.9,65.7,1.0,1.9,51.5,0.4,1.0,46.3,0.3,0.7,42.0,0.2,0.4,37.0,0.4,1.1,40.3,1.0,2.5,39.0
3,Aaron Gordon,DEN,27,4.7,6.4,73.2,0.5,1.4,37.5,0.2,0.8,25.5,0.1,0.4,20.7,0.1,0.4,28.0,0.2,0.8,24.1,0.7,1.7,40.7
4,Aaron Holiday,ATL,26,0.5,0.9,58.5,0.3,0.9,28.8,0.1,0.3,40.0,0.1,0.1,42.9,0.0,0.2,11.1,0.1,0.3,25.0,0.5,1.1,46.3
5,Aaron Nesmith,IND,23,1.3,2.3,57.9,0.3,0.9,32.8,0.2,0.6,39.5,0.3,0.8,34.4,0.5,1.2,39.0,0.7,2.0,37.1,0.8,2.3,36.1
6,Aaron Wiggins,OKC,24,1.6,2.5,66.7,0.3,1.0,33.8,0.0,0.0,0.0,0.2,0.7,29.3,0.1,0.3,37.5,0.3,0.9,31.6,0.4,0.9,47.6
7,Admiral Schofield,ORL,26,0.7,1.0,70.6,0.1,0.3,44.4,0.0,0.0,0.0,0.1,0.5,30.8,0.2,0.4,60.0,0.3,0.8,43.5,0.4,1.3,31.1
8,Al Horford,BOS,36,0.8,1.2,65.4,0.5,0.9,50.9,0.1,0.3,20.0,0.3,0.8,38.5,0.7,1.2,56.8,1.0,2.0,49.2,1.3,3.1,41.4
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
10,Aleksej Pokusevski,OKC,21,1.6,2.7,60.4,0.4,1.2,30.0,0.1,0.4,21.4,0.3,0.6,42.9,0.1,0.3,30.0,0.4,0.9,38.7,0.8,2.1,35.6
11,Alex Caruso,CHI,29,1.0,1.4,70.0,0.1,0.5,20.0,0.1,0.2,40.0,0.2,0.5,48.4,0.2,0.7,34.9,0.5,1.1,40.5,0.4,1.1,32.4
12,Alex Len,SAC,29,0.6,0.9,70.0,0.0,0.2,20.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.6,5.4,67.2,1.9,4.1,46.0,0.2,0.4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,35.2
16,Amir Coffey,LAC,25,0.5,0.9,56.8,0.4,1.0,37.0,0.2,0.5,31.8,0.1,0.3,18.2,0.1,0.3,30.0,0.1,0.6,23.8,0.1,0.4,33.3
17,Andre Drummond,CHI,29,2.2,3.3,66.4,0.3,0.7,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.6,0.6,100.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.9,14.3
19,Andrew Nembhard,IND,23,1.2,1.7,67.7,0.8,2.0,41.1,0.5,1.3,40.9,0.2,0.4,38.7,0.2,0.6,35.7,0.4,1.0,37.0,0.9,2.5,34.4
20,Andrew Wiggins,GSW,28,2.0,2.7,72.3,1.4,3.2,44.1,1.0,2.3,42.4,0.3,0.8,35.7,0.2,0.5,35.0,0.5,1.3,35.4,1.9,4.8,40.7
21,Anfernee Simons,POR,23,2.0,3.2,64.1,1.0,2.3,43.4,1.0,2.3,46.4,0.2,0.7,34.9,0.2,0.4,41.7,0.4,1.1,37.3,3.0,8.0,37.9
22,Anthony Davis,LAL,30,5.6,7.4,76.1,2.3,5.0,46.7,1.4,3.5,40.9,0.0,0.1,40.0,0.0,0.1,33.3,0.1,0.2,36.4,0.3,1.1,23.8
23,Anthony Edwards,MIN,21,4.2,6.5,64.0,1.0,2.7,36.5,1.1,2.9,37.1,0.2,0.4,48.5,0.1,0.3,43.5,0.3,0.7,46.4,2.3,6.5,35.9
24,Anthony Gill,WAS,30,0.8,1.0,79.7,0.3,0.6,41.7,0.0,0.0,100,0.1,0.3,25.0,0.0,0.2,0.0,0.1,0.4,15.8,0.0,0.1,12.5
25,Anthony Lamb,GSW,25,0.8,1.0,78.3,0.4,0.7,52.3,0.0,0.1,33.3,0.2,0.7,35.9,0.2,0.6,34.4,0.4,1.2,35.2,0.8,2.1,38.1
26,Austin Reaves,LAL,24,1.4,1.8,79.6,0.9,1.7,56.2,0.4,0.9,43.6,0.1,0.4,25.0,0.2,0.5,43.8,0.3,1.0,35.0,1.0,2.4,41.1
27,Austin Rivers,MIN,30,0.7,1.1,63.2,0.2,0.5,44.0,0.0,0.1,16.7,0.4,1.1,39.6,0.3,0.8,44.4,0.7,1.7,41.7,0.2,0.7,21.6
28,Ayo Dosunmu,CHI,23,2.2,3.2,66.8,0.3,0.8,42.9,0.3,0.7,37.5,0.2,0.5,30.0,0.2,0.6,34.0,0.4,1.1,32.2,0.4,1.2,30.6
29,Bam Adebayo,MIA,25,3.7,5.4,68.1,3.7,7.6,48.8,0.7,1.8,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,9.1
30,Ben Simmons,BKN,26,2.0,3.0,68.8,1.0,2.3,44.3,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.7,4.5,59.8,0.9,2.6,34.8,0.4,1.1,39.3,0.1,0.4,25.0,0.2,0.4,38.7,0.3,0.8,31.7,1.0,3.1,32.6
32,Bismack Biyombo,PHX,30,1.3,1.8,74.8,0.7,1.6,40.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,34,0.9,1.3,68.6,0.1,0.3,41.7,0.0,0.0,0.0,0.2,0.5,37.5,0.1,0.2,28.6,0.2,0.6,34.8,0.4,1.0,35.0
34,Blake Wesley,SAS,20,0.8,1.9,39.7,0.2,1.3,15.9,0.3,1.0,25.0,0.1,0.2,50.0,0.1,0.2,40.0,0.2,0.3,45.5,0.3,1.0,31.4
35,Boban Marjanovic,HOU,34,0.8,1.0,75.0,0.5,0.8,60.9,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,1.9,3.0,64.4,1.3,2.5,53.1,1.0,2.2,46.1,0.2,0.6,31.7,0.1,0.7,20.8,0.3,1.3,25.8,1.0,2.3,43.2
