,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,65,65,48.3,3.6,8.8,41.2,59.6,5.2,0.4,0.9,40.4,43.1,3.2,7.8,41.3
1,Lauri Markkanen,UTA,25,65,65,40.6,2.9,7.0,41.2,61.2,1.1,0.1,0.2,50.0,39.5,2.8,6.8,41.0
2,Nikola Vucevic,CHI,32,76,75,45.5,2.6,6.4,40.4,52.6,14.5,1.0,2.0,49.8,31.0,1.6,4.3,35.8
3,Tim Hardaway Jr.,DAL,31,68,68,52.1,2.4,6.2,39.2,57.9,2.0,0.1,0.2,50.0,50.1,2.3,6.0,38.7
4,Malik Beasley,LAL,26,76,76,53.0,2.3,6.2,36.2,53.3,2.1,0.1,0.3,48.0,50.9,2.1,6.0,35.7
5,Buddy Hield,IND,30,76,75,46.3,2.5,6.1,41.2,61.6,0.4,0.0,0.1,20.0,45.9,2.5,6.0,41.3
6,Max Strus,MIA,27,75,74,60.4,2.2,6.0,35.8,53.5,0.4,0.0,0.0,75.0,60.0,2.1,6.0,35.6
7,Keegan Murray,SAC,22,75,75,61.1,2.4,5.9,41.0,61.1,1.2,0.0,0.1,33.3,59.8,2.4,5.8,41.2
8,Michael Porter Jr.,DEN,24,59,59,45.4,2.7,5.9,46.3,66.1,4.6,0.4,0.6,66.1,40.9,2.3,5.3,44.1
9,Cameron Johnson,BKN,27,38,37,50.3,2.4,5.7,41.3,61.0,1.8,0.1,0.2,52.4,48.5,2.3,5.5,40.9
10,Trey Murphy III,NOP,22,74,74,58.1,2.3,5.7,40.3,60.0,1.8,0.1,0.2,27.8,56.3,2.3,5.5,40.7
11,Kelly Oubre Jr.,CHA,27,48,48,33.6,1.9,5.7,32.5,48.0,1.3,0.1,0.2,34.8,32.2,1.8,5.5,32.3
12,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Kristaps Porzingis,WAS,27,65,65,34.5,2.1,5.4,39.9,57.1,4.2,0.3,0.7,43.9,30.3,1.9,4.7,39.2
15,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
16,Devin Vassell,SAS,22,38,38,34.1,2.3,5.3,42.4,62.1,3.0,0.2,0.5,34.0,31.1,2.1,4.9,43.3
17,Kyle Kuzma,WAS,27,64,63,29.9,1.8,5.3,33.6,49.9,1.2,0.1,0.2,27.3,28.7,1.7,5.1,33.7
18,Stephen Curry,GSW,35,51,51,26.2,2.2,5.3,41.9,62.1,0.9,0.1,0.2,44.4,25.3,2.2,5.2,41.9
19,Karl-Anthony Towns,MIN,27,25,25,35.8,2.0,5.3,37.6,54.1,2.7,0.2,0.4,60.0,33.1,1.8,4.9,35.8
20,Bogdan Bogdanovic,ATL,30,51,51,46.4,2.2,5.2,41.9,59.6,4.7,0.3,0.5,66.0,41.7,1.8,4.7,39.1
21,Pat Connaughton,MIL,30,59,59,73.1,1.8,5.2,33.6,50.2,0.2,0.0,0.0,100,72.9,1.7,5.2,33.3
22,Al Horford,BOS,36,61,61,68.6,2.3,5.2,44.1,65.6,3.3,0.1,0.3,28.0,65.4,2.2,4.9,44.9
23,Keldon Johnson,SAS,23,61,60,29.2,1.8,5.2,35.2,52.5,0.4,0.0,0.1,42.9,28.8,1.8,5.1,35.1
24,Julius Randle,NYK,28,77,77,27.4,1.8,5.1,34.9,51.4,1.3,0.1,0.2,43.5,26.1,1.7,4.9,34.6
25,P.J. Washington,CHA,24,73,73,38.1,1.7,5.1,34.0,50.3,1.4,0.1,0.2,36.8,36.7,1.7,4.9,33.9
26,Skylar Mays,POR,25,1,1,62.5,2.0,5.0,40.0,60.0,0.0,0.0,0.0,-,62.5,2.0,5.0,40.0
27,Reggie Bullock,DAL,32,74,73,81.4,1.9,5.0,39.0,58.4,0.9,0.0,0.1,0.0,80.5,1.9,4.9,39.3
28,Anfernee Simons,POR,23,62,62,29.0,1.9,4.9,39.3,58.7,0.2,0.0,0.0,66.7,28.8,1.9,4.8,39.2
29,Brook Lopez,MIL,34,75,75,42.9,1.9,4.9,39.0,55.4,5.5,0.3,0.6,46.0,37.4,1.6,4.3,37.7
30,Mikal Bridges,BKN,26,78,76,32.6,2.0,4.9,40.2,58.0,4.1,0.2,0.6,35.5,28.5,1.7,4.3,40.7
31,Gary Trent Jr.,TOR,24,63,62,33.8,2.0,4.9,40.4,60.3,0.9,0.0,0.1,23.1,33.0,1.9,4.8,40.8
32,Dorian Finney-Smith,BKN,29,63,63,64.0,1.6,4.9,33.6,50.2,0.4,0.0,0.0,66.7,63.5,1.6,4.8,33.5
33,Jaylen Brown,BOS,26,66,66,23.5,1.6,4.8,34.0,49.2,2.2,0.2,0.5,37.8,21.3,1.5,4.4,33.7
34,Kevin Huerter,SAC,24,71,71,41.8,1.9,4.8,40.2,58.8,2.1,0.1,0.2,58.3,39.8,1.8,4.6,39.3
35,RJ Barrett,NYK,22,71,70,29.9,1.6,4.8,33.6,49.7,1.1,0.1,0.2,38.9,28.7,1.5,4.6,33.6
36,O.G. Anunoby,TOR,25,63,62,36.1,2.0,4.8,42.0,62.2,0.6,0.1,0.1,100,35.5,1.9,4.7,41.0
37,Quentin Grimes,NYK,22,67,67,59.1,1.9,4.8,39.9,59.6,0.6,0.0,0.0,75.0,58.6,1.9,4.7,39.8
38,Jayson Tatum,BOS,25,72,72,22.1,1.9,4.7,41.2,59.6,2.1,0.2,0.4,47.7,20.0,1.7,4.2,40.6
39,Corey Kispert,WAS,24,69,69,61.9,2.0,4.7,43.8,65.2,1.2,0.0,0.1,44.4,60.8,2.0,4.6,43.7
40,Georges Niang,PHI,29,74,74,72.1,1.9,4.7,41.6,62.1,0.6,0.0,0.0,75.0,71.5,1.9,4.6,41.4
41,Royce O'Neale,BKN,29,72,72,59.9,1.9,4.6,39.8,59.7,0.2,0.0,0.0,0.0,59.7,1.9,4.6,40.0
42,CJ McCollum,NOP,31,70,70,25.7,1.8,4.6,39.6,58.6,1.8,0.1,0.3,21.2,23.8,1.7,4.3,40.8
43,Luguentz Dort,OKC,23,71,71,38.9,1.5,4.6,33.4,50.2,0.2,0.0,0.0,0.0,38.7,1.5,4.6,33.8
44,Wendell Carter Jr.,ORL,23,54,54,41.3,1.6,4.5,35.2,49.6,6.8,0.3,0.7,40.5,34.5,1.3,3.8,34.4
45,Marcus Smart,BOS,29,60,57,46.2,1.6,4.5,34.7,51.7,0.7,0.0,0.1,42.9,45.5,1.5,4.5,34.4
46,Fred VanVleet,TOR,29,65,65,27.1,1.6,4.4,36.1,53.6,0.8,0.1,0.1,35.7,26.3,1.6,4.3,36.1
47,Donte DiVincenzo,GSW,26,67,64,61.0,1.9,4.4,42.0,62.9,0.6,0.0,0.0,25.0,60.3,1.8,4.4,42.2
48,Jabari Smith Jr.,HOU,19,75,75,39.1,1.3,4.4,30.3,43.9,2.5,0.1,0.3,46.4,36.6,1.2,4.1,29.1
49,Jordan Poole,GSW,23,77,76,27.7,1.6,4.3,36.1,53.7,0.9,0.0,0.1,28.6,26.8,1.5,4.2,36.3
50,Paul George,LAC,32,56,54,24.1,1.7,4.3,38.8,55.6,3.1,0.2,0.6,41.8,21.0,1.4,3.8,38.5
51,Bojan Bogdanovic,DET,33,58,55,28.8,2.0,4.3,47.4,69.0,1.4,0.2,0.2,81.0,27.4,1.8,4.0,45.4
52,Myles Turner,IND,27,62,61,36.0,1.7,4.3,39.4,55.1,5.5,0.3,0.7,52.3,30.6,1.3,3.6,37.1
53,De'Andre Hunter,ATL,25,65,64,34.5,1.5,4.3,36.1,50.5,5.1,0.3,0.6,49.2,29.4,1.2,3.6,33.9
54,Kevin Love,MIA,34,58,57,62.4,1.4,4.3,34.0,49.6,5.1,0.1,0.3,35.3,57.3,1.3,3.9,34.0
55,Tyler Herro,MIA,23,63,62,25.4,1.7,4.3,39.2,57.8,0.8,0.1,0.1,61.5,24.6,1.6,4.1,38.5
56,Isaiah Joe,OKC,23,70,65,61.5,1.8,4.2,42.1,63.1,0.8,0.0,0.1,0.0,60.7,1.8,4.2,42.7
57,Josh Richardson,NOP,29,59,58,47.7,1.6,4.2,38.0,55.8,2.1,0.1,0.2,52.6,45.6,1.5,4.0,37.3
58,Tobias Harris,PHI,30,71,67,35.7,1.6,4.1,38.4,57.0,1.7,0.1,0.2,30.0,34.0,1.5,3.9,39.1
59,Jaren Jackson Jr.,MEM,23,59,58,32.5,1.4,4.1,33.7,50.4,0.7,0.0,0.1,25.0,31.9,1.4,4.0,34.0
60,Saddiq Bey,ATL,23,71,71,38.2,1.6,4.1,38.7,57.4,1.4,0.1,0.1,40.0,36.8,1.5,4.0,38.9
