,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,3.8,6.0,63.5,1.0,2.4,43.1,1.1,2.2,50.7,0.6,1.6,34.9,0.8,2.3,33.3,1.9,5.4,35.0
2,AJ Griffin,ATL,19,8.3,13.3,62.2,1.6,3.6,43.2,1.4,3.1,44.4,0.8,1.7,44.3,2.4,6.1,40.0,2.5,8.0,31.3
3,Aaron Gordon,DEN,27,12.7,18.9,67.0,2.9,7.1,40.2,1.8,4.3,42.7,1.5,3.6,42.4,3.0,8.4,36.2,4.4,12.9,34.0
4,Aaron Holiday,ATL,26,6.3,9.7,64.4,1.0,2.5,38.8,0.8,2.1,38.1,0.5,1.4,39.4,1.6,3.9,41.2,1.8,5.5,33.2
5,Aaron Nesmith,IND,23,10.4,16.6,62.5,2.5,5.2,47.3,1.8,3.8,48.3,1.1,2.6,41.0,3.0,7.0,43.0,4.0,10.7,37.4
6,Aaron Wiggins,OKC,24,7.3,11.5,63.6,1.7,4.0,42.2,1.1,2.4,45.5,0.8,2.0,39.4,2.3,5.9,38.8,3.1,8.4,37.3
7,Admiral Schofield,ORL,26,4.0,5.9,67.5,0.8,2.1,38.2,0.7,1.3,56.4,0.6,1.4,40.5,1.6,3.8,42.1,2.1,6.1,35.2
8,Al Horford,BOS,36,11.5,17.5,65.9,2.7,7.0,38.7,2.3,5.2,43.5,2.2,4.4,50.7,2.7,7.2,37.5,5.2,15.2,33.9
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
10,Aleksej Pokusevski,OKC,21,8.6,14.0,61.6,2.0,4.2,47.2,1.0,2.6,38.9,0.8,2.0,40.6,3.0,7.2,42.0,3.4,8.9,38.9
11,Alex Caruso,CHI,29,8.3,12.9,64.3,1.6,4.2,37.7,1.3,2.9,43.9,1.0,2.3,42.9,2.6,7.1,37.1,3.9,11.1,35.0
