,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,50.0,0.1,0.1,100,0.1,0.4,36.4,0.0,0.4,12.5,0.4,0.6,66.7,0.4,0.8,45.0,1.0,2.3,42.9
2,AJ Griffin,ATL,19,0.6,0.9,68.8,1.0,1.9,51.2,0.4,1.0,46.2,0.3,0.7,42.9,0.2,0.4,36.0,0.4,1.1,40.5,0.9,2.5,37.8
3,Aaron Gordon,DEN,27,4.7,6.4,73.3,0.5,1.4,37.0,0.2,0.8,25.5,0.1,0.4,20.7,0.1,0.4,28.0,0.2,0.8,24.1,0.7,1.7,41.1
4,Aaron Holiday,ATL,26,0.6,0.9,58.5,0.3,0.9,29.4,0.1,0.4,40.0,0.1,0.1,42.9,0.0,0.2,11.1,0.1,0.3,25.0,0.5,1.1,44.6
5,Aaron Nesmith,IND,23,1.3,2.3,58.4,0.3,0.9,32.8,0.2,0.6,40.0,0.3,0.9,35.0,0.5,1.2,38.8,0.7,2.0,37.1,0.8,2.3,35.4
6,Aaron Wiggins,OKC,24,1.6,2.5,66.7,0.3,1.0,31.7,0.0,0.0,0.0,0.2,0.6,28.2,0.1,0.3,37.5,0.3,0.8,30.9,0.4,0.9,49.2
7,Admiral Schofield,ORL,26,0.7,0.9,71.0,0.1,0.3,50.0,0.0,0.0,0.0,0.2,0.4,36.4,0.2,0.3,50.0,0.3,0.7,42.1,0.4,1.3,31.8
8,Al Horford,BOS,36,0.8,1.2,64.5,0.5,0.9,50.9,0.1,0.3,21.1,0.3,0.9,38.5,0.6,1.2,54.3,1.0,2.0,47.5,1.3,3.0,43.2
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
10,Aleksej Pokusevski,OKC,21,1.6,2.7,60.4,0.4,1.2,30.0,0.1,0.4,21.4,0.3,0.6,42.9,0.1,0.3,30.0,0.4,0.9,38.7,0.8,2.1,35.6
11,Alex Caruso,CHI,29,1.0,1.4,70.5,0.1,0.5,17.2,0.1,0.2,42.9,0.2,0.5,46.7,0.2,0.7,34.9,0.5,1.2,39.7,0.4,1.1,32.9
12,Alex Len,SAC,29,0.6,0.8,73.3,0.1,0.2,25.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.6,5.4,67.4,1.9,4.1,46.4,0.2,0.4,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,32.7
16,Amir Coffey,LAC,25,0.5,0.9,56.8,0.4,1.0,37.0,0.2,0.5,31.8,0.1,0.3,18.2,0.1,0.3,30.0,0.1,0.6,23.8,0.1,0.4,33.3
17,Andre Drummond,CHI,29,2.3,3.4,66.2,0.3,0.7,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.6,0.6,100,0.1,0.1,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.9,14.3
19,Andrew Nembhard,IND,23,1.2,1.7,68.0,0.8,2.0,40.4,0.5,1.2,41.6,0.2,0.4,38.7,0.2,0.6,36.6,0.4,1.0,37.5,0.9,2.6,34.1
20,Andrew Wiggins,GSW,28,2.0,2.7,72.3,1.4,3.2,44.1,1.0,2.3,42.4,0.3,0.8,35.7,0.2,0.5,35.0,0.5,1.3,35.4,1.9,4.8,40.7
21,Anfernee Simons,POR,23,2.0,3.2,64.1,1.0,2.3,43.4,1.0,2.3,46.4,0.2,0.7,34.9,0.2,0.4,41.7,0.4,1.1,37.3,3.0,8.0,37.9
22,Anthony Davis,LAL,30,5.8,7.5,76.5,2.3,4.9,47.5,1.5,3.5,41.3,0.0,0.1,40.0,0.0,0.1,33.3,0.1,0.2,36.4,0.3,1.2,24.6
23,Anthony Edwards,MIN,21,4.2,6.5,64.0,1.0,2.7,36.9,1.1,2.9,37.0,0.2,0.4,46.9,0.1,0.3,43.5,0.3,0.7,45.5,2.4,6.5,36.0
24,Anthony Gill,WAS,30,0.8,1.0,82.7,0.3,0.6,42.9,0.0,0.0,100,0.1,0.3,30.0,0.0,0.2,0.0,0.1,0.4,18.8,0.0,0.1,0.0
25,Anthony Lamb,GSW,25,0.8,1.0,79.3,0.4,0.7,51.2,0.1,0.2,33.3,0.2,0.7,35.9,0.2,0.6,34.4,0.4,1.2,35.2,0.8,2.1,38.4
26,Austin Reaves,LAL,24,1.4,1.8,78.5,0.9,1.6,53.6,0.4,0.8,44.9,0.1,0.4,24.0,0.2,0.5,41.9,0.3,0.9,33.9,0.9,2.3,40.6
27,Austin Rivers,MIN,30,0.7,1.1,63.2,0.2,0.5,44.0,0.0,0.1,16.7,0.4,1.1,39.6,0.3,0.8,44.4,0.7,1.7,41.7,0.2,0.7,21.6
28,Ayo Dosunmu,CHI,23,2.2,3.3,66.9,0.3,0.7,38.2,0.3,0.7,38.2,0.2,0.5,30.0,0.2,0.6,35.6,0.4,1.1,32.9,0.4,1.3,31.6
29,Bam Adebayo,MIA,25,3.7,5.4,67.7,3.8,7.7,48.9,0.7,1.8,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.1
30,Ben Simmons,BKN,26,2.0,3.0,68.8,1.0,2.3,44.3,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.6,4.4,59.9,0.9,2.7,35.7,0.4,1.1,40.0,0.1,0.4,25.0,0.2,0.4,38.7,0.3,0.8,31.7,1.0,3.1,32.8
32,Bismack Biyombo,PHX,30,1.3,1.8,74.5,0.6,1.5,39.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,34,0.9,1.4,68.0,0.1,0.3,41.7,0.0,0.0,0.0,0.2,0.5,37.5,0.1,0.2,28.6,0.2,0.7,34.8,0.4,1.0,34.2
34,Blake Wesley,SAS,20,0.8,1.9,40.6,0.2,1.2,17.9,0.3,1.1,25.7,0.1,0.2,50.0,0.1,0.2,40.0,0.2,0.4,45.5,0.3,1.1,31.4
35,Boban Marjanovic,HOU,34,0.7,1.0,74.1,0.4,0.8,59.1,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,2.0,3.0,65.8,1.4,2.6,52.9,1.1,2.2,48.0,0.2,0.6,30.0,0.1,0.6,15.0,0.3,1.2,22.5,1.0,2.3,41.8
37,Bogdan Bogdanovic,ATL,30,0.8,1.3,59.4,0.8,1.6,50.0,0.8,1.8,42.6,0.2,0.7,27.0,0.4,0.8,48.8,0.6,1.5,38.8,2.1,5.1,40.8
38,Bojan Bogdanovic,DET,33,1.8,2.8,66.1,1.6,3.3,48.5,1.4,2.9,48.5,0.5,0.8,56.3,0.3,1.0,30.5,0.8,1.8,42.1,1.7,4.2,40.4
39,Bol Bol,ORL,23,2.2,2.6,82.9,0.8,1.5,50.0,0.4,1.0,37.9,0.0,0.2,21.4,0.0,0.2,18.2,0.1,0.4,20.0,0.4,1.1,32.4
40,Bones Hyland,LAC,22,1.2,2.1,58.2,0.4,1.7,26.1,0.3,0.9,37.0,0.3,0.5,57.1,0.1,0.2,25.0,0.4,0.8,47.5,1.8,4.9,36.0
41,Bradley Beal,WAS,29,3.5,4.9,71.6,1.8,4.1,43.7,2.0,4.2,47.6,0.3,0.7,38.2,0.1,0.4,38.9,0.4,1.0,38.5,1.2,3.3,35.8
42,Brandon Boston Jr.,LAC,21,1.0,1.7,62.9,0.4,1.7,24.2,0.5,1.3,37.5,0.1,0.1,100,0.0,0.5,0.0,0.1,0.4,16.7,0.5,1.1,47.8
43,Brandon Clarke,MEM,26,2.7,3.4,78.2,1.2,2.3,51.9,0.2,0.4,47.6,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.1,16.7,0.0,0.0,0.0
44,Brandon Ingram,NOP,25,2.2,3.3,66.4,2.4,4.9,49.7,2.9,6.6,43.2,0.1,0.2,44.4,0.1,0.1,75.0,0.2,0.3,53.8,1.3,3.4,38.8
45,Braxton Key,DET,26,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,35,2.6,3.5,74.9,1.1,2.2,52.7,0.5,1.1,48.2,0.1,0.4,40.7,0.2,0.6,40.0,0.4,0.9,40.3,1.4,3.7,36.5
47,Bruce Brown,DEN,26,2.3,3.3,71.3,0.7,2.0,36.4,0.2,0.6,25.0,0.1,0.5,13.5,0.4,0.8,52.5,0.5,1.3,37.8,0.7,1.9,35.1
48,Bruno Fernando,ATL,24,1.2,1.8,63.6,0.2,0.8,24.1,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,20,0.8,1.5,50.0,0.2,0.6,26.9,0.0,0.2,10.0,0.1,0.2,71.4,0.2,0.5,33.3,0.3,0.6,45.5,0.3,1.0,27.9
50,Bryn Forbes,MIN,29,0.1,0.2,50.0,0.2,0.7,35.3,0.3,0.6,50.0,0.2,0.4,37.5,0.1,0.3,40.0,0.2,0.6,38.5,0.4,1.3,28.1
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,0.1,0.1,100,0.0,0.1,0.0,0.2,0.4,50.0,0.4,1.2,33.3,0.6,1.6,37.5,0.1,1.8,7.1
52,Buddy Hield,IND,30,1.5,2.4,62.7,0.3,1.0,35.1,0.5,1.3,43.3,0.4,1.0,44.2,0.3,0.6,51.1,0.7,1.6,46.7,2.8,6.9,40.7
53,CJ McCollum,NOP,31,1.7,2.9,57.8,1.7,3.7,46.6,1.6,4.0,39.2,0.2,0.5,44.4,0.1,0.4,15.4,0.3,0.9,32.3,2.5,6.4,39.8
54,Cade Cunningham,DET,21,2.3,4.3,54.9,1.8,4.7,37.5,2.3,4.7,48.2,0.0,0.1,0.0,0.1,0.3,33.3,0.1,0.3,25.0,1.3,4.7,28.6
55,Caleb Houstan,ORL,20,0.3,0.6,48.3,0.0,0.0,50.0,0.1,0.2,33.3,0.2,0.4,43.8,0.3,0.6,46.2,0.4,0.9,45.2,0.4,1.5,26.0
56,Caleb Martin,MIA,27,1.6,2.4,65.8,0.3,1.0,32.8,0.5,1.1,49.3,0.2,0.6,27.5,0.3,0.9,34.4,0.5,1.5,31.7,0.8,1.9,40.5
57,Cam Reddish,POR,23,1.7,2.7,62.3,0.6,1.2,48.9,0.1,0.4,31.3,0.4,0.8,43.8,0.1,0.5,26.3,0.5,1.3,37.3,0.7,2.3,28.9
58,Cam Thomas,BKN,21,0.8,1.2,66.7,1.0,2.3,43.0,0.8,2.1,38.6,0.1,0.1,60.0,0.1,0.2,50.0,0.1,0.3,53.8,0.7,2.1,34.2
59,Cameron Johnson,BKN,27,1.7,2.5,66.7,0.4,0.9,40.5,0.7,1.6,42.9,0.5,1.1,43.6,0.6,1.3,44.9,1.0,2.3,44.3,1.5,4.0,37.4
60,Cameron Payne,PHX,28,0.9,1.5,56.3,1.1,2.8,40.2,0.5,1.3,39.3,0.1,0.2,33.3,0.1,0.2,37.5,0.1,0.4,35.3,1.3,3.5,38.1
61,Caris LeVert,CLE,28,1.7,2.8,60.2,0.8,2.2,36.5,0.2,0.7,22.2,0.3,0.6,44.2,0.2,0.5,36.1,0.4,1.1,40.5,1.2,3.3,37.8
