,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,4.1,6.4,65.2,1.0,2.5,38.1,1.1,2.2,50.0,0.6,1.5,38.2,0.7,2.3,27.8,1.9,5.5,35.2
2,AJ Griffin,ATL,19,8.5,13.4,63.0,1.5,3.6,42.1,1.3,3.2,41.4,0.8,1.8,43.4,2.5,6.4,39.5,2.7,8.5,31.8
3,Aaron Gordon,DEN,27,12.6,18.9,66.8,2.5,6.5,39.2,1.9,4.3,44.5,1.4,3.4,40.7,3.1,8.5,36.8,4.3,12.8,33.8
4,Aaron Holiday,ATL,26,6.6,10.2,64.9,1.0,2.5,38.5,0.8,2.2,36.8,0.6,1.4,40.3,1.6,4.0,40.3,2.0,6.0,33.9
5,Aaron Nesmith,IND,23,9.4,15.4,61.0,2.2,4.8,44.6,1.8,3.9,47.7,1.2,2.9,43.1,3.0,7.0,42.9,3.9,10.4,37.6
6,Aaron Wiggins,OKC,24,7.7,12.2,63.0,1.7,3.9,42.0,0.9,2.2,40.9,0.8,2.0,40.0,2.3,5.8,39.9,2.9,8.4,35.0
7,Admiral Schofield,ORL,25,4.3,6.2,69.6,0.9,2.1,41.4,0.7,1.3,56.3,0.6,1.5,43.2,1.6,3.8,40.8,2.4,6.6,36.1
8,Al Horford,BOS,36,11.6,17.7,65.3,2.8,7.2,38.5,2.1,5.1,41.7,2.3,4.5,51.1,2.9,7.3,38.9,5.2,15.3,34.0
9,Alec Burks,DET,31,9.9,14.7,66.9,2.0,5.0,39.5,1.1,2.4,47.5,0.9,2.2,38.4,2.3,6.0,38.8,3.0,8.9,34.1
10,Aleksej Pokusevski,OKC,21,9.1,14.9,61.2,2.1,4.5,47.1,1.0,2.7,37.3,0.9,2.1,41.3,3.2,7.6,42.2,3.7,9.4,39.5
11,Alex Caruso,CHI,29,8.5,13.2,64.8,1.6,4.2,38.3,1.3,3.1,42.1,1.0,2.4,41.7,2.7,7.2,36.8,4.0,11.4,35.2
