,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,3.8,5.9,64.5,0.9,2.3,40.0,1.0,2.1,49.2,0.6,1.6,35.9,0.6,2.2,28.6,1.9,5.5,34.1
2,AJ Griffin,ATL,19,8.2,13.1,62.2,1.6,3.6,42.6,1.3,3.0,41.8,0.7,1.7,42.5,2.5,6.2,39.9,2.6,8.0,31.9
3,Aaron Gordon,DEN,27,12.7,18.7,68.0,2.8,7.0,39.7,1.8,4.2,42.6,1.5,3.5,42.6,3.1,8.4,36.7,4.3,12.8,33.6
4,Aaron Holiday,ATL,26,6.4,9.8,64.8,1.0,2.5,39.4,0.8,2.2,37.7,0.5,1.3,39.7,1.6,4.0,40.9,1.8,5.6,33.1
5,Aaron Nesmith,IND,23,9.8,16.0,61.4,2.3,5.1,46.1,1.8,3.8,48.6,1.1,2.7,42.1,3.0,6.9,42.8,3.9,10.5,37.0
6,Aaron Wiggins,OKC,24,7.1,11.3,63.0,1.7,3.9,43.0,1.0,2.2,43.2,0.8,2.0,40.0,2.2,5.7,38.8,3.0,8.2,36.5
7,Admiral Schofield,ORL,25,4.1,5.8,70.1,0.8,2.0,40.0,0.6,1.2,54.5,0.6,1.4,40.0,1.5,3.7,40.6,2.2,6.1,35.9
8,Al Horford,BOS,36,11.6,17.7,65.7,2.7,7.0,38.4,2.3,5.2,43.3,2.1,4.3,49.2,2.8,7.3,37.7,5.2,15.3,33.9
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
