,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,3.8,6.1,63.1,1.0,2.3,42.6,1.1,2.2,50.8,0.6,1.6,36.6,0.8,2.4,33.9,1.9,5.5,34.4
2,AJ Griffin,ATL,19,8.1,13.1,62.0,1.6,3.6,42.9,1.3,3.0,42.4,0.8,1.7,44.0,2.5,6.2,39.9,2.6,8.0,31.8
3,Aaron Gordon,DEN,27,12.4,18.5,67.4,2.9,7.1,40.7,1.9,4.3,43.2,1.5,3.5,43.0,3.0,8.2,36.5,4.4,12.8,34.3
4,Aaron Holiday,ATL,26,6.3,9.7,64.7,1.0,2.5,38.8,0.8,2.1,37.4,0.5,1.3,39.7,1.6,4.0,40.9,1.8,5.5,33.3
5,Aaron Nesmith,IND,23,10.2,16.4,62.3,2.4,5.1,46.4,1.9,3.8,49.1,1.1,2.7,41.4,3.0,7.0,43.1,3.9,10.5,36.9
6,Aaron Wiggins,OKC,24,7.3,11.5,63.1,1.7,3.9,42.6,1.0,2.3,43.8,0.8,1.9,39.8,2.3,5.8,39.0,3.0,8.2,36.9
7,Admiral Schofield,ORL,26,4.1,6.0,68.2,0.8,2.0,38.7,0.6,1.1,54.5,0.6,1.4,39.0,1.6,3.7,42.0,2.1,6.2,34.5
8,Al Horford,BOS,36,11.6,17.6,65.8,2.7,7.0,38.4,2.2,5.2,43.0,2.2,4.4,50.6,2.7,7.2,37.2,5.2,15.3,33.9
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
10,Aleksej Pokusevski,OKC,21,8.6,14.0,61.6,2.0,4.2,47.2,1.0,2.6,38.9,0.8,2.0,40.6,3.0,7.2,42.0,3.4,8.9,38.9
11,Alex Caruso,CHI,29,8.2,12.8,64.0,1.6,4.2,37.4,1.3,3.0,44.8,1.0,2.3,42.8,2.6,7.1,37.1,3.9,11.2,35.1
12,Alex Len,SAC,29,1.7,2.8,61.8,0.3,1.0,26.7,0.3,0.9,30.8,0.1,0.9,6.7,0.7,1.7,43.3,0.9,2.6,36.2
13,Alize Johnson,SAS,26,2.3,6.3,36.0,0.8,1.8,42.9,0.0,0.3,0.0,0.3,1.3,25.0,1.0,2.7,37.5,1.5,3.3,46.2
14,Alondes Williams,BKN,23,3.0,5.0,60.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,11.0,16.6,66.5,2.5,5.3,46.2,1.8,4.0,44.9,1.2,2.9,40.7,3.2,8.1,38.9,6.1,15.2,40.1
16,Amir Coffey,LAC,25,5.9,9.9,59.8,1.2,3.2,37.8,0.9,1.8,49.4,0.8,1.6,54.1,1.2,3.3,36.3,2.5,6.7,37.0
17,Andre Drummond,CHI,29,4.5,7.2,63.1,1.2,2.7,46.1,0.5,1.4,36.8,0.5,1.2,42.1,1.3,4.0,31.9,2.3,6.2,36.4
18,Andre Iguodala,GSW,39,4.3,7.1,59.6,2.1,4.0,53.1,1.9,3.6,51.7,1.0,2.9,34.8,1.1,2.9,39.1,2.0,6.4,31.4
19,Andrew Nembhard,IND,23,11.4,18.7,60.9,2.8,5.8,48.7,1.9,4.2,45.5,1.3,3.0,44.0,2.8,7.4,37.6,4.5,11.5,38.9
20,Andrew Wiggins,GSW,28,10.7,16.2,66.1,4.8,10.4,46.0,1.9,5.2,36.1,1.9,4.1,47.1,3.1,8.5,36.4,5.4,14.9,36.1
21,Anfernee Simons,POR,23,15.2,23.6,64.2,2.9,6.5,44.3,2.0,4.7,41.3,1.8,4.1,43.5,3.3,9.0,36.7,5.4,15.0,36.4
22,Anthony Davis,LAL,30,13.0,20.5,63.2,3.1,7.4,42.7,2.8,6.3,43.9,2.2,4.9,45.4,3.5,9.4,37.0,5.3,16.3,32.6
23,Anthony Edwards,MIN,21,14.3,22.7,63.0,3.1,7.2,43.5,2.6,6.1,42.5,1.4,3.9,37.1,4.1,11.2,36.3,5.3,14.5,36.4
24,Anthony Gill,WAS,30,3.8,5.9,63.5,1.2,2.8,43.9,0.6,1.1,56.0,0.5,1.4,35.9,1.0,2.5,38.5,1.8,4.7,37.5
25,Anthony Lamb,GSW,25,6.2,9.3,66.8,2.8,6.0,47.4,1.2,2.8,41.5,1.0,2.4,40.7,2.2,5.5,39.7,3.4,9.7,35.1
26,Austin Reaves,LAL,24,11.1,17.6,63.1,2.9,6.5,45.1,2.2,4.8,45.6,1.8,4.0,45.6,2.9,7.6,38.0,4.5,14.1,31.6
27,Austin Rivers,MIN,30,8.5,12.8,66.1,1.8,4.2,42.3,1.6,3.3,48.5,0.7,1.8,36.4,2.4,6.8,35.3,2.9,7.3,39.7
28,Ayo Dosunmu,CHI,23,10.8,16.5,65.4,1.9,5.0,37.7,1.3,3.2,40.2,1.2,2.8,41.4,2.9,8.3,35.0,4.5,12.2,37.2
