,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,3.8,6.1,63.1,1.0,2.3,42.6,1.1,2.2,50.8,0.6,1.6,36.6,0.8,2.4,33.9,1.9,5.5,34.4
2,AJ Griffin,ATL,19,8.2,13.1,62.2,1.6,3.6,42.6,1.3,3.0,41.8,0.7,1.7,42.5,2.5,6.2,39.9,2.6,8.0,31.9
3,Aaron Gordon,DEN,27,12.6,18.6,67.6,2.8,7.0,40.3,1.8,4.2,43.9,1.5,3.5,42.2,3.0,8.2,36.4,4.3,12.7,34.1
4,Aaron Holiday,ATL,26,6.4,9.8,64.8,1.0,2.5,39.4,0.8,2.2,37.7,0.5,1.3,39.7,1.6,4.0,40.9,1.8,5.6,33.1
5,Aaron Nesmith,IND,23,10.1,16.3,62.0,2.4,5.1,46.3,1.9,3.8,49.4,1.1,2.7,41.1,3.0,7.0,43.3,3.9,10.5,37.2
6,Aaron Wiggins,OKC,24,7.2,11.4,63.3,1.7,3.9,43.1,1.0,2.2,42.5,0.8,2.0,40.2,2.2,5.7,39.1,3.0,8.2,37.0
7,Admiral Schofield,ORL,26,4.1,6.0,68.2,0.8,2.0,38.7,0.6,1.1,54.5,0.6,1.4,39.0,1.6,3.7,42.0,2.1,6.2,34.5
8,Al Horford,BOS,36,11.6,17.6,65.8,2.7,7.0,38.4,2.2,5.2,43.0,2.2,4.4,50.6,2.7,7.2,37.2,5.2,15.3,33.9
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
10,Aleksej Pokusevski,OKC,21,8.7,14.2,61.4,2.0,4.3,47.2,1.0,2.6,37.2,0.8,2.1,40.6,3.0,7.2,42.0,3.5,9.0,39.1
11,Alex Caruso,CHI,29,8.2,12.9,63.8,1.5,4.1,37.6,1.3,3.0,44.5,1.0,2.4,42.8,2.6,7.1,36.9,4.0,11.2,35.2
12,Alex Len,SAC,29,1.6,2.6,62.0,0.3,1.0,28.6,0.3,0.9,30.8,0.1,0.9,6.7,0.6,1.5,38.5,0.6,2.2,29.7
13,Alize Johnson,SAS,26,2.3,6.3,36.0,0.8,1.8,42.9,0.0,0.3,0.0,0.3,1.3,25.0,1.0,2.7,37.5,1.5,3.3,46.2
14,Alondes Williams,BKN,23,3.0,5.0,60.0,1.0,1.0,100,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,11.0,16.5,66.7,2.4,5.3,45.3,1.8,4.0,44.8,1.2,2.9,40.6,3.2,8.2,39.0,6.1,15.2,40.2
16,Amir Coffey,LAC,25,5.9,9.9,59.7,1.2,3.1,38.8,0.9,1.9,49.4,0.9,1.6,55.0,1.2,3.3,36.4,2.5,6.8,36.8
17,Andre Drummond,CHI,29,4.5,7.1,63.6,1.2,2.7,46.4,0.5,1.4,37.6,0.5,1.2,42.7,1.3,4.0,31.7,2.2,6.2,35.9
18,Andre Iguodala,GSW,39,4.3,7.1,59.6,2.1,4.0,53.1,1.9,3.6,51.7,1.0,2.9,34.8,1.1,2.9,39.1,2.0,6.4,31.4
19,Andrew Nembhard,IND,23,11.3,18.6,60.7,2.8,5.8,48.4,1.9,4.2,45.7,1.3,3.0,43.7,2.8,7.4,37.8,4.5,11.4,39.4
20,Andrew Wiggins,GSW,28,10.7,16.2,66.1,4.8,10.4,46.0,1.9,5.2,36.1,1.9,4.1,47.1,3.1,8.5,36.4,5.4,14.9,36.1
21,Anfernee Simons,POR,23,15.2,23.6,64.2,2.9,6.5,44.3,2.0,4.7,41.3,1.8,4.1,43.5,3.3,9.0,36.7,5.4,15.0,36.4
22,Anthony Davis,LAL,30,13.0,20.5,63.4,3.1,7.3,42.3,2.7,6.3,43.5,2.3,4.9,46.2,3.3,9.2,36.5,5.4,16.4,32.7
23,Anthony Edwards,MIN,21,14.2,22.6,63.0,3.1,7.2,43.3,2.6,6.0,42.6,1.4,3.9,37.3,4.1,11.3,36.2,5.3,14.6,36.4
24,Anthony Gill,WAS,30,3.8,5.9,63.5,1.2,2.8,43.8,0.7,1.1,57.1,0.5,1.4,35.5,0.9,2.5,36.8,1.8,4.7,37.8
25,Anthony Lamb,GSW,25,6.2,9.4,66.8,2.8,6.0,47.4,1.2,2.8,41.6,1.0,2.4,40.6,2.2,5.4,40.7,3.4,9.6,34.9
26,Austin Reaves,LAL,24,11.2,17.6,63.4,2.9,6.5,45.3,2.2,4.8,45.9,1.9,4.1,46.0,2.8,7.3,38.1,4.5,14.2,31.6
27,Austin Rivers,MIN,30,8.5,12.8,66.1,1.8,4.2,42.3,1.6,3.3,48.5,0.7,1.8,36.4,2.4,6.8,35.3,2.9,7.3,39.7
28,Ayo Dosunmu,CHI,23,10.8,16.5,65.5,1.9,5.1,37.9,1.3,3.2,40.7,1.2,2.8,41.6,2.9,8.3,35.0,4.5,12.2,37.2
