,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,LeBron James,LAL,38,47,47,100,11.3,22.5,50.2,55.0,69.3,9.2,15.6,58.8,30.7,2.1,6.9,30.8
1,Luka Doncic,DAL,24,57,57,100,11.0,22.1,50.0,56.3,64.0,8.3,14.1,58.5,36.0,2.8,8.0,34.8
2,Jayson Tatum,BOS,25,65,65,100,9.8,21.4,45.9,53.6,56.0,6.5,12.0,54.7,44.0,3.3,9.4,34.8
3,Damian Lillard,POR,32,55,55,100,9.7,20.8,46.5,56.8,45.3,5.4,9.4,57.3,54.7,4.3,11.4,37.6
4,Ja Morant,MEM,23,53,53,100,9.6,20.6,46.3,50.2,75.4,8.0,15.6,51.1,24.6,1.6,5.1,31.5
5,Giannis Antetokounmpo,MIL,28,55,55,100,11.2,20.6,54.1,56.1,86.3,10.4,17.8,58.2,13.7,0.8,2.8,28.4
6,Devin Booker,PHX,26,43,43,100,10.1,20.6,49.2,54.6,70.4,7.9,14.5,54.4,29.6,2.2,6.1,36.6
7,Joel Embiid,PHI,29,55,55,100,11.1,20.5,54.1,56.7,85.0,10.0,17.4,57.3,15.0,1.1,3.1,35.5
8,Jaylen Brown,BOS,26,58,58,100,10.0,20.4,49.0,55.1,64.1,7.5,13.1,57.5,35.9,2.5,7.3,33.8
9,Donovan Mitchell,CLE,26,60,60,100,9.7,20.3,47.8,56.6,53.8,6.2,10.9,56.3,46.2,3.6,9.4,38.1
10,Shai Gilgeous-Alexander,OKC,24,59,59,100,10.4,20.3,51.1,53.3,87.6,9.5,17.8,53.3,12.4,0.9,2.5,35.1
11,Stephen Curry,GSW,35,43,43,100,10.2,20.2,50.4,63.1,42.7,5.1,8.6,58.7,57.3,5.1,11.6,44.2
12,Kyrie Irving,DAL,30,51,51,100,9.9,20.2,49.1,57.2,57.8,6.7,11.7,57.2,42.2,3.3,8.5,38.1
13,LaMelo Ball,CHA,21,36,36,100,8.2,20.0,41.1,51.0,46.9,4.2,9.4,44.9,53.1,4.0,10.6,37.6
14,Trae Young,ATL,24,62,62,100,8.6,19.7,43.6,49.2,66.6,6.4,13.1,48.7,33.4,2.2,6.6,33.6
