,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,56,56,47.5,3.6,8.8,40.9,59.1,5.2,0.4,1.0,39.6,42.3,3.2,7.8,41.0
1,Lauri Markkanen,UTA,25,62,62,40.3,2.9,6.9,41.8,62.0,1.1,0.1,0.2,52.6,39.2,2.8,6.7,41.5
2,Nikola Vucevic,CHI,32,66,65,46.6,2.6,6.5,39.8,52.4,13.9,0.9,1.9,48.7,32.7,1.6,4.6,35.9
3,Malik Beasley,LAL,26,68,68,52.2,2.3,6.3,36.2,53.3,2.2,0.1,0.3,50.0,50.0,2.1,6.0,35.7
4,Tim Hardaway Jr.,DAL,30,63,63,52.0,2.4,6.3,39.0,57.7,1.7,0.1,0.2,47.6,50.3,2.4,6.1,38.8
5,Buddy Hield,IND,30,69,68,46.8,2.6,6.2,41.2,61.6,0.4,0.0,0.1,16.7,46.4,2.5,6.2,41.3
6,Max Strus,MIA,26,68,68,59.7,2.1,6.1,35.2,52.5,0.4,0.0,0.0,75.0,59.3,2.1,6.0,34.9
7,Cameron Johnson,BKN,27,30,29,52.4,2.4,5.9,40.1,59.6,1.8,0.1,0.2,35.0,50.6,2.3,5.7,40.4
8,Michael Porter Jr.,DEN,24,52,52,45.4,2.7,5.8,46.9,66.8,4.6,0.4,0.6,66.7,40.8,2.3,5.2,44.6
9,Kelly Oubre Jr.,CHA,27,45,45,33.3,1.9,5.8,32.8,48.6,1.2,0.1,0.2,35.0,32.2,1.8,5.6,32.7
10,Keegan Murray,SAC,22,65,65,59.5,2.3,5.6,40.5,60.4,1.3,0.1,0.1,41.7,58.2,2.2,5.5,40.6
11,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
12,Kristaps Porzingis,WAS,27,59,59,35.7,2.1,5.5,39.0,55.7,4.4,0.3,0.7,45.6,31.3,1.9,4.8,38.1
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Trey Murphy III,NOP,22,66,66,57.2,2.2,5.5,39.8,59.1,1.9,0.1,0.2,33.3,55.3,2.1,5.3,40.0
15,Devin Vassell,SAS,22,34,34,35.0,2.3,5.4,42.7,62.4,3.2,0.2,0.5,36.0,31.8,2.1,4.9,43.5
16,Kyle Kuzma,WAS,27,62,61,30.0,1.8,5.4,34.1,50.6,1.3,0.1,0.2,26.1,28.8,1.8,5.2,34.3
17,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
18,Stephen Curry,GSW,35,42,42,26.5,2.2,5.3,40.8,60.3,0.8,0.1,0.2,58.8,25.7,2.1,5.1,40.3
19,Pat Connaughton,MIL,30,51,51,73.6,1.8,5.3,33.0,49.4,0.0,0.0,0.0,-,73.6,1.8,5.3,33.1
20,Bogdan Bogdanovic,ATL,30,43,43,44.7,2.2,5.2,41.3,58.9,4.4,0.3,0.5,64.7,40.4,1.8,4.7,39.0
21,Karl-Anthony Towns,MIN,27,21,21,36.0,1.8,5.2,33.9,48.2,3.3,0.3,0.5,60.4,32.7,1.5,4.7,31.4
22,Julius Randle,NYK,28,71,71,27.7,1.8,5.2,34.2,50.5,1.2,0.1,0.2,34.8,26.5,1.7,5.0,34.1
23,Keldon Johnson,SAS,23,56,56,29.6,1.8,5.2,34.3,51.0,0.4,0.0,0.1,57.1,29.2,1.7,5.1,34.0
24,Al Horford,BOS,36,54,54,66.9,2.2,5.1,44.3,65.8,3.2,0.1,0.2,29.2,63.7,2.2,4.8,45.1
25,Brook Lopez,MIL,34,68,68,44.0,2.0,5.0,39.7,56.7,5.5,0.3,0.6,44.4,38.5,1.7,4.4,39.0
26,P.J. Washington,CHA,24,66,66,38.5,1.7,5.0,34.1,50.6,1.5,0.1,0.2,30.0,36.9,1.6,4.8,34.4
27,Jaylen Brown,BOS,26,57,57,24.4,1.7,5.0,33.6,48.4,2.3,0.2,0.5,40.4,22.0,1.5,4.5,32.7
28,Anfernee Simons,POR,23,60,60,29.3,2.0,5.0,39.7,59.4,0.2,0.0,0.0,66.7,29.1,1.9,4.9,39.6
29,Dorian Finney-Smith,BKN,29,55,55,64.5,1.7,5.0,34.2,51.1,0.5,0.0,0.0,50.0,64.0,1.7,4.9,34.0
30,Gary Trent Jr.,TOR,24,60,59,33.8,1.9,4.9,39.0,58.2,0.9,0.0,0.1,23.1,32.9,1.9,4.7,39.5
31,RJ Barrett,NYK,22,64,63,29.7,1.6,4.9,33.4,49.4,1.2,0.1,0.2,40.0,28.5,1.6,4.7,33.3
32,Reggie Bullock,DAL,31,66,65,81.0,1.8,4.8,37.8,56.7,1.0,0.0,0.1,0.0,80.0,1.8,4.8,38.2
33,Jayson Tatum,BOS,25,64,64,22.2,1.9,4.8,40.5,58.7,2.1,0.2,0.5,44.4,20.1,1.7,4.3,40.0
34,Mikal Bridges,BKN,26,70,68,32.9,1.9,4.8,39.3,57.1,4.4,0.2,0.6,30.2,28.6,1.7,4.1,40.9
35,Kevin Huerter,SAC,24,64,64,41.1,1.9,4.7,39.5,57.8,1.9,0.1,0.2,63.6,39.2,1.7,4.5,38.4
