,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,0.5,0.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,20.0,0.5,0.5,83.3
1,AJ Green,MIL,23,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.1,33.3,0.2,0.3,50.0,0.4,1.0,39.1,1.0,2.2,43.9
2,AJ Griffin,ATL,19,0.7,1.1,64.6,0.4,0.8,53.2,0.7,1.3,56.0,0.3,0.6,47.1,0.6,1.5,39.3,0.8,2.2,36.6
3,Aaron Gordon,DEN,27,4.9,6.9,71.0,0.3,0.7,37.8,0.1,0.5,32.0,0.2,0.5,36.0,0.3,1.1,32.8,0.6,1.5,42.7
4,Aaron Holiday,ATL,26,0.6,1.1,50.9,0.1,0.5,22.7,0.1,0.4,31.8,0.1,0.2,45.5,0.3,0.6,43.8,0.4,0.9,41.3
5,Aaron Nesmith,IND,23,1.4,2.5,57.5,0.1,0.6,24.2,0.2,0.5,48.1,0.0,0.2,22.2,0.8,2.4,32.8,0.7,1.9,36.7
6,Aaron Wiggins,OKC,24,1.8,3.0,62.4,0.2,0.5,27.6,0.0,0.1,40.0,0.0,0.0,0.0,0.4,1.2,34.4,0.3,0.6,41.2
7,Admiral Schofield,ORL,25,0.8,1.1,70.6,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,40.9,0.4,1.1,31.4
8,Al Horford,BOS,36,1.0,1.5,65.8,0.3,0.7,47.4,0.1,0.3,28.6,0.1,0.2,33.3,1.2,2.5,46.5,1.1,2.5,43.9
9,Alec Burks,DET,31,0.6,1.2,55.9,0.4,0.9,41.7,0.5,1.0,47.1,0.4,0.9,42.6,0.9,2.0,44.6,1.1,2.9,38.7
10,Aleksej Pokusevski,OKC,21,1.8,3.1,58.8,0.2,0.8,23.1,0.1,0.3,30.0,0.1,0.2,42.9,0.4,1.3,31.7,0.8,2.0,40.3
11,Alex Caruso,CHI,29,0.9,1.5,63.9,0.0,0.3,11.8,0.0,0.1,25.0,0.1,0.1,42.9,0.6,1.4,41.6,0.3,0.9,29.4
12,Alex Len,SAC,29,0.2,0.3,75.0,0.0,0.1,0.0,0.2,0.2,100,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,4.1,6.4,63.1,1.2,2.6,46.8,0.3,0.5,50.0,0.1,0.2,38.5,0.0,0.1,22.2,0.2,0.6,35.3
16,Amir Coffey,LAC,25,0.7,1.2,55.3,0.2,0.8,27.6,0.2,0.4,43.8,0.1,0.3,30.0,0.2,0.6,25.0,0.1,0.4,28.6
17,Andre Drummond,CHI,29,2.4,3.7,65.2,0.2,0.4,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,16.7
19,Andrew Nembhard,IND,23,1.0,1.4,71.1,0.4,1.0,43.9,0.3,1.1,31.7,0.2,0.5,34.4,0.4,1.4,30.5,0.8,2.1,37.3
20,Andrew Wiggins,GSW,28,2.4,3.4,69.3,1.0,2.3,42.4,0.4,0.9,37.1,0.5,1.2,40.0,0.8,2.2,37.3,1.7,4.2,41.6
21,Anfernee Simons,POR,23,2.2,3.4,62.5,0.5,1.3,38.5,0.7,1.3,54.7,0.6,1.3,48.0,0.9,2.2,40.3,2.6,6.9,36.9
22,Anthony Davis,LAL,29,6.2,8.7,70.8,1.5,3.0,49.6,0.7,1.8,40.8,0.7,1.7,41.7,0.3,0.8,34.3,0.4,1.2,28.8
23,Anthony Edwards,MIN,21,4.5,7.3,61.1,0.6,1.5,37.9,0.4,1.1,30.8,0.6,1.5,42.0,1.1,3.0,37.6,1.8,5.0,37.1
24,Anthony Gill,WAS,30,0.9,1.1,87.0,0.1,0.4,40.0,0.1,0.2,42.9,0.0,0.0,0.0,0.1,0.4,18.8,0.0,0.1,0.0
25,Anthony Lamb,GSW,25,0.9,1.2,78.3,0.2,0.5,43.5,0.0,0.0,0.0,0.0,0.1,50.0,0.6,1.6,35.1,0.8,1.9,41.2
26,Austin Reaves,LAL,24,1.4,1.9,71.3,0.4,0.7,61.1,0.4,0.8,47.4,0.1,0.3,33.3,0.5,1.3,41.3,0.8,2.0,38.1
27,Austin Rivers,MIN,30,0.8,1.3,60.3,0.2,0.4,47.4,0.0,0.1,33.3,0.0,0.0,0.0,0.8,2.0,40.2,0.1,0.5,16.7
28,Ayo Dosunmu,CHI,23,2.4,3.7,65.5,0.2,0.5,38.2,0.2,0.4,50.0,0.1,0.4,34.8,0.4,1.5,29.2,0.3,1.0,34.4
29,Bam Adebayo,MIA,25,4.1,6.1,66.7,1.9,4.0,46.3,1.8,3.7,48.7,0.5,1.1,42.9,0.0,0.1,37.5,0.0,0.1,14.3
30,Ben Simmons,BKN,26,2.1,3.2,66.2,0.8,1.8,44.6,0.2,0.5,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.9,5.3,55.4,0.6,1.6,40.2,0.2,0.7,28.0,0.1,0.3,42.9,0.5,1.5,33.7,0.9,2.8,30.6
32,Bismack Biyombo,PHX,30,1.3,1.8,72.3,0.3,0.9,32.5,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,33,0.9,1.3,66.7,0.1,0.2,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,29.6,0.4,0.8,45.8
34,Blake Wesley,SAS,19,0.8,1.9,41.0,0.0,0.4,0.0,0.2,0.4,50.0,0.1,0.7,14.3,0.5,0.7,71.4,0.3,0.8,35.3
35,Boban Marjanovic,HOU,34,0.8,1.0,82.6,0.4,0.7,53.3,0.1,0.2,60.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,2.3,3.6,65.3,0.9,1.7,54.3,0.7,1.5,44.0,0.6,1.1,53.3,0.4,1.5,26.5,0.9,2.1,41.7
37,Bogdan Bogdanovic,ATL,30,0.9,1.6,57.6,0.4,0.7,50.0,0.7,1.4,50.0,0.3,0.8,41.2,1.2,3.0,39.1,1.7,4.1,40.7
38,Bojan Bogdanovic,DET,33,2.1,3.3,64.0,0.9,2.0,44.5,1.2,2.1,57.1,0.5,1.3,38.0,0.9,2.4,39.2,1.6,3.6,42.8
39,Bol Bol,ORL,23,2.5,3.1,81.3,0.4,1.1,39.7,0.3,0.6,51.3,0.2,0.4,37.0,0.2,0.6,25.0,0.3,1.0,32.8
40,Bones Hyland,LAC,22,1.2,2.3,50.9,0.4,1.1,34.0,0.2,0.7,26.5,0.1,0.4,27.8,0.5,1.1,44.4,1.5,4.0,36.3
41,Bradley Beal,WAS,29,3.6,5.3,68.3,1.2,2.7,43.9,1.0,2.1,45.7,1.5,2.8,54.0,0.6,1.7,35.1,1.1,3.0,35.8
42,Brandon Boston Jr.,LAC,21,1.1,2.0,56.1,0.1,0.7,14.3,0.4,0.9,41.2,0.3,0.9,35.7,0.2,0.8,28.6,0.5,1.1,47.6
43,Brandon Clarke,MEM,26,2.8,3.7,76.0,0.7,1.3,54.7,0.4,0.9,46.0,0.1,0.2,66.7,0.0,0.1,14.3,0.0,0.0,0.0
44,Brandon Ingram,NOP,25,2.2,3.6,60.4,0.8,1.9,43.1,1.9,4.1,47.2,1.6,3.5,46.3,0.7,1.5,45.7,1.2,3.3,35.6
45,Braxton Key,DET,26,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,34,2.7,3.8,71.8,0.6,1.1,50.7,0.5,1.1,47.8,0.2,0.5,40.0,0.5,1.3,38.8,1.3,3.5,36.6
47,Bruce Brown,DEN,26,2.3,3.5,64.7,0.4,1.0,43.3,0.3,0.7,36.7,0.1,0.2,40.0,0.6,1.8,32.8,0.7,1.7,40.5
