,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,50.0,0.1,0.1,100,0.1,0.4,36.4,0.0,0.4,12.5,0.4,0.6,66.7,0.4,0.8,45.0,1.0,2.3,42.9
2,AJ Griffin,ATL,19,0.6,0.9,68.3,1.0,1.9,52.0,0.5,1.0,46.9,0.3,0.7,43.8,0.1,0.4,30.4,0.4,1.1,39.4,0.9,2.5,37.5
3,Aaron Gordon,DEN,27,4.7,6.4,73.2,0.5,1.2,38.5,0.2,0.7,29.5,0.1,0.4,22.2,0.1,0.4,25.0,0.2,0.8,23.5,0.7,1.7,41.7
4,Aaron Holiday,ATL,26,0.5,0.9,56.9,0.3,0.9,29.4,0.1,0.4,40.0,0.1,0.1,42.9,0.0,0.2,11.1,0.1,0.3,25.0,0.5,1.1,46.0
5,Aaron Nesmith,IND,23,1.4,2.3,58.9,0.3,0.9,33.9,0.2,0.6,41.0,0.3,0.9,33.9,0.5,1.2,39.0,0.7,2.0,36.8,0.8,2.3,35.0
6,Aaron Wiggins,OKC,24,1.6,2.5,66.2,0.3,0.9,28.8,0.0,0.0,0.0,0.2,0.6,28.9,0.1,0.3,37.5,0.3,0.9,31.5,0.4,0.8,47.3
7,Admiral Schofield,ORL,25,0.7,1.0,71.0,0.1,0.3,50.0,0.0,0.0,0.0,0.2,0.4,36.4,0.2,0.3,50.0,0.3,0.7,42.1,0.4,1.3,32.6
8,Al Horford,BOS,36,0.8,1.3,64.0,0.5,1.0,50.9,0.1,0.3,22.2,0.3,0.9,39.2,0.6,1.2,54.3,1.0,2.0,47.9,1.3,3.0,42.2
9,Alec Burks,DET,31,0.5,0.9,58.3,0.7,1.7,41.9,0.7,1.7,43.7,0.3,0.6,40.6,0.3,0.5,59.1,0.5,1.1,48.1,1.4,3.6,39.1
10,Aleksej Pokusevski,OKC,21,1.6,2.7,60.0,0.4,1.2,30.0,0.1,0.4,21.4,0.3,0.6,42.9,0.1,0.3,30.0,0.4,0.9,38.7,0.8,2.2,36.6
11,Alex Caruso,CHI,29,1.0,1.4,69.4,0.1,0.5,17.2,0.1,0.2,42.9,0.2,0.5,44.4,0.2,0.7,33.3,0.4,1.1,37.7,0.4,1.1,34.3
12,Alex Len,SAC,29,0.3,0.6,60.0,0.1,0.1,50.0,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.6,5.4,66.7,1.9,4.1,47.0,0.2,0.4,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,33.3
16,Amir Coffey,LAC,25,0.5,0.9,55.6,0.4,1.0,37.0,0.2,0.5,31.8,0.1,0.4,18.2,0.1,0.3,30.0,0.1,0.6,23.8,0.1,0.3,31.3
17,Andre Drummond,CHI,29,2.3,3.5,66.4,0.3,0.7,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,39,0.6,0.6,100.0,0.1,0.1,100,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.9,14.3
19,Andrew Nembhard,IND,23,1.2,1.7,69.8,0.7,1.9,40.0,0.5,1.2,41.2,0.2,0.4,36.7,0.2,0.6,35.9,0.4,1.0,36.2,0.9,2.6,34.1
20,Andrew Wiggins,GSW,28,2.0,2.7,72.3,1.4,3.2,44.1,1.0,2.3,42.4,0.3,0.8,35.7,0.2,0.5,35.0,0.5,1.3,35.4,1.9,4.8,40.7
21,Anfernee Simons,POR,23,2.0,3.2,64.1,1.0,2.3,43.4,1.0,2.3,46.4,0.2,0.7,34.9,0.2,0.4,41.7,0.4,1.1,37.3,3.0,8.0,37.9
22,Anthony Davis,LAL,30,5.7,7.4,76.8,2.3,4.9,46.5,1.4,3.5,40.3,0.0,0.1,40.0,0.0,0.1,33.3,0.1,0.2,36.4,0.3,1.2,25.4
23,Anthony Edwards,MIN,21,4.1,6.4,64.2,1.0,2.7,37.0,1.1,2.9,37.9,0.2,0.4,46.9,0.1,0.3,36.8,0.3,0.7,43.1,2.4,6.6,36.4
24,Anthony Gill,WAS,30,0.8,0.9,83.7,0.3,0.6,45.5,0.0,0.0,100,0.1,0.3,30.0,0.0,0.2,0.0,0.1,0.4,18.8,0.0,0.1,0.0
25,Anthony Lamb,GSW,25,0.8,1.0,80.0,0.4,0.7,51.3,0.1,0.2,33.3,0.3,0.7,36.8,0.2,0.6,35.5,0.4,1.2,36.2,0.8,2.2,39.0
26,Austin Reaves,LAL,24,1.4,1.7,80.2,0.9,1.6,54.7,0.3,0.8,43.5,0.1,0.4,24.0,0.2,0.5,39.3,0.3,0.9,32.1,0.9,2.3,40.4
27,Austin Rivers,MIN,30,0.7,1.1,63.2,0.2,0.5,44.0,0.0,0.1,16.7,0.4,1.1,39.6,0.3,0.8,44.4,0.7,1.7,41.7,0.2,0.7,21.6
28,Ayo Dosunmu,CHI,23,2.2,3.3,66.8,0.3,0.7,38.2,0.3,0.7,38.9,0.2,0.5,30.8,0.2,0.6,36.4,0.4,1.1,33.7,0.4,1.3,31.9
29,Bam Adebayo,MIA,25,3.7,5.4,67.7,3.8,7.7,48.9,0.7,1.8,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,9.1
30,Ben Simmons,BKN,26,2.0,3.0,68.8,1.0,2.3,44.3,0.1,0.3,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Bennedict Mathurin,IND,20,2.6,4.4,59.8,1.0,2.7,35.9,0.4,1.1,39.0,0.1,0.4,25.8,0.2,0.4,39.3,0.3,0.8,32.2,1.0,3.2,32.5
32,Bismack Biyombo,PHX,30,1.3,1.7,77.9,0.6,1.6,38.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Blake Griffin,BOS,34,0.9,1.4,68.8,0.1,0.3,45.5,0.0,0.0,0.0,0.2,0.5,37.5,0.1,0.3,28.6,0.2,0.7,34.8,0.3,1.0,34.3
34,Blake Wesley,SAS,20,0.8,1.9,40.0,0.1,1.1,11.4,0.3,1.1,27.3,0.1,0.2,50.0,0.1,0.2,50.0,0.2,0.3,50.0,0.4,1.1,33.3
35,Boban Marjanovic,HOU,34,0.8,1.0,73.1,0.5,0.8,59.1,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Bobby Portis,MIL,28,2.0,3.0,66.0,1.4,2.6,52.9,1.0,2.1,47.5,0.2,0.6,30.8,0.1,0.6,15.8,0.3,1.2,23.4,0.9,2.3,40.8
37,Bogdan Bogdanovic,ATL,30,0.8,1.3,58.2,0.8,1.6,50.0,0.8,1.8,42.4,0.2,0.7,27.0,0.4,0.8,48.8,0.6,1.6,38.5,2.1,5.0,40.9
38,Bojan Bogdanovic,DET,33,1.8,2.8,66.1,1.6,3.3,48.5,1.4,2.9,48.5,0.5,0.8,56.3,0.3,1.0,30.5,0.8,1.8,42.1,1.7,4.2,40.4
39,Bol Bol,ORL,23,2.2,2.6,82.9,0.8,1.5,50.0,0.4,1.0,37.9,0.0,0.2,21.4,0.0,0.2,18.2,0.1,0.4,20.0,0.4,1.1,32.4
40,Bones Hyland,LAC,22,1.2,2.1,58.3,0.5,1.7,27.1,0.3,0.8,36.6,0.3,0.5,59.3,0.0,0.2,10.0,0.3,0.7,45.9,1.8,4.9,36.8
41,Bradley Beal,WAS,29,3.5,4.9,71.6,1.8,4.1,43.7,2.0,4.2,47.6,0.3,0.7,38.2,0.1,0.4,38.9,0.4,1.0,38.5,1.2,3.3,35.8
42,Brandon Boston Jr.,LAC,21,1.0,1.7,62.9,0.4,1.7,24.2,0.5,1.3,37.5,0.1,0.1,100,0.0,0.5,0.0,0.1,0.4,16.7,0.5,1.1,47.8
43,Brandon Clarke,MEM,26,2.7,3.4,78.2,1.2,2.3,51.9,0.2,0.4,47.6,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.1,16.7,0.0,0.0,0.0
44,Brandon Ingram,NOP,25,2.1,3.3,64.6,2.4,4.8,49.5,2.7,6.4,42.7,0.1,0.2,44.4,0.1,0.1,75.0,0.2,0.3,53.8,1.4,3.5,39.1
45,Braxton Key,DET,26,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,34,2.6,3.5,74.8,1.1,2.2,52.8,0.5,1.1,47.5,0.1,0.4,40.7,0.2,0.6,38.6,0.4,1.0,39.4,1.4,3.8,36.8
47,Bruce Brown,DEN,26,2.2,3.1,71.1,0.7,1.9,37.0,0.2,0.6,26.1,0.1,0.5,13.5,0.4,0.8,52.5,0.5,1.3,37.8,0.7,1.9,36.4
48,Bruno Fernando,ATL,24,1.2,1.9,64.6,0.2,0.9,24.1,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,20,0.7,1.5,48.3,0.2,0.6,27.3,0.0,0.3,10.0,0.1,0.2,66.7,0.2,0.5,35.7,0.2,0.5,45.0,0.3,1.0,27.5
50,Bryn Forbes,MIN,29,0.1,0.2,50.0,0.2,0.7,35.3,0.3,0.6,50.0,0.2,0.4,37.5,0.1,0.3,40.0,0.2,0.6,38.5,0.4,1.3,28.1
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.4,50.0,0.4,1.2,33.3,0.6,1.6,37.5,0.1,2.0,7.1
52,Buddy Hield,IND,30,1.5,2.4,63.0,0.3,0.9,35.2,0.5,1.3,42.7,0.4,1.0,45.2,0.3,0.6,51.2,0.7,1.5,47.4,2.9,7.0,40.8
53,CJ McCollum,NOP,31,1.7,2.9,57.8,1.7,3.7,46.1,1.6,4.0,39.8,0.2,0.5,44.4,0.1,0.4,15.4,0.3,0.9,32.3,2.5,6.4,39.4
54,Cade Cunningham,DET,21,2.3,4.3,54.9,1.8,4.7,37.5,2.3,4.7,48.2,0.0,0.1,0.0,0.1,0.3,33.3,0.1,0.3,25.0,1.3,4.7,28.6
55,Caleb Houstan,ORL,20,0.3,0.7,48.3,0.0,0.0,50.0,0.1,0.2,33.3,0.2,0.4,43.8,0.3,0.7,46.2,0.4,1.0,45.2,0.4,1.5,27.1
56,Caleb Martin,MIA,27,1.5,2.3,65.2,0.3,1.0,32.8,0.5,1.1,48.6,0.2,0.6,27.5,0.3,0.9,34.4,0.5,1.5,31.7,0.8,1.9,40.5
57,Cam Reddish,POR,23,1.7,2.7,62.3,0.6,1.2,48.9,0.1,0.4,31.3,0.4,0.8,43.8,0.1,0.5,26.3,0.5,1.3,37.3,0.7,2.3,28.9
58,Cam Thomas,BKN,21,0.8,1.2,66.7,1.0,2.3,43.7,0.8,2.2,38.4,0.1,0.1,60.0,0.1,0.2,50.0,0.1,0.3,53.8,0.7,2.2,34.2
59,Cameron Johnson,BKN,27,1.6,2.4,66.7,0.4,1.0,38.9,0.6,1.6,41.4,0.5,1.0,44.4,0.6,1.4,44.9,1.0,2.3,44.7,1.5,4.1,37.7
60,Cameron Payne,PHX,28,0.9,1.6,56.3,1.2,2.8,41.8,0.5,1.4,38.3,0.1,0.2,33.3,0.1,0.2,37.5,0.1,0.4,35.3,1.4,3.6,38.2
61,Caris LeVert,CLE,28,1.7,2.7,61.0,0.8,2.2,35.9,0.2,0.8,22.2,0.3,0.6,42.9,0.2,0.5,40.6,0.4,1.0,41.9,1.2,3.2,37.0
