,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,3.8,5.9,64.5,0.9,2.3,40.0,1.0,2.1,49.2,0.6,1.6,35.9,0.6,2.2,28.6,1.9,5.5,34.1
2,AJ Griffin,ATL,19,8.2,13.1,62.2,1.6,3.6,42.6,1.3,3.0,41.8,0.7,1.7,42.5,2.5,6.2,39.9,2.6,8.0,31.9
3,Aaron Gordon,DEN,27,12.6,18.6,67.7,2.8,7.0,40.2,1.8,4.2,43.3,1.5,3.4,42.4,3.0,8.3,36.5,4.3,12.7,33.6
4,Aaron Holiday,ATL,26,6.4,9.8,64.8,1.0,2.5,39.4,0.8,2.2,37.7,0.5,1.3,39.7,1.6,4.0,40.9,1.8,5.6,33.1
5,Aaron Nesmith,IND,23,9.9,16.1,61.7,2.4,5.1,46.2,1.9,3.8,48.6,1.1,2.7,41.3,3.0,7.0,43.2,3.9,10.5,37.1
6,Aaron Wiggins,OKC,24,7.2,11.3,63.3,1.6,3.8,42.9,0.9,2.2,43.2,0.8,1.9,40.0,2.2,5.7,39.0,3.0,8.2,36.4
7,Admiral Schofield,ORL,25,4.1,6.0,68.2,0.8,2.0,38.7,0.6,1.1,54.5,0.6,1.4,39.0,1.6,3.7,42.0,2.1,6.2,34.5
8,Al Horford,BOS,36,11.6,17.6,66.1,2.7,7.0,38.4,2.3,5.2,43.1,2.2,4.4,50.2,2.7,7.3,37.3,5.2,15.3,34.0
9,Alec Burks,DET,31,9.9,14.8,67.0,1.9,5.0,39.1,1.1,2.4,47.9,0.8,2.2,38.4,2.3,6.0,38.8,3.1,9.0,34.4
