,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,60,60,47.7,3.6,8.8,40.8,58.9,5.3,0.4,1.0,40.8,42.4,3.2,7.8,40.8
1,Lauri Markkanen,UTA,25,63,63,40.4,2.9,6.9,41.7,61.9,1.1,0.1,0.2,52.6,39.3,2.8,6.7,41.5
2,Nikola Vucevic,CHI,32,70,69,46.1,2.6,6.5,39.7,52.0,14.2,1.0,2.0,49.3,31.8,1.6,4.5,35.6
3,Malik Beasley,LAL,26,71,71,52.2,2.2,6.3,35.7,52.6,2.1,0.1,0.3,52.0,50.1,2.1,6.0,35.1
4,Tim Hardaway Jr.,DAL,31,65,65,51.7,2.4,6.2,38.7,57.2,1.8,0.1,0.2,40.9,49.9,2.3,6.0,38.5
5,Max Strus,MIA,26,71,71,60.2,2.1,6.2,35.0,52.3,0.4,0.0,0.0,75.0,59.8,2.1,6.1,34.9
6,Buddy Hield,IND,30,72,71,46.0,2.6,6.1,41.7,62.5,0.4,0.0,0.1,16.7,45.6,2.5,6.1,41.8
7,Michael Porter Jr.,DEN,24,55,55,45.6,2.7,5.9,46.4,66.3,4.7,0.4,0.6,66.7,40.9,2.3,5.3,44.2
8,Keegan Murray,SAC,22,70,70,61.1,2.4,5.9,40.6,60.6,1.3,0.0,0.1,30.8,59.7,2.3,5.7,40.8
9,Cameron Johnson,BKN,27,33,32,51.5,2.3,5.8,39.6,58.9,1.6,0.1,0.2,33.3,49.9,2.2,5.6,39.7
10,Kelly Oubre Jr.,CHA,27,47,47,33.7,1.9,5.8,32.7,48.3,1.2,0.1,0.2,42.9,32.5,1.8,5.6,32.5
11,Trey Murphy III,NOP,22,69,69,57.5,2.2,5.6,39.0,57.9,1.8,0.1,0.2,35.3,55.8,2.1,5.4,39.2
12,LaMelo Ball,CHA,21,36,36,27.6,2.2,5.5,40.2,60.3,0.1,0.0,0.0,0.0,27.5,2.2,5.5,40.4
13,Jerami Grant,POR,29,63,63,38.0,2.2,5.5,39.2,57.8,2.1,0.1,0.3,36.7,35.9,2.0,5.2,39.3
14,Devin Vassell,SAS,22,36,36,34.9,2.4,5.5,43.4,63.6,3.0,0.2,0.5,36.2,31.9,2.2,5.0,44.1
15,Kristaps Porzingis,WAS,27,61,61,35.0,2.1,5.5,39.3,56.3,4.2,0.3,0.7,45.5,30.8,1.9,4.8,38.5
16,Bogdan Bogdanovic,ATL,30,46,46,46.3,2.3,5.4,42.5,60.5,4.7,0.3,0.5,64.8,41.7,1.9,4.8,40.0
17,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
18,Stephen Curry,GSW,35,46,46,26.3,2.2,5.3,40.7,60.2,0.9,0.1,0.2,52.9,25.5,2.1,5.2,40.4
19,Kyle Kuzma,WAS,27,64,63,29.9,1.8,5.3,33.6,49.9,1.2,0.1,0.2,27.3,28.7,1.7,5.1,33.7
20,Pat Connaughton,MIL,30,53,53,73.0,1.7,5.3,32.7,49.1,0.0,0.0,0.0,-,73.0,1.7,5.3,32.8
21,Julius Randle,NYK,28,73,73,27.6,1.8,5.2,35.1,51.7,1.2,0.1,0.2,43.5,26.4,1.7,5.0,34.9
22,Karl-Anthony Towns,MIN,27,21,21,36.0,1.8,5.2,33.9,48.2,3.3,0.3,0.5,60.4,32.7,1.5,4.7,31.4
23,Keldon Johnson,SAS,23,59,58,29.1,1.8,5.2,34.5,51.5,0.4,0.0,0.1,42.9,28.7,1.8,5.1,34.4
24,Brook Lopez,MIL,34,69,69,44.2,2.0,5.1,39.3,56.1,5.7,0.3,0.7,44.6,38.5,1.7,4.4,38.6
25,Al Horford,BOS,36,57,57,67.5,2.3,5.1,45.0,66.8,3.0,0.1,0.2,30.4,64.5,2.2,4.8,45.7
26,P.J. Washington,CHA,24,68,68,38.6,1.7,5.0,33.8,50.0,1.6,0.1,0.2,33.3,37.0,1.6,4.8,33.8
27,Anfernee Simons,POR,23,62,62,29.0,1.9,4.9,39.3,58.7,0.2,0.0,0.0,66.7,28.8,1.9,4.8,39.2
28,Jaylen Brown,BOS,26,61,61,24.0,1.7,4.9,34.6,50.0,2.2,0.2,0.4,40.9,21.8,1.5,4.4,34.0
29,Reggie Bullock,DAL,32,69,68,80.8,1.9,4.9,38.9,58.3,1.0,0.0,0.1,0.0,79.9,1.9,4.8,39.3
