,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,0.5,0.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,20.0,0.5,0.5,83.3
1,AJ Green,MIL,23,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.1,33.3,0.2,0.3,50.0,0.4,1.0,39.1,0.9,2.1,43.9
2,AJ Griffin,ATL,19,0.7,1.1,64.6,0.4,0.8,52.1,0.7,1.3,55.3,0.3,0.6,47.1,0.6,1.5,38.9,0.8,2.2,36.8
3,Aaron Gordon,DEN,27,4.9,6.9,71.0,0.3,0.7,37.5,0.2,0.5,34.6,0.2,0.5,34.6,0.3,1.1,31.7,0.6,1.5,43.4
4,Aaron Holiday,ATL,26,0.5,1.1,50.9,0.1,0.4,22.7,0.1,0.4,31.8,0.1,0.2,45.5,0.3,0.6,43.8,0.4,0.9,41.3
5,Aaron Nesmith,IND,23,1.4,2.5,57.4,0.2,0.6,27.0,0.2,0.5,50.0,0.0,0.2,22.2,0.8,2.4,33.1,0.7,1.9,35.4
6,Aaron Wiggins,OKC,24,1.8,2.9,62.1,0.1,0.5,27.6,0.0,0.1,40.0,0.0,0.0,0.0,0.4,1.1,33.9,0.3,0.6,40.5
7,Admiral Schofield,ORL,25,0.8,1.1,70.6,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,40.9,0.4,1.1,31.4
8,Al Horford,BOS,36,0.9,1.4,64.9,0.4,0.7,48.8,0.1,0.3,28.6,0.1,0.2,33.3,1.2,2.5,47.8,1.1,2.5,42.3
9,Alec Burks,DET,31,0.6,1.2,55.9,0.4,0.9,41.7,0.5,1.0,47.1,0.4,0.9,42.6,0.9,2.0,44.6,1.1,2.9,38.7
10,Aleksej Pokusevski,OKC,21,1.8,3.1,58.8,0.2,0.8,23.1,0.1,0.3,30.0,0.1,0.2,42.9,0.4,1.3,31.7,0.8,2.0,40.3
11,Alex Caruso,CHI,29,1.0,1.5,64.0,0.0,0.3,11.8,0.0,0.1,25.0,0.1,0.1,42.9,0.6,1.4,40.5,0.3,0.9,29.4
12,Alex Len,SAC,29,0.2,0.3,60.0,0.0,0.1,0.0,0.2,0.2,100,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
