,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,3.0,3.5,84.6,0.6,1.1,54.5,0.7,1.2,54.5,0.3,0.5,50.0,0.4,1.6,25.0,0.8,2.3,36.0
1,AJ Green,MIL,23,4.1,6.4,65.2,1.0,2.5,38.1,1.1,2.2,50.0,0.6,1.5,38.2,0.7,2.3,27.8,1.9,5.5,35.2
2,AJ Griffin,ATL,19,8.4,13.2,63.1,1.5,3.6,42.1,1.3,3.2,41.7,0.8,1.8,43.4,2.5,6.3,39.5,2.6,8.3,31.7
3,Aaron Gordon,DEN,27,12.5,18.7,66.8,2.6,6.7,38.7,1.9,4.3,44.6,1.4,3.3,40.8,3.1,8.5,37.0,4.3,12.8,33.7
4,Aaron Holiday,ATL,26,6.5,10.1,65.0,1.0,2.5,38.5,0.8,2.2,37.4,0.6,1.4,40.3,1.6,4.0,40.3,2.0,5.9,33.8
5,Aaron Nesmith,IND,23,9.4,15.4,60.7,2.2,4.9,45.5,1.8,3.8,47.7,1.2,2.8,43.5,2.9,6.9,42.5,3.9,10.3,37.6
6,Aaron Wiggins,OKC,24,7.7,12.2,62.7,1.7,4.1,42.9,0.9,2.2,40.7,0.8,1.9,40.7,2.3,5.9,39.2,3.0,8.4,35.3
7,Admiral Schofield,ORL,25,4.2,6.0,69.6,0.9,2.1,40.7,0.7,1.2,56.3,0.6,1.5,42.1,1.6,3.8,40.8,2.3,6.4,36.1
8,Al Horford,BOS,36,11.6,17.7,65.2,2.7,7.2,38.3,2.1,5.1,41.6,2.3,4.5,51.1,2.9,7.4,39.0,5.3,15.4,34.2
9,Alec Burks,DET,31,9.9,14.7,66.9,2.0,5.0,39.5,1.1,2.4,47.5,0.9,2.2,38.4,2.3,6.0,38.8,3.0,8.9,34.1
10,Aleksej Pokusevski,OKC,21,9.1,14.9,61.2,2.1,4.5,47.1,1.0,2.7,37.3,0.9,2.1,41.3,3.2,7.6,42.2,3.7,9.4,39.5
11,Alex Caruso,CHI,29,8.4,13.0,64.5,1.6,4.1,38.3,1.3,3.1,42.3,1.0,2.5,41.5,2.6,7.3,36.1,4.0,11.4,35.4
