name,minutes,OUT,GTD,team
Malaki Branham,36.0,0,0,Spurs
Keita Bates-Diop,36.0,0,0,Spurs
Zach Collins,30.0,0,0,Spurs
Devonte' Graham,26.0,0,0,Spurs
Doug McDermott,24.0,0,0,Spurs
Stanley Johnson,29.0,0,0,Spurs
Blake Wesley,28.0,0,0,Spurs
Isaiah Roby,21.0,0,0,Spurs
Dominick Barlow,10.0,0,0,Spurs
Gorgui Dieng,0.0,0,0,Spurs
Keldon Johnson,0.0,1,0,Spurs
Jeremy Sochan,0.0,1,0,Spurs
Tre Jones,0.0,1,0,Spurs
Romeo Langford,0.0,1,0,Spurs
Khem Birch,0.0,1,0,Spurs
Devin Vassell,0.0,1,0,Spurs
Bojan Bogdanovic,35.0,0,0,Pistons
Jaden Ivey,32.0,0,0,Pistons
Killian Hayes,30.0,0,0,Pistons
Jalen Duren,29.0,0,0,Pistons
Isaiah Stewart,28.0,0,0,Pistons
Isaiah Livers,23.0,0,0,Pistons
Hamidou Diallo,20.0,0,0,Pistons
Alec Burks,19.0,0,0,Pistons
Cory Joseph,13.0,0,0,Pistons
Rodney McGruder,11.0,0,0,Pistons
James Wiseman,0.0,0,1,Pistons
Stanley Umude,0.0,0,0,Pistons
Jared Rhoden,0.0,0,0,Pistons
Buddy Boeheim,0.0,0,0,Pistons
Nerlens Noel,0.0,1,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Deandre Ayton,35.0,0,0,Suns
Chris Paul,33.0,0,0,Suns
Devin Booker,29.0,0,0,Suns
Torrey Craig,29.0,0,0,Suns
Jock Landale,18.0,0,0,Suns
Ish Wainright,28.0,0,0,Suns
Damion Lee,25.0,0,0,Suns
Josh Okogie,21.0,0,0,Suns
Saben Lee,15.0,0,0,Suns
Bismack Biyombo,7.0,0,0,Suns
Darius Bazley,0.0,1,0,Suns
Kevin Durant,0.0,1,0,Suns
T.J. Warren,0.0,1,0,Suns
Landry Shamet,0.0,1,0,Suns
Cameron Payne,0.0,1,0,Suns
Buddy Hield,36.0,0,0,Pacers
Tyrese Haliburton,36.0,0,0,Pacers
Myles Turner,32.0,0,0,Pacers
Aaron Nesmith,30.0,0,0,Pacers
Andrew Nembhard,28.0,0,0,Pacers
Bennedict Mathurin,26.0,0,0,Pacers
T.J. McConnell,18.0,0,0,Pacers
Chris Duarte,17.0,0,0,Pacers
Daniel Theis,17.0,0,0,Pacers
Oshae Brissett,0.0,0,0,Pacers
Isaiah Jackson,0.0,0,0,Pacers
Jalen Smith,0.0,0,0,Pacers
Trevelin Queen,0.0,0,0,Pacers
George Hill,0.0,0,1,Pacers
Jordan Nwora,0.0,0,1,Pacers
Julius Randle,38.0,0,0,Knicks
Jalen Brunson,37.0,0,0,Knicks
RJ Barrett,37.0,0,0,Knicks
Quentin Grimes,36.0,0,0,Knicks
Jericho Sims,17.0,0,0,Knicks
Isaiah Hartenstein,27.0,0,0,Knicks
Immanuel Quickley,27.0,0,0,Knicks
Miles McBride,11.0,0,0,Knicks
Obi Toppin,10.0,0,0,Knicks
Evan Fournier,0.0,0,0,Knicks
DaQuan Jeffries,0.0,0,0,Knicks
Trevor Keels,0.0,0,0,Knicks
Derrick Rose,0.0,0,0,Knicks
Josh Hart,0.0,0,1,Knicks
M. Robinson,0.0,1,0,Knicks
Joel Embiid,37.0,0,1,76ers
James Harden,37.0,0,0,76ers
Tobias Harris,34.0,0,0,76ers
De'Anthony Melton,32.0,0,0,76ers
P.J. Tucker,26.0,0,0,76ers
Tyrese Maxey,27.0,0,0,76ers
Georges Niang,23.0,0,0,76ers
Shake Milton,14.0,0,0,76ers
Montrezl Harrell,10.0,0,0,76ers
Paul Reed,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Jalen McDaniels,0.0,1,0,76ers
LaMelo Ball,38.0,0,0,Hornets
Terry Rozier,37.0,0,0,Hornets
P.J. Washington,36.0,0,0,Hornets
Gordon Hayward,33.0,0,0,Hornets
Mark Williams,29.0,0,0,Hornets
Dennis Smith,24.0,0,0,Hornets
Nick Richards,19.0,0,0,Hornets
Bryce McGowens,13.0,0,0,Hornets
JT Thor,12.0,0,0,Hornets
Svi Mykhailiuk,0.0,0,1,Hornets
Reggie Jackson,0.0,1,0,Hornets
Cody Martin,0.0,1,0,Hornets
Kelly Oubre,0.0,1,0,Hornets
Jayson Tatum,38.0,0,1,Celtics
Derrick White,37.0,0,0,Celtics
Al Horford,33.0,0,1,Celtics
Robert Williams,30.0,0,0,Celtics
Sam Hauser,25.0,0,0,Celtics
Malcolm Brogdon,33.0,0,1,Celtics
Grant Williams,26.0,0,0,Celtics
Payton Pritchard,11.0,0,0,Celtics
Luke Kornet,7.0,0,0,Celtics
Blake Griffin,0.0,0,0,Celtics
Mike Muscala,0.0,0,1,Celtics
Jaylen Brown,0.0,1,0,Celtics
Marcus Smart,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
Lauri Markkanen,36.0,0,0,Jazz
Jordan Clarkson,32.0,0,1,Jazz
Collin Sexton,31.0,0,0,Jazz
Walker Kessler,29.0,0,0,Jazz
Kelly Olynyk,29.0,0,0,Jazz
Ochai Agbaji,21.0,0,0,Jazz
Talen Horton-Tucker,20.0,0,0,Jazz
Rudy Gay,17.0,0,0,Jazz
Udoka Azubuike,14.0,0,0,Jazz
Simone Fontecchio,11.0,0,0,Jazz
Leandro Bolmaro,0.0,0,0,Jazz
Damian Jones,0.0,1,0,Jazz
R. Westbrook,0.0,1,0,Jazz
J. Toscano-Anderson,0.0,1,0,Jazz
Micah Potter,0.0,1,0,Jazz
Pascal Siakam,38.0,0,0,Raptors
Fred VanVleet,38.0,0,0,Raptors
Scottie Barnes,37.0,0,0,Raptors
Gary Trent,35.0,0,0,Raptors
Precious Achiuwa,20.0,0,0,Raptors
Jakob Poeltl,28.0,0,1,Raptors
Chris Boucher,22.0,0,0,Raptors
Thaddeus Young,12.0,0,0,Raptors
Malachi Flynn,10.0,0,0,Raptors
Christian Koloko,0.0,0,0,Raptors
Juancho Hernangomez,0.0,0,0,Raptors
Dalano Banton,0.0,0,0,Raptors
OG Anunoby,0.0,1,0,Raptors
Jalen Green,36.0,0,0,Rockets
Alperen Sengun,34.0,0,0,Rockets
Kenyon Martin,33.0,0,0,Rockets
Jabari Smith,32.0,0,0,Rockets
Daishen Nix,21.0,0,0,Rockets
Jae'Sean Tate,21.0,0,0,Rockets
Tari Eason,21.0,0,0,Rockets
Josh Christopher,19.0,0,0,Rockets
Usman Garuba,14.0,0,0,Rockets
TyTy Washington,9.0,0,0,Rockets
Trevor Hudgins,0.0,0,0,Rockets
Darius Days,0.0,0,0,Rockets
Justin Holiday,0.0,0,1,Rockets
Frank Kaminsky,0.0,0,1,Rockets
Danny Green,0.0,1,0,Rockets
Kevin Porter,0.0,1,0,Rockets
Tyler Herro,37.0,0,0,Heat
Bam Adebayo,36.0,0,0,Heat
Jimmy Butler,34.0,0,0,Heat
Caleb Martin,34.0,0,0,Heat
Gabe Vincent,32.0,0,1,Heat
Max Strus,24.0,0,0,Heat
Haywood Highsmith,24.0,0,0,Heat
Orlando Robinson,15.0,0,0,Heat
Jamaree Bouyea,4.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Jamal Cain,0.0,0,0,Heat
Victor Oladipo,0.0,1,0,Heat
Kyle Lowry,0.0,1,0,Heat
Duncan Robinson,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Omer Yurtseven,0.0,1,0,Heat
Anthony Edwards,36.0,0,0,Timberwolves
Mike Conley,32.0,0,1,Timberwolves
Rudy Gobert,31.0,0,1,Timberwolves
Kyle Anderson,27.0,0,1,Timberwolves
Jaden McDaniels,25.0,0,0,Timberwolves
Taurean Prince,20.0,0,0,Timberwolves
Jaylen Nowell,20.0,0,0,Timberwolves
