name,minutes,OUT,GTD,team
Buddy Hield,32.0,0,1,Pacers
Chris Duarte,32.0,0,0,Pacers
Andrew Nembhard,32.0,0,0,Pacers
Aaron Nesmith,30.0,0,0,Pacers
Isaiah Jackson,26.0,0,0,Pacers
Jordan Nwora,25.0,0,0,Pacers
Jalen Smith,24.0,0,0,Pacers
James Johnson,22.0,0,0,Pacers
Oshae Brissett,17.0,0,0,Pacers
George Hill,0.0,0,0,Pacers
Daniel Theis,0.0,0,0,Pacers
T. Haliburton,0.0,1,0,Pacers
Myles Turner,0.0,1,0,Pacers
B. Mathurin,0.0,1,0,Pacers
T.J. McConnell,0.0,1,0,Pacers
Killian Hayes,35.0,0,0,Pistons
Isaiah Livers,35.0,0,0,Pistons
Rodney McGruder,29.0,0,0,Pistons
James Wiseman,28.0,0,0,Pistons
Eugene Omoruyi,27.0,0,0,Pistons
Cory Joseph,29.0,0,0,Pistons
R.J. Hampton,24.0,0,0,Pistons
Jalen Duren,23.0,0,0,Pistons
Jared Rhoden,10.0,0,0,Pistons
B. Bogdanovic,0.0,1,0,Pistons
Jaden Ivey,0.0,1,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Hamidou Diallo,0.0,1,0,Pistons
Isaiah Stewart,0.0,1,0,Pistons
Alec Burks,0.0,1,0,Pistons
Anthony Edwards,38.0,0,0,Timberwolves
Jaden McDaniels,32.0,0,0,Timberwolves
Rudy Gobert,31.0,0,1,Timberwolves
Kyle Anderson,31.0,0,0,Timberwolves
Mike Conley,31.0,0,0,Timberwolves
Taurean Prince,22.0,0,0,Timberwolves
N. Alexander-Walker,20.0,0,0,Timberwolves
Jordan McLaughlin,17.0,0,0,Timberwolves
Naz Reid,16.0,0,0,Timberwolves
Austin Rivers,2.0,0,1,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Jaylen Nowell,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Dejounte Murray,37.0,0,0,Hawks
Trae Young,34.0,0,0,Hawks
De'Andre Hunter,34.0,0,0,Hawks
John Collins,27.0,0,0,Hawks
Clint Capela,26.0,0,0,Hawks
Saddiq Bey,25.0,0,0,Hawks
B. Bogdanovic,23.0,0,1,Hawks
Onyeka Okongwu,19.0,0,0,Hawks
