name,minutes,OUT,GTD,team
Trae Young,36.0,0,0,Hawks
Dejounte Murray,35.0,0,0,Hawks
De'Andre Hunter,34.0,0,0,Hawks
John Collins,31.0,0,0,Hawks
Onyeka Okongwu,24.0,0,0,Hawks
Bogdan Bogdanovic,28.0,0,0,Hawks
Clint Capela,24.0,0,0,Hawks
AJ Griffin,18.0,0,0,Hawks
Aaron Holiday,10.0,0,0,Hawks
Trent Forrest,0.0,0,0,Hawks
Jalen Johnson,0.0,0,0,Hawks
Vit Krejci,0.0,0,0,Hawks
Frank Kaminsky,0.0,0,0,Hawks
Justin Holiday,0.0,0,0,Hawks
Derrick Favors,0.0,0,0,Hawks
Luka Doncic,37.0,0,0,Mavericks
Spencer Dinwiddie,33.0,0,0,Mavericks
Christian Wood,33.0,0,0,Mavericks
Dorian Finney-Smith,26.0,0,0,Mavericks
Dwight Powell,16.0,0,0,Mavericks
Reggie Bullock,34.0,0,0,Mavericks
Frank Ntilikina,19.0,0,0,Mavericks
Jaden Hardy,14.0,0,0,Mavericks
Josh Green,14.0,0,0,Mavericks
Davis Bertans,14.0,0,0,Mavericks
Theo Pinson,0.0,0,0,Mavericks
JaVale McGee,0.0,0,0,Mavericks
A.J. Lawson,0.0,0,0,Mavericks
Tim Hardaway,0.0,1,0,Mavericks
McKinley Wright,0.0,1,0,Mavericks
Maxi Kleber,0.0,1,0,Mavericks
Kyle Kuzma,35.0,0,0,Wizards
Kristaps Porzingis,35.0,0,0,Wizards
Bradley Beal,32.0,0,0,Wizards
Monte Morris,30.0,0,0,Wizards
Daniel Gafford,25.0,0,0,Wizards
Delon Wright,20.0,0,0,Wizards
Corey Kispert,20.0,0,0,Wizards
Rui Hachimura,20.0,0,0,Wizards
Deni Avdija,16.0,0,0,Wizards
Jordan Goodwin,7.0,0,0,Wizards
Taj Gibson,0.0,0,0,Wizards
Anthony Gill,0.0,0,0,Wizards
Will Barton,0.0,0,0,Wizards
RJ Barrett,39.0,0,0,Knicks
Julius Randle,38.0,0,0,Knicks
Jalen Brunson,37.0,0,0,Knicks
Quentin Grimes,33.0,0,0,Knicks
Mitchell Robinson,32.0,0,0,Knicks
Immanuel Quickley,27.0,0,0,Knicks
Isaiah Hartenstein,16.0,0,0,Knicks
Obi Toppin,10.0,0,0,Knicks
Miles McBride,8.0,0,0,Knicks
Evan Fournier,0.0,0,0,Knicks
Jericho Sims,0.0,0,0,Knicks
Derrick Rose,0.0,0,0,Knicks
Svi Mykhailiuk,0.0,0,0,Knicks
Ryan Arcidiacono,0.0,0,0,Knicks
Cam Reddish,0.0,0,0,Knicks
Bam Adebayo,34.0,0,0,Heat
Jimmy Butler,33.0,0,0,Heat
Tyler Herro,32.0,0,0,Heat
Kyle Lowry,28.0,0,0,Heat
Caleb Martin,24.0,0,0,Heat
Victor Oladipo,29.0,0,0,Heat
Max Strus,20.0,0,0,Heat
Gabe Vincent,19.0,0,0,Heat
Orlando Robinson,14.0,0,0,Heat
Haywood Highsmith,7.0,0,0,Heat
Jamal Cain,0.0,0,0,Heat
Dewayne Dedmon,0.0,0,0,Heat
Udonis Haslem,0.0,0,1,Heat
Duncan Robinson,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Omer Yurtseven,0.0,1,0,Heat
CJ McCollum,36.0,0,0,Pelicans
Naji Marshall,34.0,0,0,Pelicans
Trey Murphy,34.0,0,0,Pelicans
Jonas Valanciunas,29.0,0,0,Pelicans
Dyson Daniels,27.0,0,0,Pelicans
Jose Alvarado,27.0,0,0,Pelicans
Larry Nance,20.0,0,0,Pelicans
Jaxson Hayes,17.0,0,0,Pelicans
Devonte' Graham,16.0,0,0,Pelicans
Willy Hernangomez,0.0,0,0,Pelicans
Kira Lewis,0.0,0,0,Pelicans
Garrett Temple,0.0,0,0,Pelicans
Herbert Jones,0.0,1,0,Pelicans
Zion Williamson,0.0,1,0,Pelicans
Brandon Ingram,0.0,1,0,Pelicans
E.J. Liddell,0.0,1,0,Pelicans
LaMelo Ball,38.0,0,0,Hornets
Terry Rozier,35.0,0,0,Hornets
P.J. Washington,34.0,0,0,Hornets
Jalen McDaniels,34.0,0,0,Hornets
Mason Plumlee,33.0,0,0,Hornets
Dennis Smith,24.0,0,0,Hornets
JT Thor,14.0,0,0,Hornets
Mark Williams,14.0,0,0,Hornets
Bryce McGowens,14.0,0,0,Hornets
Gordon Hayward,0.0,0,1,Hornets
Cody Martin,0.0,0,1,Hornets
Nick Richards,0.0,0,0,Hornets
Kelly Oubre,0.0,1,0,Hornets
Jalen Green,35.0,0,0,Rockets
Kenyon Martin,33.0,0,0,Rockets
Eric Gordon,32.0,0,0,Rockets
Alperen Sengun,31.0,0,0,Rockets
Jabari Smith,30.0,0,0,Rockets
Tari Eason,20.0,0,0,Rockets
Jae'Sean Tate,19.0,0,0,Rockets
Usman Garuba,12.0,0,0,Rockets
Garrison Mathews,12.0,0,0,Rockets
Daishen Nix,10.0,0,0,Rockets
Josh Christopher,10.0,0,0,Rockets
TyTy Washington,5.0,0,0,Rockets
Bruno Fernando,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Kevin Porter,0.0,1,0,Rockets
Buddy Hield,34.0,0,0,Pacers
Myles Turner,30.0,0,0,Pacers
Bennedict Mathurin,30.0,0,0,Pacers
Andrew Nembhard,30.0,0,0,Pacers
Aaron Nesmith,26.0,0,0,Pacers
T.J. McConnell,25.0,0,0,Pacers
Chris Duarte,22.0,0,0,Pacers
Oshae Brissett,20.0,0,0,Pacers
Jalen Smith,15.0,0,0,Pacers
Isaiah Jackson,8.0,0,0,Pacers
Trevelin Queen,0.0,0,0,Pacers
Goga Bitadze,0.0,0,0,Pacers
Terry Taylor,0.0,0,0,Pacers
James Johnson,0.0,0,0,Pacers
T. Haliburton,0.0,1,0,Pacers
Daniel Theis,0.0,1,0,Pacers
Kendall Brown,0.0,1,0,Pacers
S. Gilgeous-Alexander,36.0,0,0,Thunder
Josh Giddey,31.0,0,0,Thunder
Luguentz Dort,29.0,0,0,Thunder
Jalen Williams,27.0,0,0,Thunder
Jaylin Williams,13.0,0,0,Thunder
Kenrich Williams,25.0,0,0,Thunder
Isaiah Joe,18.0,0,0,Thunder
Darius Bazley,16.0,0,0,Thunder
Mike Muscala,16.0,0,0,Thunder
Tre Mann,15.0,0,0,Thunder
Aaron Wiggins,14.0,0,0,Thunder
Eugene Omoruyi,0.0,0,1,Thunder
Ousmane Dieng,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
J. Robinson-Earl,0.0,1,0,Thunder
Darius Garland,37.0,0,0,Cavaliers
Jarrett Allen,35.0,0,0,Cavaliers
Evan Mobley,35.0,0,0,Cavaliers
Caris LeVert,30.0,0,0,Cavaliers
Isaac Okoro,27.0,0,0,Cavaliers
Lamar Stevens,23.0,0,0,Cavaliers
Ricky Rubio,19.0,0,0,Cavaliers
Kevin Love,17.0,0,0,Cavaliers
Cedi Osman,17.0,0,0,Cavaliers
Raul Neto,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Mamadi Diakite,0.0,0,0,Cavaliers
D. Mitchell,0.0,1,0,Cavaliers
Dylan Windler,0.0,1,0,Cavaliers
Dean Wade,0.0,1,0,Cavaliers
Ja Morant,34.0,0,0,Grizzlies
Dillon Brooks,32.0,0,0,Grizzlies
Desmond Bane,31.0,0,0,Grizzlies
Jaren Jackson,28.0,0,0,Grizzlies
Steven Adams,27.0,0,0,Grizzlies
Tyus Jones,19.0,0,0,Grizzlies
Santi Aldama,19.0,0,0,Grizzlies
Brandon Clarke,18.0,0,0,Grizzlies
Ziaire Williams,18.0,0,0,Grizzlies
John Konchar,14.0,0,0,Grizzlies
Xavier Tillman,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Vince Williams,0.0,0,0,Grizzlies
Danny Green,0.0,1,0,Grizzlies
Terance Mann,36.0,0,0,Clippers
Ivica Zubac,32.0,0,1,Clippers
Norman Powell,31.0,0,0,Clippers
Nicolas Batum,27.0,0,0,Clippers
Amir Coffey,24.0,0,0,Clippers
Marcus Morris,30.0,0,0,Clippers
Reggie Jackson,24.0,0,0,Clippers
Robert Covington,21.0,0,0,Clippers
Moses Brown,15.0,0,0,Clippers
Moussa Diabate,0.0,0,0,Clippers
Kawhi Leonard,0.0,1,0,Clippers
Paul George,0.0,1,0,Clippers
John Wall,0.0,1,0,Clippers
Luke Kennard,0.0,1,0,Clippers
Lauri Markkanen,34.0,0,0,Jazz
Jordan Clarkson,33.0,0,0,Jazz
Malik Beasley,31.0,0,0,Jazz
Mike Conley,29.0,0,0,Jazz
Walker Kessler,29.0,0,0,Jazz
Jarred Vanderbilt,25.0,0,0,Jazz
Collin Sexton,24.0,0,0,Jazz
Ochai Agbaji,23.0,0,0,Jazz
Rudy Gay,12.0,0,0,Jazz
N. Alexander-Walker,0.0,0,0,Jazz
Talen Horton-Tucker,0.0,0,0,Jazz
Simone Fontecchio,0.0,0,0,Jazz
Udoka Azubuike,0.0,0,0,Jazz
Leandro Bolmaro,0.0,0,0,Jazz
Kelly Olynyk,0.0,1,0,Jazz
Anthony Edwards,36.0,0,1,Timberwolves
D'Angelo Russell,33.0,0,0,Timberwolves
Kyle Anderson,32.0,0,0,Timberwolves
Jaden McDaniels,31.0,0,0,Timberwolves
Naz Reid,28.0,0,0,Timberwolves
Taurean Prince,27.0,0,1,Timberwolves
Austin Rivers,25.0,0,1,Timberwolves
Jaylen Nowell,18.0,0,0,Timberwolves
Luka Garza,12.0,0,0,Timberwolves
Bryn Forbes,0.0,0,0,Timberwolves
Matt Ryan,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Rudy Gobert,0.0,1,0,Timberwolves
J. McLaughlin,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Nikola Jokic,35.0,0,0,Nuggets
Jamal Murray,34.0,0,1,Nuggets
K. Caldwell-Pope,33.0,0,0,Nuggets
Aaron Gordon,31.0,0,0,Nuggets
Michael Porter,29.0,0,0,Nuggets
Bruce Brown,25.0,0,0,Nuggets
Bones Hyland,21.0,0,1,Nuggets
Vlatko Cancar,17.0,0,0,Nuggets
Zeke Nnaji,15.0,0,0,Nuggets
DeAndre Jordan,0.0,0,0,Nuggets
Christian Braun,0.0,0,0,Nuggets
Ish Smith,0.0,0,0,Nuggets
