name,minutes,OUT,GTD,team
LeBron James,36.0,0,1,Lakers
Anthony Davis,35.0,0,1,Lakers
Dennis Schroder,34.0,0,0,Lakers
Patrick Beverley,29.0,0,0,Lakers
Rui Hachimura,28.0,0,0,Lakers
R. Westbrook,32.0,0,1,Lakers
Lonnie Walker,18.0,0,0,Lakers
Troy Brown,18.0,0,0,Lakers
Thomas Bryant,12.0,0,0,Lakers
Max Christie,1.0,0,0,Lakers
Wenyen Gabriel,0.0,0,0,Lakers
Juan Toscano-Anderson,0.0,0,0,Lakers
Damian Jones,0.0,0,0,Lakers
Austin Reaves,0.0,1,0,Lakers
CJ McCollum,36.0,0,0,Pelicans
Brandon Ingram,36.0,0,0,Pelicans
Herbert Jones,35.0,0,0,Pelicans
Trey Murphy,34.0,0,0,Pelicans
Jonas Valanciunas,22.0,0,0,Pelicans
Naji Marshall,26.0,0,0,Pelicans
Larry Nance,22.0,0,0,Pelicans
Jose Alvarado,18.0,0,0,Pelicans
Kira Lewis,5.0,0,0,Pelicans
Devonte' Graham,5.0,0,0,Pelicans
Jaxson Hayes,1.0,0,0,Pelicans
Willy Hernangomez,0.0,0,0,Pelicans
Garrett Temple,0.0,0,0,Pelicans
Dyson Daniels,0.0,1,0,Pelicans
E.J. Liddell,0.0,1,0,Pelicans
Zion Williamson,0.0,1,0,Pelicans
Kyle Kuzma,37.0,0,0,Wizards
Bradley Beal,32.0,0,0,Wizards
Kristaps Porzingis,31.0,0,0,Wizards
Monte Morris,28.0,0,0,Wizards
Daniel Gafford,17.0,0,0,Wizards
Deni Avdija,26.0,0,0,Wizards
Delon Wright,24.0,0,0,Wizards
Corey Kispert,23.0,0,0,Wizards
Kendrick Nunn,16.0,0,0,Wizards
Taj Gibson,6.0,0,0,Wizards
Anthony Gill,0.0,0,1,Wizards
Will Barton,0.0,0,0,Wizards
Vernon Carey,0.0,0,0,Wizards
Kyrie Irving,36.0,0,0,Nets
Seth Curry,30.0,0,0,Nets
Royce O'Neale,29.0,0,0,Nets
Nic Claxton,29.0,0,0,Nets
Joe Harris,25.0,0,0,Nets
Yuta Watanabe,21.0,0,0,Nets
Patty Mills,17.0,0,0,Nets
Day'Ron Sharpe,17.0,0,0,Nets
Cam Thomas,17.0,0,0,Nets
Edmond Sumner,12.0,0,0,Nets
Markieff Morris,7.0,0,0,Nets
Ben Simmons,0.0,0,1,Nets
T.J. Warren,0.0,0,1,Nets
David Duke,0.0,0,0,Nets
Kessler Edwards,0.0,0,0,Nets
Kevin Durant,0.0,1,0,Nets
Mikal Bridges,37.0,0,0,Suns
Chris Paul,34.0,0,0,Suns
Deandre Ayton,33.0,0,0,Suns
Cameron Johnson,29.0,0,1,Suns
Torrey Craig,21.0,0,0,Suns
Dario Saric,21.0,0,0,Suns
Damion Lee,20.0,0,0,Suns
Ish Wainright,18.0,0,0,Suns
Saben Lee,14.0,0,0,Suns
Jock Landale,13.0,0,0,Suns
Josh Okogie,0.0,0,0,Suns
Bismack Biyombo,0.0,0,0,Suns
Landry Shamet,0.0,1,0,Suns
Devin Booker,0.0,1,0,Suns
Cameron Payne,0.0,1,0,Suns
Jae Crowder,0.0,1,0,Suns
Bojan Bogdanovic,31.0,0,0,Pistons
Jaden Ivey,31.0,0,0,Pistons
Isaiah Stewart,29.0,0,0,Pistons
Jalen Duren,28.0,0,0,Pistons
Alec Burks,18.0,0,0,Pistons
Killian Hayes,29.0,0,0,Pistons
Saddiq Bey,28.0,0,0,Pistons
Hamidou Diallo,18.0,0,0,Pistons
Isaiah Livers,15.0,0,0,Pistons
Kevin Knox,6.0,0,0,Pistons
Cory Joseph,4.0,0,1,Pistons
Nerlens Noel,3.0,0,0,Pistons
Rodney McGruder,0.0,0,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Kawhi Leonard,39.0,0,0,Clippers
Paul George,36.0,0,0,Clippers
Marcus Morris,32.0,0,0,Clippers
Ivica Zubac,28.0,0,0,Clippers
Terance Mann,23.0,0,0,Clippers
Norman Powell,33.0,0,0,Clippers
Reggie Jackson,25.0,0,0,Clippers
Nicolas Batum,20.0,0,0,Clippers
Robert Covington,6.0,0,0,Clippers
Luke Kennard,6.0,0,0,Clippers
Jason Preston,0.0,0,0,Clippers
Brandon Boston,0.0,0,0,Clippers
Amir Coffey,0.0,0,0,Clippers
Moses Brown,0.0,0,0,Clippers
Moussa Diabate,0.0,0,0,Clippers
John Wall,0.0,1,0,Clippers
Quentin Grimes,38.0,0,0,Knicks
Julius Randle,37.0,0,0,Knicks
Jalen Brunson,36.0,0,1,Knicks
RJ Barrett,35.0,0,0,Knicks
Jericho Sims,19.0,0,0,Knicks
Immanuel Quickley,28.0,0,0,Knicks
Isaiah Hartenstein,22.0,0,0,Knicks
Obi Toppin,12.0,0,0,Knicks
Miles McBride,11.0,0,0,Knicks
Evan Fournier,1.0,0,0,Knicks
Cam Reddish,1.0,0,0,Knicks
Derrick Rose,1.0,0,0,Knicks
R. Arcidiacono,1.0,0,1,Knicks
Svi Mykhailiuk,1.0,0,0,Knicks
M. Robinson,0.0,1,0,Knicks
Damian Lillard,38.0,0,0,Trail Blazers
Anfernee Simons,34.0,0,0,Trail Blazers
Jerami Grant,34.0,0,0,Trail Blazers
Josh Hart,33.0,0,0,Trail Blazers
Drew Eubanks,27.0,0,0,Trail Blazers
Trendon Watford,21.0,0,0,Trail Blazers
Gary Payton,19.0,0,1,Trail Blazers
Shaedon Sharpe,19.0,0,0,Trail Blazers
Nassir Little,15.0,0,0,Trail Blazers
Jabari Walker,0.0,0,0,Trail Blazers
Keon Johnson,0.0,0,0,Trail Blazers
John Butler,0.0,0,0,Trail Blazers
Ibou Badji,0.0,0,1,Trail Blazers
Jusuf Nurkic,0.0,1,0,Trail Blazers
Justise Winslow,0.0,1,0,Trail Blazers
DeMar DeRozan,37.0,0,0,Bulls
Nikola Vucevic,36.0,0,1,Bulls
Zach LaVine,36.0,0,0,Bulls
P. Williams,32.0,0,1,Bulls
Ayo Dosunmu,26.0,0,0,Bulls
Coby White,23.0,0,0,Bulls
Alex Caruso,23.0,0,1,Bulls
Derrick Jones,15.0,0,0,Bulls
Goran Dragic,11.0,0,0,Bulls
Andre Drummond,6.0,0,0,Bulls
Tony Bradley,0.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Lonzo Ball,0.0,1,0,Bulls
Javonte Green,0.0,1,0,Bulls
Tyler Herro,38.0,0,0,Heat
Bam Adebayo,38.0,0,0,Heat
Jimmy Butler,37.0,0,0,Heat
Gabe Vincent,34.0,0,1,Heat
Caleb Martin,33.0,0,0,Heat
Max Strus,33.0,0,0,Heat
Haywood Highsmith,18.0,0,0,Heat
Udonis Haslem,11.0,0,0,Heat
Victor Oladipo,0.0,0,1,Heat
Dewayne Dedmon,0.0,0,0,Heat
Kyle Lowry,0.0,1,0,Heat
O. Robinson,0.0,1,0,Heat
Omer Yurtseven,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Duncan Robinson,0.0,1,0,Heat
G. Antetokounmpo,36.0,0,1,Bucks
Jrue Holiday,35.0,0,0,Bucks
Pat Connaughton,29.0,0,0,Bucks
Brook Lopez,27.0,0,0,Bucks
Grayson Allen,27.0,0,0,Bucks
Joe Ingles,26.0,0,0,Bucks
Khris Middleton,22.0,0,0,Bucks
Wesley Matthews,20.0,0,0,Bucks
Jevon Carter,17.0,0,0,Bucks
Jordan Nwora,6.0,0,0,Bucks
George Hill,0.0,0,0,Bucks
M. Beauchamp,0.0,0,1,Bucks
Sandro Mamukelashvili,0.0,0,0,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
Bobby Portis,0.0,1,0,Bucks
Serge Ibaka,0.0,1,0,Bucks
Jalen Green,34.0,0,1,Rockets
Alperen Sengun,34.0,0,0,Rockets
Kenyon Martin,32.0,0,0,Rockets
Jabari Smith,29.0,0,0,Rockets
Josh Christopher,22.0,0,0,Rockets
Daishen Nix,23.0,0,0,Rockets
Tari Eason,22.0,0,0,Rockets
Garrison Mathews,22.0,0,0,Rockets
Bruno Fernando,14.0,0,0,Rockets
TyTy Washington,8.0,0,0,Rockets
Jae'Sean Tate,0.0,0,1,Rockets
Usman Garuba,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Eric Gordon,0.0,1,0,Rockets
Kevin Porter,0.0,1,0,Rockets
S. Gilgeous-Alexander,36.0,0,0,Thunder
Jalen Williams,33.0,0,0,Thunder
Josh Giddey,31.0,0,0,Thunder
Isaiah Joe,22.0,0,0,Thunder
Jaylin Williams,17.0,0,0,Thunder
