name,minutes,OUT,GTD,team
James Harden,39.0,0,0,76ers
Joel Embiid,36.0,0,0,76ers
Tyrese Maxey,34.0,0,0,76ers
Tobias Harris,33.0,0,0,76ers
P.J. Tucker,28.0,0,0,76ers
De'Anthony Melton,27.0,0,0,76ers
Georges Niang,22.0,0,0,76ers
Paul Reed,11.0,0,0,76ers
Shake Milton,10.0,0,0,76ers
Dewayne Dedmon,0.0,0,0,76ers
Montrezl Harrell,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Jalen McDaniels,0.0,1,0,76ers
Donovan Mitchell,36.0,0,0,Cavaliers
Evan Mobley,36.0,0,0,Cavaliers
Darius Garland,36.0,0,0,Cavaliers
Isaac Okoro,30.0,0,0,Cavaliers
Lamar Stevens,27.0,0,0,Cavaliers
Caris LeVert,32.0,0,0,Cavaliers
Dean Wade,15.0,0,0,Cavaliers
Cedi Osman,14.0,0,0,Cavaliers
Raul Neto,7.0,0,0,Cavaliers
Sam Merrill,4.0,0,0,Cavaliers
Danny Green,3.0,0,0,Cavaliers
Dylan Windler,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Jarrett Allen,0.0,1,0,Cavaliers
Ricky Rubio,0.0,1,0,Cavaliers
Desmond Bane,35.0,0,0,Grizzlies
Jaren Jackson,33.0,0,0,Grizzlies
Tyus Jones,33.0,0,0,Grizzlies
Dillon Brooks,33.0,0,0,Grizzlies
Xavier Tillman,29.0,0,0,Grizzlies
Santi Aldama,22.0,0,0,Grizzlies
Luke Kennard,22.0,0,0,Grizzlies
John Konchar,17.0,0,0,Grizzlies
David Roddy,16.0,0,0,Grizzlies
Ziaire Williams,0.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Kenneth Lofton,0.0,0,0,Grizzlies
Ja Morant,0.0,1,0,Grizzlies
Jake LaRavia,0.0,1,0,Grizzlies
Vince Williams,0.0,1,0,Grizzlies
Steven Adams,0.0,1,0,Grizzlies
Bam Adebayo,35.0,0,0,Heat
Tyler Herro,34.0,0,0,Heat
Jimmy Butler,33.0,0,0,Heat
Gabe Vincent,25.0,0,0,Heat
Kevin Love,20.0,0,0,Heat
Caleb Martin,24.0,0,0,Heat
Kyle Lowry,21.0,0,1,Heat
Victor Oladipo,21.0,0,0,Heat
Max Strus,14.0,0,0,Heat
Omer Yurtseven,13.0,0,0,Heat
Duncan Robinson,0.0,0,0,Heat
Haywood Highsmith,0.0,0,0,Heat
Jamal Cain,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Cody Zeller,0.0,1,0,Heat
De'Aaron Fox,36.0,0,0,Kings
Harrison Barnes,35.0,0,0,Kings
Domantas Sabonis,35.0,0,0,Kings
Kevin Huerter,30.0,0,0,Kings
Keegan Murray,27.0,0,0,Kings
Malik Monk,24.0,0,0,Kings
Kessler Edwards,20.0,0,0,Kings
Chimezie Metu,13.0,0,0,Kings
Davion Mitchell,12.0,0,0,Kings
Terence Davis,8.0,0,0,Kings
Matthew Dellavedova,0.0,0,0,Kings
P.J. Dozier,0.0,0,0,Kings
Alex Len,0.0,0,0,Kings
Trey Lyles,0.0,1,0,Kings
Richaun Holmes,0.0,1,0,Kings
DeMar DeRozan,38.0,0,0,Bulls
Zach LaVine,37.0,0,0,Bulls
Nikola Vucevic,33.0,0,0,Bulls
Patrick Beverley,28.0,0,0,Bulls
Alex Caruso,26.0,0,1,Bulls
Patrick Williams,25.0,0,0,Bulls
Coby White,22.0,0,0,Bulls
Ayo Dosunmu,18.0,0,0,Bulls
Andre Drummond,13.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Derrick Jones,0.0,0,0,Bulls
Javonte Green,0.0,1,0,Bulls
D'Angelo Russell,34.0,0,0,Lakers
Malik Beasley,31.0,0,0,Lakers
Troy Brown,28.0,0,0,Lakers
Jarred Vanderbilt,28.0,0,0,Lakers
Rui Hachimura,27.0,0,0,Lakers
Austin Reaves,30.0,0,0,Lakers
Dennis Schroder,27.0,0,0,Lakers
Wenyen Gabriel,20.0,0,0,Lakers
Lonnie Walker,15.0,0,0,Lakers
Davon Reed,0.0,0,0,Lakers
Max Christie,0.0,0,0,Lakers
LeBron James,0.0,1,0,Lakers
Anthony Davis,0.0,1,0,Lakers
Mo Bamba,0.0,1,0,Lakers
Jalen Green,34.0,0,0,Rockets
Kevin Porter,32.0,0,0,Rockets
Jabari Smith,32.0,0,0,Rockets
Kenyon Martin,31.0,0,0,Rockets
Alperen Sengun,29.0,0,1,Rockets
Tari Eason,25.0,0,0,Rockets
Jae'Sean Tate,23.0,0,0,Rockets
TyTy Washington,13.0,0,0,Rockets
Usman Garuba,12.0,0,0,Rockets
Josh Christopher,9.0,0,0,Rockets
Daishen Nix,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Frank Kaminsky,0.0,0,0,Rockets
Jaylen Brown,36.0,0,0,Celtics
Jayson Tatum,36.0,0,0,Celtics
Marcus Smart,33.0,0,0,Celtics
Al Horford,32.0,0,0,Celtics
Derrick White,31.0,0,0,Celtics
Malcolm Brogdon,26.0,0,0,Celtics
Sam Hauser,21.0,0,0,Celtics
Grant Williams,12.0,0,0,Celtics
Blake Griffin,7.0,0,0,Celtics
Luke Kornet,6.0,0,0,Celtics
Mike Muscala,0.0,0,0,Celtics
JD Davison,0.0,0,0,Celtics
Mfiondu Kabengele,0.0,0,0,Celtics
Robert Williams,0.0,1,0,Celtics
P. Pritchard,0.0,1,0,Celtics
D. Gallinari,0.0,1,0,Celtics
Anthony Edwards,35.0,0,0,Timberwolves
Kyle Anderson,33.0,0,0,Timberwolves
Rudy Gobert,32.0,0,1,Timberwolves
Jaden McDaniels,32.0,0,0,Timberwolves
Mike Conley,31.0,0,0,Timberwolves
Taurean Prince,24.0,0,0,Timberwolves
N. Alexander-Walker,19.0,0,0,Timberwolves
Jordan McLaughlin,17.0,0,0,Timberwolves
Naz Reid,17.0,0,1,Timberwolves
Austin Rivers,0.0,0,1,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Jaylen Nowell,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Tim Hardaway,33.0,0,1,Mavericks
Reggie Bullock,32.0,0,0,Mavericks
Josh Green,30.0,0,0,Mavericks
Jaden Hardy,24.0,0,0,Mavericks
Dwight Powell,18.0,0,0,Mavericks
Kyrie Irving,36.0,0,1,Mavericks
Maxi Kleber,25.0,0,0,Mavericks
