name,minutes,OUT,GTD,team
Paolo Banchero,32.0,0,0,Magic
Franz Wagner,31.0,0,0,Magic
Wendell Carter,29.0,0,0,Magic
Markelle Fultz,29.0,0,0,Magic
Gary Harris,25.0,0,0,Magic
Cole Anthony,26.0,0,0,Magic
Bol Bol,19.0,0,0,Magic
Jalen Suggs,18.0,0,0,Magic
Moritz Wagner,16.0,0,0,Magic
Jonathan Isaac,12.0,0,0,Magic
Mo Bamba,3.0,0,0,Magic
Terrence Ross,0.0,0,0,Magic
Admiral Schofield,0.0,0,0,Magic
R.J. Hampton,0.0,0,0,Magic
Chuma Okeke,0.0,1,0,Magic
James Harden,36.0,0,0,76ers
Joel Embiid,35.0,0,1,76ers
Tobias Harris,31.0,0,0,76ers
De'Anthony Melton,24.0,0,0,76ers
P.J. Tucker,21.0,0,0,76ers
Tyrese Maxey,32.0,0,0,76ers
Georges Niang,22.0,0,0,76ers
Montrezl Harrell,14.0,0,0,76ers
Shake Milton,14.0,0,0,76ers
Matisse Thybulle,11.0,0,0,76ers
Paul Reed,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Jaden Springer,0.0,0,0,76ers
Dennis Schroder,36.0,0,0,Lakers
Patrick Beverley,32.0,0,0,Lakers
Rui Hachimura,27.0,0,0,Lakers
Troy Brown,27.0,0,0,Lakers
Thomas Bryant,25.0,0,0,Lakers
Russell Westbrook,28.0,0,0,Lakers
Lonnie Walker,23.0,0,1,Lakers
Wenyen Gabriel,17.0,0,0,Lakers
Max Christie,16.0,0,0,Lakers
Juan Toscano-Anderson,9.0,0,0,Lakers
Damian Jones,0.0,0,0,Lakers
LeBron James,0.0,1,0,Lakers
Anthony Davis,0.0,1,0,Lakers
Austin Reaves,0.0,1,0,Lakers
Kyrie Irving,39.0,0,0,Nets
Nic Claxton,34.0,0,0,Nets
Royce O'Neale,32.0,0,0,Nets
Ben Simmons,26.0,0,1,Nets
Joe Harris,25.0,0,0,Nets
Seth Curry,32.0,0,0,Nets
Yuta Watanabe,20.0,0,0,Nets
Markieff Morris,11.0,0,0,Nets
Day'Ron Sharpe,11.0,0,0,Nets
Edmond Sumner,10.0,0,0,Nets
T.J. Warren,0.0,0,1,Nets
Cam Thomas,0.0,0,0,Nets
Patty Mills,0.0,0,0,Nets
David Duke,0.0,0,0,Nets
Kevin Durant,0.0,1,0,Nets
Harrison Barnes,37.0,0,0,Kings
De'Aaron Fox,37.0,0,0,Kings
Domantas Sabonis,37.0,0,0,Kings
Keegan Murray,33.0,0,0,Kings
Kevin Huerter,33.0,0,0,Kings
Malik Monk,22.0,0,0,Kings
Davion Mitchell,18.0,0,0,Kings
Trey Lyles,13.0,0,0,Kings
Chimezie Metu,8.0,0,0,Kings
Richaun Holmes,2.0,0,0,Kings
Terence Davis,0.0,0,0,Kings
KZ Okpala,0.0,0,0,Kings
Matthew Dellavedova,0.0,0,0,Kings
Alex Len,0.0,0,0,Kings
Deonte Burton,0.0,0,0,Kings
Neemias Queta,0.0,0,0,Kings
D'Angelo Russell,38.0,0,0,Timberwolves
Anthony Edwards,36.0,0,0,Timberwolves
Rudy Gobert,32.0,0,1,Timberwolves
Jaden McDaniels,30.0,0,0,Timberwolves
Kyle Anderson,28.0,0,0,Timberwolves
Austin Rivers,23.0,0,0,Timberwolves
Jaylen Nowell,18.0,0,0,Timberwolves
Taurean Prince,18.0,0,1,Timberwolves
Naz Reid,15.0,0,0,Timberwolves
Nathan Knight,2.0,0,0,Timberwolves
Luka Garza,0.0,0,0,Timberwolves
Matt Ryan,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Bryn Forbes,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
J. McLaughlin,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
Kyle Kuzma,37.0,0,0,Wizards
Bradley Beal,33.0,0,0,Wizards
Monte Morris,27.0,0,0,Wizards
Daniel Gafford,25.0,0,1,Wizards
Corey Kispert,22.0,0,0,Wizards
Kristaps Porzingis,30.0,0,0,Wizards
Deni Avdija,28.0,0,0,Wizards
Delon Wright,22.0,0,0,Wizards
Kendrick Nunn,16.0,0,0,Wizards
Taj Gibson,0.0,0,0,Wizards
Will Barton,0.0,0,0,Wizards
Vernon Carey,0.0,0,0,Wizards
Anthony Gill,0.0,1,0,Wizards
Keldon Johnson,34.0,0,0,Spurs
Jeremy Sochan,29.0,0,0,Spurs
Malaki Branham,28.0,0,0,Spurs
Tre Jones,27.0,0,0,Spurs
Jakob Poeltl,24.0,0,0,Spurs
Doug McDermott,24.0,0,0,Spurs
Josh Richardson,21.0,0,1,Spurs
Zach Collins,20.0,0,0,Spurs
Stanley Johnson,18.0,0,0,Spurs
Blake Wesley,8.0,0,0,Spurs
Keita Bates-Diop,7.0,0,0,Spurs
Isaiah Roby,0.0,0,0,Spurs
Gorgui Dieng,0.0,0,0,Spurs
Romeo Langford,0.0,1,0,Spurs
Devin Vassell,0.0,1,0,Spurs
Stephen Curry,35.0,0,0,Warriors
Klay Thompson,33.0,0,0,Warriors
Draymond Green,32.0,0,0,Warriors
Jordan Poole,32.0,0,0,Warriors
Andrew Wiggins,25.0,0,0,Warriors
Donte DiVincenzo,28.0,0,0,Warriors
Kevon Looney,22.0,0,0,Warriors
Jonathan Kuminga,18.0,0,0,Warriors
JaMychal Green,15.0,0,0,Warriors
Ty Jerome,0.0,0,0,Warriors
Anthony Lamb,0.0,0,0,Warriors
James Wiseman,0.0,0,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
S. Gilgeous-Alexander,36.0,0,0,Thunder
Jalen Williams,34.0,0,0,Thunder
Josh Giddey,32.0,0,0,Thunder
Aaron Wiggins,26.0,0,0,Thunder
Jaylin Williams,14.0,0,0,Thunder
Kenrich Williams,24.0,0,0,Thunder
Isaiah Joe,21.0,0,0,Thunder
Mike Muscala,17.0,0,0,Thunder
Darius Bazley,14.0,0,0,Thunder
Tre Mann,11.0,0,0,Thunder
Ousmane Dieng,11.0,0,0,Thunder
Luguentz Dort,0.0,1,0,Thunder
J. Robinson-Earl,0.0,1,0,Thunder
A. Pokusevski,0.0,1,0,Thunder
Jaden Ivey,33.0,0,0,Pistons
Bojan Bogdanovic,31.0,0,0,Pistons
Saddiq Bey,29.0,0,0,Pistons
Jalen Duren,27.0,0,0,Pistons
Alec Burks,22.0,0,0,Pistons
Isaiah Stewart,28.0,0,0,Pistons
Killian Hayes,27.0,0,0,Pistons
Hamidou Diallo,19.0,0,0,Pistons
Isaiah Livers,18.0,0,0,Pistons
Kevin Knox,6.0,0,0,Pistons
Rodney McGruder,0.0,0,0,Pistons
Nerlens Noel,0.0,0,0,Pistons
Cory Joseph,0.0,1,0,Pistons
Marvin Bagley,0.0,1,0,Pistons
Luka Doncic,38.0,0,1,Mavericks
Spencer Dinwiddie,36.0,0,0,Mavericks
Tim Hardaway,35.0,0,0,Mavericks
Dorian Finney-Smith,35.0,0,0,Mavericks
Dwight Powell,28.0,0,0,Mavericks
Reggie Bullock,30.0,0,0,Mavericks
Josh Green,26.0,0,0,Mavericks
Davis Bertans,12.0,0,0,Mavericks
