name,minutes,OUT,GTD,team
Jimmy Butler,42.0,0,1,Heat
Bam Adebayo,38.0,0,0,Heat
Max Strus,33.0,0,0,Heat
Gabe Vincent,27.0,0,0,Heat
Kevin Love,22.0,0,0,Heat
Kyle Lowry,26.0,0,0,Heat
Caleb Martin,25.0,0,1,Heat
Duncan Robinson,12.0,0,0,Heat
Cody Zeller,8.0,0,0,Heat
H. Highsmith,7.0,0,1,Heat
Udonis Haslem,0.0,0,0,Heat
Nikola Jovic,0.0,0,0,Heat
Omer Yurtseven,0.0,0,0,Heat
Tyler Herro,0.0,1,0,Heat
Jalen Brunson,40.0,0,0,Knicks
Julius Randle,38.0,0,0,Knicks
RJ Barrett,36.0,0,0,Knicks
Quentin Grimes,34.0,0,0,Knicks
Mitchell Robinson,30.0,0,0,Knicks
Josh Hart,32.0,0,0,Knicks
Isaiah Hartenstein,18.0,0,0,Knicks
Obi Toppin,8.0,0,0,Knicks
Miles McBride,4.0,0,0,Knicks
I. Quickley,0.0,0,1,Knicks
Evan Fournier,0.0,0,1,Knicks
Derrick Rose,0.0,0,0,Knicks
DaQuan Jeffries,0.0,0,0,Knicks
Isaiah Roby,0.0,0,0,Knicks
Anthony Davis,41.0,0,1,Lakers
LeBron James,40.0,0,1,Lakers
Austin Reaves,33.0,0,0,Lakers
D'Angelo Russell,32.0,0,0,Lakers
Jarred Vanderbilt,15.0,0,0,Lakers
Dennis Schroder,32.0,0,0,Lakers
Lonnie Walker,23.0,0,0,Lakers
Rui Hachimura,18.0,0,0,Lakers
Wenyen Gabriel,4.0,0,0,Lakers
Troy Brown,2.0,0,0,Lakers
Tristan Thompson,0.0,0,0,Lakers
Malik Beasley,0.0,0,0,Lakers
Shaquille Harrison,0.0,0,0,Lakers
Mo Bamba,0.0,0,1,Lakers
Max Christie,0.0,0,0,Lakers
Stephen Curry,41.0,0,0,Warriors
Klay Thompson,38.0,0,0,Warriors
Andrew Wiggins,37.0,0,0,Warriors
Draymond Green,36.0,0,0,Warriors
Gary Payton,16.0,0,0,Warriors
Donte DiVincenzo,20.0,0,0,Warriors
Jordan Poole,17.0,0,0,Warriors
Moses Moody,16.0,0,0,Warriors
Kevon Looney,15.0,0,0,Warriors
JaMychal Green,4.0,0,0,Warriors
Jonathan Kuminga,0.0,0,0,Warriors
Anthony Lamb,0.0,0,0,Warriors
Patrick Baldwin,0.0,0,1,Warriors
Andre Iguodala,0.0,1,0,Warriors
