name,minutes,OUT,GTD,team
Jrue Holiday,34.0,0,0,Bucks
Bobby Portis,32.0,0,0,Bucks
Brook Lopez,32.0,0,0,Bucks
Pat Connaughton,29.0,0,0,Bucks
Grayson Allen,25.0,0,0,Bucks
Jevon Carter,23.0,0,0,Bucks
Jordan Nwora,20.0,0,0,Bucks
Joe Ingles,17.0,0,0,Bucks
MarJon Beauchamp,17.0,0,0,Bucks
AJ Green,12.0,0,0,Bucks
George Hill,0.0,0,0,Bucks
Wesley Matthews,0.0,0,0,Bucks
T. Antetokounmpo,0.0,0,0,Bucks
G. Antetokounmpo,0.0,1,0,Bucks
Serge Ibaka,0.0,1,0,Bucks
Khris Middleton,0.0,1,0,Bucks
Max Strus,38.0,0,0,Heat
Gabe Vincent,37.0,0,0,Heat
Bam Adebayo,35.0,0,0,Heat
Jimmy Butler,34.0,0,0,Heat
Haywood Highsmith,24.0,0,0,Heat
Victor Oladipo,33.0,0,0,Heat
Jamal Cain,24.0,0,0,Heat
Orlando Robinson,15.0,0,0,Heat
Dewayne Dedmon,0.0,0,0,Heat
Udonis Haslem,0.0,0,0,Heat
Tyler Herro,0.0,1,0,Heat
Kyle Lowry,0.0,1,0,Heat
Caleb Martin,0.0,1,0,Heat
Duncan Robinson,0.0,1,0,Heat
Nikola Jovic,0.0,1,0,Heat
Omer Yurtseven,0.0,1,0,Heat
Ja Morant,33.0,0,0,Grizzlies
Desmond Bane,33.0,0,0,Grizzlies
Steven Adams,29.0,0,0,Grizzlies
Jaren Jackson,29.0,0,0,Grizzlies
Ziaire Williams,29.0,0,0,Grizzlies
Tyus Jones,18.0,0,0,Grizzlies
David Roddy,18.0,0,0,Grizzlies
Santi Aldama,17.0,0,0,Grizzlies
Brandon Clarke,16.0,0,0,Grizzlies
Jake LaRavia,10.0,0,0,Grizzlies
Xavier Tillman,8.0,0,0,Grizzlies
Kennedy Chandler,0.0,0,0,Grizzlies
Vince Williams,0.0,0,0,Grizzlies
Dillon Brooks,0.0,1,0,Grizzlies
John Konchar,0.0,1,0,Grizzlies
Danny Green,0.0,1,0,Grizzlies
Buddy Hield,34.0,0,0,Pacers
Andrew Nembhard,33.0,0,0,Pacers
Bennedict Mathurin,29.0,0,0,Pacers
Aaron Nesmith,28.0,0,0,Pacers
Isaiah Jackson,27.0,0,0,Pacers
T.J. McConnell,26.0,0,0,Pacers
Oshae Brissett,22.0,0,0,Pacers
