name,minutes,OUT,GTD,team
James Harden,39.0,0,0,76ers
Joel Embiid,36.0,0,0,76ers
Tyrese Maxey,34.0,0,0,76ers
Tobias Harris,33.0,0,0,76ers
P.J. Tucker,22.0,0,0,76ers
De'Anthony Melton,27.0,0,0,76ers
Georges Niang,16.0,0,0,76ers
Shake Milton,13.0,0,0,76ers
Jalen McDaniels,13.0,0,1,76ers
Paul Reed,9.0,0,0,76ers
Dewayne Dedmon,0.0,0,0,76ers
Montrezl Harrell,0.0,0,0,76ers
Jaden Springer,0.0,0,0,76ers
Danuel House,0.0,0,0,76ers
Furkan Korkmaz,0.0,0,0,76ers
Terry Rozier,35.0,0,0,Hornets
Kelly Oubre,33.0,0,0,Hornets
Gordon Hayward,33.0,0,0,Hornets
P.J. Washington,31.0,0,0,Hornets
Nick Richards,27.0,0,0,Hornets
Dennis Smith,24.0,0,0,Hornets
Kai Jones,18.0,0,0,Hornets
JT Thor,15.0,0,0,Hornets
Svi Mykhailiuk,13.0,0,0,Hornets
Bryce McGowens,11.0,0,0,Hornets
Mark Williams,0.0,0,1,Hornets
Cody Martin,0.0,0,1,Hornets
Stephen Curry,37.0,0,1,Warriors
Klay Thompson,35.0,0,0,Warriors
Donte DiVincenzo,33.0,0,0,Warriors
Kevon Looney,28.0,0,1,Warriors
Jonathan Kuminga,26.0,0,0,Warriors
Jordan Poole,31.0,0,0,Warriors
JaMychal Green,20.0,0,0,Warriors
Anthony Lamb,20.0,0,0,Warriors
Moses Moody,10.0,0,0,Warriors
Patrick Baldwin,0.0,0,0,Warriors
Lester Quinones,0.0,0,0,Warriors
Draymond Green,0.0,1,0,Warriors
Ty Jerome,0.0,1,0,Warriors
Andre Iguodala,0.0,1,0,Warriors
Andrew Wiggins,0.0,1,0,Warriors
Gary Payton,0.0,1,0,Warriors
Dejounte Murray,36.0,0,0,Hawks
De'Andre Hunter,34.0,0,0,Hawks
Trae Young,34.0,0,0,Hawks
John Collins,27.0,0,0,Hawks
Clint Capela,26.0,0,0,Hawks
Saddiq Bey,27.0,0,0,Hawks
Bogdan Bogdanovic,23.0,0,0,Hawks
Onyeka Okongwu,19.0,0,0,Hawks
Jalen Johnson,14.0,0,1,Hawks
AJ Griffin,4.0,0,0,Hawks
Bruno Fernando,0.0,0,0,Hawks
Garrison Mathews,0.0,0,0,Hawks
Aaron Holiday,0.0,0,0,Hawks
Vit Krejci,0.0,0,0,Hawks
Bradley Beal,37.0,0,0,Wizards
Kyle Kuzma,35.0,0,0,Wizards
Kristaps Porzingis,34.0,0,0,Wizards
Monte Morris,27.0,0,0,Wizards
Daniel Gafford,24.0,0,0,Wizards
Corey Kispert,33.0,0,0,Wizards
Deni Avdija,25.0,0,0,Wizards
Delon Wright,25.0,0,0,Wizards
Taj Gibson,5.0,0,0,Wizards
Kendrick Nunn,1.0,0,0,Wizards
Anthony Gill,1.0,0,0,Wizards
Johnny Davis,0.0,0,0,Wizards
Jordan Goodwin,0.0,0,0,Wizards
Xavier Cooks,0.0,1,0,Wizards
Darius Garland,36.0,0,0,Cavaliers
Donovan Mitchell,36.0,0,0,Cavaliers
Evan Mobley,36.0,0,0,Cavaliers
Isaac Okoro,30.0,0,0,Cavaliers
Lamar Stevens,22.0,0,0,Cavaliers
Caris LeVert,36.0,0,0,Cavaliers
Cedi Osman,30.0,0,0,Cavaliers
Ricky Rubio,20.0,0,0,Cavaliers
Dean Wade,1.0,0,0,Cavaliers
Raul Neto,1.0,0,0,Cavaliers
Danny Green,1.0,0,0,Cavaliers
Dylan Windler,0.0,0,0,Cavaliers
Robin Lopez,0.0,0,0,Cavaliers
Jarrett Allen,0.0,1,0,Cavaliers
Anthony Edwards,35.0,0,0,Timberwolves
Kyle Anderson,33.0,0,0,Timberwolves
Jaden McDaniels,32.0,0,0,Timberwolves
Rudy Gobert,32.0,0,1,Timberwolves
Mike Conley,31.0,0,0,Timberwolves
Taurean Prince,24.0,0,0,Timberwolves
N. Alexander-Walker,19.0,0,0,Timberwolves
Jordan McLaughlin,17.0,0,0,Timberwolves
Naz Reid,17.0,0,1,Timberwolves
Austin Rivers,0.0,0,1,Timberwolves
Nathan Knight,0.0,0,0,Timberwolves
Wendell Moore,0.0,0,0,Timberwolves
Josh Minott,0.0,0,0,Timberwolves
Jaylen Nowell,0.0,1,0,Timberwolves
K. Towns,0.0,1,0,Timberwolves
DeMar DeRozan,38.0,0,0,Bulls
Zach LaVine,37.0,0,0,Bulls
Nikola Vucevic,33.0,0,0,Bulls
Patrick Beverley,32.0,0,0,Bulls
Alex Caruso,25.0,0,1,Bulls
Patrick Williams,25.0,0,0,Bulls
Coby White,21.0,0,0,Bulls
Ayo Dosunmu,18.0,0,0,Bulls
Andre Drummond,13.0,0,0,Bulls
Marko Simonovic,0.0,0,0,Bulls
Dalen Terry,0.0,0,0,Bulls
Derrick Jones,0.0,0,0,Bulls
Javonte Green,0.0,0,1,Bulls
CJ McCollum,34.0,0,0,Pelicans
Brandon Ingram,33.0,0,0,Pelicans
Herbert Jones,33.0,0,0,Pelicans
Trey Murphy,32.0,0,0,Pelicans
Jonas Valanciunas,29.0,0,0,Pelicans
Josh Richardson,24.0,0,0,Pelicans
Larry Nance,19.0,0,0,Pelicans
Naji Marshall,14.0,0,0,Pelicans
Dyson Daniels,13.0,0,0,Pelicans
Jaxson Hayes,4.0,0,0,Pelicans
Kira Lewis,4.0,0,0,Pelicans
Willy Hernangomez,1.0,0,0,Pelicans
Garrett Temple,1.0,0,0,Pelicans
Jose Alvarado,0.0,1,0,Pelicans
E.J. Liddell,0.0,1,0,Pelicans
Zion Williamson,0.0,1,0,Pelicans
Kevin Porter,38.0,0,0,Rockets
Jalen Green,34.0,0,0,Rockets
Jabari Smith,32.0,0,0,Rockets
Kenyon Martin,31.0,0,0,Rockets
Alperen Sengun,29.0,0,0,Rockets
Tari Eason,25.0,0,0,Rockets
Jae'Sean Tate,23.0,0,0,Rockets
Josh Christopher,16.0,0,0,Rockets
Usman Garuba,12.0,0,0,Rockets
Daishen Nix,0.0,0,0,Rockets
Boban Marjanovic,0.0,0,0,Rockets
Frank Kaminsky,0.0,0,0,Rockets
Desmond Bane,35.0,0,0,Grizzlies
Dillon Brooks,33.0,0,0,Grizzlies
Tyus Jones,33.0,0,0,Grizzlies
Jaren Jackson,33.0,0,0,Grizzlies
Xavier Tillman,29.0,0,0,Grizzlies
Luke Kennard,22.0,0,0,Grizzlies
Santi Aldama,22.0,0,0,Grizzlies
John Konchar,17.0,0,0,Grizzlies
David Roddy,16.0,0,0,Grizzlies
Ziaire Williams,0.0,0,0,Grizzlies
